,X1,X2,labels,Player,Status,Player_ID,url
474,-1.42223048111,-1.20416107182,Shooting Wings,Shannon Brown,Inactive,brownsh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownsh01.html
475,-2.26069964779,1.383040075,Combo Guards,Shaun Livingston,Active,livinsh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/livinsh01.html
476,2.48881949912,0.791778920154,Offensive Centers,Shavlik Randolph,Inactive,randosh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/randosh01.html
477,1.54137124145,-0.972817151334,Versatile Forwards,Shawn Marion,Inactive,mariosh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mariosh01.html
478,0.386883254786,-0.787594314972,Versatile Forwards,Shawne Williams,Inactive,willish03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willish03.html
479,-3.43055978751,1.19716036304,Combo Guards,Shelvin Mack,Active,macksh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/macksh01.html
480,-1.30005382197,-0.809718419945,Shooting Wings,Solomon Hill,Active,hillso01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hillso01.html
481,-0.435722375426,-0.4237991865,3-and-D Wings,Sonny Weems,Inactive,weemsso01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/weemsso01.html
482,-3.21056520704,1.39937504662,Combo Guards,Spencer Dinwiddie,Active,dinwisp01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dinwisp01.html
483,2.22259857164,0.758954277868,Offensive Centers,Spencer Hawes,Active,hawessp01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hawessp01.html
484,-0.890028108045,-0.939752446386,Shooting Wings,Stanley Johnson,Active,johnsst04,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsst04.html
485,-3.03256678142,0.786854669128,Combo Guards,Stephen Curry,Active,curryst01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/curryst01.html
486,-3.4464505156,1.06359520339,Combo Guards,Steve Blake,Inactive,blakest01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/blakest01.html
487,-0.180215119395,-1.4317540581,3-and-D Wings,Steve Novak,Active,novakst01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/novakst01.html
488,2.86210471847,1.01837383597,Defensive Centers,Steven Adams,Active,adamsst01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/adamsst01.html
489,-4.35332879225,2.84068388904,Floor Generals,T.J. McConnell,Active,mccontj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccontj01.html
490,0.147634564828,-1.09260090199,3-and-D Wings,T.J. Warren,Active,warretj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/warretj01.html
491,2.38552786918,0.412004743833,Offensive Centers,Taj Gibson,Active,gibsota01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gibsota01.html
492,3.41927678251,1.00130792531,Defensive Centers,Tarik Black,Active,blackta01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/blackta01.html
493,-0.509647615468,-0.801176550092,3-and-D Wings,Tayshaun Prince,Inactive,princta01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/princta01.html
494,1.96158360097,-0.345327335287,Offensive Centers,Terrence Jones,Active,joneste01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/joneste01.html
495,-0.906020672089,-1.67216618822,Shooting Wings,Terrence Ross,Active,rosste01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rosste01.html
496,-1.95901590959,0.164216524187,Scoring Wings,Terry Rozier,Active,roziete01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/roziete01.html
497,-0.409565843449,-1.33546264615,3-and-D Wings,Thabo Sefolosha,Active,sefolth01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sefolth01.html
498,0.73585847888,-0.862902588002,Versatile Forwards,Thaddeus Young,Active,youngth01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/y/youngth01.html
499,2.51110820558,0.604559722466,Offensive Centers,Thomas Robinson,Active,robinth01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/robinth01.html
500,2.20201882599,0.459643536013,Offensive Centers,Tiago Splitter,Inactive,splitti01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/splitti01.html
501,3.32478678439,0.775798549835,Defensive Centers,Tim Duncan,Inactive,duncati01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/duncati01.html
502,-3.41521226234,2.50292365538,Floor Generals,Tim Frazier,Active,fraziti01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fraziti01.html
