Status,Player,Pos,Player_ID,url,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DPM,BPM,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,%ASTd_3P,%_CORNER3PA,3P%_CORNER3
Active,Jonathan Gibson,PG,gibsojo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gibsojo01.html,17,231,9.7,0.492,0.474,0.305,0.5,11.2,5.6,18.7,1.8,0,16.3,26.4,-3.2,-2.2,-5.5,0.368,17.8,0.526,0.179,0.063,0.095,0.189,0.474,0.4,0.412,0.333,0.556,0.333,0.333,0.3,0,0.8,0.044,0.5
Active,Jonathon Simmons,SG,simmojo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/simmojo02.html,107,1755,11.3,0.551,0.212,0.363,2,11.7,7,11.7,1.7,1.1,15,18.3,-1.8,0.8,-1,0.467,10.1,0.788,0.417,0.174,0.058,0.137,0.212,0.502,0.634,0.322,0.433,0.366,0.336,0.527,0.106,1,0.427,0.383
Inactive,Jordan Adams,SG,adamsjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/adamsjo01.html,32,263,13.1,0.484,0.283,0.304,3.9,9.1,6.5,11.4,3.8,2.2,13.3,20.9,-1.9,1.4,-0.5,0.402,12.9,0.717,0.272,0.163,0.109,0.174,0.283,0.409,0.56,0.267,0.6,0.188,0.385,0.593,0,0.9,0.346,0.222
Active,Jordan Clarkson,SG,clarkjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/clarkjo01.html,196,5615,14.7,0.522,0.275,0.197,3.5,9.7,6.5,16.1,1.9,0.4,11.6,22.9,0.5,-1.9,-1.5,0.442,12.7,0.725,0.264,0.194,0.107,0.16,0.275,0.482,0.597,0.426,0.42,0.401,0.336,0.28,0.028,0.769,0.179,0.288
Active,Jordan Farmar,PG,farmajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/farmajo01.html,504,9840,13.3,0.528,0.452,0.151,1.9,9.2,5.5,23.6,2,0.4,15.9,20,0.3,-1.6,-1.4,0.423,15.9,0.548,0.251,0.073,0.067,0.156,0.452,0.463,0.574,0.34,0.336,0.398,0.374,0.387,0.014,0.731,0.205,0.395
Inactive,Jordan Hamilton,SF,hamiljo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hamiljo02.html,151,2100,13.4,0.503,0.458,0.123,4.8,17.8,11.4,9.5,1.7,1.2,10.3,20.4,-0.6,-0.8,-1.5,0.408,15.5,0.542,0.205,0.176,0.079,0.082,0.458,0.451,0.616,0.358,0.333,0.348,0.357,0.478,0.029,0.883,0.224,0.384
Active,Jordan Hill,C,hilljo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hilljo01.html,407,7685,16.3,0.529,0.008,0.27,12.5,21.9,17.2,7,1,2.6,12.2,20.1,-1.8,-0.2,-2,0.497,8.4,0.992,0.341,0.284,0.127,0.236,0.008,0.499,0.673,0.447,0.388,0.374,0.136,0.582,0.083,0.333,0.318,0.286
Active,Jordan McRae,SG,mcraejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcraejo01.html,59,579,11.2,0.509,0.32,0.272,1.9,9.4,5.7,11.9,0.9,1,10.2,21.6,-2.7,-2.7,-5.4,0.404,13.5,0.68,0.289,0.123,0.145,0.123,0.32,0.413,0.5,0.286,0.242,0.536,0.384,0.313,0.031,0.786,0.356,0.423
Active,Jordan Mickey,PF,mickejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mickejo01.html,32,173,12.3,0.46,0.02,0.392,11.4,14.8,13.1,5.1,0.6,6.4,11.8,17.2,-5.3,1,-4.3,0.431,4.6,0.98,0.667,0.157,0.039,0.118,0.02,0.44,0.529,0.125,0.5,0.333,0,0.682,0.196,0,1,0
Inactive,Jorge Gutierrez,PG,gutiejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gutiejo01.html,47,482,10.9,0.562,0.16,0.34,1.9,11,6.5,22.2,2,0.2,20.8,14.7,-2.3,-1,-3.3,0.5,11.3,0.84,0.358,0.132,0.057,0.292,0.16,0.562,0.737,0.357,0.5,0.452,0.176,0.66,0,1,0.588,0.1
Active,Jose Calderon,PG,caldejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/caldejo01.html,772,21850,16.3,0.574,0.342,0.166,1.4,9.1,5.3,35,1.6,0.2,16.1,16.3,2.1,-2.3,-0.1,0.473,17,0.658,0.192,0.026,0.074,0.366,0.342,0.506,0.652,0.368,0.412,0.458,0.411,0.228,0,0.855,0.152,0.441
Active,Josh Huestis,PF,huestjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/huestjo01.html,6,62,12.9,0.591,0.5,0.25,7.3,16.9,12.3,4.2,0.8,3.7,14.5,14.3,-1.5,-1.5,-3.1,0.5,17.2,0.5,0.125,0.125,0.063,0.188,0.5,0.375,1,0,0,0.333,0.625,1,0.125,1,0.375,0.667
Active,Josh McRoberts,PF,mcrobjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcrobjo01.html,431,8265,13.2,0.539,0.292,0.222,6.4,16.5,11.4,16.8,1.4,1.8,15,13.9,-0.4,1.3,1,0.464,11.9,0.708,0.381,0.137,0.055,0.134,0.292,0.514,0.654,0.344,0.385,0.347,0.341,0.673,0.123,0.974,0.129,0.311
Active,Josh Richardson,SG,richajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/richajo01.html,80,1982,10.6,0.524,0.445,0.167,2,9.2,5.6,11.3,1.6,1.5,11,15.9,-0.6,0.2,-0.3,0.421,16.5,0.555,0.174,0.091,0.107,0.184,0.445,0.455,0.574,0.377,0.419,0.402,0.378,0.381,0.04,0.929,0.274,0.535
Inactive,Josh Smith,PF,smithjo03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithjo03.html,891,28988,17.4,0.504,0.14,0.333,6.8,20,13.3,16.5,2,4.5,14.6,23.7,-0.8,2.9,2.1,0.453,10.4,0.86,0.367,0.198,0.06,0.236,0.14,0.48,0.669,0.354,0.266,0.345,0.285,0.607,0.1,0.953,0.229,0.307
Active,Jrue Holiday,PG,holidjr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holidjr01.html,480,15461,16.3,0.516,0.235,0.185,2.8,9.8,6.2,31.8,2.4,0.9,16.4,23.4,1.2,-0.2,0.9,0.441,12.7,0.765,0.271,0.167,0.145,0.183,0.235,0.463,0.576,0.375,0.439,0.397,0.369,0.237,0.015,0.582,0.19,0.372
Active,Juan Hernangomez,PF,hernaju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hernaju01.html,41,514,13.8,0.585,0.473,0.364,6.6,18.6,12.6,5.3,1.6,1.8,8.6,13.4,0.2,-0.9,-0.7,0.45,13.6,0.527,0.364,0.109,0.016,0.039,0.473,0.471,0.596,0.214,0,0.2,0.426,0.594,0.078,1,0.328,0.5
Active,Julius Randle,PF,randlju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/randlju01.html,132,3712,14.5,0.503,0.044,0.341,7.4,29.2,17.9,14.4,1.2,1.1,14.9,21.4,-2.8,0.3,-2.5,0.451,6.7,0.956,0.463,0.281,0.078,0.133,0.044,0.459,0.592,0.354,0.34,0.289,0.267,0.466,0.073,0.75,0.083,0
Active,Justin Anderson,SF,anderju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderju01.html,106,1357,13.7,0.522,0.455,0.317,4.7,19.2,11.8,7.2,1.8,2.6,11.1,19.9,-2.1,0.5,-1.6,0.404,14.4,0.545,0.279,0.131,0.06,0.075,0.455,0.5,0.706,0.305,0.333,0.206,0.288,0.455,0.082,0.949,0.327,0.328
Active,Justin Hamilton,C,hamilju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hamilju01.html,98,1745,13.7,0.547,0.386,0.174,7.8,15,11.4,7,1.6,3.1,10.9,15,-0.8,0.5,-0.3,0.46,13,0.616,0.311,0.176,0.063,0.063,0.384,0.555,0.671,0.488,0.419,0.323,0.309,0.719,0.051,0.983,0.34,0.266
Inactive,Justin Harper,PF,harpeju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harpeju01.html,19,119,3.2,0.39,0.537,0.073,2.9,9.8,6.3,2.8,1.3,2,15.9,19.5,-6.7,-1.6,-8.3,0.317,17.8,0.463,0.22,0.049,0.024,0.171,0.537,0.368,0.667,0,0,0.143,0.273,0.286,0,0.833,0.091,0
Active,Justin Holiday,SG,holidju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holidju01.html,179,2703,11.1,0.51,0.486,0.183,1.8,11.7,6.8,9.9,2.3,1.6,11.8,17.2,-1.7,-0.1,-1.8,0.395,16.8,0.514,0.215,0.064,0.069,0.163,0.486,0.447,0.551,0.321,0.4,0.387,0.34,0.735,0.051,0.965,0.331,0.436
Active,Justise Winslow,SF,winslju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/winslju01.html,96,2857,8.3,0.459,0.219,0.238,4.2,15.1,9.8,9.2,1.7,0.9,14.4,14.1,-2.6,1.5,-1.1,0.4,10.6,0.781,0.371,0.202,0.047,0.164,0.219,0.439,0.541,0.381,0.25,0.336,0.258,0.53,0.044,0.974,0.702,0.274
Active,Jusuf Nurkic,C,nurkiju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nurkiju01.html,141,2513,15.3,0.49,0.005,0.37,12.2,24.6,18.2,9.8,2.1,4.7,17.4,22.7,-3.5,2.3,-1.2,0.462,4.4,0.995,0.534,0.361,0.026,0.073,0.005,0.464,0.562,0.351,0.333,0.362,0,0.664,0.069,0,0.2,0
Active,K.J. McDaniels,SF,mcdankj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcdankj01.html,128,1799,10.6,0.505,0.352,0.301,5.1,11.6,8.2,8.2,1.6,3.8,16.9,18.9,-3.7,0.5,-3.2,0.404,12,0.648,0.378,0.138,0.061,0.071,0.352,0.465,0.581,0.342,0.229,0.293,0.292,0.543,0.12,0.949,0.223,0.311
Inactive,Kalin Lucas,PG,lucaska01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lucaska01.html,1,6,-0.7,0,0,0,0,0,0,0,8.7,0,0,7.6,-7.9,6.6,-1.3,0,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Active,Karl-Anthony Towns,C,townska01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/townska01.html,139,4706,23.4,0.592,0.13,0.268,10.5,27.4,18.9,12.6,1,3.9,12.1,26,2.5,1,3.5,0.53,9.8,0.87,0.359,0.231,0.082,0.198,0.13,0.559,0.694,0.468,0.418,0.479,0.339,0.637,0.078,0.926,0.161,0.422
Active,Kawhi Leonard,SF,leonaka01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leonaka01.html,375,11390,21.7,0.599,0.275,0.297,5,18,11.7,11.5,3,1.7,9.1,21.8,3.5,2.7,6.2,0.497,13.2,0.725,0.247,0.15,0.159,0.169,0.275,0.537,0.694,0.461,0.474,0.433,0.392,0.462,0.074,0.892,0.349,0.441
Active,Kay Felder,PG,feldeka01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/feldeka01.html,36,344,11.7,0.481,0.15,0.338,1,10.3,5.8,20.9,1.9,1.4,13.1,22.4,-3.9,-1.1,-5,0.406,11.4,0.85,0.331,0.128,0.135,0.256,0.15,0.416,0.5,0.059,0.389,0.5,0.35,0.191,0,0.714,0.35,0.429
Inactive,Keith Appling,PG,applike01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/applike01.html,5,27,-4.8,0.338,0.375,0.25,0,4.2,2.1,5,1.9,0,25.3,19.5,-10.3,-2.7,-13,0.25,14.9,0.625,0.25,0,0.125,0.25,0.375,0.4,1,0,0,0,0,0,0,0,0.667,0
Active,Kelly Olynyk,C,olynyke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/olynyke01.html,253,5295,15.8,0.566,0.333,0.242,7.2,17.8,12.4,12.8,1.7,1.8,13.7,20.5,0.6,0.6,1.2,0.475,12.4,0.667,0.369,0.122,0.069,0.108,0.333,0.525,0.681,0.319,0.368,0.321,0.374,0.669,0.032,0.963,0.118,0.539
Active,Kelly Oubre,SF,oubreke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/oubreke01.html,116,1766,8.6,0.513,0.426,0.225,4.1,15.8,9.9,3.6,1.7,0.8,10.8,15.4,-2.7,-0.8,-3.6,0.42,13.5,0.574,0.341,0.118,0.05,0.066,0.426,0.507,0.62,0.305,0.4,0.364,0.304,0.541,0.108,1,0.402,0.221
Active,Kemba Walker,PG,walkeke02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/walkeke02.html,420,14195,18.5,0.519,0.315,0.295,2,11,6.4,28.8,2.1,0.9,10.8,26.2,2.8,-0.7,2.1,0.41,14.5,0.685,0.264,0.095,0.114,0.213,0.315,0.44,0.546,0.334,0.377,0.388,0.345,0.229,0.001,0.614,0.08,0.366
Inactive,Kendall Marshall,PG,marshke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/marshke01.html,160,3083,10.7,0.489,0.439,0.091,0.8,8.2,4.5,37.1,1.7,0.2,25.8,15.8,-2.5,-3.1,-5.6,0.399,16.6,0.561,0.213,0.1,0.071,0.177,0.439,0.422,0.565,0.278,0.482,0.307,0.37,0.257,0,0.867,0.098,0.294
Inactive,Kendrick Perkins,C,perkike01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/perkike01.html,781,17147,10.7,0.552,0.004,0.42,9.3,21.4,15.6,7.1,0.8,4.1,24.4,13.5,-3.2,2.8,-0.4,0.53,4.5,0.996,0.525,0.354,0.077,0.039,0.004,0.532,0.652,0.424,0.31,0.331,0,0.623,0.113,0,0,0
Active,Kenneth Faried,PF,farieke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/farieke01.html,396,10305,19.7,0.575,0.005,0.406,13.6,22.9,18.2,6.6,1.5,2.7,12,19.6,0.7,0.8,1.5,0.545,4.1,0.995,0.602,0.29,0.061,0.042,0.005,0.547,0.656,0.404,0.333,0.288,0.111,0.661,0.178,0.5,0.167,0.667
Active,Kent Bazemore,SF,bazemke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bazemke01.html,332,6067,11.6,0.518,0.386,0.256,1.8,14.5,8.3,12.7,2.3,1.7,14.9,19.7,-2.2,1,-1.2,0.421,13.9,0.614,0.315,0.109,0.051,0.139,0.386,0.469,0.594,0.289,0.308,0.385,0.346,0.498,0.034,0.858,0.348,0.412
Active,Kentavious Caldwell-Pope,SG,caldwke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/caldwke01.html,291,8761,11.8,0.512,0.426,0.189,2.4,8.8,5.5,7.9,2,0.5,8.1,18.1,0.2,-0.2,0.1,0.408,16,0.574,0.217,0.097,0.092,0.168,0.426,0.46,0.618,0.295,0.425,0.37,0.338,0.543,0.033,0.848,0.252,0.405
Inactive,Kenyon Martin,PF,martike01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/martike01.html,757,23134,15,0.513,0.035,0.299,6.5,19.1,12.8,10.6,2,2.8,12.7,20.2,-1.5,2.1,0.7,0.483,8.4,0.965,0.391,0.218,0.137,0.219,0.035,0.492,0.68,0.401,0.337,0.342,0.234,0.684,0.173,0.894,0.234,0.333
Active,Kevin Durant,SF,duranke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/duranke01.html,698,26153,25.2,0.608,0.25,0.422,2.5,18.4,10.8,18.3,1.6,2.1,12.4,30.3,4.7,0.3,5.1,0.488,13.8,0.75,0.227,0.125,0.18,0.219,0.25,0.523,0.73,0.431,0.445,0.427,0.38,0.494,0.084,0.753,0.063,0.402
Inactive,Kevin Garnett,PF,garneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/garneke01.html,1462,50418,22.7,0.546,0.03,0.293,7.6,26,17,19.3,1.9,3,11.8,24.7,2.1,3.3,5.4,0.5,11.3,0.97,0.228,0.197,0.215,0.33,0.03,0.507,0.685,0.442,0.46,0.454,0.261,0.676,0.065,0.797,0.055,0.192
Active,Kevin Love,PF,loveke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/loveke01.html,562,18355,22,0.566,0.304,0.417,10.6,29.1,19.7,12.3,1.1,1.1,10.8,24.6,3,0.1,3.1,0.443,12.7,0.696,0.3,0.183,0.088,0.125,0.304,0.477,0.592,0.398,0.353,0.402,0.365,0.562,0.03,0.943,0.206,0.394
Inactive,Kevin Martin,SG,martike02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/martike02.html,714,21559,17.7,0.585,0.338,0.465,2.1,10,6.1,10.6,1.5,0.3,10.2,24.4,2.4,-2.4,0.1,0.437,15.2,0.662,0.204,0.11,0.122,0.225,0.338,0.464,0.629,0.393,0.399,0.387,0.384,0.508,0.037,0.87,0.224,0.452
Active,Kevin Seraphin,PF,serapke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/serapke01.html,408,6287,12,0.507,0.003,0.148,8.8,16.7,12.8,6.5,0.7,3.7,15.4,20.4,-4.1,0.2,-3.9,0.488,8.1,0.997,0.252,0.393,0.23,0.122,0.003,0.489,0.654,0.462,0.389,0.422,0,0.61,0.07,0,0,0
Active,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,48,422,14.6,0.609,0.104,0.333,11.2,19.4,15.6,7.6,1.5,3,11.3,12.7,-0.5,1.4,0.9,0.573,5.8,0.896,0.677,0.115,0.042,0.063,0.104,0.605,0.754,0.182,0.25,0,0.3,0.808,0.281,1,0,0
Inactive,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,48,422,14.6,0.609,0.104,0.333,11.2,19.4,15.6,7.6,1.5,3,11.3,12.7,-0.5,1.4,0.9,0.573,5.8,0.896,0.677,0.115,0.042,0.063,0.104,0.605,0.754,0.182,0.25,0,0.3,0.808,0.281,1,0,0
Active,Kevon Looney,C,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,48,422,14.6,0.609,0.104,0.333,11.2,19.4,15.6,7.6,1.5,3,11.3,12.7,-0.5,1.4,0.9,0.573,5.8,0.896,0.677,0.115,0.042,0.063,0.104,0.605,0.754,0.182,0.25,0,0.3,0.808,0.281,1,0,0
Inactive,Kevon Looney,PF,looneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,48,422,14.6,0.609,0.104,0.333,11.2,19.4,15.6,7.6,1.5,3,11.3,12.7,-0.5,1.4,0.9,0.573,5.8,0.896,0.677,0.115,0.042,0.063,0.104,0.605,0.754,0.182,0.25,0,0.3,0.808,0.281,1,0,0
Active,Khris Middleton,SG,middlkh01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/middlkh01.html,271,8244,14.9,0.555,0.319,0.214,2.2,12,7.1,14.6,2.2,0.6,11.5,20.5,1,-1,0,0.45,15.4,0.681,0.164,0.118,0.163,0.237,0.319,0.472,0.604,0.398,0.455,0.429,0.401,0.549,0.017,0.941,0.324,0.455
Inactive,Kirk Hinrich,PG,hinriki01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hinriki01.html,879,27015,12.8,0.516,0.366,0.208,1.3,9.5,5.4,25.7,1.9,0.7,14.8,18.2,0.3,-0.2,0.2,0.411,17,0.634,0.162,0.075,0.085,0.312,0.366,0.432,0.528,0.383,0.37,0.41,0.375,0.352,0.001,0.84,0.207,0.416
Active,Klay Thompson,SG,thompkl01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thompkl01.html,441,14408,16.3,0.572,0.435,0.156,1.5,9.4,5.6,11.2,1.4,1.2,9.7,24.6,1.9,-1.4,0.5,0.453,17.1,0.565,0.158,0.082,0.123,0.203,0.435,0.478,0.662,0.335,0.408,0.436,0.42,0.673,0.013,0.933,0.267,0.456
Inactive,Kobe Bryant,SG,bryanko01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bryanko01.html,1346,48637,22.9,0.55,0.212,0.382,3.5,12.7,8.1,24.2,2.1,1,11.6,31.8,4.4,-0.6,3.9,0.447,14.1,0.784,0.21,0.124,0.17,0.28,0.216,0.479,0.634,0.448,0.439,0.402,0.329,0.347,0.037,0.658,0.103,0.346
Active,Kosta Koufos,C,koufoko01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/koufoko01.html,560,9071,15.4,0.548,0.002,0.229,12.3,21.8,17.1,3.8,1.3,4,11.9,16.1,-1.8,0.9,-0.9,0.535,4.5,0.998,0.5,0.399,0.059,0.04,0.002,0.535,0.654,0.439,0.327,0.308,0,0.711,0.082,0,0.25,0
Inactive,Kostas Papanikolaou,SF,papanko01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/papanko01.html,69,1089,7.3,0.449,0.525,0.122,4.8,11.3,8,13.6,1.9,1.3,21.5,14.1,-3.4,0.6,-2.8,0.354,15.5,0.475,0.278,0.091,0.053,0.053,0.525,0.416,0.562,0.167,0.214,0.286,0.297,0.615,0.03,0.951,0.362,0.3
Active,Kris Dunn,PG,dunnkr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dunnkr01.html,53,882,7.4,0.42,0.24,0.245,2.1,13.3,7.6,21.1,2.7,2.3,23.9,14.9,-4.5,1.3,-3.2,0.363,13.8,0.76,0.24,0.147,0.083,0.289,0.24,0.394,0.49,0.4,0.294,0.339,0.265,0.23,0.029,0.615,0.286,0.286
Active,Kris Humphries,PF,humphkr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/humphkr01.html,788,14065,15.4,0.516,0.039,0.362,11.2,24.2,17.6,6.5,1.2,2.5,11.8,18.9,-2.2,0.3,-1.9,0.465,8.8,0.961,0.4,0.162,0.177,0.222,0.039,0.472,0.601,0.343,0.374,0.413,0.291,0.698,0.122,0.961,0.217,0.237
Active,Kristaps Porzingis,PF,porzikr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/porzikr01.html,122,3682,17.5,0.532,0.3,0.264,6.4,19.4,12.9,7.2,1.2,4.9,10.4,24.3,-0.3,0.4,0.1,0.433,13.7,0.7,0.213,0.171,0.177,0.139,0.3,0.466,0.628,0.342,0.438,0.407,0.356,0.621,0.076,0.983,0.11,0.389
Active,Kyle Anderson,SG,anderky01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderky01.html,162,2274,11.9,0.503,0.142,0.278,2.6,19.4,11.2,12.5,2.4,1.9,14.4,13.4,-2.6,3.5,1,0.437,11.6,0.858,0.236,0.211,0.211,0.203,0.142,0.454,0.617,0.374,0.421,0.379,0.333,0.47,0.03,1,0.75,0.407
Active,Kyle Korver,SG,korveky01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/korveky01.html,1016,26970,12.9,0.599,0.59,0.163,1.4,12,6.8,10.7,1.4,1,11.7,16.1,1.3,-0.3,1,0.443,20.7,0.41,0.061,0.023,0.076,0.25,0.59,0.461,0.602,0.352,0.417,0.45,0.431,0.843,0.003,0.965,0.287,0.472
Active,Kyle Lowry,PG,lowryky01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lowryky01.html,709,21925,18.5,0.559,0.404,0.402,3.1,12.1,7.6,30.1,2.3,0.7,14.8,21.8,3.7,-0.1,3.6,0.424,15.1,0.596,0.251,0.139,0.069,0.138,0.404,0.464,0.588,0.386,0.358,0.37,0.365,0.239,0,0.634,0.137,0.367
Active,Kyle O'Quinn,PF,oquinky01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/oquinky01.html,298,4273,17.1,0.536,0.057,0.216,10.4,24.4,17.4,12.5,1.5,5.1,15.9,18.9,-2,2.6,0.7,0.503,10,0.943,0.367,0.16,0.126,0.291,0.057,0.519,0.666,0.405,0.466,0.419,0.231,0.658,0.08,0.889,0.128,0.4
Active,Kyle Singler,SF,singlky01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/singlky01.html,339,7632,9.6,0.529,0.412,0.211,4.5,10.2,7.3,5.2,1.3,1.1,11.3,13.9,-0.9,-0.7,-1.5,0.419,14.7,0.588,0.256,0.136,0.071,0.125,0.412,0.457,0.619,0.281,0.396,0.35,0.365,0.68,0.02,0.98,0.48,0.406
Active,Kyle Wiltjer,PF,wiltjky01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wiltjky01.html,9,29,4.4,0.46,1,0.2,11.5,15.3,13.4,0,0,2.8,21.6,20.4,-5.8,-6.3,-12.2,0.3,26.6,0,0,0,0,0,1,0,0,0,0,0,0.3,0,0,0.667,0,0
Active,Kyrie Irving,PG,irvinky01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/irvinky01.html,359,12254,21,0.558,0.285,0.26,2.4,8.9,5.6,30,2,0.8,12.6,28.6,4.3,-1.4,2.9,0.454,13.6,0.715,0.265,0.131,0.144,0.176,0.285,0.484,0.595,0.362,0.447,0.437,0.379,0.234,0.003,0.543,0.165,0.393
