Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url
2002-03,A.J. Guyton,PG,guytoaj01,24,2,9,-9,0,0.25,0,0,0,0,28.7,5.7,0,20,23.6,-0.1,0,-0.1,-0.45,-16.4,-6,-22.4,0,http://www.basketball-reference.com/players/g/guytoaj01.html
2002-03,Aaron McKie,SF,mckieaa01,30,80,2374,13.7,0.497,0.168,0.201,3,14.5,8.7,18.6,2.9,0.3,13.1,15.8,2.1,3,5.1,0.104,0,1.4,1.4,2,http://www.basketball-reference.com/players/m/mckieaa01.html
2002-03,Aaron Williams,C,williaa01,31,81,1597,11.9,0.504,0.002,0.296,9.8,13.9,11.8,9,0.9,2.7,14.6,16.4,1.2,2.4,3.7,0.11,-2.3,1.3,-1,0.4,http://www.basketball-reference.com/players/w/williaa01.html
2002-03,Adam Harrington,SG,harriad01,22,12.66666667,74,6.4,0.383333333,0.368,0.108666667,0.833333333,7.266666667,3.933333333,16.26666667,1,0.9,5,17.8,-0.033333333,0.033333333,0.033333333,-0.013,-4.866666667,-3.166666667,-8.033333333,-0.066666667,http://www.basketball-reference.com/players/h/harriad01.html
2002-03,Adonal Foyle,C,foylead01,27,82,1787,15.3,0.563,0.003,0.301,10.6,18.5,14.6,3.1,1.1,7.6,15.7,11,2.3,1.7,4,0.106,-1.2,2.7,1.5,1.6,http://www.basketball-reference.com/players/f/foylead01.html
2002-03,Adrian Griffin,SG,griffad01,28,74,1373,11.5,0.463,0.071,0.095,7.1,14.1,10.6,11,2.9,0.3,11.8,13.2,0.9,1.9,2.9,0.1,-1.1,2,0.9,1,http://www.basketball-reference.com/players/g/griffad01.html
2002-03,Al Harrington,SF,harrial01,22,82,2467,12.4,0.493,0.051,0.306,7.4,15.7,11.6,8.8,1.5,1,13.8,21.6,0.7,3.2,3.9,0.075,-2,0.2,-1.8,0.1,http://www.basketball-reference.com/players/h/harrial01.html
2002-03,Alan Henderson,C,hendeal01,30,82,1494,12.1,0.508,0.006,0.422,12.4,17.8,15.2,4.5,1.2,1.5,13.6,13.8,1.5,1.1,2.6,0.083,-2.1,-0.9,-3,-0.4,http://www.basketball-reference.com/players/h/hendeal01.html
2002-03,Allan Houston,SG,houstal01,31,82,3108,17.7,0.563,0.307,0.27,1,7.9,4.4,13.2,0.9,0.2,9.8,27,6.6,0.6,7.2,0.111,3.2,-3.1,0.2,1.7,http://www.basketball-reference.com/players/h/houstal01.html
2002-03,Allen Iverson*,SG,iversal01,27,82,3485,21.2,0.5,0.156,0.379,2.3,9.5,5.8,25.1,3.4,0.3,11.2,32.9,5,4.2,9.2,0.127,3.1,-0.3,2.8,4.2,http://www.basketball-reference.com/players/i/iversal01.html
2002-03,Alton Ford,PF,fordal02,21,11,31,-2.2,0.339,0,0.333,0,22.1,10.9,4.9,0,0,16.2,17.8,-0.1,0,-0.1,-0.113,-11,-2.6,-13.6,-0.1,http://www.basketball-reference.com/players/f/fordal02.html
2002-03,Alvin Williams,PG,willial02,28,78,2638,16.7,0.508,0.161,0.264,2.3,8.6,5.3,27.7,2.2,0.6,11.2,19.7,4.4,1.2,5.5,0.101,1.5,-1.4,0.1,1.4,http://www.basketball-reference.com/players/w/willial02.html
2002-03,Amal McCaskill,C,mccasam01,29,11,70,7.3,0.293,0,0.235,11.9,23.5,17.9,10.8,2.3,1,9.6,13.6,-0.1,0.1,0,0.015,-5.1,0.6,-4.5,0,http://www.basketball-reference.com/players/m/mccasam01.html
2002-03,Amar'e Stoudemire,PF,stoudam01,20,82,2570,16.2,0.53,0.012,0.583,10.9,20.9,15.9,5,1.3,2.5,15.3,21.5,2.6,3.6,6.2,0.116,-1.6,0.4,-1.1,0.6,http://www.basketball-reference.com/players/s/stoudam01.html
2002-03,Andre Miller,PG,millean02,26,80,2913,15.2,0.495,0.116,0.421,3.3,9,6.1,31.3,1.8,0.3,15.8,20.3,3.6,1,4.6,0.076,0.9,-1.4,-0.5,1.1,http://www.basketball-reference.com/players/m/millean02.html
2002-03,Andrei Kirilenko,SF,kirilan01,21,80,2213,21.1,0.598,0.178,0.576,8.4,14.4,11.5,10.6,2.9,6.1,14.5,19.6,5.3,3.8,9.2,0.199,2.6,4,6.6,4.8,http://www.basketball-reference.com/players/k/kirilan01.html
2002-03,Andrew DeClercq,C,declean01,29,77,1327,11.3,0.562,0,0.373,11.9,17.5,14.6,6.2,1.5,2,20.5,13.8,1.3,1.3,2.6,0.095,-2,0.6,-1.4,0.2,http://www.basketball-reference.com/players/d/declean01.html
2002-03,Anfernee Hardaway,SG,hardaan01,31,58,1777,13,0.499,0.127,0.169,4.2,12.3,8.2,21.5,1.9,1.1,19.1,19.2,0.4,1.9,2.3,0.062,-1,1,0,0.9,http://www.basketball-reference.com/players/h/hardaan01.html
2002-03,Ansu Sesay,SF,sesayan01,26,45,448,6.1,0.404,0,0.196,8.8,10.4,9.6,8.1,1.7,0.9,17.7,14.8,-0.4,0.4,-0.1,-0.007,-5,0,-5,-0.3,http://www.basketball-reference.com/players/s/sesayan01.html
2002-03,Antawn Jamison,SF,jamisan01,26,82,3226,19,0.542,0.142,0.323,6.5,12.5,9.5,8.6,1.2,0.9,9.5,24.5,8.2,0.3,8.5,0.126,2.7,-2.4,0.3,1.9,http://www.basketball-reference.com/players/j/jamisan01.html
2002-03,Anthony Carter,PG,cartean01,27,49,912,9.9,0.39,0.034,0.215,1.5,9.3,5.3,37.9,2.7,0.4,24.1,17.3,-1.3,1.1,-0.2,-0.012,-4.8,-0.5,-5.3,-0.8,http://www.basketball-reference.com/players/c/cartean01.html
2002-03,Anthony Goldwire,PG,goldwan01,31,10,56.66666667,5.833333333,0.49,0.315666667,0.368333333,0,8.366666667,4.233333333,7.266666667,1.666666667,0,19.16666667,18.66666667,-0.066666667,0.066666667,-0.066666667,-0.029333333,-5.366666667,-2.5,-7.866666667,-0.1,http://www.basketball-reference.com/players/g/goldwan01.html
