Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url
2005-06,Aaron McKie,PG,mckieaa01,33,14,121,6.1,0.272,0.167,0.167,2.9,16.5,9.7,12.5,2.2,0,13.4,5.6,0,0.1,0.1,0.041,-5.2,1.5,-3.7,-0.1,http://www.basketball-reference.com/players/m/mckieaa01.html
2005-06,Aaron Miles,PG,milesaa01,22,19,118,6,0.405,0,0.222,0,13.6,6.6,29.5,1.7,0.6,35.8,11.6,-0.2,0.1,0,-0.015,-7.7,-0.5,-8.2,-0.2,http://www.basketball-reference.com/players/m/milesaa01.html
2005-06,Aaron Williams,C,williaa01,34,32,527.3333333,10.33333333,0.559,0,0.325666667,8.4,16.66666667,12.4,3,1.433333333,2.233333333,14.66666667,13.3,0.533333333,0.533333333,1.066666667,0.082333333,-2.6,0,-2.633333333,0,http://www.basketball-reference.com/players/w/williaa01.html
2005-06,Adonal Foyle,C,foylead01,30,77,1824,10.3,0.524,0,0.223,8.5,17.6,13,2.8,1.2,5.1,19.5,10,0.3,2.5,2.8,0.075,-4.1,3.5,-0.6,0.6,http://www.basketball-reference.com/players/f/foylead01.html
2005-06,Adrian Griffin,SG,griffad01,31,52,1245,11.6,0.521,0.01,0.26,7.4,14.4,11,10.8,2.2,0.6,14.6,10,1.4,1.5,2.9,0.113,0.2,2.2,2.3,1.4,http://www.basketball-reference.com/players/g/griffad01.html
2005-06,Al Harrington,PF,harrial01,25,76,2782,16,0.513,0.157,0.287,5.5,17.4,11.3,15.8,1.6,0.4,12.4,25.6,2.6,1.2,3.8,0.065,0.5,-1.6,-1.1,0.6,http://www.basketball-reference.com/players/h/harrial01.html
2005-06,Al Jefferson,PF,jeffeal01,21,59,1062,16.2,0.53,0.011,0.354,11.4,22.6,17.2,5,1.5,3.3,12.4,21.6,0.9,1.5,2.3,0.105,-2.6,-0.4,-3.1,-0.3,http://www.basketball-reference.com/players/j/jeffeal01.html
2005-06,Alan Anderson,SF,anderal01,23,36,564,10.4,0.52,0.32,0.227,4.4,10.3,7.2,9.3,1,0.6,13.9,18.2,0.2,0.3,0.4,0.037,-1.9,-1.8,-3.7,-0.2,http://www.basketball-reference.com/players/a/anderal01.html
2005-06,Alan Henderson,C,hendeal01,33,51,531,12.2,0.564,0,0.538,13.3,17.3,15.3,2.9,0.9,1.7,16.3,11.7,0.7,0.6,1.3,0.116,-2.2,-0.3,-2.4,-0.1,http://www.basketball-reference.com/players/h/hendeal01.html
2005-06,Alex Acker,SG,ackeral01,23,5,35,-2.4,0.281,0.313,0,3.4,13.7,8.5,17.9,1.6,0,20,27.2,-0.2,0,-0.2,-0.23,-10.4,-1.9,-12.3,-0.1,http://www.basketball-reference.com/players/a/ackeral01.html
2005-06,Alex Scales,SG,scaleal01,27,1,0,,,,,,,,,,,,,0,0,0,,-6,1.6,-4.4,0,http://www.basketball-reference.com/players/s/scaleal01.html
2005-06,Allen Iverson*,PG,iversal01,30,72,3103,25.9,0.543,0.122,0.455,1.7,7.1,4.4,34.9,2.3,0.2,10.2,35.8,8.8,1.8,10.6,0.165,6,-2.5,3.5,4.3,http://www.basketball-reference.com/players/i/iversal01.html
2005-06,Alonzo Mourning*,C,mournal01,35,65,1302,19.4,0.615,0.003,0.711,11.8,20.3,16.2,1.4,0.5,10.2,16,17.5,2.1,2.6,4.8,0.176,-2.3,3,0.7,0.9,http://www.basketball-reference.com/players/m/mournal01.html
2005-06,Alvin Williams,PG,willial02,31,1,10,-4.7,0.129,0.667,0.667,0,38.3,18.3,0,0,0,0,17.9,-0.1,0,-0.1,-0.278,-14.9,-8.5,-23.4,-0.1,http://www.basketball-reference.com/players/w/willial02.html
2005-06,Amar'e Stoudemire,C,stoudam01,23,3,50,17.8,0.42,0.037,0.333,13.6,21.7,17.8,5.9,1,4.2,3.1,28.7,0,0.1,0.1,0.085,-4.8,-1.8,-6.6,-0.1,http://www.basketball-reference.com/players/s/stoudam01.html
2005-06,Amir Johnson,SF,johnsam01,18,3,39,20.3,0.85,0.3,0.4,9,3.1,6.1,13.4,0,3.7,25.4,19.2,0.1,0,0.2,0.208,3.8,-1.4,2.5,0,http://www.basketball-reference.com/players/j/johnsam01.html
2005-06,Anderson Varejao,C,varejan01,23,48,760,14.8,0.541,0.007,0.793,11.9,24.8,18.3,4,2.2,1.9,11.8,14,1.1,1.3,2.3,0.146,-1.9,1.2,-0.6,0.3,http://www.basketball-reference.com/players/v/varejan01.html
2005-06,Andray Blatche,PF,blatcan01,19,29,175,10.1,0.45,0.194,0.179,7.7,17.8,12.6,9.5,1.5,3.1,14.2,21.5,-0.1,0.2,0.1,0.026,-4,-0.4,-4.4,-0.1,http://www.basketball-reference.com/players/b/blatcan01.html
2005-06,Andre Barrett,PG,barrean01,23,12.66666667,188,12.13333333,0.441666667,0.137333333,0.212333333,4.233333333,8.066666667,6.166666667,24.56666667,1.3,0,11.66666667,20.2,-0.1,0,-0.1,0.020333333,-2.266666667,-3.166666667,-5.466666667,-0.166666667,http://www.basketball-reference.com/players/b/barrean01.html
2005-06,Andre Iguodala,SF,iguodan01,22,82,3086,14.8,0.598,0.23,0.507,4.4,13.8,9.1,12.9,2.3,0.5,15.4,14.7,4.9,2.6,7.5,0.116,1.2,0.9,2.1,3.2,http://www.basketball-reference.com/players/i/iguodan01.html
