Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url
2011-12,A.J. Price,PG,priceaj01,25,44,568,11.5,0.454,0.506,0.201,2.6,9.4,6,23.9,1.9,0.3,14.5,17.7,0.2,0.5,0.7,0.063,-0.2,-1.7,-1.9,0,http://www.basketball-reference.com/players/p/priceaj01.html
2011-12,Aaron Gray,C,grayaa01,27,49,813,11.1,0.526,0,0.292,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,0.1,1.3,1.4,0.082,-3.5,1.5,-2,0,http://www.basketball-reference.com/players/g/grayaa01.html
2011-12,Al Harrington,PF,harrial01,31,64,1761,15.3,0.535,0.392,0.228,4.9,20.4,12.9,8.2,1.7,0.5,11.6,24.4,1.6,1.6,3.2,0.088,0.8,-1.3,-0.5,0.6,http://www.basketball-reference.com/players/h/harrial01.html
2011-12,Al Horford,C,horfoal01,25,11,348,19,0.585,0.01,0.291,8.8,17.1,13,11.7,1.5,3.1,12.1,17.9,0.8,0.6,1.3,0.18,0.5,2.3,2.8,0.4,http://www.basketball-reference.com/players/h/horfoal01.html
2011-12,Al Jefferson,C,jeffeal01,27,61,2075,22.8,0.52,0.004,0.169,7.3,25.3,16.2,12.1,1.2,3.9,5.2,25.7,4.9,2.5,7.5,0.173,1.7,1.3,3,2.6,http://www.basketball-reference.com/players/j/jeffeal01.html
2011-12,Al-Farouq Aminu,SF,aminual01,21,66,1477,10.6,0.481,0.129,0.312,7.8,16.9,12.4,7.2,2.2,1.9,18,16.2,-0.4,1.8,1.4,0.044,-3,1.6,-1.3,0.2,http://www.basketball-reference.com/players/a/aminual01.html
2011-12,Alan Anderson,SF,anderal01,29,17,461,8.7,0.519,0.43,0.239,2.1,6.5,4.3,9.5,0.6,0.5,13.7,18.6,0.1,0.2,0.3,0.032,-1.2,-2.2,-3.4,-0.2,http://www.basketball-reference.com/players/a/anderal01.html
2011-12,Alec Burks,SG,burksal01,20,59,939,14,0.506,0.126,0.401,6.9,9.3,8.1,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,0.076,-0.2,-2.2,-2.5,-0.1,http://www.basketball-reference.com/players/b/burksal01.html
2011-12,Alonzo Gee,SG,geeal01,24,63,1827,13.2,0.516,0.249,0.385,6.1,14.3,10,10.6,2.4,0.7,15,18.7,1.2,1.2,2.4,0.063,-0.5,0.1,-0.5,0.7,http://www.basketball-reference.com/players/g/geeal01.html
2011-12,Amar'e Stoudemire,PF,stoudam01,29,47,1543,17.7,0.541,0.032,0.372,7.9,19.8,13.7,6.3,1.3,2.3,12.8,25.4,1.8,2.3,4.1,0.128,-1.5,0.1,-1.4,0.2,http://www.basketball-reference.com/players/s/stoudam01.html
2011-12,Amir Johnson,PF,johnsam01,24,64,1553,14.4,0.6,0.015,0.247,11.4,19.4,15.4,8.7,1.1,3.6,20,14.3,1.9,2,4,0.122,-0.5,2.7,2.2,1.6,http://www.basketball-reference.com/players/j/johnsam01.html
2011-12,Anderson Varejao,C,varejan01,29,25,785,18.9,0.542,0.018,0.288,15.2,26.8,20.8,9.7,2.3,1.6,15.2,16.9,1.2,0.9,2.1,0.131,0.4,1.7,2.1,0.8,http://www.basketball-reference.com/players/v/varejan01.html
2011-12,Andray Blatche,PF,blatcan01,25,26,626,10.6,0.415,0.029,0.2,7.5,19.6,13.5,7.3,1.7,2.1,12.2,21.7,-0.8,0.6,-0.1,-0.011,-4.8,-0.3,-5.1,-0.5,http://www.basketball-reference.com/players/b/blatcan01.html
2011-12,Andre Emmett,SF,emmetan01,29,6,45,13.3,0.618,0.143,1.143,5,10.6,7.7,3.6,2.4,1.7,16,12.7,0.1,0,0.1,0.089,-2.3,-0.7,-2.9,0,http://www.basketball-reference.com/players/e/emmetan01.html
2011-12,Andre Iguodala,SF,iguodan01,28,62,2209,17.6,0.537,0.305,0.31,2.8,16.4,9.6,23.7,2.6,1,13.8,17.7,3.1,4.2,7.3,0.158,1.7,2.7,4.4,3.6,http://www.basketball-reference.com/players/i/iguodan01.html
2011-12,Andre Miller,SG,millean02,35,66,1809,14.8,0.51,0.15,0.306,3.5,10.5,7.1,36.5,1.8,0.4,22,19.8,1.9,1,2.9,0.078,0.2,-1,-0.8,0.6,http://www.basketball-reference.com/players/m/millean02.html
2011-12,Andrea Bargnani,C,bargnan01,26,31,1032,17.9,0.538,0.238,0.357,2.8,16.6,9.8,11.6,0.9,1.2,11,28.7,1.3,0.9,2.2,0.104,0.8,-1.5,-0.8,0.3,http://www.basketball-reference.com/players/b/bargnan01.html
2011-12,Andres Nocioni,SF,nocioan01,32,11,56,1.8,0.342,0.3,0.55,2,25.9,13.9,2.6,1,1.3,16.8,25,-0.3,0.1,-0.2,-0.139,-11.8,-2.7,-14.5,-0.2,http://www.basketball-reference.com/players/n/nocioan01.html
2011-12,Andrew Bogut,C,bogutan01,27,12,364,14.9,0.465,0.007,0.169,6.5,24.3,15.1,13.7,1.7,5,14.1,20.6,-0.1,0.6,0.5,0.062,-3.2,3.2,0,0.2,http://www.basketball-reference.com/players/b/bogutan01.html
