Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url
2014-15,A.J. Price,PG,priceaj01,28,13,162,8.8,0.37675,0.4195,0.13825,2.175,9.375,5.8,22.4,1,0,8.1,20.8,-6.94E-18,0.125,0.15,-0.00675,-2.575,-3.075,-5.6,-0.05,http://www.basketball-reference.com/players/p/priceaj01.html
2014-15,Aaron Brooks,PG,brookaa01,30,82,1885,14.4,0.534,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25,1.7,1.5,3.3,0.083,1,-2.4,-1.4,0.3,http://www.basketball-reference.com/players/b/brookaa01.html
2014-15,Aaron Gordon,PF,gordoaa01,19,47,797,11.4,0.517,0.231,0.293,6.4,17.8,12,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1,0.06,-2.8,0,-2.8,-0.2,http://www.basketball-reference.com/players/g/gordoaa01.html
2014-15,Adreian Payne,PF,paynead01,23,21.33333333,492.6666667,6.133333333,0.402666667,0.074,0.234,6.866666667,17.96666667,12.33333333,4.333333333,1.766666667,0.666666667,10.46666667,17.63333333,-0.433333333,0.133333333,-0.333333333,-0.035,-6.166666667,-2.333333333,-8.5,-0.5,http://www.basketball-reference.com/players/p/paynead01.html
2014-15,Al Horford,C,horfoal01,28,76,2318,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.179,1.3,2.5,3.8,3.4,http://www.basketball-reference.com/players/h/horfoal01.html
2014-15,Al Jefferson,C,jeffeal01,30,65,1992,19.7,0.5,0.005,0.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,1.3,3.4,4.7,0.113,-1.3,1.6,0.2,1.1,http://www.basketball-reference.com/players/j/jeffeal01.html
2014-15,Al-Farouq Aminu,SF,aminual01,24,74,1366,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2,3.3,0.115,-0.5,2.9,2.4,1.5,http://www.basketball-reference.com/players/a/aminual01.html
2014-15,Alan Anderson,SG,anderal01,32,74,1744,10.6,0.563,0.477,0.23,2,11.1,6.6,7.2,1.7,0.2,11,14.2,1.7,1.1,2.7,0.075,0,-0.5,-0.5,0.6,http://www.basketball-reference.com/players/a/anderal01.html
2014-15,Alec Burks,SG,burksal01,23,27,899,13,0.524,0.227,0.43,2.5,12.1,7.3,15.2,1,0.4,12.7,20.8,1.1,0.6,1.7,0.089,-0.4,-1.1,-1.6,0.1,http://www.basketball-reference.com/players/b/burksal01.html
2014-15,Alex Kirk,C,kirkal01,23,5,14,8.5,0.41,0,0.5,8.3,0,4.1,10.1,0,0,0,15.7,0,0,0,0.061,-3,-4.3,-7.4,0,http://www.basketball-reference.com/players/k/kirkal01.html
2014-15,Alex Len,C,lenal01,21,69,1518,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-3.3,2.3,-1,0.4,http://www.basketball-reference.com/players/l/lenal01.html
2014-15,Alexey Shved,SG,shvedal01,26,21,383.5,17.325,0.53325,0.435,0.44925,2.95,9.875,6.3,22.375,1.8,0.475,11.55,26,0.825,0.225,1.075,0.11075,1.6,-3.175,-1.55,0.225,http://www.basketball-reference.com/players/s/shvedal01.html
2014-15,Alexis Ajinca,C,ajincal01,26,68,957,19.9,0.595,0,0.301,12.4,25,18.7,8.2,1.2,4,15.6,21.1,1.9,1.2,3.2,0.159,-0.5,0.6,0.2,0.5,http://www.basketball-reference.com/players/a/ajincal01.html
2014-15,Allen Crabbe,SG,crabbal01,22,51,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.088,-1.3,1,-0.3,0.3,http://www.basketball-reference.com/players/c/crabbal01.html
2014-15,Alonzo Gee,SF,geeal01,27,36,441.3333333,12.23333333,0.530666667,0.195666667,0.377666667,5.866666667,9.866666667,7.866666667,5.833333333,2.6,0.733333333,12.96666667,17.1,0.4,0.4,0.8,0.075,-1.733333333,0.266666667,-1.466666667,0.133333333,http://www.basketball-reference.com/players/g/geeal01.html
2014-15,Amar'e Stoudemire,PF,stoudam01,32,39.33333333,830,20.7,0.596333333,0.008,0.372666667,9.5,19.76666667,14.53333333,6.266666667,1.2,2.233333333,11.16666667,24.16666667,1.733333333,0.666666667,2.4,0.146333333,0,-1.633333333,-1.566666667,0.133333333,http://www.basketball-reference.com/players/s/stoudam01.html
2014-15,Amir Johnson,PF,johnsam01,27,75,1979,15.4,0.603,0.089,0.249,9.3,17.3,13.3,9.4,1.1,2.4,16,15.7,3.5,1.6,5.1,0.124,0.8,1,1.8,1.9,http://www.basketball-reference.com/players/j/johnsam01.html
2014-15,Anderson Varejao,C,varejan01,32,26,636,17.7,0.58,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2,13.7,18.1,1.2,0.7,1.9,0.145,0,1,0.9,0.5,http://www.basketball-reference.com/players/v/varejan01.html
2014-15,Andre Dawkins,SG,dawkian01,23,4,22,-5,0.25,1,0,0,10.7,5.5,6.6,0,0,14.3,15,-0.1,0,-0.1,-0.172,-7.5,-3.9,-11.5,-0.1,http://www.basketball-reference.com/players/d/dawkian01.html
2014-15,Andre Drummond,C,drumman01,21,82,2502,21.4,0.504,0.002,0.38,18.3,30.1,24,3.9,1.5,4.8,9.7,22,3.4,4.3,7.7,0.147,-1.2,1.1,-0.2,1.2,http://www.basketball-reference.com/players/d/drumman01.html
2014-15,Andre Iguodala,SF,iguodan01,31,77,2069,12.3,0.553,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,2.3,2.8,5.1,0.117,0.1,1.5,1.6,1.9,http://www.basketball-reference.com/players/i/iguodan01.html
2014-15,Andre Miller,PG,millean02,38,54,835.3333333,13.3,0.548333333,0.116333333,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.23333333,15.3,0.9,0.533333333,1.466666667,0.083666667,-1.233333333,-1.8,-3,-0.2,http://www.basketball-reference.com/players/m/millean02.html
2014-15,Andre Roberson,SG,roberan03,23,67,1286,9.1,0.513,0.423,0.239,5.1,16,10.6,7.4,2.1,1.8,17.2,9,0.5,1.6,2.1,0.079,-1.8,2.1,0.3,0.7,http://www.basketball-reference.com/players/r/roberan03.html
2014-15,Andrea Bargnani,C,bargnan01,29,29,785,16.6,0.527,0.114,0.296,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,0.8,0.2,0.9,0.058,-1,-2.7,-3.7,-0.3,http://www.basketball-reference.com/players/b/bargnan01.html
2014-15,Andrei Kirilenko,SF,kirilan01,33,7,36,2.8,0.222,0,0.8,6.2,18.6,12.5,3.6,1.4,0,12.9,9.8,-0.1,0,0,-0.058,-8.1,-0.2,-8.3,-0.1,http://www.basketball-reference.com/players/k/kirilan01.html
2014-15,Andrew Bogut,C,bogutan01,30,67,1583,15.8,0.565,0,0.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,1.9,3.4,5.2,0.159,-1.4,5.5,4.1,2.4,http://www.basketball-reference.com/players/b/bogutan01.html
2014-15,Andrew Nicholson,PF,nichoan01,25,40,492,10.3,0.483,0.216,0.132,3.8,15.2,9.4,7.3,0.6,2,10.7,20.8,-0.2,0.3,0.1,0.007,-4,-2.1,-6.2,-0.5,http://www.basketball-reference.com/players/n/nichoan01.html
2014-15,Andrew Wiggins,SF,wiggian01,19,82,2969,13.9,0.517,0.111,0.41,5,9.5,7.2,9.8,1.5,1.3,11.7,22.6,2.1,0,2.1,0.034,-0.5,-1.8,-2.3,-0.2,http://www.basketball-reference.com/players/w/wiggian01.html
2014-15,Anthony Bennett,PF,bennean01,21,57,894,11.4,0.458,0.077,0.215,6.5,21.6,13.8,8.7,1.5,1.4,10,17.8,-0.1,0.4,0.3,0.017,-3.6,-1.2,-4.8,-0.6,http://www.basketball-reference.com/players/b/bennean01.html
2014-15,Anthony Davis,PF,davisan02,21,68,2455,30.8,0.591,0.01,0.384,8,24.1,16.1,11.6,2.1,6.2,6.3,27.8,9.9,4.2,14,0.274,4.2,3,7.1,5.7,http://www.basketball-reference.com/players/d/davisan02.html
2014-15,Anthony Morrow,SG,morroan01,29,74,1806,14.8,0.604,0.528,0.145,2.4,9.1,5.8,5.2,1.5,0.5,5.5,16.5,4.4,1.2,5.7,0.151,2.4,-1.8,0.6,1.2,http://www.basketball-reference.com/players/m/morroan01.html
2014-15,Anthony Tolliver,PF,tollian01,29,50.66666667,954.6666667,10.23333333,0.557,0.763666667,0.151333333,3.4,14.76666667,8.966666667,6,0.833333333,0.733333333,11.23333333,14.56666667,1.233333333,0.633333333,1.8,0.078666667,-0.1,-1.4,-1.466666667,0.333333333,http://www.basketball-reference.com/players/t/tollian01.html
2014-15,Archie Goodwin,SG,goodwar01,20,41,535,11.2,0.486,0.204,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.014,-3.3,-1.2,-4.5,-0.3,http://www.basketball-reference.com/players/g/goodwar01.html
2014-15,Arinze Onuaku,C,onuakar01,27,6,68,22.8,0.771,0,0.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,0.2,0,0.3,0.197,2.5,-0.2,2.3,0.1,http://www.basketball-reference.com/players/o/onuakar01.html
2014-15,Aron Baynes,C,baynear01,28,70,1122,15.9,0.618,0.012,0.318,11.2,20.7,16.1,4.9,0.7,1.5,14.8,17.8,2.3,1.6,3.9,0.166,-0.7,-0.2,-1,0.3,http://www.basketball-reference.com/players/b/baynear01.html
2014-15,Arron Afflalo,SG,afflaar01,29,52,1668,10.2,0.533,0.381,0.220333333,1.1,9.466666667,5.233333333,7.666666667,0.766666667,0.2,10.93333333,18.53333333,1.066666667,0.633333333,1.733333333,0.049666667,-0.666666667,-1.233333333,-1.9,0.066666667,http://www.basketball-reference.com/players/a/afflaar01.html
2014-15,Austin Daye,SF,dayeau01,26,22.66666667,229.3333333,9.133333333,0.458,0.512666667,0.051666667,4.066666667,19.46666667,11.93333333,9.533333333,2,1.366666667,14.3,21.4,-0.366666667,0.333333333,0,0.015333333,-3.666666667,-0.533333333,-4.166666667,-0.2,http://www.basketball-reference.com/players/d/dayeau01.html
2014-15,Austin Rivers,PG,riverau01,22,41,791,10.6,0.488,0.296,0.201,2.2,9.6,6,12.8,1.9,0.7,10.5,19,0.1,0.7,0.8,0.046,-1.7,-0.7,-2.4,-0.1,http://www.basketball-reference.com/players/r/riverau01.html
2014-15,Austin Rivers,PG-SG,riverau01,22,76,1563,10.3,0.481,0.264,0.254,2,8.9,5.5,14.7,1.6,0.7,10.5,17.9,0.5,1,1.5,0.046,-1.7,-1.2,-2.9,-0.4,http://www.basketball-reference.com/players/r/riverau01.html
2014-15,Austin Rivers,SG,riverau01,22,35,772,10.1,0.472,0.225,0.32,1.8,8.2,5,16.7,1.2,0.7,10.6,16.7,0.4,0.3,0.7,0.046,-1.7,-1.7,-3.4,-0.3,http://www.basketball-reference.com/players/r/riverau01.html
2014-15,Avery Bradley,SG,bradlav01,24,77,2428,11.5,0.507,0.348,0.099,2,8.9,5.4,8.9,1.7,0.5,9.4,21,0.4,2.1,2.5,0.049,-0.8,-0.9,-1.7,0.2,http://www.basketball-reference.com/players/b/bradlav01.html
2014-15,Ben Gordon,SG,gordobe01,31,56,790,10.6,0.538,0.329,0.227,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,0.1,0.2,0.3,0.015,-2.5,-3.6,-6.1,-0.8,http://www.basketball-reference.com/players/g/gordobe01.html
2014-15,Ben McLemore,SG,mclembe01,21,82,2670,10.4,0.552,0.471,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,1.7,0.8,2.5,0.045,0.4,-1.3,-0.8,0.8,http://www.basketball-reference.com/players/m/mclembe01.html
2014-15,Beno Udrih,PG,udrihbe01,32,79,1494,15.4,0.55,0.192,0.202,1.5,9.4,5.5,24,1.6,0.4,13.9,19.6,2,1.6,3.6,0.115,0.2,-1,-0.8,0.5,http://www.basketball-reference.com/players/u/udrihbe01.html
2014-15,Bernard James,C,jamesbe01,29,16,158,16,0.593,0,0.852,12.5,14.6,13.5,3.4,0.6,7.7,13.9,12.2,0.4,0.2,0.5,0.165,-1.3,2.9,1.6,0.1,http://www.basketball-reference.com/players/j/jamesbe01.html
2014-15,Bismack Biyombo,C,biyombi01,22,64,1243,15.2,0.578,0,0.941,13.7,22.6,18,2,0.7,6.3,16.5,11.6,1.8,2.2,4,0.156,-3.2,2.8,-0.4,0.5,http://www.basketball-reference.com/players/b/biyombi01.html
2014-15,Blake Griffin,PF,griffbl01,25,67,2356,22.8,0.551,0.022,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,6.6,2.4,9,0.183,3.1,1,4.1,3.6,http://www.basketball-reference.com/players/g/griffbl01.html
2014-15,Bojan Bogdanovic,SF,bogdabo02,25,78,1854,11.6,0.562,0.444,0.184,3,9.8,6.4,5.8,0.9,0.4,11.1,17.2,1.7,0.7,2.4,0.062,0,-1.9,-1.8,0.1,http://www.basketball-reference.com/players/b/bogdabo02.html
2014-15,Boris Diaw,PF,diawbo01,32,81,1984,12.7,0.526,0.267,0.147,4.5,15.2,10,17.9,0.9,0.9,15.8,18.3,1.3,2.3,3.6,0.088,-0.6,0.7,0.1,1.1,http://www.basketball-reference.com/players/d/diawbo01.html
2014-15,Bradley Beal,SG,bealbr01,21,63,2107,14,0.521,0.304,0.195,3.1,9.6,6.4,15,1.8,0.7,11.7,22.5,1.3,2.4,3.7,0.085,0.5,-0.1,0.5,1.3,http://www.basketball-reference.com/players/b/bealbr01.html
2014-15,Brandan Wright,PF,wrighbr03,27,37.5,724.5,19.725,0.64825,0.0055,0.28625,9.575,14.125,11.8,6.425,1.475,5.15,9.925,13.85,2.15,0.9,3.05,0.188,0.725,2.325,3.025,1,http://www.basketball-reference.com/players/w/wrighbr03.html
2014-15,Brandon Bass,PF,bassbr01,29,82,1929,16.3,0.557,0.047,0.313,7.8,14.9,11.3,8.6,1.1,1.3,9.6,19.5,3.4,1.9,5.3,0.132,-0.4,-0.1,-0.5,0.7,http://www.basketball-reference.com/players/b/bassbr01.html
2014-15,Brandon Davies,PF,daviebr01,23,18,282,9.9,0.446666667,0.240666667,0.256333333,8.866666667,13.76666667,11.26666667,10.86666667,1.833333333,2.566666667,16.16666667,20.56666667,-0.133333333,0.3,0.133333333,-0.000666667,-4.266666667,0,-4.3,-0.1,http://www.basketball-reference.com/players/d/daviebr01.html
2014-15,Brandon Jennings,PG,jennibr01,25,41,1173,19.7,0.522,0.389,0.263,1.9,8,4.8,39.9,1.9,0.3,12.9,26.3,2.6,0.7,3.3,0.136,4.3,-2.5,1.8,1.1,http://www.basketball-reference.com/players/j/jennibr01.html
2014-15,Brandon Knight,PG,knighbr03,23,52,1688,18.5,0.556,0.341,0.26,1.8,13.1,7.5,28.6,2.5,0.5,16.7,26.6,2,2.4,4.4,0.124,2.3,-0.1,2.2,1.8,http://www.basketball-reference.com/players/k/knighbr03.html
2014-15,Brandon Knight,PG-SG,knighbr03,23,63,2035,17.1,0.543,0.361,0.251,1.6,12,6.8,27.4,2.3,0.4,16.1,25.9,2,2.5,4.5,0.106,1.7,-0.7,1.1,1.6,http://www.basketball-reference.com/players/k/knighbr03.html
2014-15,Brandon Knight,SG,knighbr03,23,11,347,10.5,0.472,0.469,0.203,0.6,6.7,3.6,21.6,0.9,0.2,12.9,22.6,0,0.1,0.1,0.016,-1.1,-3.5,-4.5,-0.2,http://www.basketball-reference.com/players/k/knighbr03.html
2014-15,Brandon Rush,SG,rushbr01,29,33,271,0.8,0.255,0.5,0.204,1.6,14.3,8.2,5.4,0.9,3.3,15.8,11.2,-0.7,0.4,-0.3,-0.056,-7.7,1.8,-6,-0.3,http://www.basketball-reference.com/players/r/rushbr01.html
2014-15,Brendan Haywood,C,haywobr01,35,22,119,9.1,0.49,0,0.433,5.9,21.9,14,2.5,0.9,6.6,21.9,17.3,-0.2,0.2,0,0.008,-7.9,1.3,-6.6,-0.1,http://www.basketball-reference.com/players/h/haywobr01.html
2014-15,Brian Roberts,PG,roberbr01,29,72,1330,11.7,0.495,0.427,0.164,1,8.2,4.5,20.3,1.3,0.4,10.5,18.6,0.6,1.2,1.8,0.064,-0.8,-1.7,-2.5,-0.2,http://www.basketball-reference.com/players/r/roberbr01.html
2014-15,Brook Lopez,C,lopezbr01,26,72,2100,22.7,0.558,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,4.7,2.2,7,0.159,0.5,-0.3,0.2,1.1,http://www.basketball-reference.com/players/l/lopezbr01.html
2014-15,Bruno Caboclo,SF,cabocbr01,19,8,23,-1.8,0.417,0.25,0,5,5,5,0,0,3.5,25,31.5,-0.1,0,-0.1,-0.275,-12.6,-6.3,-18.9,-0.1,http://www.basketball-reference.com/players/c/cabocbr01.html
2014-15,Bryce Cotton,PG,cottobr01,22,15,159,14.5,0.52,0.29,0.261,2.2,10.8,6.5,17,1.3,0,13.5,25.6,0.1,0.1,0.2,0.067,-1.2,-3.2,-4.4,-0.1,http://www.basketball-reference.com/players/c/cottobr01.html
2014-15,C.J. McCollum,SG,mccolcj01,23,62,973,13.1,0.534,0.381,0.2,1.6,8.3,5,10.3,2.3,0.6,10.8,20.5,0.7,1.1,1.8,0.089,-0.4,-0.3,-0.7,0.3,http://www.basketball-reference.com/players/m/mccolcj01.html
2014-15,C.J. Miles,SG,milescj01,27,70,1841,14.1,0.525,0.539,0.195,1.1,11.7,6.4,7.1,1.7,1.1,7.5,23.9,1.3,2.3,3.6,0.093,1,-1.3,-0.3,0.8,http://www.basketball-reference.com/players/m/milescj01.html
2014-15,C.J. Watson,PG,watsocj01,30,57,1422,15.4,0.581,0.42,0.4,1.4,11.2,6.3,23.3,2.1,0.5,16.9,18.8,2.2,1.8,4,0.135,1.4,0.1,1.5,1.3,http://www.basketball-reference.com/players/w/watsocj01.html
2014-15,C.J. Wilcox,SG,wilcocj01,24,21,101,8.5,0.527,0.5,0.053,1.1,6.5,3.9,12,1.5,0.8,20.5,21.8,-0.1,0.1,0,-0.024,-3.3,-2.7,-6,-0.1,http://www.basketball-reference.com/players/w/wilcocj01.html
2014-15,Cameron Bairstow,PF,bairsca01,24,18,64,2.1,0.309,0,0.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,-0.1,0,-0.1,-0.048,-6.7,-1,-7.7,-0.1,http://www.basketball-reference.com/players/b/bairsca01.html
2014-15,Carl Landry,PF,landrca01,31,70,1192,14.9,0.578,0,0.407,9.8,15.5,12.8,3.6,0.6,1.1,11,18.1,2.3,0.5,2.8,0.112,-1,-2.6,-3.6,-0.5,http://www.basketball-reference.com/players/l/landrca01.html
2014-15,Carlos Boozer,PF,boozeca01,33,71,1692,16.4,0.517,0,0.202,7,25.2,15.7,10.3,1.2,0.6,10.2,23.7,1.2,1,2.2,0.062,-1.8,-1.5,-3.3,-0.6,http://www.basketball-reference.com/players/b/boozeca01.html
2014-15,Carmelo Anthony,SF,anthoca01,30,40,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,2.2,0.6,2.9,0.097,3.5,-2.2,1.4,1.2,http://www.basketball-reference.com/players/a/anthoca01.html
2014-15,Caron Butler,SF,butleca01,34,78,1623,9.3,0.544,0.553,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,1.3,1,2.4,0.07,-1,-0.5,-1.5,0.2,http://www.basketball-reference.com/players/b/butleca01.html
2014-15,Cartier Martin,SF,martica01,30,23,198,1.6,0.34,0.623,0,0,11.4,5.5,8,0.8,0.4,8.6,13,-0.3,0.1,-0.2,-0.053,-5.5,-1.6,-7.1,-0.3,http://www.basketball-reference.com/players/m/martica01.html
2014-15,Chandler Parsons,SF,parsoch01,26,66,2186,16.3,0.567,0.419,0.233,3.2,13,8.1,11.4,1.6,0.7,9.5,20.6,3.8,1.7,5.5,0.121,2.7,-0.2,2.5,2.5,http://www.basketball-reference.com/players/p/parsoch01.html
2014-15,Channing Frye,PF,fryech01,31,75,1870,9.5,0.546,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,0.7,1.4,2.1,0.053,-0.9,0,-0.9,0.5,http://www.basketball-reference.com/players/f/fryech01.html
