Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url
2016-17,A.J. Hammons,C,hammoaj01,24,17,77,9.7,0.455,0.273,0.455,7.2,24,15.2,4.1,0,7,10.2,18.1,-0.1,0.1,0,0.015,-6.7,1.1,-5.6,-0.1,http://www.basketball-reference.com/players/h/hammoaj01.html
2016-17,Aaron Brooks,PG,brookaa01,32,46,660,10.3,0.505,0.447,0.128,2.4,6.4,4.4,22.5,1.7,1,17.3,19.6,-0.2,0.4,0.2,0.016,-1.7,-2.4,-4,-0.3,http://www.basketball-reference.com/players/b/brookaa01.html
2016-17,Aaron Gordon,SF,gordoaa01,21,56,1548,12.5,0.503,0.342,0.244,5.1,13.4,9.1,11.2,1.3,1.3,9.1,19.6,0.5,1.2,1.6,0.051,-1,-0.4,-1.4,0.2,http://www.basketball-reference.com/players/g/gordoaa01.html
2016-17,Aaron Harrison,SG,harriaa01,22,5,17,-2.1,0.102,0.5,0.5,0,18.9,9.5,22.7,0,0,0,12.8,-0.1,0,0,-0.137,-9.5,-1.7,-11.2,0,http://www.basketball-reference.com/players/h/harriaa01.html
2016-17,Adreian Payne,PF,paynead01,25,12,92,14.3,0.526,0.256,0.385,7.4,18,12.6,7,2.8,3.7,13.3,25.4,0,0.1,0.2,0.079,-2.4,-0.5,-2.9,0,http://www.basketball-reference.com/players/p/paynead01.html
2016-17,Al Horford,C,horfoal01,30,45,1481,17.6,0.541,0.342,0.155,4.6,17.9,11.2,23.7,1.1,3.8,11.3,20.6,2.2,1.6,3.8,0.125,1.1,1.8,2.8,1.8,http://www.basketball-reference.com/players/h/horfoal01.html
2016-17,Al Jefferson,C,jeffeal01,32,57,832,19.4,0.534,0.002,0.188,9.2,23.4,16.4,11.2,1,1.6,5.8,26,1.3,0.9,2.2,0.125,-1,-1.5,-2.5,-0.1,http://www.basketball-reference.com/players/j/jeffeal01.html
2016-17,Al-Farouq Aminu,SF,aminual01,26,37,1075,10.5,0.476,0.466,0.228,4.3,24,14,10.1,1.7,1.8,14.8,15.5,-0.4,1,0.7,0.03,-2.7,1.2,-1.6,0.1,http://www.basketball-reference.com/players/a/aminual01.html
2016-17,Alan Anderson,SF,anderal01,34,23,266,4.6,0.472,0.557,0.171,1.3,8.1,4.8,5.7,0.6,0,8.5,13.8,-0.1,0.1,0.1,0.009,-3,-2.1,-5.1,-0.2,http://www.basketball-reference.com/players/a/anderal01.html
2016-17,Alan Williams,PF,willial03,24,23,164,19.5,0.545,0,0.455,20.2,30,24.9,1.9,2.1,7,16.5,20.3,0.2,0.3,0.4,0.13,-3.4,0.5,-2.9,0,http://www.basketball-reference.com/players/w/willial03.html
