Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url
2009-10,A.J. Price,PG,priceaj01,23,56,865,14,0.53,0.492,0.212,1.5,9.7,5.6,20.5,2,0.2,13.2,22.7,0.4,0.8,1.2,0.065,0.2,-2,-1.8,0,http://www.basketball-reference.com/players/p/priceaj01.html
2009-10,Aaron Brooks,PG,brookaa01,25,82,2919,16,0.549,0.394,0.224,2,6.6,4.2,25.6,1.2,0.3,13.7,25.7,3.9,1.6,5.5,0.091,2.7,-2.5,0.2,1.6,http://www.basketball-reference.com/players/b/brookaa01.html
2009-10,Aaron Gray,C,grayaa01,25,21.33333333,207.3333333,14,0.512333333,0,0.339333333,15.23333333,23.36666667,19.26666667,9.5,1.1,1.966666667,13.16666667,18.06666667,0.333333333,0.266666667,0.6,0.100333333,-2.233333333,-0.066666667,-2.233333333,0.133333333,http://www.basketball-reference.com/players/g/grayaa01.html
2009-10,Acie Law,PG,lawac01,25,13,117,15.05,0.584,0.18925,0.6905,0.975,5.625,3.35,16.925,2.425,0.725,13.7,22.6,0.175,0.075,0.3,0.0965,-1.725,-2.6,-4.325,-0.05,http://www.basketball-reference.com/players/l/lawac01.html
2009-10,Adam Morrison,SF,morriad01,25,31,241,7.4,0.418,0.247,0.094,4.7,10.1,7.4,11.3,0.6,0.6,10.2,18.3,-0.2,0.2,0,0.009,-4.4,-1.8,-6.2,-0.3,http://www.basketball-reference.com/players/m/morriad01.html
2009-10,Al Harrington,PF,harrial01,29,72,2195,16.8,0.546,0.397,0.308,4.5,16.7,10.5,8.6,1.4,0.9,10.1,26.8,2.2,1.3,3.5,0.077,0.7,-2.6,-1.9,0.1,http://www.basketball-reference.com/players/h/harrial01.html
2009-10,Al Horford,C,horfoal01,23,81,2845,19.4,0.594,0.001,0.319,9.6,23.3,16.4,10.4,1.1,2.4,11.2,17.6,6.9,3.9,10.9,0.183,1.5,1.9,3.3,3.8,http://www.basketball-reference.com/players/h/horfoal01.html
2009-10,Al Jefferson,C,jeffeal01,25,76,2463,19,0.524,0.004,0.236,8,24.2,16,10,1.3,3,9.9,24.3,2.3,2.3,4.6,0.09,-0.9,0.5,-0.4,1,http://www.basketball-reference.com/players/j/jeffeal01.html
2009-10,Al Thornton,SF,thornal01,26,50,1386,11.83333333,0.522,0.051666667,0.315666667,6.2,10.4,8.266666667,7.133333333,1.2,1.333333333,11.86666667,19,0.8,0.666666667,1.466666667,0.050333333,-1.9,-0.7,-2.566666667,-0.266666667,http://www.basketball-reference.com/players/t/thornal01.html
2009-10,Alando Tucker,SF,tuckeal02,25,10,64,12,0.507,0.137333333,0.412666667,6.733333333,5.566666667,6.066666667,6.4,0,0,9.566666667,22.9,0.1,0,0.066666667,0.037666667,-2.3,-5.133333333,-7.466666667,-0.1,http://www.basketball-reference.com/players/t/tuckeal02.html
2009-10,Alexis Ajinca,C,ajincal01,21,6,30,6.3,0.479,0,0.1,4.1,11.8,8,0,1.8,2.7,16.1,19.3,-0.1,0,0,-0.013,-8.5,-2,-10.4,-0.1,http://www.basketball-reference.com/players/a/ajincal01.html
2009-10,Allen Iverson*,PG,iversal01,34,3,67,16.9,0.591,0.038,0.462,1.7,5.2,3.5,28,0.8,0,18.3,25,0.1,0,0.1,0.074,-0.2,-5.1,-5.3,-0.1,http://www.basketball-reference.com/players/i/iversal01.html
2009-10,Allen Iverson*,SG,iversal01,34,25,798,13.1,0.508,0.083,0.41,2.2,9,5.5,20.4,1.2,0.2,14.3,22.8,0.4,0.2,0.6,0.034,-1.5,-2.6,-4.1,-0.4,http://www.basketball-reference.com/players/i/iversal01.html
2009-10,Allen Iverson*,SG-PG,iversal01,34,28,865,13.4,0.515,0.079,0.415,2.1,8.7,5.4,21,1.2,0.2,14.6,23,0.5,0.2,0.7,0.037,-1.4,-2.8,-4.2,-0.5,http://www.basketball-reference.com/players/i/iversal01.html
2009-10,Alonzo Gee,SG,geeal01,22,11,182,16.2,0.564,0.153,0.492,9.3,11.6,10.4,6.4,2,0.4,12.2,20.4,0.3,0.1,0.4,0.108,0.2,-1.6,-1.4,0,http://www.basketball-reference.com/players/g/geeal01.html
2009-10,Amar'e Stoudemire,PF,stoudam01,27,82,2838,22.6,0.615,0.005,0.5,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,8.2,2.5,10.7,0.181,1.6,-1.3,0.3,1.6,http://www.basketball-reference.com/players/s/stoudam01.html
2009-10,Amir Johnson,PF,johnsam01,22,82,1453,16.7,0.639,0.012,0.446,12.9,19.1,16.1,5,1.6,3.5,13.6,14.5,3.4,1.1,4.5,0.15,1.4,0.8,2.1,1.5,http://www.basketball-reference.com/players/j/johnsam01.html
2009-10,Anderson Varejao,PF,varejan01,27,76,2166,15.8,0.598,0.011,0.375,10.9,20.4,15.9,6.1,1.7,2.4,11,13.1,4.3,3.8,8.1,0.179,0.4,2.6,3,2.7,http://www.basketball-reference.com/players/v/varejan01.html
2009-10,Andray Blatche,PF,blatcan01,23,81,2256,17.6,0.519,0.044,0.234,7.9,18.2,13,13.8,2,2.4,14.2,25.8,0.8,2.6,3.4,0.073,-0.6,1.2,0.6,1.5,http://www.basketball-reference.com/players/b/blatcan01.html
2009-10,Andre Iguodala,SF,iguodan01,26,82,3193,17.8,0.535,0.271,0.384,3,16.8,9.8,23.7,2.3,1.4,14.3,21.8,4,2.8,6.7,0.101,1.9,0.8,2.7,3.8,http://www.basketball-reference.com/players/i/iguodan01.html
2009-10,Andre Miller,PG,millean02,33,82,2500,18.1,0.53,0.088,0.432,4,9.2,6.6,30.3,2,0.3,13.8,23.8,4.6,2.4,7,0.134,1.9,-0.3,1.6,2.3,http://www.basketball-reference.com/players/m/millean02.html
2009-10,Andrea Bargnani,PF,bargnan01,24,80,2799,15.5,0.552,0.284,0.205,4.6,15.9,10.4,5.4,0.5,3,8.8,22.3,3.3,0.9,4.2,0.072,0.7,-1.5,-0.8,0.8,http://www.basketball-reference.com/players/b/bargnan01.html
2009-10,Andrei Kirilenko,SF,kirilan01,28,58,1681,18.2,0.588,0.185,0.485,5.5,12.9,9.3,14,2.5,3.4,11.9,17.7,3.3,2.7,6,0.171,1.6,2.9,4.5,2.8,http://www.basketball-reference.com/players/k/kirilan01.html
2009-10,Andres Nocioni,SF,nocioan01,30,75,1477,11.1,0.504,0.424,0.169,2.5,14.9,8.6,8,1.1,1.3,9.6,20.9,0.4,1,1.3,0.044,-1.5,-1.9,-3.4,-0.5,http://www.basketball-reference.com/players/n/nocioan01.html
2009-10,Andrew Bogut,C,bogutan01,25,69,2229,20.7,0.54,0.002,0.26,10.1,26.4,17.9,10.3,0.9,6.2,11.4,23.3,2.6,4.8,7.5,0.161,-0.9,4.3,3.4,3,http://www.basketball-reference.com/players/b/bogutan01.html
2009-10,Andrew Bynum,C,bynuman01,22,65,1977,20.2,0.608,0.001,0.379,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,4.4,3.4,7.8,0.188,0.2,1.3,1.4,1.7,http://www.basketball-reference.com/players/b/bynuman01.html
2009-10,Andris Biedrins,C,biedran01,23,33,763,13,0.561,0,0.182,9.1,29,18.9,10.1,1.3,4.1,17.8,10.1,0.7,0.9,1.6,0.101,-2.3,3,0.7,0.5,http://www.basketball-reference.com/players/b/biedran01.html
2009-10,Antawn Jamison,PF,jamisan01,33,44,1604,17.16666667,0.529,0.237666667,0.282333333,6.433333333,20.4,13.56666667,6.233333333,1.566666667,0.733333333,7.266666667,23.76666667,2,1.866666667,3.866666667,0.116333333,0.433333333,-0.966666667,-0.533333333,0.6,http://www.basketball-reference.com/players/j/jamisan01.html
2009-10,Anthony Carter,PG,cartean01,34,54,859,10.3,0.482,0.348,0.072,2.3,9.6,6,26.6,2.3,1.1,23.7,12.6,0.1,0.8,0.9,0.051,-2,-0.2,-2.2,0,http://www.basketball-reference.com/players/c/cartean01.html
2009-10,Anthony Johnson,PG,johnsan02,35,31,406,12.4,0.543,0.351,0.18,2.4,11,6.8,24.2,1.4,0.2,17.8,16.7,0.5,0.5,1,0.116,-0.6,-0.2,-0.8,0.1,http://www.basketball-reference.com/players/j/johnsan02.html
2009-10,Anthony Morrow,SG,morroan01,24,69,2018,14,0.597,0.437,0.162,3.3,11.1,7.1,7.6,1.5,0.6,10,17.8,3,0.6,3.5,0.084,1.4,-1.9,-0.5,0.7,http://www.basketball-reference.com/players/m/morroan01.html
2009-10,Anthony Parker,SG,parkean01,34,81,2289,9.9,0.576,0.549,0.2,1.6,10,6,9.9,1.4,0.6,12.1,12,2.3,2.6,4.9,0.103,0.2,0.6,0.8,1.6,http://www.basketball-reference.com/players/p/parkean01.html
2009-10,Anthony Randolph,C,randoan01,20,33,749,18.7,0.521,0.016,0.44,10.7,21.4,16,8.5,1.8,4.9,11.7,23.9,0.7,0.8,1.5,0.098,-2.2,0.8,-1.4,0.1,http://www.basketball-reference.com/players/r/randoan01.html
2009-10,Anthony Tolliver,PF,tollian01,24,30.66666667,951.3333333,5.266666667,0.354333333,0.558666667,0.199,4.333333333,22.83333333,13.5,5.733333333,0.733333333,1.133333333,5.533333333,15.03333333,1.166666667,0.533333333,1.666666667,-0.016,-4.533333333,-2.033333333,-6.533333333,0.4,http://www.basketball-reference.com/players/t/tollian01.html
2009-10,Antoine Wright,SF,wrighan01,25,67,1392,8.6,0.502,0.434,0.193,3.3,12.6,8.1,7.4,1.1,0.6,11.8,16.1,0.1,0.2,0.3,0.011,-1,-1.7,-2.7,-0.3,http://www.basketball-reference.com/players/w/wrighan01.html
2009-10,Antonio Anderson,SF,anderan02,24,1,15,-1.7,0.333,0,0,7.9,0,3.8,0,0,0,25,12,0,0,0,-0.104,-8.2,-3.1,-11.4,0,http://www.basketball-reference.com/players/a/anderan02.html
2009-10,Antonio McDyess,PF,mcdyean01,35,77,1617,12.2,0.492,0.005,0.133,11,21.8,16.5,7.7,1.4,1.4,14.8,15.1,0.6,2.6,3.2,0.094,-2.5,2.1,-0.4,0.7,http://www.basketball-reference.com/players/m/mcdyean01.html
