Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url
2003-04,Aaron McKie,SF,mckieaa01,31,75,2112,13.9,0.55,0.298,0.192,2.5,11.5,7.1,16.8,2.2,0.9,14.1,16.2,2.5,2.3,4.8,0.108,0.6,0.7,1.3,1.7,http://www.basketball-reference.com/players/m/mckieaa01.html
2003-04,Aaron Williams,C,williaa01,32,72,1337,13.2,0.549,0.009,0.453,8.9,17,13,10.4,1.4,2.7,17.8,17.5,1.1,2.3,3.4,0.122,-2.4,1.6,-0.9,0.4,http://www.basketball-reference.com/players/w/williaa01.html
2003-04,Adonal Foyle,C,foylead01,28,44,572,13,0.471,0,0.269,10.6,22.3,16.4,4.8,0.6,5.8,12.6,13.4,0.3,0.8,1.1,0.093,-3.8,2.1,-1.7,0,http://www.basketball-reference.com/players/f/foylead01.html
2003-04,Adrian Griffin,SG,griffad01,29,19,133,4.5,0.278,0.111,0.222,0.9,15.2,8.4,11.6,2.9,1.2,13.2,8.2,-0.2,0.2,0.1,0.031,-6.2,3.2,-3,0,http://www.basketball-reference.com/players/g/griffad01.html
2003-04,Al Harrington,PF,harrial01,23,79,2441,14.9,0.514,0.085,0.277,7.8,16.9,12.3,10.3,1.8,0.7,13.8,22.9,1.8,4.1,5.9,0.116,-0.6,1,0.4,1.5,http://www.basketball-reference.com/players/h/harrial01.html
2003-04,Alan Henderson,PF,hendeal01,31,6,68,18.2,0.508,0,0.286,18.5,16.5,17.5,5.2,0.8,2.2,11.3,17.8,0.1,0,0.2,0.109,-0.8,-2.5,-3.3,0,http://www.basketball-reference.com/players/h/hendeal01.html
2003-04,Alex Garcia,SG,garcial01,23,2,13,-4.7,0.19,0,0.286,0,0,0,0,8.3,0,11.3,31.6,-0.1,0,-0.1,-0.319,-16.7,1,-15.7,0,http://www.basketball-reference.com/players/g/garcial01.html
2003-04,Allan Houston,SG,houstal01,32,50,1799,14.8,0.539,0.259,0.22,1.3,6.4,3.9,10.3,1.1,0.1,10.6,24.7,2.5,0.6,3.1,0.083,1.3,-2.7,-1.4,0.3,http://www.basketball-reference.com/players/h/houstal01.html
2003-04,Allen Iverson*,SG,iversal01,28,48,2040,19.3,0.478,0.177,0.404,2,8.2,5.1,34.4,3.1,0.2,13.6,35.3,0.5,2.3,2.8,0.066,3.1,-0.6,2.5,2.3,http://www.basketball-reference.com/players/i/iversal01.html
2003-04,Alonzo Mourning*,C,mournal01,33,12,215,13.3,0.558,0,0.479,4.4,10.4,7.4,6.6,0.5,2.2,10.4,20.9,0.4,0.3,0.6,0.14,-2.7,-1.6,-4.4,-0.1,http://www.basketball-reference.com/players/m/mournal01.html
2003-04,Alton Ford,PF,fordal02,22,9,41,12.4,0.55,0,0.545,9.1,21.9,15.8,13.5,0,1.9,18,19.4,0,0.1,0.1,0.117,-3,-0.3,-3.2,0,http://www.basketball-reference.com/players/f/fordal02.html
2003-04,Alvin Williams,SG,willial02,29,56,1730,11.4,0.463,0.179,0.171,1.2,8.8,5,23.6,1.8,0.4,12.8,17.1,0.3,1.8,2.1,0.058,-2.1,-0.3,-2.4,-0.2,http://www.basketball-reference.com/players/w/willial02.html
2003-04,Amal McCaskill,C,mccasam01,30,59,636,7.3,0.438,0.009,0.231,9,15.6,12.3,5.2,1,2.5,16.2,11.4,-0.1,0.7,0.6,0.047,-4.5,0.9,-3.6,-0.3,http://www.basketball-reference.com/players/m/mccasam01.html
2003-04,Amar'e Stoudemire,PF,stoudam01,21,55,2025,19.8,0.536,0.006,0.503,8.8,19.2,14,7,1.6,3.3,14.4,27.5,2.4,2,4.4,0.105,-0.8,-0.2,-1,0.5,http://www.basketball-reference.com/players/s/stoudam01.html
2003-04,Andre Miller,PG,millean02,27,82,2838,18.8,0.541,0.069,0.437,5,9.7,7.3,29.1,2.6,0.6,16.1,20.7,6.1,2.6,8.8,0.148,2.6,0.2,2.8,3.4,http://www.basketball-reference.com/players/m/millean02.html
