Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url
2008-09,Aaron Brooks,PG,brookaa01,24,80,1998,12.9,0.521,0.395,0.22,2,7,4.6,20.2,1.2,0.3,12.7,22.9,1.4,2.2,3.6,0.086,0.2,-1.5,-1.3,0.4,http://www.basketball-reference.com/players/b/brookaa01.html
2008-09,Aaron Gray,C,grayaa01,24,56,715,11.5,0.508,0.006,0.353,13.5,21.7,17.6,9.6,1,1.8,17.2,14.5,0.5,0.8,1.3,0.086,-2.1,0.6,-1.5,0.1,http://www.basketball-reference.com/players/g/grayaa01.html
2008-09,Acie Law,PG,lawac01,24,55,560,10.6,0.49,0.209,0.432,1.3,10.9,6.1,23.4,1.1,0.4,14.9,16.3,0.3,0.4,0.7,0.062,-3,-2,-5,-0.4,http://www.basketball-reference.com/players/l/lawac01.html
2008-09,Adam Morrison,SF,morriad01,24,34.66666667,474,4.8,0.429333333,0.399666667,0.123333333,3.766666667,12.03333333,7.966666667,9.333333333,0.466666667,0.333333333,14.2,17,-0.4,0.366666667,0.033333333,-0.013333333,-4.6,-1.833333333,-6.433333333,-0.433333333,http://www.basketball-reference.com/players/m/morriad01.html
2008-09,Adonal Foyle,C,foylead01,33,6.666666667,41.33333333,11.46666667,0.623,0,0.545,11.5,20.6,16.13333333,1.766666667,0,6.333333333,18,8.466666667,0.066666667,0.133333333,0.2,0.144,-4.4,2.666666667,-1.766666667,0,http://www.basketball-reference.com/players/f/foylead01.html
2008-09,Al Harrington,PF,harrial01,28,48.66666667,1697.333333,13.7,0.506333333,0.391666667,0.212,4.9,14.56666667,9.6,7.433333333,1.833333333,0.433333333,10.03333333,24.2,1.266666667,1.333333333,2.6,0.041,-0.2,-2,-2.166666667,0.4,http://www.basketball-reference.com/players/h/harrial01.html
2008-09,Al Horford,C,horfoal01,22,67,2242,17,0.565,0.002,0.345,7.6,25,16.3,11.9,1.3,3.3,13.1,16.4,3.3,3.5,6.8,0.145,-0.7,3.1,2.3,2.5,http://www.basketball-reference.com/players/h/horfoal01.html
2008-09,Al Jefferson,C,jeffeal01,24,50,1836,23.1,0.532,0.004,0.258,10.6,24.9,17.5,8.8,1.1,3.5,7.8,28.9,2.9,2,4.9,0.128,0.6,0.1,0.7,1.2,http://www.basketball-reference.com/players/j/jeffeal01.html
2008-09,Al Thornton,SF,thornal01,25,71,2654,12.6,0.502,0.075,0.298,5.2,11,8,6.9,1.2,1.7,9.9,22.6,0.2,1,1.3,0.023,-2.3,-1.2,-3.5,-1,http://www.basketball-reference.com/players/t/thornal01.html
2008-09,Alando Tucker,SG,tuckeal02,24,30,282,13,0.509,0.19,0.273,8.2,4.8,6.4,6.4,0.9,0.3,9.4,23.3,0.2,0,0.2,0.039,-1.2,-4.6,-5.8,-0.3,http://www.basketball-reference.com/players/t/tuckeal02.html
2008-09,Alex Acker,SG,ackeral01,26,16.66666667,132.6666667,12.06666667,0.429,0.291,0.145666667,3.166666667,10.3,6.666666667,9.866666667,2.566666667,2.2,5.766666667,22.53333333,-0.066666667,0.033333333,0,-0.005,-3.466666667,-1.4,-4.9,-0.133333333,http://www.basketball-reference.com/players/a/ackeral01.html
2008-09,Alexis Ajinca,PF,ajincal01,20,31,182,7,0.43,0.029,0.406,6.2,14.2,10.2,2.8,2.1,2.7,12.9,24.2,-0.3,0.3,-0.1,-0.018,-8.1,-1.2,-9.3,-0.3,http://www.basketball-reference.com/players/a/ajincal01.html
2008-09,Allen Iverson*,PG,iversal01,33,54,1970,15.9,0.502,0.115,0.406,1.6,8.4,5,23,2.4,0.2,12.7,25.9,0.8,1.9,2.7,0.065,0,-0.5,-0.5,0.7,http://www.basketball-reference.com/players/i/iversal01.html
