Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url
2007-08,Aaron Brooks,PG,brookaa01,23,51,608,13.1,0.535,0.484,0.218,2.5,7.9,5.2,23.5,1.1,0.6,15.1,21.8,0.6,0.8,1.4,0.112,0,-1.8,-1.8,0,http://www.basketball-reference.com/players/b/brookaa01.html
2007-08,Aaron Gray,C,grayaa01,23,61,613,13.9,0.529,0.005,0.485,12.5,18.7,15.5,11.4,1.8,2,18.7,22,0.1,0.8,0.8,0.066,-2.4,0.4,-2,0,http://www.basketball-reference.com/players/g/grayaa01.html
2007-08,Aaron Williams,C,williaa01,36,30,297,10.3,0.54,0,0.327,5.8,18,11.9,4.9,2.1,3.8,17.1,11.8,0,0.4,0.4,0.072,-4.7,2.4,-2.3,0,http://www.basketball-reference.com/players/w/williaa01.html
2007-08,Acie Law,PG,lawac01,23,56,865,7.7,0.455,0.143,0.203,1.6,6,3.8,20.4,1.8,0,17.8,16.5,-0.5,0.4,-0.1,-0.007,-4.1,-2.6,-6.7,-1,http://www.basketball-reference.com/players/l/lawac01.html
2007-08,Adonal Foyle,C,foylead01,32,82,774,9.9,0.464,0,0.222,11,19.6,15.5,3.4,1.1,4.2,16,11.8,0,1.3,1.3,0.08,-4.4,2.4,-2,0,http://www.basketball-reference.com/players/f/foylead01.html
2007-08,Adrian Griffin,SF,griffad01,33,13,85,9.3,0.415,0,0.125,11.6,16.6,14.1,8.2,2.9,0.8,22.9,11.1,-0.1,0.1,0,0.027,-4.1,2.2,-1.9,0,http://www.basketball-reference.com/players/g/griffad01.html
2007-08,Adrian Griffin,SG,griffad01,33,22,222,8.5,0.404,0,0.117,9.3,9.5,9.4,15.3,2.8,0.4,20.2,15.8,-0.3,0.2,0,-0.009,-4.3,0.8,-3.4,-0.1,http://www.basketball-reference.com/players/g/griffad01.html
2007-08,Adrian Griffin,SG-SF,griffad01,33,35,307,8.7,0.406,0,0.118,10,11.4,10.7,13.4,2.8,0.5,20.8,14.5,-0.3,0.3,0,0.001,-4.2,1.2,-3,-0.1,http://www.basketball-reference.com/players/g/griffad01.html
2007-08,Al Harrington,C,harrial01,27,81,2190,15.6,0.547,0.442,0.206,5,16.9,10.7,8.9,1.6,0.5,8.2,21.1,3.7,1.7,5.4,0.118,1.6,-1.6,-0.1,1.1,http://www.basketball-reference.com/players/h/harrial01.html
2007-08,Al Horford,C,horfoal01,21,81,2540,14.7,0.539,0.007,0.317,11.4,24.5,18,7.9,1.2,2.2,15.3,16,2.4,3,5.5,0.103,-1.3,1.1,-0.2,1.2,http://www.basketball-reference.com/players/h/horfoal01.html
2007-08,Al Jefferson,C,jeffeal01,23,82,2919,22.7,0.535,0.003,0.273,11.9,24.7,18.1,7.5,1.3,3.2,9.4,27.5,4.8,2.9,7.7,0.127,0.6,-0.3,0.3,1.7,http://www.basketball-reference.com/players/j/jeffeal01.html
2007-08,Al Thornton,PF,thornal01,24,79,2158,12.7,0.504,0.149,0.331,5.2,14,9.6,8.4,1.1,1.5,11.4,24.1,-0.5,1.6,1.1,0.025,-2.5,-1.3,-3.8,-1,http://www.basketball-reference.com/players/t/thornal01.html
2007-08,Alando Tucker,SF,tuckeal02,23,6,48,11.8,0.446,0.182,0.273,10.2,8.7,9.4,0,0,1.4,0,23,0,0,0,0.042,-4.5,-7.4,-11.8,-0.1,http://www.basketball-reference.com/players/t/tuckeal02.html
2007-08,Alexander Johnson,PF,johnsal01,24,43,549,8.9,0.554,0,0.664,6.9,13.7,10.3,4,1.3,1.5,20.6,17.6,-0.1,0.4,0.2,0.019,-5.2,-1.2,-6.4,-0.6,http://www.basketball-reference.com/players/j/johnsal01.html
2007-08,Allen Iverson*,SG,iversal01,32,82,3424,20.9,0.567,0.177,0.512,1.5,6.1,3.8,27.4,2.2,0.2,11.4,26.7,8.9,2.8,11.6,0.163,3.5,-1.9,1.6,3.1,http://www.basketball-reference.com/players/i/iversal01.html
2007-08,Alonzo Mourning*,C,mournal01,37,25,389,16.2,0.58,0,0.8,10.3,18.5,14.3,3.1,0.5,8.6,16.3,18.7,0.3,0.5,0.8,0.098,-4.2,1.7,-2.5,0,http://www.basketball-reference.com/players/m/mournal01.html
2007-08,Amar'e Stoudemire,C,stoudam01,25,79,2677,27.6,0.656,0.026,0.571,8.2,21.1,15.2,7.5,1.2,4,10.3,28.2,10.9,3.8,14.6,0.262,3.5,0.4,3.9,4,http://www.basketball-reference.com/players/s/stoudam01.html
2007-08,Amir Johnson,PF,johnsam01,20,62,764,17.5,0.584,0,0.333,13.5,23.2,18.4,5.9,1.7,8.5,17.1,14.1,1.1,1.9,3,0.19,-1.4,5.7,4.3,1.2,http://www.basketball-reference.com/players/j/johnsam01.html
2007-08,Anderson Varejao,C,varejan01,25,48,1320,12,0.485,0.007,0.278,11.2,23.6,17.2,6.3,1.5,1.6,15.1,13.4,0.5,1.9,2.4,0.086,-3.2,1.6,-1.6,0.1,http://www.basketball-reference.com/players/v/varejan01.html
2007-08,Andray Blatche,PF,blatcan01,21,82,1675,15.5,0.512,0.024,0.287,11.2,18.8,14.9,9.2,1.7,5.7,15.6,19.7,0.8,2.1,3,0.085,-1.9,2.4,0.5,1,http://www.basketball-reference.com/players/b/blatcan01.html
2007-08,Andre Barrett,PG,barrean01,25,4,25,12.5,0.51,0.6,0.4,0,4.7,2.3,44.3,0,0,14.5,12.7,0,0,0,0.078,-2.1,-8.4,-10.5,-0.1,http://www.basketball-reference.com/players/b/barrean01.html
2007-08,Andre Brown,PF,brownan01,26,33,286,13.5,0.502,0,0.628,14.4,21.8,18,4.4,1.2,1,12.3,17.7,0.2,0.2,0.4,0.068,-3.1,-2,-5.1,-0.2,http://www.basketball-reference.com/players/b/brownan01.html
2007-08,Andre Iguodala,SF,iguodan01,24,82,3242,19,0.543,0.24,0.396,3.1,13.4,8.2,20.3,2.8,1.2,12.5,23.8,5.3,4.4,9.6,0.143,2.9,1.5,4.3,5.2,http://www.basketball-reference.com/players/i/iguodan01.html
2007-08,Andre Miller,PG,millean02,31,82,3016,18.4,0.537,0.029,0.288,3.7,9.1,6.4,32,1.8,0.2,13.7,22.6,5.7,2.6,8.3,0.131,2.3,-0.6,1.7,2.9,http://www.basketball-reference.com/players/m/millean02.html
2007-08,Andre Owens,PG,owensan01,27,31,392,10,0.504,0.374,0.318,3.5,9.6,6.5,17.6,1.6,0.6,16.4,16.1,0.1,0.3,0.4,0.053,-2.3,-1.1,-3.4,-0.1,http://www.basketball-reference.com/players/o/owensan01.html
2007-08,Andrea Bargnani,PF,bargnan01,22,78,1861,10.6,0.495,0.36,0.233,3.2,15.2,9.2,7.4,0.7,1.6,9.9,22.5,-0.3,1.6,1.4,0.036,-1.9,-1.2,-3,-0.5,http://www.basketball-reference.com/players/b/bargnan01.html
2007-08,Andrei Kirilenko,SF,kirilan01,26,72,2217,17.2,0.603,0.213,0.472,6.7,11.9,9.3,18.2,2,4,17.6,16.1,4.3,2.8,7.1,0.154,2.4,3,5.4,4.1,http://www.basketball-reference.com/players/k/kirilan01.html
2007-08,Andres Nocioni,SF,nocioan01,28,82,2021,13.6,0.549,0.395,0.277,2.6,17,9.5,8.3,0.6,1.7,11.9,24.5,1.5,1.8,3.3,0.077,-0.3,-2.1,-2.4,-0.2,http://www.basketball-reference.com/players/n/nocioan01.html
2007-08,Andrew Bogut,C,bogutan01,23,78,2720,17.5,0.532,0.008,0.354,10.2,23.4,16.5,12.4,1.2,3.9,14.1,20.2,2.6,2.3,4.8,0.085,-0.5,1.7,1.2,2.2,http://www.basketball-reference.com/players/b/bogutan01.html
2007-08,Andrew Bynum,C,bynuman01,20,35,1008,22.6,0.659,0,0.397,12.1,26.6,19.6,9.6,0.6,5.1,13,17.5,3,1.8,4.8,0.23,1.7,2.7,4.5,1.6,http://www.basketball-reference.com/players/b/bynuman01.html
2007-08,Andris Biedrins,C,biedran01,21,76,2078,19.2,0.637,0,0.344,12.7,26.2,19.1,5.2,1.3,3.3,12,14.4,5.4,2.6,8,0.185,0.6,1.2,1.8,2,http://www.basketball-reference.com/players/b/biedran01.html
