Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
2001-02,A.J. Guyton,PG,guytoaj01,23,45,607,11.8,0.477,0.504,0.111,2.3,6.3,4.2,23.6,0.9,0.9,12.6,22.2,0,0,0.1,0.006,-0.3,-4.4,-4.7,-0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/guytoaj01.html,45,607,0.361,19.6,0.496,0.107,0.049,0.066,0.275,0.504,0.347,0.538,0.333,0.438,0.254,0.374,0.357,0,0,0.783,0.195,0.25,1,0
2001-02,Aaron McKie,SG,mckieaa01,29,48,1471,15.8,0.54,0.261,0.249,2,12.7,7.4,21.7,2.1,0.7,14.6,19.8,1.8,2.1,3.9,0.128,0.9,0.5,1.4,1.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mckieaa01.html,48,1471,0.449,14.9,0.739,0.188,0.1,0.198,0.253,0.261,0.467,0.652,0.429,0.33,0.452,0.398,0.485,0.004,2,0.961,0.359,0.609,2,0
2001-02,Aaron Williams,PF,williaa01,30,82,1546,15.2,0.568,0.005,0.424,8.3,16.4,12.3,8.1,1,3.5,13.2,17.4,2.4,2.5,5,0.154,-1.3,1.3,0.1,0.8,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/williaa01.html,82,1546,0.526,5.3,0.995,0.465,0.33,0.146,0.055,0.005,0.529,0.657,0.4,0.469,0.375,0,0.727,0.153,62,0,0,0,1,0
2001-02,Adonal Foyle,C,foylead01,26,79,1485,12.5,0.445,0,0.242,10.6,17.3,13.9,4.3,1.2,7.7,15.1,14.2,-0.4,1.6,1.2,0.039,-3.9,2.7,-1.2,0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/foylead01.html,79,1485,0.444,4.6,1,0.395,0.491,0.101,0.013,0,0.444,0.553,0.365,0.41,0.4,0,0.538,0.052,19,0,0,0,0,0
2001-02,Adrian Griffin,SG,griffad01,27,58,1383,14.2,0.545,0.15,0.136,5.6,12.7,9.2,11.3,2.8,0.6,9.9,13.8,2.3,1.2,3.5,0.121,1.1,1.3,2.4,1.5,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/griffad01.html,58,1383,0.499,11.1,0.85,0.32,0.15,0.153,0.226,0.15,0.534,0.713,0.407,0.455,0.42,0.296,0.503,0.008,3,1,0.519,0.464,2,0
2001-02,Al Harrington,PF,harrial01,21,44,1313,14.3,0.526,0.006,0.298,8.5,15.1,11.9,7.3,1.6,1.1,12.5,21.6,1.2,1.4,2.6,0.094,-1,-0.2,-1.2,0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harrial01.html,44,1313,0.475,8.8,0.994,0.308,0.233,0.271,0.182,0.006,0.476,0.597,0.487,0.389,0.386,0.333,0.541,0.079,35,1,0.333,0,0,0
2001-02,Alan Henderson,PF,hendeal01,29,26,422,13.4,0.527,0.009,0.388,8.4,17.9,13.1,4.4,1.4,2.6,13.4,16.8,0.3,0.4,0.7,0.074,-3,-0.3,-3.3,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hendeal01.html,26,422,0.509,3.9,0.991,0.586,0.25,0.121,0.034,0.009,0.504,0.662,0.276,0.143,0.75,1,0.672,0.095,8,1,0,0,0,0
2001-02,Allan Houston,SG,houstal01,30,77,2914,15.2,0.54,0.266,0.261,1.5,8.6,5,12.6,1,0.3,10.5,25.9,3.6,1.1,4.7,0.077,1.5,-2.1,-0.7,1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/houstal01.html,77,2914,0.437,16.9,0.734,0.094,0.072,0.212,0.356,0.266,0.452,0.41,0.447,0.478,0.449,0.393,0.544,0.002,2,0.765,0.202,0.329,0,0
2001-02,Allen Iverson,SG,iversal01,26,60,2622,21.9,0.489,0.161,0.351,1.9,9.6,5.8,27.6,3.5,0.4,11,37.8,2.6,4.3,6.9,0.126,3.7,0.2,3.8,3.9,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/iversal01.html,60,2622,0.398,13.2,0.839,0.239,0.107,0.192,0.301,0.161,0.419,0.564,0.38,0.299,0.394,0.291,0.375,0.005,9,0.782,0.086,0.522,0,0
2001-02,Alonzo Mourning,C,mournal01,31,75,2455,18.9,0.558,0.003,0.498,8.7,21.3,15,6.8,0.6,5.8,14.7,24.1,2.6,4.8,7.4,0.145,-1.3,2.5,1.1,1.9,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mournal01.html,75,2455,0.516,7.3,0.997,0.371,0.263,0.208,0.155,0.003,0.517,0.71,0.43,0.35,0.425,0.333,0.635,0.166,134,1,0.333,1,0,0
