Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
2002-03,A.J. Guyton,PG,guytoaj01,24,2,9,-9,0,0.25,0,0,0,0,28.7,5.7,0,20,23.6,-0.1,0,-0.1,-0.45,-16.4,-6,-22.4,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/guytoaj01.html,2,9,0,26.5,0.75,0,0.25,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002-03,Aaron McKie,SF,mckieaa01,30,80,2374,13.7,0.497,0.168,0.201,3,14.5,8.7,18.6,2.9,0.3,13.1,15.8,2.1,3,5.1,0.104,0,1.4,1.4,2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mckieaa01.html,80,2374,0.429,11.8,0.832,0.314,0.105,0.183,0.23,0.168,0.449,0.584,0.343,0.328,0.412,0.33,0.59,0,0,1,0.58,0.369,2,0
2002-03,Aaron Williams,C,williaa01,31,81,1597,11.9,0.504,0.002,0.296,9.8,13.9,11.8,9,0.9,2.7,14.6,16.4,1.2,2.4,3.7,0.11,-2.3,1.3,-1,0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/williaa01.html,81,1597,0.453,5.7,0.998,0.483,0.273,0.134,0.107,0.002,0.454,0.533,0.408,0.373,0.319,0,0.623,0.089,31,0,0,0,0,0
2002-03,Adam Harrington,SG,harriad01,22,12.66666667,74,6.4,0.383333333,0.368,0.108666667,0.833333333,7.266666667,3.933333333,16.26666667,1,0.9,5,17.8,-0.033333333,0.033333333,0.033333333,-0.013,-4.866666667,-3.166666667,-8.033333333,-0.066666667,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harriad01.html,6,74,0.35,18.3,0.45,0.2,0.05,0,0.2,0.55,0.333,0.5,0,0,0.25,0.364,1,0.05,0,1,0.182,0.5,0,0
2002-03,Adonal Foyle,C,foylead01,27,82,1787,15.3,0.563,0.003,0.301,10.6,18.5,14.6,3.1,1.1,7.6,15.7,11,2.3,1.7,4,0.106,-1.2,2.7,1.5,1.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/foylead01.html,82,1787,0.536,4.6,0.997,0.455,0.383,0.116,0.043,0.003,0.538,0.656,0.424,0.55,0.267,0,0.605,0.128,42,0,0,0,0,0
2002-03,Adrian Griffin,SG,griffad01,28,74,1373,11.5,0.463,0.071,0.095,7.1,14.1,10.6,11,2.9,0.3,11.8,13.2,0.9,1.9,2.9,0.1,-1.1,2,0.9,1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/griffad01.html,74,1373,0.433,12.9,0.929,0.19,0.184,0.134,0.421,0.071,0.447,0.594,0.435,0.311,0.43,0.25,0.65,0.012,4,1,0.542,0.308,1,0
2002-03,Al Harrington,SF,harrial01,22,82,2467,12.4,0.493,0.051,0.306,7.4,15.7,11.6,8.8,1.5,1,13.8,21.6,0.7,3.2,3.9,0.075,-2,0.2,-1.8,0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harrial01.html,82,2467,0.434,10.5,0.949,0.31,0.126,0.287,0.225,0.051,0.442,0.55,0.274,0.409,0.431,0.283,0.532,0.038,31,1,0.348,0.438,2,0
2002-03,Alan Henderson,C,hendeal01,30,82,1494,12.1,0.508,0.006,0.422,12.4,17.8,15.2,4.5,1.2,1.5,13.6,13.8,1.5,1.1,2.6,0.083,-2.1,-0.9,-3,-0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hendeal01.html,82,1494,0.468,6.3,0.994,0.45,0.248,0.187,0.11,0.006,0.471,0.667,0.272,0.361,0.306,0,0.595,0.076,24,0,0,0,0,0
2002-03,Allan Houston,SG,houstal01,31,82,3108,17.7,0.563,0.307,0.27,1,7.9,4.4,13.2,0.9,0.2,9.8,27,6.6,0.6,7.2,0.111,3.2,-3.1,0.2,1.7,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/houstal01.html,82,3108,0.445,17.4,0.693,0.066,0.084,0.213,0.33,0.307,0.467,0.381,0.488,0.49,0.464,0.396,0.397,0.003,3,0.848,0.236,0.453,4,0
2002-03,Allen Iverson,SG,iversal01,27,82,3485,21.2,0.5,0.156,0.379,2.3,9.5,5.8,25.1,3.4,0.3,11.2,32.9,5,4.2,9.2,0.127,3.1,-0.3,2.8,4.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/iversal01.html,82,3485,0.414,13,0.844,0.28,0.077,0.151,0.335,0.156,0.44,0.537,0.38,0.341,0.417,0.277,0.385,0.005,10,0.786,0.125,0.237,1,1
