Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
2015-16,Aaron Brooks,PG,brookaa01,31,69,1108,11.8,0.494,0.394,0.136,2,7.5,4.8,26,1.4,0.7,14.2,22.9,0.2,0.7,0.9,0.04,-0.5,-2.8,-3.3,-0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brookaa01.html,69,1108,0.401,14.4,0.606,0.237,0.186,0.102,0.083,0.394,0.43,0.468,0.425,0.396,0.359,0.357,0.09,0,0,0.576,0.086,0.375,4,0
2015-16,Aaron Gordon,PF,gordoaa01,20,78,1863,17,0.541,0.245,0.333,9,21.3,15.1,10.3,1.6,2.4,9,17.3,3.2,2.2,5.4,0.139,0.6,1.2,1.8,1.8,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gordoaa01.html,78,1863,0.473,10.3,0.755,0.454,0.105,0.086,0.112,0.245,0.531,0.654,0.344,0.34,0.338,0.296,0.517,0.131,72,0.976,0.38,0.315,5,0
2015-16,Aaron Harrison,SG,harriaa01,21,21,93,4.3,0.371,0.526,0.632,4.7,13.1,8.8,3,3.2,0,14.1,13.7,-0.2,0.1,0,-0.014,-5.6,0.1,-5.5,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harriaa01.html,21,93,0.263,17.2,0.474,0.211,0.053,0,0.211,0.526,0.222,0.5,0,0,0,0.3,1,0,0,0.667,0.4,0.25,0,0
2015-16,Adreian Payne,PF,paynead01,24,52,486,5.6,0.422,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,-0.9,0.4,-0.5,-0.047,-5.9,-0.2,-6.1,-0.5,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/paynead01.html,52,486,0.366,12.6,0.779,0.228,0.214,0.076,0.262,0.221,0.389,0.606,0.258,0.273,0.342,0.281,0.591,0.069,9,0.889,0.25,0.25,0,0
2015-16,Al Horford,C,horfoal01,29,82,2631,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,4.9,4.5,9.4,0.172,1.5,2.6,4.1,4.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/horfoal01.html,82,2631,0.505,12.3,0.756,0.3,0.136,0.089,0.231,0.244,0.557,0.745,0.385,0.355,0.492,0.344,0.776,0.084,84,1,0.227,0.259,0,0
2015-16,Al Jefferson,C,jeffeal01,31,47,1096,18.2,0.507,0,0.22,5.6,24.6,15,11.8,1.4,3,5.8,24.2,1,1.8,2.8,0.123,-2.3,1.2,-1.1,0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jeffeal01.html,47,1096,0.485,7.9,1,0.271,0.341,0.25,0.139,0,0.485,0.642,0.407,0.405,0.514,0,0.555,0.028,13,0,0,0,0,0
2015-16,Al-Farouq Aminu,SF,aminual01,25,82,2341,12.7,0.533,0.485,0.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,1.7,2.3,4,0.082,-0.4,0.7,0.2,1.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/aminual01.html,82,2341,0.416,14.9,0.515,0.252,0.121,0.047,0.095,0.485,0.468,0.597,0.299,0.382,0.382,0.361,0.595,0.061,42,0.921,0.41,0.392,1,0
2015-16,Alan Anderson,SG,anderal01,33,13,192,9.2,0.495,0.627,0.254,0.6,15.5,7.9,10.3,1,0.4,3,15.4,0.2,0.2,0.3,0.078,-1.2,-1.7,-2.8,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderal01.html,13,192,0.356,18.7,0.373,0.153,0.085,0.102,0.034,0.627,0.409,0.556,0.2,0.333,0.5,0.324,0.333,0,0,1,0.216,0.375,1,0
2015-16,Alan Williams,PF,willial03,23,10,68,21.1,0.481,0,0.583,21.9,39.2,30.3,11.7,2.9,6,16.6,22.6,0.1,0.2,0.2,0.146,-2.5,4,1.5,0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willial03.html,10,68,0.417,2.9,1,0.583,0.375,0.042,0,0,0.417,0.429,0.444,0,0,0,0.5,0,0,0,0,0,0,0
2015-16,Alec Burks,SG,burksal01,24,31,797,14.3,0.52,0.237,0.422,2.4,13.6,8,13.9,1.2,0.4,11.4,25.9,0.7,0.8,1.5,0.09,-0.9,-1.6,-2.5,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/burksal01.html,31,797,0.41,12.1,0.763,0.278,0.168,0.132,0.186,0.237,0.412,0.57,0.321,0.341,0.306,0.405,0.238,0.024,8,0.625,0.354,0.429,2,0
