Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
2016-17,A.J. Hammons,C,hammoaj01,24,17,77,9.7,0.455,0.273,0.455,7.2,24,15.2,4.1,0,7,10.2,18.1,-0.1,0.1,0,0.015,-6.7,1.1,-5.6,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hammoaj01.html,17,77,0.409,13.5,0.727,0.273,0.091,0.182,0.182,0.273,0.313,0.333,0,0.25,0.5,0.667,0.8,0.091,2,1,0.167,0,0,0
2016-17,Aaron Brooks,PG,brookaa01,32,46,660,10.3,0.505,0.447,0.128,2.4,6.4,4.4,22.5,1.7,1,17.3,19.6,-0.2,0.4,0.2,0.016,-1.7,-2.4,-4,-0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brookaa01.html,46,660,0.407,17.2,0.553,0.177,0.15,0.111,0.106,0.447,0.464,0.425,0.441,0.64,0.375,0.337,0.103,0,0,0.529,0.119,0.417,5,1
2016-17,Aaron Gordon,SF,gordoaa01,21,56,1548,12.5,0.503,0.342,0.244,5.1,13.4,9.1,11.2,1.3,1.3,9.1,19.6,0.5,1.2,1.6,0.051,-1,-0.4,-1.4,0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gordoaa01.html,57,1578,0.428,13.8,0.66,0.307,0.104,0.098,0.153,0.34,0.5,0.686,0.322,0.411,0.299,0.289,0.457,0.086,46,0.875,0.273,0.264,2,0
2016-17,Aaron Harrison,SG,harriaa01,22,5,17,-2.1,0.102,0.5,0.5,0,18.9,9.5,22.7,0,0,0,12.8,-0.1,0,0,-0.137,-9.5,-1.7,-11.2,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harriaa01.html,5,17,0,22.3,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2016-17,Adreian Payne,PF,paynead01,25,12,92,14.3,0.526,0.256,0.385,7.4,18,12.6,7,2.8,3.7,13.3,25.4,0,0.1,0.2,0.079,-2.4,-0.5,-2.9,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/paynead01.html,12,92,0.436,12.8,0.744,0.282,0.154,0.103,0.205,0.256,0.517,0.364,0.667,0.75,0.5,0.2,0.733,0.051,2,1,0.1,0,0,0
2016-17,Al Horford,C,horfoal01,30,45,1481,17.6,0.541,0.342,0.155,4.6,17.9,11.2,23.7,1.1,3.8,11.3,20.6,2.2,1.6,3.8,0.125,1.1,1.8,2.8,1.8,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/horfoal01.html,45,1481,0.456,14.1,0.658,0.206,0.19,0.125,0.134,0.342,0.511,0.692,0.426,0.366,0.5,0.351,0.592,0.053,29,0.985,0.139,0.296,0,0
2016-17,Al Jefferson,C,jeffeal01,32,57,832,19.4,0.534,0.002,0.188,9.2,23.4,16.4,11.2,1,1.6,5.8,26,1.3,0.9,2.2,0.125,-1,-1.5,-2.5,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jeffeal01.html,57,832,0.506,7.5,0.998,0.295,0.378,0.207,0.114,0.002,0.507,0.653,0.541,0.333,0.354,0,0.535,0.024,10,0,0,0,0,0
2016-17,Al-Farouq Aminu,SF,aminual01,26,37,1075,10.5,0.476,0.466,0.228,4.3,24,14,10.1,1.7,1.8,14.8,15.5,-0.4,1,0.7,0.03,-2.7,1.2,-1.6,0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/aminual01.html,37,1075,0.367,14.2,0.534,0.289,0.153,0.037,0.051,0.466,0.42,0.529,0.244,0.273,0.467,0.307,0.5,0.044,12,1,0.336,0.348,1,0
2016-17,Alan Anderson,SF,anderal01,34,23,266,4.6,0.472,0.557,0.171,1.3,8.1,4.8,5.7,0.6,0,8.5,13.8,-0.1,0.1,0.1,0.009,-3,-2.1,-5.1,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderal01.html,23,266,0.357,17.7,0.443,0.157,0.1,0.071,0.114,0.557,0.419,0.818,0.143,0.2,0.25,0.308,0.615,0,0,0.833,0.333,0.231,0,0
2016-17,Alan Williams,PF,willial03,24,23,164,19.5,0.545,0,0.455,20.2,30,24.9,1.9,2.1,7,16.5,20.3,0.2,0.3,0.4,0.13,-3.4,0.5,-2.9,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willial03.html,23,164,0.527,4.3,1,0.473,0.455,0.073,0,0,0.527,0.577,0.48,0.5,0,0,0.448,0.018,1,0,0,0,0,0
2016-17,Alec Burks,SG,burksal01,25,21,319,12.4,0.535,0.316,0.376,1.9,11.9,7,6.9,2,0.8,11.7,22.7,0,0.5,0.5,0.075,-2.4,-0.6,-3,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/burksal01.html,21,319,0.444,13.2,0.684,0.282,0.137,0.111,0.154,0.316,0.5,0.455,0.563,0.769,0.333,0.324,0.275,0.034,3,0.75,0.432,0.375,0,0
2016-17,Alex Abrines,SG,abrinal01,23,46,643,9.9,0.566,0.716,0.204,2.1,6.7,4.4,5.2,1.6,0.6,9.5,16,0.7,0.5,1.2,0.091,-0.6,-2.5,-3.1,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/abrinal01.html,46,643,0.393,20.5,0.284,0.109,0.055,0.05,0.07,0.716,0.439,0.5,0.455,0.2,0.5,0.375,0.6,0.02,4,0.963,0.208,0.367,1,0
2016-17,Alex Len,C,lenal01,23,54,1061,14.6,0.556,0.013,0.436,10.4,26.1,18,4.3,0.9,5.3,16.4,17.4,0.8,1.1,1.9,0.087,-3.4,1.2,-2.1,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lenal01.html,54,1061,0.502,6,0.987,0.524,0.251,0.085,0.127,0.013,0.505,0.64,0.39,0.308,0.308,0.25,0.693,0.182,50,1,0.25,0,2,0
2016-17,Alexis Ajinca,C,ajincal01,28,23,350,11,0.497,0.031,0.247,7.7,23.7,15.6,3,1.7,4,16.3,16.3,-0.2,0.6,0.4,0.049,-6.4,1.6,-4.8,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/ajincal01.html,23,350,0.464,9.9,0.969,0.351,0.186,0.134,0.299,0.031,0.479,0.676,0.389,0.538,0.276,0,0.844,0.113,11,0,0,0,0,0
2016-17,Allen Crabbe,SG,crabbal01,24,56,1594,10.6,0.591,0.443,0.213,1,9.8,5.3,6.5,1,0.5,9,14.9,1.8,0.4,2.2,0.066,-0.3,-1.8,-2,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/crabbal01.html,57,1619,0.46,17.4,0.559,0.148,0.101,0.073,0.24,0.441,0.484,0.657,0.37,0.394,0.45,0.43,0.797,0.004,2,0.965,0.27,0.407,0,0
2016-17,Alonzo Gee,SF,geeal01,29,13,89,3,0.306,0.214,0.643,5,12.6,8.8,8.4,2.8,0.9,18.2,10.4,-0.1,0.1,-0.1,-0.037,-5.3,0.9,-4.5,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/geeal01.html,13,89,0.214,10,0.786,0.429,0.143,0.143,0,0.214,0.273,0.5,0,0,0,0,0.667,0.143,2,0,0.667,0,0,0
2016-17,Amir Johnson,PF,johnsam01,29,56,1104,15.3,0.623,0.169,0.265,9.1,16.9,13,12.9,1.4,2.8,14.4,13.7,2.3,1.2,3.5,0.151,0.3,1.7,2,1.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsam01.html,56,1104,0.573,6.7,0.831,0.538,0.281,0.004,0.008,0.169,0.606,0.714,0.425,0,0,0.409,0.771,0.119,28,1,0.318,0.429,0,0
2016-17,Anderson Varejao,C,varejan01,34,14,92,9.4,0.478,0,0.786,15.5,16.7,16.1,12.8,1.6,2.6,29.8,12.6,0,0.1,0.2,0.098,-3,2.5,-0.5,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/varejan01.html,14,92,0.357,5,1,0.5,0.357,0.143,0,0,0.357,0.286,0.4,0.5,0,0,0.6,0,0,0,0,0,0,0
2016-17,Andre Drummond,C,drumman01,23,56,1705,21.4,0.525,0.009,0.366,14.6,36.2,25.2,5.6,2.9,3.3,13,23.5,0.9,3.9,4.8,0.136,-2.1,3.1,1,1.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/drumman01.html,57,1731,0.529,4.3,0.991,0.492,0.429,0.063,0.006,0.009,0.53,0.679,0.375,0.488,0,0.333,0.621,0.145,88,0,0,0,3,1
2016-17,Andre Iguodala,SF,iguodan01,33,54,1381,12.9,0.595,0.455,0.205,3.2,12.8,8.4,16.4,1.7,1.2,11.2,10.3,2.5,1.8,4.3,0.15,1,1.5,2.5,1.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/iguodan01.html,55,1412,0.493,14.4,0.547,0.35,0.04,0.029,0.124,0.453,0.607,0.75,0.273,0,0.471,0.355,0.747,0.168,43,0.909,0.427,0.321,1,0
2016-17,Andre Roberson,SF,roberan03,25,57,1745,9,0.487,0.417,0.247,4.2,14.3,9.3,4.4,1.9,2.6,9,10.3,0.4,2.2,2.6,0.071,-2.7,2,-0.7,0.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/roberan03.html,57,1745,0.437,11.3,0.583,0.506,0.057,0.003,0.017,0.417,0.576,0.642,0.1,0,0.333,0.241,0.786,0.132,41,0.971,0.476,0.246,0,0
2016-17,Andrew Bogut,C,bogutan01,32,26,582,9.4,0.46,0.012,0.136,10.5,34.3,21.8,12.3,1.2,3.9,33.4,10.5,-0.3,1,0.7,0.054,-5.6,5.3,-0.3,0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bogutan01.html,26,582,0.469,4.3,0.988,0.457,0.469,0.062,0,0.012,0.475,0.568,0.421,0.2,0,0,0.526,0.099,7,0,0,0,0,0
2016-17,Andrew Harrison,SG,harrian01,22,53,1162,8.5,0.469,0.436,0.546,1.8,8.3,5,20.2,2,1.5,15.9,16.2,0,1.4,1.3,0.056,-2.5,0.4,-2.1,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harrian01.html,53,1162,0.316,15.3,0.564,0.287,0.096,0.067,0.124,0.436,0.358,0.457,0.333,0.158,0.229,0.26,0.14,0.007,1,0.594,0.138,0.471,3,0
2016-17,Andrew Nicholson,PF,nichoan01,27,28,231,6.4,0.425,0.208,0.156,5.5,11.1,8.3,4.2,2.4,2.2,11.8,17.8,-0.3,0.3,0,-0.005,-5.5,-0.1,-5.6,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nichoan01.html,28,231,0.39,11,0.792,0.234,0.364,0.156,0.039,0.208,0.443,0.667,0.357,0.333,0.333,0.188,0.63,0.026,2,1,0.25,0,1,0
2016-17,Andrew Wiggins,SF,wiggian01,21,57,2120,17,0.544,0.192,0.342,3.9,9.2,6.5,11.6,1.2,0.9,9.7,28.2,2.7,0.8,3.4,0.078,0.6,-2.7,-2,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wiggian01.html,57,2120,0.463,12.9,0.808,0.269,0.134,0.148,0.256,0.192,0.488,0.658,0.394,0.429,0.395,0.355,0.398,0.049,48,0.694,0.099,0.3,0,0
2016-17,Anthony Bennett,PF,bennean01,23,23,264,14.7,0.533,0.522,0.391,10.1,21,15.6,7.1,0.9,0.9,10,19.4,0.3,0.2,0.5,0.083,-0.8,-2.4,-3.2,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bennean01.html,23,264,0.413,13.8,0.478,0.37,0.087,0.011,0.011,0.522,0.568,0.676,0.25,0,0,0.271,0.44,0.098,9,0.923,0.375,0.167,0,0
2016-17,Anthony Brown,SF,brownan02,24,7.333333333,106,10.6,0.448333333,0.486,0,7.7,22.33333333,14.86666667,12.33333333,1.066666667,0.366666667,10.53333333,19.2,-0.133333333,0.133333333,0,0.024666667,-2.366666667,-0.733333333,-3.066666667,-0.066666667,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownan02.html,2,16,0.444,18.4,0.667,0,0.111,0.111,0.444,0.333,0.5,0,0,1,0.5,0.333,0.333,0,0,0,0,0,0,0
2016-17,Anthony Davis,C,davisan02,23,53,1927,27.3,0.578,0.08,0.428,6.5,28.3,17.3,11.7,1.7,5.5,9.9,32.5,3.8,3.7,7.6,0.188,1.1,2.6,3.7,2.7,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davisan02.html,54,1960,0.501,10.7,0.92,0.266,0.232,0.189,0.234,0.08,0.518,0.679,0.494,0.461,0.408,0.299,0.631,0.083,84,1,0.069,0.167,0,0
2016-17,Anthony Morrow,SG,morroan01,31,40,627,9.1,0.493,0.536,0.117,1.9,3.2,2.6,4.5,1.6,0.3,2.9,16.3,0.4,0.4,0.8,0.064,-1.8,-3,-4.8,-0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/morroan01.html,40,627,0.387,18.1,0.464,0.063,0.153,0.144,0.104,0.536,0.495,0.571,0.588,0.344,0.522,0.294,0.608,0,0,0.971,0.303,0.222,0,0
2016-17,Anthony Tolliver,PF,tollian01,31,45,1042,11.4,0.606,0.667,0.218,5,14,9.5,6.2,1.4,0.9,12.5,13.2,1.2,0.6,1.8,0.083,0.4,-1,-0.6,0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tollian01.html,46,1074,0.444,18.7,0.339,0.145,0.089,0.04,0.069,0.661,0.548,0.639,0.591,0.2,0.471,0.39,0.609,0.024,5,1,0.299,0.408,0,0
2016-17,Archie Goodwin,SG,goodwar01,22,3,30,19.7,0.798,0.4,2,0,0,0,4.6,0,2.7,0,13.9,0.2,0,0.2,0.291,2.2,-4,-1.7,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/goodwar01.html,3,30,0.4,10.8,0.6,0.4,0.2,0,0,0.4,0.333,0,1,0,0,0.5,0,0.2,0,1,0.5,1,0,0
2016-17,Arinze Onuaku,C,onuakar01,29,8,28,5.8,0.5,0,0,7.7,16.1,11.8,10,0,2.9,33.3,9.5,0,0,0,-0.001,-6.5,0.9,-5.6,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/onuakar01.html,8,28,0.5,7.8,1,0,0.75,0.25,0,0,0.5,0,0.667,0,0,0,1,0,0,0,0,0,0,0
2016-17,Aron Baynes,C,baynear01,30,54,835,11,0.552,0,0.366,8.7,20.4,14.4,3,0.8,2.3,14.3,13.8,0.7,1.1,1.7,0.1,-3.6,0.8,-2.8,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/baynear01.html,55,840,0.482,5.7,1,0.482,0.293,0.115,0.11,0,0.482,0.533,0.446,0.455,0.381,0,0.761,0.084,15,0,0,0,0,0
2016-17,Arron Afflalo,SG,afflaar01,31,49,1253,8.2,0.548,0.386,0.216,0.8,7.8,4.3,7.4,0.7,0.5,8.6,13.8,0.8,0.2,1,0.039,-1.8,-2.2,-3.9,-0.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/afflaar01.html,49,1253,0.429,16.9,0.614,0.107,0.116,0.16,0.229,0.386,0.454,0.529,0.486,0.431,0.425,0.39,0.528,0,0,0.958,0.39,0.5,1,0
2016-17,Austin Rivers,SG,riverau01,24,54,1528,11.9,0.546,0.393,0.251,1.2,6.9,4.1,16.1,1.3,0.5,12.2,20,1.1,1.1,2.2,0.068,0.1,-1.5,-1.4,0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/riverau01.html,55,1565,0.441,13.5,0.602,0.299,0.183,0.056,0.065,0.398,0.467,0.581,0.343,0.516,0.25,0.401,0.191,0.016,5,0.719,0.203,0.467,0,0
2016-17,Avery Bradley,SG,bradlav01,26,36,1257,15.5,0.561,0.345,0.117,3.6,18.6,11.1,11.3,1.9,0.5,10.3,22.5,1,1.3,2.3,0.087,0.2,-0.3,-0.1,0.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bradlav01.html,36,1257,0.475,15.1,0.655,0.26,0.083,0.078,0.234,0.345,0.51,0.636,0.356,0.571,0.405,0.409,0.578,0.024,13,0.763,0.296,0.473,1,0
2016-17,Ben McLemore,SG,mclembe01,23,42,754,8.7,0.518,0.432,0.16,2,7.9,4.9,7.3,1.5,0.6,11.9,18.2,-0.2,0.3,0.1,0.006,-2.5,-2.5,-5.1,-0.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mclembe01.html,43,777,0.414,16.6,0.566,0.188,0.09,0.074,0.215,0.434,0.441,0.708,0.261,0.211,0.364,0.378,0.781,0.039,10,1,0.351,0.41,0,0
2016-17,Beno Udrih,PG,udrihbe01,34,30,420,15.3,0.527,0.187,0.173,1.3,8.9,5,32.7,0.8,0,12.9,19.7,0.6,0.3,0.9,0.105,-0.5,-2.6,-3.1,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/u/udrihbe01.html,30,420,0.453,14.5,0.813,0.207,0.1,0.28,0.227,0.187,0.475,0.581,0.6,0.476,0.324,0.357,0.121,0,0,0.5,0.179,0.6,4,0
2016-17,Bismack Biyombo,C,biyombi01,24,57,1327,12.2,0.539,0,0.707,9,25.5,17.1,6.2,0.7,4.4,17.8,13.1,0.4,1.6,2.1,0.075,-4.3,2.5,-1.8,0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/biyombi01.html,58,1343,0.533,4.1,1,0.573,0.309,0.089,0.033,0,0.533,0.674,0.342,0.409,0.125,0,0.84,0.22,47,0,0,0,0,0
2016-17,Blake Griffin,PF,griffbl01,27,36,1198,23.8,0.555,0.06,0.413,7.3,21.4,14.6,26.3,1.6,1.3,10.8,29.6,3,1.6,4.5,0.181,3,1.9,4.9,2.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/griffbl01.html,37,1233,0.485,9.9,0.938,0.367,0.188,0.07,0.312,0.062,0.496,0.644,0.348,0.349,0.44,0.316,0.537,0.082,43,1,0.342,0.308,1,0
2016-17,Boban Marjanovic,C,marjabo01,28,23,159,24.8,0.532,0,0.397,20.5,32.1,26.2,5.1,0.6,4.2,8.1,24.4,0.4,0.3,0.7,0.2,-1.4,-0.7,-2.2,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/marjabo01.html,23,159,0.471,5.3,1,0.338,0.529,0.132,0,0,0.471,0.652,0.417,0.222,0,0,0.719,0.074,4,0,0,0,0,0
2016-17,Bobby Brown,PG,brownbo02,32,17,51,-1,0.345,0.483,0,0,10.9,5.4,2.9,0,0,6.5,25.9,-0.2,0,-0.2,-0.183,-10.3,-6.9,-17.2,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownbo02.html,18,54,0.267,18.7,0.5,0.133,0.133,0.067,0.167,0.5,0.267,0.25,0.25,0,0.4,0.267,0.5,0,0,0.75,0,0,0,0
2016-17,Bobby Portis,PF,portibo01,21,39,472,13.6,0.538,0.232,0.206,9.5,20.5,14.9,6.7,0.8,1,11.5,17.6,0.5,0.5,0.9,0.094,-1.7,-1.4,-3.1,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/portibo01.html,39,472,0.477,12.6,0.768,0.303,0.161,0.116,0.187,0.232,0.513,0.66,0.6,0.278,0.345,0.361,0.541,0.065,10,1,0.5,0.444,1,0
2016-17,Bojan Bogdanovic,SF,bogdabo02,27,55,1482,13.1,0.572,0.453,0.273,1.7,12.3,7,10.1,0.8,0.2,11.8,22.4,1.1,0.3,1.5,0.048,-0.3,-2.8,-3,-0.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bogdabo02.html,55,1482,0.44,14.6,0.547,0.319,0.092,0.074,0.062,0.453,0.509,0.61,0.411,0.289,0.395,0.357,0.488,0.028,14,0.929,0.235,0.446,0,0
2016-17,Boris Diaw,PF,diawbo01,34,48,872,8,0.505,0.265,0.112,3.6,9.1,6.4,18.4,0.8,0.2,22.1,15.6,-0.3,0.9,0.6,0.032,-3,-0.2,-3.2,-0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/diawbo01.html,48,872,0.451,11.7,0.735,0.363,0.158,0.074,0.14,0.265,0.519,0.692,0.441,0.5,0.167,0.263,0.366,0.005,1,0.933,0.263,0.4,0,0
2016-17,Bradley Beal,SG,bealbr01,23,51,1757,19.6,0.598,0.434,0.268,2,7.4,4.8,17.1,1.5,0.6,9.9,26.4,4.4,1.3,5.6,0.154,4.2,-2.4,1.9,1.7,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bealbr01.html,51,1757,0.473,16,0.566,0.237,0.098,0.077,0.153,0.434,0.527,0.612,0.422,0.446,0.508,0.402,0.478,0.031,25,0.777,0.155,0.439,1,0
