Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
2006-07,Aaron McKie,SF,mckieaa01,34,10,131,7.5,0.647,0,0,0.9,15.1,8,14.4,1.6,0,32,8.6,0,0.1,0.1,0.039,-3.9,-0.4,-4.2,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mckieaa01.html,10,131,0.647,15.5,1,0.118,0.118,0.118,0.647,0,0.647,1,0.5,0.5,0.636,0,0.818,0,0,0,0,0,0,0
2006-07,Aaron Williams,PF,williaa01,35,38,374,9.4,0.606,0.019,0.415,8.7,18.4,13.6,2.9,1,2.9,22.3,10,0.2,0.4,0.7,0.089,-3.6,0.4,-3.2,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/williaa01.html,38,374,0.547,7.4,0.981,0.434,0.226,0.17,0.151,0.019,0.558,0.739,0.417,0.444,0.375,0,0.586,0.057,3,0,0,0,1,0
2006-07,Adam Morrison,PF,morriad01,22,78,2326,7.9,0.45,0.273,0.179,2.7,9.2,5.9,11.9,0.6,0.2,11.3,22.4,-2.2,0.8,-1.5,-0.03,-3,-2.5,-5.5,-2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/morriad01.html,78,2326,0.376,15.7,0.727,0.119,0.178,0.13,0.3,0.273,0.391,0.518,0.381,0.374,0.353,0.337,0.496,0.007,7,0.851,0.147,0.395,1,1
2006-07,Adonal Foyle,C,foylead01,31,48,475,13.7,0.557,0,0.294,11.5,17.7,14.6,5.5,1.1,8,19.3,10.7,0.4,0.6,1,0.104,-3.2,4,0.8,0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/foylead01.html,48,475,0.565,4.3,1,0.541,0.329,0.071,0.059,0,0.565,0.609,0.643,0.333,0,0,0.646,0.094,6,0,0,0,0,0
2006-07,Adrian Griffin,SF,griffad01,32,54,585,10.7,0.499,0.047,0.147,7.9,13.4,10.6,15.2,2.8,0.5,21.7,13.3,0.1,1.2,1.3,0.103,-2.5,2.8,0.3,0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/griffad01.html,54,585,0.473,10.5,0.953,0.38,0.155,0.178,0.24,0.047,0.496,0.51,0.6,0.391,0.484,0,0.557,0.008,1,0,0,0,2,0
2006-07,Al Harrington,PF,harrial01,26,52,1708.666667,14.76666667,0.54,0.269,0.222333333,6.533333333,15.4,10.86666667,9.733333333,1.266666667,0.7,12.53333333,23.1,1.333333333,1.466666667,2.866666667,0.079333333,0.233333333,-1.1,-0.866666667,0.5,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harrial01.html,42,1355,0.456,13.2,0.706,0.322,0.106,0.099,0.18,0.294,0.473,0.563,0.365,0.441,0.393,0.417,0.568,0.059,33,0.932,0.223,0.564,3,0
2006-07,Al Jefferson,C,jeffeal01,22,69,2319,19.8,0.547,0.001,0.334,12,27.4,19.5,7.2,1.1,3.5,11.8,22.4,3.3,3.3,6.6,0.137,-0.5,1,0.6,1.5,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jeffeal01.html,69,2319,0.514,5.5,0.999,0.422,0.404,0.12,0.053,0.001,0.514,0.645,0.452,0.321,0.383,0,0.521,0.076,65,0,0,0,0,0
2006-07,Alan Anderson,SG,anderal01,24,17,256,10.1,0.538,0.247,0.284,4.9,10,7.4,13.8,1.4,0,19.4,20.1,0,0.1,0.1,0.024,-2.2,-1.8,-4,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderal01.html,17,256,0.457,12.6,0.753,0.383,0.074,0.086,0.21,0.247,0.525,0.613,0.333,0.714,0.353,0.25,0.406,0.012,0,1,0.4,0.375,1,0
2006-07,Alan Henderson,PF,hendeal01,34,38,418,15.7,0.679,0,0.701,13.8,16.9,15.4,3.8,1.1,2.2,12,11,1.1,0.4,1.6,0.181,0.6,0,0.6,0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hendeal01.html,38,418,0.642,1.8,1,0.776,0.209,0.015,0,0,0.642,0.731,0.357,0,0,0,0.558,0.09,5,0,0,0,0,0
2006-07,Alexander Johnson,PF,johnsal01,23,59,753,13.2,0.588,0,0.698,7.9,20.8,14.4,3.6,1.7,3.5,17.5,16.1,0.7,0.6,1.3,0.083,-2.7,0,-2.7,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsal01.html,59,753,0.538,4.5,1,0.586,0.189,0.166,0.059,0,0.538,0.677,0.344,0.429,0.1,0,0.626,0.178,27,0,0,0,0,0
