Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
2009-10,A.J. Price,PG,priceaj01,23,56,865,14,0.53,0.492,0.212,1.5,9.7,5.6,20.5,2,0.2,13.2,22.7,0.4,0.8,1.2,0.065,0.2,-2,-1.8,0,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/priceaj01.html,56,865,0.41,17.1,0.508,0.172,0.105,0.102,0.13,0.492,0.472,0.607,0.378,0.389,0.435,0.345,0.106,0,0,0.767,0.213,0.243,1,0
2009-10,Aaron Brooks,PG,brookaa01,25,82,2919,16,0.549,0.394,0.224,2,6.6,4.2,25.6,1.2,0.3,13.7,25.7,3.9,1.6,5.5,0.091,2.7,-2.5,0.2,1.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brookaa01.html,82,2919,0.432,15.2,0.606,0.258,0.087,0.099,0.162,0.394,0.454,0.487,0.474,0.439,0.4,0.398,0.21,0,0,0.713,0.143,0.48,5,0
2009-10,Aaron Gray,C,grayaa01,25,21.33333333,207.3333333,14,0.512333333,0,0.339333333,15.23333333,23.36666667,19.26666667,9.5,1.1,1.966666667,13.16666667,18.06666667,0.333333333,0.266666667,0.6,0.100333333,-2.233333333,-0.066666667,-2.233333333,0.133333333,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/grayaa01.html,24,261,0.557,3.2,1,0.656,0.213,0.115,0.016,0,0.557,0.6,0.615,0.143,1,0,0.324,0.033,2,0,0,0,0,0
2009-10,Acie Law,PG,lawac01,25,13,117,15.05,0.584,0.18925,0.6905,0.975,5.625,3.35,16.925,2.425,0.725,13.7,22.6,0.175,0.075,0.3,0.0965,-1.725,-2.6,-4.325,-0.05,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lawac01.html,12,135,0.467,8.7,0.733,0.578,0.067,0.022,0.067,0.267,0.515,0.577,0,1,0.333,0.333,0.294,0,0,0.75,0.25,0.667,0,0
2009-10,Adam Morrison,SF,morriad01,25,31,241,7.4,0.418,0.247,0.094,4.7,10.1,7.4,11.3,0.6,0.6,10.2,18.3,-0.2,0.2,0,0.009,-4.4,-1.8,-6.2,-0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/morriad01.html,31,241,0.376,14.9,0.753,0.118,0.2,0.165,0.271,0.247,0.422,0.6,0.529,0.214,0.391,0.238,0.704,0,0,0.6,0.381,0.125,0,0
2009-10,Al Harrington,PF,harrial01,29,72,2195,16.8,0.546,0.397,0.308,4.5,16.7,10.5,8.6,1.4,0.9,10.1,26.8,2.2,1.3,3.5,0.077,0.7,-2.6,-1.9,0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harrial01.html,72,2195,0.435,13.7,0.603,0.343,0.073,0.072,0.116,0.397,0.496,0.612,0.293,0.378,0.353,0.342,0.38,0.029,27,0.943,0.213,0.345,2,1
2009-10,Al Horford,C,horfoal01,23,81,2845,19.4,0.594,0.001,0.319,9.6,23.3,16.4,10.4,1.1,2.4,11.2,17.6,6.9,3.9,10.9,0.183,1.5,1.9,3.3,3.8,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/horfoal01.html,81,2845,0.551,7.3,0.999,0.36,0.305,0.17,0.164,0.001,0.551,0.721,0.465,0.424,0.468,1,0.652,0.105,86,1,1,1,0,0
2009-10,Al Jefferson,C,jeffeal01,25,76,2463,19,0.524,0.004,0.236,8,24.2,16,10,1.3,3,9.9,24.3,2.3,2.3,4.6,0.09,-0.9,0.5,-0.4,1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jeffeal01.html,76,2463,0.498,7.8,0.996,0.313,0.299,0.288,0.097,0.004,0.5,0.679,0.503,0.358,0.33,0,0.448,0.038,39,0,0,0,2,0
2009-10,Al Thornton,SF,thornal01,26,50,1386,11.83333333,0.522,0.051666667,0.315666667,6.2,10.4,8.266666667,7.133333333,1.2,1.333333333,11.86666667,19,0.8,0.666666667,1.466666667,0.050333333,-1.9,-0.7,-2.566666667,-0.266666667,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thornal01.html,24,674,0.463,11.6,0.921,0.329,0.088,0.157,0.347,0.079,0.472,0.662,0.211,0.382,0.4,0.353,0.585,0.046,10,0.333,0,0,0,0
2009-10,Alando Tucker,SF,tuckeal02,25,10,64,12,0.507,0.137333333,0.412666667,6.733333333,5.566666667,6.066666667,6.4,0,0,9.566666667,22.9,0.1,0,0.066666667,0.037666667,-2.3,-5.133333333,-7.466666667,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tuckeal02.html,4,25,0.444,8.6,1,0.444,0.222,0,0.333,0,0.444,0.75,0,0,0.333,0,0.75,0,0,0,0,0,0,0
