Season,Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,url,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
2000-01,A.C. Green,PF,greenac01,37,82,1411,11.2,0.492,0.019,0.343,9,17.3,13.2,4.8,1.2,0.4,10.8,14.4,1.1,2.1,3.2,0.11,-3.2,0.2,-3,-0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greenac01.html,82,1411,0.444,11.7,0.981,0.278,0.102,0.164,0.438,0.019,0.453,0.611,0.273,0.321,0.444,0,0.764,0.012,4,0,0.167,0,1,0
2000-01,A.J. Guyton,PG,guytoaj01,22,33,630,10.3,0.495,0.359,0.094,1.8,5.1,3.4,18.1,0.8,0.6,10.7,16.5,0.4,-0.1,0.3,0.02,-1.5,-4.4,-5.9,-0.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/guytoaj01.html,33,630,0.406,19,0.641,0.078,0.042,0.094,0.427,0.359,0.415,0.6,0.625,0.333,0.378,0.391,0.608,0,0,0.852,0.275,0.368,0,0
2000-01,Aaron McKie,SG,mckieaa01,28,76,2394,15.1,0.549,0.238,0.272,1.6,12.9,7.3,26.7,2.3,0.2,20.3,18.9,2.3,3.5,5.9,0.118,0.9,1,1.9,2.4,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mckieaa01.html,76,2394,0.473,13.5,0.762,0.232,0.137,0.183,0.209,0.238,0.524,0.777,0.337,0.42,0.456,0.312,0.481,0,0,0.943,0.359,0.426,1,0
2000-01,Aaron Williams,PF,williaa01,29,82,2336,15.1,0.533,0.003,0.477,10.1,19.2,14.5,6.5,1.3,3.6,14.4,17.8,2.9,2.3,5.2,0.107,-1.5,0.9,-0.5,0.9,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/williaa01.html,82,2336,0.457,5.4,0.997,0.502,0.262,0.131,0.103,0.003,0.458,0.577,0.376,0.294,0.299,0,0.623,0.129,70,0,0,0,0,0
2000-01,Adam Keefe,PF,keefead01,30,67,836,9.7,0.45,0.019,0.396,10.5,16.4,13.3,6.5,1.7,1.7,17.6,11.5,0.1,0.5,0.6,0.032,-3.9,0.2,-3.7,-0.3,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/keefead01.html,67,836,0.403,8.5,0.981,0.377,0.176,0.17,0.258,0.019,0.404,0.617,0.286,0.296,0.244,0.333,0.683,0.038,6,1,0.333,0,0,0
2000-01,Adonal Foyle,C,foylead01,25,58,1457,12.4,0.422,0,0.181,10.5,19.7,14.7,5.2,1.1,7.6,16.3,14,-0.8,1.5,0.7,0.022,-4.8,3.2,-1.6,0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/foylead01.html,58,1457,0.416,5.1,1,0.325,0.533,0.117,0.024,0,0.416,0.508,0.365,0.386,0.444,0,0.59,0.043,15,0,0,0,0,0
2000-01,Adrian Griffin,SF,griffad01,26,44,377,10.5,0.432,0.268,0.247,8,19.4,13.5,11.7,2.5,1,14.3,15.1,0,0.5,0.4,0.056,-3.3,0.4,-2.9,-0.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/griffad01.html,44,377,0.34,13.3,0.732,0.278,0.155,0.093,0.206,0.268,0.338,0.481,0.267,0.222,0.25,0.346,0.333,0,0,0.889,0.538,0.357,1,0
2000-01,Al Harrington,PF,harrial01,20,78,1892,10.2,0.479,0.013,0.289,7.4,15.2,11.4,11.8,1.8,0.7,19.5,18.8,-1,2.2,1.2,0.031,-3.2,0.7,-2.5,-0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harrial01.html,78,1892,0.444,8.7,0.987,0.333,0.25,0.193,0.21,0.013,0.448,0.591,0.324,0.457,0.36,0.143,0.675,0.068,36,0,0.143,0,0,0
2000-01,Alan Henderson,PF,hendeal01,28,73,1810,14,0.487,0.001,0.404,11,14,12.5,4.9,1.5,1.1,13.8,22.6,0.5,1.4,1.9,0.05,-2.1,-1.3,-3.4,-0.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hendeal01.html,73,1810,0.444,5.7,0.999,0.434,0.304,0.21,0.051,0.001,0.445,0.619,0.294,0.319,0.382,0,0.537,0.046,28,0,0,0,0,0
2000-01,Allan Houston,SG,houstal01,29,78,2858,16.1,0.543,0.209,0.254,0.9,10.8,6,12,1,0.3,10.7,25.7,4.1,3.5,7.5,0.126,1.2,-0.9,0.3,1.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/houstal01.html,78,2858,0.449,15.7,0.791,0.103,0.105,0.252,0.33,0.209,0.467,0.44,0.378,0.489,0.486,0.381,0.437,0.003,4,0.75,0.143,0.444,0,0
2000-01,Allen Iverson,SG,iversal01,25,71,2979,24,0.518,0.169,0.397,1.9,8.3,5.2,23,3.2,0.5,10,35.9,7.3,4.5,11.8,0.19,5,-0.1,4.8,5.1,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/iversal01.html,71,2979,0.42,12.7,0.831,0.223,0.175,0.185,0.248,0.169,0.441,0.686,0.268,0.33,0.423,0.32,0.37,0.004,7,0.786,0.108,0.364,1,0
2000-01,Alonzo Mourning,C,mournal01,30,13,306,24.6,0.536,0.007,0.39,13.6,25.6,19.6,8.9,0.7,7.8,14.5,30.6,0.2,0.7,0.9,0.148,-1.9,2.4,0.5,0.2,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mournal01.html,13,306,0.518,7.2,0.993,0.39,0.241,0.248,0.113,0.007,0.521,0.727,0.441,0.371,0.313,0,0.63,0.149,20,0,0,0,0,0
2000-01,Alvin Williams,SG,willial02,26,82,2394,15.2,0.483,0.141,0.189,2.3,7.8,5,27.2,2.7,0.8,11,17.4,3.3,2.1,5.4,0.109,0.9,-0.3,0.6,1.6,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willial02.html,82,2394,0.43,14.7,0.859,0.197,0.089,0.133,0.441,0.141,0.451,0.623,0.368,0.392,0.408,0.306,0.519,0,0,0.636,0.167,0.444,3,0
2000-01,Andre Miller,PG,millean02,24,82,2848,20.1,0.541,0.064,0.45,3.8,10.8,7.3,40.5,2.2,0.7,18.1,23.2,6.1,1.9,8,0.136,3.6,-0.6,2.9,3.5,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millean02.html,82,2848,0.452,11,0.936,0.264,0.205,0.26,0.206,0.064,0.465,0.629,0.341,0.454,0.393,0.266,0.244,0.003,2,0.529,0.047,0.333,13,1
