Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
A.J. Price,PG,priceaj01,28.0,13.0,162.0,8.8,0.37675,0.4195,0.13825,2.175,9.375,5.8,22.4,1.0,0.0,8.1,20.8,-6.93889390391e-18,0.125,0.15,-0.00675,-2.575,-3.075,-5.6,-0.05
Aaron Brooks,PG,brookaa01,30.0,82.0,1885.0,14.4,0.534,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25.0,1.7,1.5,3.3,0.083,1.0,-2.4,-1.4,0.3
Aaron Gordon,PF,gordoaa01,19.0,47.0,797.0,11.4,0.517,0.231,0.293,6.4,17.8,12.0,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1.0,0.06,-2.8,0.0,-2.8,-0.2
Adreian Payne,PF,paynead01,23.0,21.3333333333,492.666666667,6.13333333333,0.402666666667,0.074,0.234,6.86666666667,17.9666666667,12.3333333333,4.33333333333,1.76666666667,0.666666666667,10.4666666667,17.6333333333,-0.433333333333,0.133333333333,-0.333333333333,-0.035,-6.16666666667,-2.33333333333,-8.5,-0.5
Al Horford,C,horfoal01,28.0,76.0,2318.0,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.179,1.3,2.5,3.8,3.4
Al Jefferson,C,jeffeal01,30.0,65.0,1992.0,19.7,0.5,0.005,0.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,1.3,3.4,4.7,0.113,-1.3,1.6,0.2,1.1
Al-Farouq Aminu,SF,aminual01,24.0,74.0,1366.0,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2.0,3.3,0.115,-0.5,2.9,2.4,1.5
Alan Anderson,SG,anderal01,32.0,74.0,1744.0,10.6,0.563,0.477,0.23,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,1.7,1.1,2.7,0.075,0.0,-0.5,-0.5,0.6
Alec Burks,SG,burksal01,23.0,27.0,899.0,13.0,0.524,0.227,0.43,2.5,12.1,7.3,15.2,1.0,0.4,12.7,20.8,1.1,0.6,1.7,0.089,-0.4,-1.1,-1.6,0.1
Alex Kirk,C,kirkal01,23.0,5.0,14.0,8.5,0.41,0.0,0.5,8.3,0.0,4.1,10.1,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.061,-3.0,-4.3,-7.4,0.0
Alex Len,C,lenal01,21.0,69.0,1518.0,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-3.3,2.3,-1.0,0.4
Alexey Shved,SG,shvedal01,26.0,21.0,383.5,17.325,0.53325,0.435,0.44925,2.95,9.875,6.3,22.375,1.8,0.475,11.55,26.0,0.825,0.225,1.075,0.11075,1.6,-3.175,-1.55,0.225
Alexis Ajinca,C,ajincal01,26.0,68.0,957.0,19.9,0.595,0.0,0.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,1.9,1.2,3.2,0.159,-0.5,0.6,0.2,0.5
Allen Crabbe,SG,crabbal01,22.0,51.0,683.0,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.088,-1.3,1.0,-0.3,0.3
Alonzo Gee,SF,geeal01,27.0,36.0,441.333333333,12.2333333333,0.530666666667,0.195666666667,0.377666666667,5.86666666667,9.86666666667,7.86666666667,5.83333333333,2.6,0.733333333333,12.9666666667,17.1,0.4,0.4,0.8,0.075,-1.73333333333,0.266666666667,-1.46666666667,0.133333333333
Amar'e Stoudemire,PF,stoudam01,32.0,39.3333333333,830.0,20.7,0.596333333333,0.008,0.372666666667,9.5,19.7666666667,14.5333333333,6.26666666667,1.2,2.23333333333,11.1666666667,24.1666666667,1.73333333333,0.666666666667,2.4,0.146333333333,0.0,-1.63333333333,-1.56666666667,0.133333333333
