Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Aaron Brooks,PG,brookaa01,24.0,80.0,1998.0,12.9,0.521,0.395,0.22,2.0,7.0,4.6,20.2,1.2,0.3,12.7,22.9,1.4,2.2,3.6,0.086,0.2,-1.5,-1.3,0.4
Aaron Gray,C,grayaa01,24.0,56.0,715.0,11.5,0.508,0.006,0.353,13.5,21.7,17.6,9.6,1.0,1.8,17.2,14.5,0.5,0.8,1.3,0.086,-2.1,0.6,-1.5,0.1
Acie Law,PG,lawac01,24.0,55.0,560.0,10.6,0.49,0.209,0.432,1.3,10.9,6.1,23.4,1.1,0.4,14.9,16.3,0.3,0.4,0.7,0.062,-3.0,-2.0,-5.0,-0.4
Adam Morrison,SF,morriad01,24.0,34.6666666667,474.0,4.8,0.429333333333,0.399666666667,0.123333333333,3.76666666667,12.0333333333,7.96666666667,9.33333333333,0.466666666667,0.333333333333,14.2,17.0,-0.4,0.366666666667,0.0333333333333,-0.0133333333333,-4.6,-1.83333333333,-6.43333333333,-0.433333333333
Adonal Foyle,C,foylead01,33.0,6.66666666667,41.3333333333,11.4666666667,0.623,0.0,0.545,11.5,20.6,16.1333333333,1.76666666667,0.0,6.33333333333,18.0,8.46666666667,0.0666666666667,0.133333333333,0.2,0.144,-4.4,2.66666666667,-1.76666666667,0.0
Al Harrington,PF,harrial01,28.0,48.6666666667,1697.33333333,13.7,0.506333333333,0.391666666667,0.212,4.9,14.5666666667,9.6,7.43333333333,1.83333333333,0.433333333333,10.0333333333,24.2,1.26666666667,1.33333333333,2.6,0.041,-0.2,-2.0,-2.16666666667,0.4
Al Horford,C,horfoal01,22.0,67.0,2242.0,17.0,0.565,0.002,0.345,7.6,25.0,16.3,11.9,1.3,3.3,13.1,16.4,3.3,3.5,6.8,0.145,-0.7,3.1,2.3,2.5
Al Jefferson,C,jeffeal01,24.0,50.0,1836.0,23.1,0.532,0.004,0.258,10.6,24.9,17.5,8.8,1.1,3.5,7.8,28.9,2.9,2.0,4.9,0.128,0.6,0.1,0.7,1.2
Al Thornton,SF,thornal01,25.0,71.0,2654.0,12.6,0.502,0.075,0.298,5.2,11.0,8.0,6.9,1.2,1.7,9.9,22.6,0.2,1.0,1.3,0.023,-2.3,-1.2,-3.5,-1.0
Alando Tucker,SG,tuckeal02,24.0,30.0,282.0,13.0,0.509,0.19,0.273,8.2,4.8,6.4,6.4,0.9,0.3,9.4,23.3,0.2,0.0,0.2,0.039,-1.2,-4.6,-5.8,-0.3
Alex Acker,SG,ackeral01,26.0,16.6666666667,132.666666667,12.0666666667,0.429,0.291,0.145666666667,3.16666666667,10.3,6.66666666667,9.86666666667,2.56666666667,2.2,5.76666666667,22.5333333333,-0.0666666666667,0.0333333333333,0.0,-0.005,-3.46666666667,-1.4,-4.9,-0.133333333333
Alexis Ajinca,PF,ajincal01,20.0,31.0,182.0,7.0,0.43,0.029,0.406,6.2,14.2,10.2,2.8,2.1,2.7,12.9,24.2,-0.3,0.3,-0.1,-0.018,-8.1,-1.2,-9.3,-0.3
Allen Iverson*,PG,iversal01,33.0,54.0,1970.0,15.9,0.502,0.115,0.406,1.6,8.4,5.0,23.0,2.4,0.2,12.7,25.9,0.8,1.9,2.7,0.065,0.0,-0.5,-0.5,0.7
Allen Iverson*,PG-SG,iversal01,33.0,57.0,2093.0,15.8,0.504,0.119,0.416,1.7,8.2,4.9,23.1,2.3,0.2,12.9,25.7,0.9,1.9,2.9,0.066,0.0,-0.7,-0.7,0.7
Allen Iverson*,SG,iversal01,33.0,3.0,123.0,15.2,0.549,0.2,0.625,2.9,4.6,3.8,25.9,1.2,0.6,16.4,22.1,0.2,0.1,0.2,0.087,-0.3,-3.2,-3.5,0.0
Amar'e Stoudemire,PF,stoudam01,26.0,53.0,1948.0,20.3,0.617,0.009,0.517,7.2,18.1,12.9,8.3,1.3,2.1,14.0,24.2,4.6,1.4,6.1,0.149,1.3,-0.3,1.0,1.5
Amir Johnson,PF,johnsam01,21.0,62.0,911.0,13.5,0.608,0.0,0.215,13.1,17.2,15.1,3.4,1.2,5.1,15.6,11.1,1.4,1.3,2.7,0.142,-1.3,2.5,1.1,0.7
Anderson Varejao,PF,varejan01,26.0,81.0,2306.0,14.6,0.565,0.004,0.496,8.9,20.6,15.0,5.4,1.8,2.3,11.5,14.2,3.3,4.7,8.0,0.166,-1.2,2.8,1.6,2.1
Andray Blatche,C,blatcan01,22.0,71.0,1703.0,15.0,0.508,0.033,0.257,8.5,17.9,13.0,11.8,1.6,3.5,14.3,21.9,0.2,1.2,1.4,0.039,-1.9,0.4,-1.5,0.2
Andre Brown,PF,brownan01,27.0,4.0,41.0,-1.5,0.254,0.0,0.286,21.3,15.0,18.1,3.5,1.3,0.0,38.8,14.8,-0.2,0.0,-0.1,-0.122,-8.9,-0.4,-9.3,-0.1
Andre Iguodala,SF,iguodan01,25.0,82.0,3269.0,18.4,0.56,0.228,0.454,3.3,14.0,8.6,22.4,2.1,0.9,13.9,22.3,5.6,3.5,9.2,0.134,2.8,1.0,3.8,4.8
Andre Miller,PG,millean02,32.0,82.0,2976.0,18.6,0.548,0.051,0.393,4.9,9.9,7.4,30.2,2.0,0.4,14.0,21.8,6.2,2.5,8.8,0.141,2.8,0.1,2.8,3.6
Andrea Bargnani,PF,bargnan01,23.0,78.0,2453.0,14.6,0.559,0.304,0.278,3.4,16.4,10.0,6.4,0.7,3.1,11.2,22.7,1.8,2.0,3.9,0.076,-0.4,-0.5,-0.8,0.7
Andrei Kirilenko,PF,kirilan01,27.0,67.0,1831.0,16.8,0.549,0.128,0.546,5.5,15.3,10.4,14.7,2.3,3.3,14.6,20.3,2.0,2.6,4.6,0.122,-0.2,2.5,2.4,2.0
Andres Nocioni,PF,nocioan01,29.0,53.0,1278.0,11.4,0.547,0.465,0.276,3.1,16.8,9.9,7.4,1.0,0.9,12.7,20.1,0.8,1.1,1.9,0.072,-0.5,-1.7,-2.2,-0.1
Andres Nocioni,PF-SF,nocioan01,29.0,76.0,1991.0,12.2,0.555,0.444,0.261,3.1,17.8,10.5,8.3,1.0,1.2,12.6,20.1,1.4,1.4,2.8,0.068,-0.4,-1.6,-2.0,0.0
Andres Nocioni,SF,nocioan01,29.0,23.0,713.0,13.6,0.568,0.405,0.234,3.3,19.6,11.4,9.9,0.9,1.8,12.6,20.0,0.6,0.3,0.9,0.06,-0.2,-1.5,-1.7,0.1
