Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Amar'e Stoudemire,C,stoudam01,22.0,80.0,2889.0,26.6,0.617,0.012,0.595,8.5,17.4,13.2,7.7,1.3,3.0,10.1,28.3,11.3,3.3,14.6,0.243,3.4,0.0,3.4,3.9
Anderson Varejao,PF,varejan01,22.0,54.0,863.0,17.0,0.534,0.01,0.658,14.6,20.7,17.6,4.9,2.5,3.3,9.5,14.4,1.5,1.4,3.0,0.164,-0.5,1.6,1.1,0.7
Andre Barrett,PG,barrean01,22.0,25.3333333333,322.0,9.4,0.451,0.409333333333,0.154,2.86666666667,7.2,5.06666666667,22.8333333333,2.0,0.166666666667,16.8333333333,15.5,-0.0666666666667,0.333333333333,0.266666666667,0.048,-2.0,-1.26666666667,-3.26666666667,-0.133333333333
Andre Emmett,SG,emmetan01,22.0,8.0,28.0,0.9,0.427,0.0,0.833,0.0,8.5,4.3,0.0,0.0,0.0,10.9,15.5,0.0,0.0,0.0,-0.038,-8.8,-4.1,-12.9,-0.1
Andre Iguodala,SG,iguodan01,21.0,82.0,2686.0,13.5,0.58,0.26,0.385,3.7,15.9,9.7,14.3,2.6,1.4,17.9,12.8,2.7,4.0,6.6,0.118,-0.6,2.9,2.3,2.9
Andre Miller,PG,millean02,28.0,82.0,2852.0,16.5,0.541,0.044,0.337,4.1,9.6,6.8,32.2,2.2,0.2,17.6,19.5,4.1,2.9,7.0,0.119,1.2,-0.2,1.0,2.2
Andrei Kirilenko,PF,kirilan01,23.0,41.0,1349.0,24.4,0.599,0.183,0.617,8.0,15.7,11.7,17.4,2.7,8.5,14.4,21.3,3.5,2.0,5.5,0.197,3.8,5.3,9.1,3.8
Andres Nocioni,SF,nocioan01,25.0,81.0,1892.0,10.1,0.484,0.161,0.369,4.1,18.6,11.4,10.9,1.0,1.3,16.2,19.7,-0.9,3.3,2.5,0.062,-3.9,1.7,-2.1,-0.1
Andrew DeClercq,C,declean01,31.0,8.0,49.0,5.6,0.436,0.0,0.333,16.2,6.8,11.4,0.0,2.1,0.0,8.8,10.1,0.0,0.0,0.1,0.061,-2.7,-3.4,-6.0,0.0
Andris Biedrins,C,biedran01,18.0,30.0,384.0,14.8,0.57,0.013,0.513,12.7,21.1,16.7,4.9,1.6,4.4,11.2,12.4,0.7,0.6,1.2,0.154,-1.9,2.0,0.2,0.2
Anfernee Hardaway,SF,hardaan01,33.0,37.0,894.0,9.0,0.48,0.192,0.177,2.5,9.3,5.8,13.2,1.7,0.3,15.1,16.9,-0.2,0.4,0.2,0.009,-2.5,-0.8,-3.3,-0.3
Ansu Sesay,SF,sesayan01,28.0,16.0,128.0,14.8,0.466,0.19,0.571,14.6,17.8,16.1,14.9,0.8,1.7,13.2,20.9,0.1,0.1,0.2,0.077,-1.3,-0.7,-2.0,0.0
Antawn Jamison,PF,jamisan01,28.0,68.0,2605.0,16.9,0.506,0.175,0.249,6.7,16.1,11.2,10.7,1.1,0.5,8.2,24.1,3.8,1.7,5.4,0.1,0.6,-1.8,-1.2,0.5
Anthony Carter,PG,cartean01,29.0,66.0,742.0,11.3,0.454,0.096,0.288,1.9,8.4,5.3,32.2,2.5,1.7,23.7,16.4,-0.3,0.8,0.5,0.034,-3.7,-0.5,-4.2,-0.4
Anthony Goldwire,PG,goldwan01,33.0,22.0,358.0,12.8,0.549333333333,0.591666666667,0.317,2.2,11.9666666667,7.03333333333,16.0,1.03333333333,0.0,7.93333333333,14.8,0.866666666667,0.166666666667,1.0,0.124666666667,0.433333333333,-3.36666666667,-2.93333333333,0.2
Anthony Johnson,PG,johnsan02,30.0,63.0,1747.0,14.3,0.526,0.237,0.248,2.2,9.9,6.1,31.2,1.9,0.7,16.0,16.5,2.2,1.8,4.0,0.11,0.4,-0.3,0.1,0.9
Anthony Miller,PF,millean01,33.0,2.0,9.0,16.9,0.667,0.0,0.0,0.0,13.6,6.5,21.4,5.8,0.0,25.0,19.9,0.0,0.0,0.0,0.091,-1.3,0.4,-0.8,0.0
Anthony Peeler,SG,peelean01,35.0,40.0,529.0,10.2,0.484,0.433,0.12,2.9,11.2,6.9,16.7,1.8,0.3,15.1,15.4,0.2,0.3,0.5,0.048,-1.9,-1.7,-3.6,-0.2
Antoine Walker,PF,walkean02,28.0,51.3333333333,1970.0,15.4666666667,0.480666666667,0.238,0.259333333333,7.23333333333,20.6333333333,13.7666666667,16.0333333333,1.6,1.7,14.2666666667,26.8666666667,-0.933333333333,1.53333333333,0.6,0.02,-0.2,-0.1,-0.333333333333,0.766666666667
Antonio Burks,PG,burksan01,24.0,24.0,219.0,12.8,0.534,0.183,0.317,0.5,6.0,3.3,21.9,3.2,0.4,14.9,17.3,0.2,0.3,0.5,0.103,-1.7,-0.9,-2.5,0.0
Antonio Daniels,PG,daniean01,29.0,75.0,2026.0,18.0,0.557,0.265,0.488,1.2,9.0,5.1,25.6,1.4,0.1,9.3,19.0,6.3,0.5,6.8,0.16,3.0,-2.0,1.0,1.5
Antonio Davis,PF,davisan01,36.0,72.0,1843.0,11.1,0.516,0.0,0.363,9.3,16.6,13.0,7.1,0.8,1.7,16.5,14.1,0.9,3.0,3.9,0.101,-2.7,2.5,-0.2,0.9
Antonio McDyess,PF,mcdyean01,30.0,77.0,1797.0,17.2,0.542,0.002,0.321,11.6,19.7,15.7,7.3,1.4,2.2,12.0,20.3,2.5,3.3,5.7,0.154,-0.8,1.0,0.2,1.0
Austin Croshere,PF,croshau01,29.0,73.0,1827.0,13.5,0.531,0.35,0.515,6.8,17.5,12.2,9.5,1.4,0.7,14.6,18.7,1.8,2.2,4.1,0.107,-0.5,0.2,-0.3,0.8
Awvee Storey,SG,storeaw01,27.0,9.0,32.0,6.9,0.368,0.2,0.2,14.8,3.8,9.4,5.2,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.026,-3.2,-3.9,-7.1,0.0
Baron Davis,PG,davisba01,25.0,30.6666666667,1054.0,20.8666666667,0.512333333333,0.468666666667,0.322333333333,2.33333333333,10.6,6.26666666667,42.2666666667,2.73333333333,0.633333333333,12.8,28.4333333333,1.86666666667,1.0,2.9,0.133,6.0,-1.0,4.93333333333,1.76666666667
Ben Gordon,SG,gordobe01,21.0,82.0,2002.0,14.9,0.526,0.313,0.256,3.1,8.9,6.0,16.3,1.4,0.4,13.7,30.4,0.8,2.7,3.5,0.084,0.7,-1.3,-0.6,0.7
Ben Handlogten,C,handlbe01,31.0,21.0,297.0,10.3,0.525,0.012,0.205,9.3,18.0,13.6,7.7,1.3,1.4,16.6,16.8,0.1,0.2,0.3,0.041,-2.4,-0.7,-3.1,-0.1
Ben Wallace,C,wallabe01,30.0,74.0,2671.0,17.4,0.459,0.014,0.467,12.9,26.5,19.8,7.6,2.2,5.0,9.5,15.2,1.8,6.7,8.5,0.153,-1.5,5.4,3.8,3.9
Beno Udrih,PG,udrihbe01,22.0,80.0,1149.0,14.3,0.549,0.364,0.228,1.6,6.8,4.2,22.2,1.9,0.6,15.2,20.5,1.3,1.8,3.1,0.128,0.1,-0.9,-0.7,0.4
Bernard Robinson,SG,robinbe01,24.0,31.0,328.0,9.8,0.503,0.099,0.321,4.6,12.5,8.4,14.4,1.7,0.9,17.8,15.2,0.0,0.2,0.3,0.037,-3.0,-0.1,-3.2,-0.1
Billy Thomas,SF,thomabi01,29.0,25.0,356.0,8.2,0.47,0.596,0.096,2.3,9.9,6.1,8.0,2.1,0.2,8.4,14.1,0.0,0.4,0.4,0.055,-2.5,-0.7,-3.2,-0.1
Bo Outlaw,PF,outlabo01,33.0,39.0,214.0,8.1,0.382,0.0,0.265,8.4,17.6,13.2,7.7,1.4,3.7,17.4,9.4,0.0,0.3,0.2,0.053,-4.2,3.0,-1.2,0.0
Bob Sura,PG,surabo01,31.0,61.0,1922.0,14.4,0.533,0.308,0.373,4.9,15.3,10.2,27.3,1.8,0.3,20.0,18.0,1.8,2.9,4.8,0.119,0.6,1.8,2.5,2.2
Bobby Jackson,SG,jacksbo01,31.0,25.0,536.0,18.0,0.537,0.376,0.227,4.8,12.9,8.9,18.2,1.3,0.3,9.1,25.6,1.1,0.3,1.4,0.126,2.7,-2.9,-0.2,0.2
Bobby Simmons,SF,simmobo01,24.0,75.0,2799.0,16.1,0.54,0.113,0.268,5.7,13.2,9.6,13.1,2.0,0.4,10.6,21.0,4.2,2.6,6.8,0.117,1.6,0.1,1.7,2.6
Bonzi Wells,SG,wellsbo01,28.0,69.0,1489.0,15.9,0.515,0.169,0.305,4.0,14.4,9.2,10.2,3.1,1.4,11.4,25.0,0.6,2.5,3.1,0.1,-1.1,0.8,-0.3,0.6
Boris Diaw,SG,diawbo01,22.0,66.0,1201.0,10.0,0.479,0.17,0.262,5.0,11.8,8.2,19.5,1.6,1.2,21.0,15.5,-0.3,0.4,0.1,0.005,-2.8,-1.0,-3.8,-0.5
Bostjan Nachbar,PF,nachbbo01,24.0,55.0,1137.0,10.9,0.537,0.476,0.285,2.0,14.3,7.9,10.3,1.3,1.1,14.1,19.7,0.5,0.9,1.4,0.057,-1.3,-1.2,-2.5,-0.1
Bostjan Nachbar,PF-SF,nachbbo01,24.0,71.0,1341.0,10.1,0.534,0.477,0.285,2.1,14.4,8.0,9.8,1.2,1.0,13.6,18.6,0.6,1.1,1.7,0.061,-1.5,-1.1,-2.6,-0.2
Bostjan Nachbar,SF,nachbbo01,24.0,16.0,204.0,6.1,0.507,0.488,0.279,2.3,14.5,8.6,6.9,0.3,0.0,9.4,12.3,0.1,0.2,0.3,0.08,-2.8,-0.7,-3.6,-0.1
Brad Miller,C,millebr01,28.0,56.0,2089.0,20.7,0.596,0.031,0.471,7.4,20.4,13.9,16.1,1.7,2.3,10.0,17.4,6.3,2.3,8.6,0.198,2.5,2.0,4.5,3.4
Brandin Knight,PG,knighbr02,23.0,1.0,3.0,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,0.0,0.0,15.7,0.0,0.0,0.0,-0.205,-14.4,-11.1,-25.5,0.0
Brandon Hunter,PF,huntebr01,24.0,31.0,224.0,12.2,0.527,0.0,0.534,12.7,21.7,17.3,2.2,0.9,2.2,19.6,21.9,-0.1,0.2,0.2,0.036,-5.0,-3.1,-8.1,-0.3
Brendan Haywood,C,haywobr01,25.0,68.0,1865.0,16.5,0.588,0.0,0.611,11.8,16.4,14.0,4.9,1.4,4.5,15.1,14.9,3.2,2.0,5.2,0.134,-0.5,1.5,1.0,1.4
Brent Barry,SG,barrybr01,33.0,81.0,1742.0,14.0,0.58,0.61,0.294,1.9,10.8,6.4,16.3,1.2,0.8,11.0,15.6,3.5,2.7,6.1,0.168,1.7,0.3,2.0,1.8
Brevin Knight,PG,knighbr01,29.0,66.0,1944.0,18.0,0.495,0.034,0.334,1.2,9.3,5.0,49.3,3.5,0.2,17.9,18.7,2.6,1.9,4.5,0.11,0.8,-1.4,-0.7,0.7
Brian Cardinal,PF,cardibr01,27.0,58.0,1433.0,14.0,0.51,0.289,0.419,5.3,13.5,9.4,13.3,3.3,1.0,14.0,19.6,1.1,2.4,3.5,0.116,-0.1,2.0,1.9,1.4
Brian Cook,C,cookbr01,24.0,72.0,1087.0,14.1,0.522,0.472,0.088,6.6,15.8,11.2,5.7,1.1,1.8,6.2,19.4,1.5,0.5,2.0,0.088,0.3,-2.6,-2.3,-0.1
Brian Grant,C,grantbr01,32.0,69.0,1136.0,10.0,0.539,0.0,0.378,10.1,15.4,12.8,4.7,1.1,1.5,15.0,11.4,1.2,0.4,1.6,0.068,-2.2,-0.4,-2.6,-0.2
Brian Scalabrine,PF,scalabr01,26.0,54.0,1167.0,11.0,0.468,0.205,0.208,8.4,16.8,12.6,13.0,1.6,1.3,15.4,17.2,-0.2,1.6,1.4,0.058,-2.8,1.1,-1.7,0.1
Brian Skinner,C,skinnbr01,28.0,25.0,695.0,16.5,0.537,0.0,0.358,13.5,21.5,17.5,7.9,1.9,4.4,13.6,12.7,1.0,1.0,1.9,0.134,-0.5,3.1,2.7,0.8
Brian Skinner,C-PF,skinnbr01,28.0,49.0,941.0,13.7,0.494,0.005,0.341,12.7,20.6,16.6,6.7,1.7,3.7,14.5,13.0,0.6,1.3,1.9,0.096,-2.2,2.2,0.0,0.5
Brian Skinner,PF,skinnbr01,28.0,24.0,246.0,5.9,0.38,0.018,0.298,10.4,18.0,14.2,3.1,1.0,1.9,16.8,13.9,-0.4,0.3,-0.1,-0.013,-7.2,-0.3,-7.6,-0.3
Britton Johnsen,SF,johnsbr01,25.0,6.0,87.0,0.4,0.273,0.182,0.0,7.0,6.7,6.9,7.6,0.6,0.0,12.0,13.8,-0.2,0.0,-0.2,-0.087,-6.7,-1.4,-8.0,-0.1
Bruce Bowen,SF,bowenbr01,33.0,82.0,2627.0,9.5,0.521,0.423,0.187,2.2,10.5,6.3,7.5,1.1,1.1,8.1,12.5,2.1,4.0,6.1,0.111,-0.6,1.8,1.1,2.1
Bruno Sundov,C,sundobr01,24.0,21.0,73.0,1.2,0.33,0.081,0.054,9.6,11.3,10.5,4.6,1.5,2.1,13.7,27.4,-0.3,0.0,-0.3,-0.174,-9.7,-3.2,-12.9,-0.2
Bryon Russell,SF,russebr01,34.0,70.0,1026.0,11.8,0.537,0.591,0.306,5.6,13.6,9.7,10.4,2.2,0.8,10.9,14.0,1.3,1.3,2.6,0.121,0.6,0.2,0.8,0.7
Calbert Cheaney,SG,cheanca01,33.0,55.0,951.0,7.8,0.444,0.011,0.14,3.5,11.0,7.1,10.5,0.9,1.1,11.1,14.7,-0.3,0.5,0.3,0.013,-4.8,-0.5,-5.3,-0.8
Calvin Booth,C,boothca01,28.0,34.0,300.666666667,11.9333333333,0.522666666667,0.00733333333333,0.350333333333,7.46666666667,19.9666666667,13.7333333333,2.76666666667,1.66666666667,4.6,12.7666666667,13.5,0.2,0.466666666667,0.666666666667,0.101,-3.63333333333,1.53333333333,-2.06666666667,0.0
Carlos Arroyo,PG,arroyca01,25.0,46.6666666667,965.333333333,11.2666666667,0.466,0.0696666666667,0.352,2.13333333333,6.53333333333,4.3,32.2333333333,1.7,0.2,17.8,19.3,0.2,0.666666666667,0.866666666667,0.0433333333333,-2.3,-2.53333333333,-4.8,-0.666666666667
Carlos Boozer,PF,boozeca01,23.0,51.0,1772.0,19.2,0.56,0.001,0.387,9.6,22.7,16.0,15.9,1.3,1.1,14.5,24.6,2.7,1.4,4.1,0.111,1.8,0.3,2.1,1.8
Carlos Delfino,SG,delfica01,22.0,30.0,459.0,8.6,0.431,0.299,0.342,3.3,10.6,7.0,13.3,2.6,1.0,14.6,16.1,-0.3,0.8,0.5,0.048,-3.5,1.2,-2.3,0.0
Carmelo Anthony,SF,anthoca01,20.0,75.0,2608.0,16.7,0.526,0.128,0.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,2.3,2.6,4.9,0.09,0.1,-1.3,-1.2,0.5
Caron Butler,SF,butleca01,24.0,77.0,2746.0,15.8,0.528,0.126,0.322,6.0,12.4,9.2,9.3,2.1,0.6,9.9,20.7,4.1,1.2,5.3,0.093,0.4,-0.7,-0.2,1.2
Casey Jacobsen,SF,jacobca01,23.0,40.0,768.0,8.4,0.575,0.567,0.395,2.5,6.6,4.7,6.3,0.7,0.1,12.8,12.0,0.9,0.2,1.1,0.067,0.0,-1.4,-1.4,0.1
Casey Jacobsen,SG,jacobca01,23.0,44.0,1030.0,11.7,0.543,0.351,0.518,2.0,9.8,5.7,12.6,1.2,0.5,12.5,15.9,1.1,0.5,1.6,0.074,-1.3,-1.2,-2.5,-0.1
Casey Jacobsen,SG-SF,jacobca01,23.0,84.0,1798.0,10.3,0.555,0.434,0.471,2.2,8.5,5.3,9.9,1.0,0.3,12.6,14.2,2.0,0.7,2.7,0.071,-0.7,-1.3,-2.0,0.0
Charlie Ward,PG,wardch01,34.0,14.0,360.0,8.7,0.453,0.662,0.169,2.0,10.4,6.3,18.4,2.3,0.0,17.9,13.2,-0.1,0.5,0.5,0.061,-1.7,1.1,-0.6,0.1
Chauncey Billups,PG,billuch01,28.0,80.0,2866.0,19.0,0.609,0.424,0.418,2.0,9.0,5.5,28.2,1.6,0.2,14.3,20.7,8.6,3.5,12.1,0.202,4.7,-0.9,3.8,4.2
Chris Andersen,C,anderch01,26.0,67.0,1430.0,18.5,0.581,0.008,0.531,10.9,23.6,17.0,9.1,0.5,5.6,12.7,16.4,2.7,1.8,4.5,0.152,-1.1,2.4,1.2,1.2
Chris Bosh,PF,boshch01,20.0,81.0,3017.0,17.5,0.547,0.01,0.539,7.1,20.0,13.5,8.6,1.3,2.7,13.1,21.7,3.9,2.9,6.8,0.108,-0.8,1.2,0.4,1.8
Chris Duhon,PG,duhonch01,22.0,82.0,2177.0,9.8,0.471,0.543,0.137,1.2,9.7,5.5,28.6,2.0,0.1,18.7,13.1,0.8,3.3,4.1,0.09,-1.2,0.8,-0.5,0.8
Chris Kaman,C,kamanch01,22.0,63.0,1632.0,13.1,0.522,0.002,0.244,10.2,20.5,15.6,7.7,0.9,3.1,17.3,18.8,0.2,1.9,2.1,0.061,-2.3,0.8,-1.5,0.2
Chris Mihm,C,mihmch01,25.0,75.0,1870.0,15.7,0.552,0.004,0.467,12.0,18.3,15.1,4.6,0.4,4.2,14.2,18.8,2.5,1.0,3.6,0.092,-1.7,-0.5,-2.2,-0.1
Chris Webber,PF,webbech01,31.0,44.6666666667,1580.0,17.5333333333,0.462,0.0356666666667,0.169,6.03333333333,22.4333333333,14.2,22.9,2.0,1.7,11.5333333333,28.9666666667,0.133333333333,2.13333333333,2.3,0.056,-1.2,1.46666666667,0.266666666667,1.2
Chris Wilcox,C,wilcoch01,22.0,54.0,1005.0,13.6,0.543,0.0,0.438,7.8,19.1,13.6,6.7,1.4,1.8,16.4,21.6,0.2,1.1,1.3,0.064,-2.7,-0.7,-3.4,-0.4
Christian Laettner,PF,laettch01,35.0,49.0,739.0,16.3,0.619,0.038,0.321,5.9,14.4,10.3,8.8,2.3,1.5,12.1,15.1,1.5,1.2,2.7,0.174,0.3,1.3,1.6,0.7
Chucky Atkins,PG,atkinch01,30.0,82.0,2903.0,13.4,0.558,0.5,0.223,1.2,6.4,3.8,20.6,1.3,0.1,13.1,17.9,4.7,-0.2,4.5,0.074,2.0,-2.9,-0.9,0.8
Clarence Weatherspoon,PF,weathcl01,34.0,40.0,525.0,9.0,0.475,0.0,0.307,8.0,18.8,13.5,5.2,0.9,0.9,10.4,13.0,0.3,0.8,1.1,0.098,-4.0,0.8,-3.3,-0.2
Clifford Robinson,C,robincl02,38.0,42.0,1090.0,11.0,0.473,0.359,0.164,2.9,8.7,5.7,10.8,2.1,2.5,9.7,17.0,0.1,1.0,1.1,0.046,-1.8,0.7,-1.1,0.3
Clifford Robinson,C-PF,robincl02,38.0,71.0,1689.0,10.3,0.471,0.369,0.185,3.5,10.8,7.0,9.9,1.9,2.3,10.4,16.9,-0.1,1.8,1.7,0.049,-2.3,0.6,-1.6,0.2
Clifford Robinson,PF,robincl02,38.0,29.0,599.0,9.0,0.467,0.391,0.231,4.6,14.7,9.5,8.5,1.6,1.9,11.8,16.5,-0.2,0.8,0.7,0.052,-3.2,0.5,-2.7,-0.1
Corey Maggette,SG,maggeco01,25.0,66.0,2436.0,19.9,0.574,0.17,0.666,3.6,15.5,9.7,16.6,1.5,0.2,13.3,27.9,6.0,2.2,8.1,0.16,2.9,-1.2,1.7,2.2
Corliss Williamson,PF,willico02,31.0,48.0,1018.0,14.8333333333,0.539333333333,0.00266666666667,0.429,7.56666666667,11.5666666667,9.53333333333,9.16666666667,1.26666666667,0.7,11.1333333333,22.3666666667,1.33333333333,0.833333333333,2.2,0.106333333333,-1.46666666667,-1.86666666667,-3.26666666667,-0.4
Corsley Edwards,C,edwarco01,25.0,10.0,110.0,8.6,0.372,0.0,0.387,12.4,14.6,13.5,4.6,1.5,2.9,5.2,16.2,0.0,0.1,0.1,0.026,-5.1,-0.2,-5.2,-0.1
Cory Alexander,SG,alexaco01,31.0,16.0,201.0,8.8,0.451,0.388,0.245,4.3,12.6,8.2,27.7,2.3,0.4,25.9,16.2,-0.2,0.2,0.0,0.002,-2.9,-0.5,-3.4,-0.1
Curtis Borchardt,C,borchcu01,24.0,67.0,859.0,9.4,0.492,0.0,0.413,12.1,20.5,16.2,9.1,0.6,3.2,20.4,13.7,0.2,0.6,0.8,0.046,-2.9,0.8,-2.2,0.0
Cuttino Mobley,SG,moblecu01,29.0,44.0,1592.0,15.0666666667,0.556666666667,0.376666666667,0.222333333333,2.03333333333,8.46666666667,5.3,12.0,1.6,0.9,11.4666666667,21.5333333333,2.13333333333,0.8,2.93333333333,0.0913333333333,1.53333333333,-1.7,-0.166666666667,0.733333333333
Dahntay Jones,SG,jonesda02,24.0,52.0,649.0,9.6,0.534,0.316,0.337,2.0,10.7,6.4,5.5,1.1,1.3,11.7,18.0,0.2,0.6,0.9,0.066,-2.6,-1.2,-3.8,-0.3
Dajuan Wagner,SG,wagneda02,21.0,11.0,102.0,5.0,0.388,0.473,0.073,0.0,2.4,1.2,22.1,2.6,0.0,13.7,29.1,-0.3,0.1,-0.2,-0.099,-4.2,-5.8,-10.1,-0.2
Dale Davis,C,davisda01,35.0,40.6666666667,871.333333333,13.2,0.507666666667,0.0,0.42,13.1333333333,19.7,16.3333333333,5.76666666667,1.3,3.7,13.4333333333,11.3333333333,1.06666666667,1.23333333333,2.3,0.122,-1.96666666667,2.63333333333,0.633333333333,0.6
Damien Wilkins,SF,wilkida02,25.0,29.0,520.0,13.4,0.5,0.351,0.202,6.9,8.7,7.8,8.5,2.3,1.5,8.0,17.7,0.7,0.3,1.0,0.092,1.1,-0.2,0.9,0.4
Damon Jones,PG,jonesda01,28.0,82.0,2576.0,15.5,0.625,0.718,0.118,0.7,9.5,5.2,21.0,0.9,0.1,11.4,15.6,6.5,2.3,8.7,0.162,4.1,-1.7,2.5,2.9
Damon Stoudamire,PG,stoudda01,31.0,81.0,2762.0,16.6,0.51,0.421,0.171,2.4,10.2,6.5,29.2,1.7,0.1,11.6,23.6,4.2,1.4,5.7,0.099,3.2,-2.0,1.1,2.2
Damone Brown,SF,brownda02,25.0,14.0,152.0,7.4,0.409,0.177,0.145,7.1,13.8,10.4,15.4,0.3,2.9,18.5,23.3,-0.3,0.1,-0.2,-0.073,-5.8,-1.8,-7.5,-0.2
Dan Dickau,PG,dickada01,26.0,47.3333333333,1393.33333333,8.43333333333,0.435666666667,0.341,0.326,1.26666666667,8.0,4.56666666667,23.6666666667,1.33333333333,0.133333333333,12.9,24.4666666667,1.46666666667,0.866666666667,2.3,-0.0326666666667,-2.63333333333,-3.3,-5.93333333333,0.566666666667
Dan Gadzuric,C,gadzuda01,26.0,81.0,1783.0,18.1,0.551,0.0,0.441,17.0,27.4,22.2,2.7,1.4,4.4,13.1,15.8,2.8,2.4,5.2,0.14,-0.8,0.8,-0.1,0.9
Daniel Santiago,C,santida01,28.0,11.0,105.0,4.3,0.426,0.0,0.524,6.7,14.7,10.6,1.4,1.5,2.8,13.4,12.9,-0.1,0.1,0.0,0.012,-5.6,-0.2,-5.8,-0.1
Danny Fortson,C,fortsda01,28.0,62.0,1047.0,17.0,0.682,0.0,1.142,18.4,22.2,20.3,1.2,0.8,0.5,21.1,19.0,3.6,0.7,4.3,0.197,0.7,-3.6,-2.9,-0.2
Darius Miles,SF,milesda01,23.0,63.0,1699.0,15.5,0.511,0.033,0.308,5.0,14.9,10.2,14.2,2.4,3.3,16.6,25.7,-0.7,2.0,1.3,0.036,-2.3,1.2,-1.1,0.4
Darius Songaila,PF,songada01,26.0,81.0,1668.0,14.9,0.566,0.006,0.227,8.4,14.7,11.5,10.5,1.6,0.8,11.5,16.2,3.1,1.2,4.3,0.124,-0.1,-0.4,-0.5,0.6
Darko Milicic,C,milicda01,19.0,37.0,254.0,4.7,0.387,0.0,0.316,1.4,18.3,9.9,4.5,0.4,5.1,15.6,19.0,-0.6,0.4,-0.2,-0.031,-10.1,0.9,-9.1,-0.5
