Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
A.J. Price,SG,priceaj01,27.0,28.0,99.0,9.7,0.469,0.478,0.043,1.1,10.2,5.5,21.5,0.5,0.0,13.0,23.2,-0.1,0.0,0.0,-0.012,-2.1,-3.9,-6.0,-0.1
Aaron Brooks,PG,brookaa01,29.0,48.0,1038.0,12.4333333333,0.518333333333,0.431333333333,0.163666666667,3.16666666667,6.63333333333,4.9,23.0333333333,1.63333333333,0.6,15.7666666667,20.4666666667,0.833333333333,0.6,1.43333333333,0.067,0.366666666667,-1.86666666667,-1.5,0.133333333333
Aaron Gray,C,grayaa01,29.0,24.6666666667,236.666666667,7.13333333333,0.521666666667,0.011,0.435,14.5333333333,24.4666666667,19.4666666667,13.4666666667,0.966666666667,1.23333333333,36.9,14.2,-0.166666666667,0.266666666667,0.0666666666667,0.009,-4.4,1.36666666667,-3.03333333333,-0.0333333333333
Adonis Thomas,F,thomaad01,20.0,2.0,13.0,10.1,0.7,0.4,0.0,0.0,0.0,0.0,13.9,0.0,0.0,16.7,19.5,0.0,0.0,0.0,0.06,-1.4,-9.3,-10.7,0.0
Adonis Thomas,SF,thomaad01,20.0,5.0,30.5,6.55,0.428,0.345,0.091,0.0,11.7,5.85,13.3,0.0,0.0,3.25,18.2,0.0,0.0,0.0,-0.015,-4.65,-4.75,-9.4,-0.05
Al Harrington,PF,harrial01,33.0,34.0,511.0,9.7,0.506,0.483,0.169,3.3,15.0,9.1,8.7,1.4,0.0,13.3,22.7,-0.2,0.5,0.4,0.035,-2.2,-2.4,-4.6,-0.3
Al Horford,C,horfoal01,27.0,29.0,958.0,22.0,0.588,0.026,0.202,8.0,21.4,14.8,15.2,1.4,3.6,12.3,24.7,1.5,1.3,2.8,0.141,0.8,2.0,2.8,1.1
Al Jefferson,C,jeffeal01,29.0,73.0,2553.0,22.7,0.532,0.011,0.201,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,3.1,4.7,7.8,0.146,0.3,1.5,1.8,2.5
Al-Farouq Aminu,SF,aminual01,23.0,80.0,2045.0,13.2,0.516,0.097,0.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,1.3,1.8,3.1,0.072,-1.4,1.0,-0.3,0.9
Alan Anderson,SF,anderal01,31.0,78.0,1773.0,9.5,0.525,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-0.8,-1.4,-2.2,-0.1
Alec Burks,SG,burksal01,22.0,78.0,2193.0,15.8,0.547,0.172,0.449,3.0,10.7,6.8,16.9,1.7,0.5,13.0,23.9,2.6,0.6,3.2,0.07,0.5,-1.7,-1.2,0.5
Alex Len,C,lenal01,20.0,42.0,362.0,7.3,0.469,0.0,0.397,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,-0.2,0.4,0.2,0.024,-5.7,-0.2,-5.9,-0.4
Alexey Shved,SG,shvedal01,25.0,63.0,664.0,10.2,0.452,0.43,0.38,3.4,10.1,6.6,14.9,1.9,1.8,14.8,20.8,-0.4,0.7,0.2,0.017,-2.7,-0.4,-3.1,-0.2
Alexis Ajinca,C,ajincal01,25.0,56.0,951.0,14.6,0.589,0.004,0.269,11.3,22.7,16.9,6.6,1.3,4.1,18.4,16.3,1.2,0.9,2.1,0.104,-1.5,0.8,-0.7,0.3
Allen Crabbe,SG,crabbal01,21.0,15.0,100.0,7.7,0.475,0.424,0.121,1.1,8.5,4.8,8.7,1.0,0.7,7.9,16.5,0.0,0.1,0.1,0.037,-2.7,-2.1,-4.7,-0.1
Alonzo Gee,SF,geeal01,26.0,65.0,1020.0,8.6,0.491,0.246,0.258,3.8,12.8,8.2,6.9,2.0,1.2,14.3,13.4,-0.1,1.0,0.9,0.041,-3.3,0.7,-2.6,-0.2
Amar'e Stoudemire,C,stoudam01,31.0,65.0,1466.0,18.8,0.596,0.0,0.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,2.9,0.9,3.8,0.124,-0.8,-2.3,-3.1,-0.4
Amir Johnson,PF,johnsam01,26.0,77.0,2214.0,15.4,0.592,0.108,0.234,9.0,17.6,13.3,8.7,1.3,3.2,15.4,16.4,3.2,3.1,6.3,0.136,0.2,2.4,2.6,2.6
Anderson Varejao,C,varejan01,31.0,65.0,1800.0,17.0,0.527,0.015,0.294,11.4,28.2,19.6,12.2,2.0,1.8,12.2,14.6,2.7,2.7,5.4,0.144,-0.4,3.0,2.7,2.1
Andray Blatche,PF,blatcan01,27.0,73.0,1618.0,18.8,0.532,0.08,0.328,8.9,19.9,14.4,12.8,2.4,2.0,12.5,25.6,1.6,2.1,3.7,0.109,-0.6,0.7,0.1,0.8
Andre Drummond,C,drumman01,20.0,81.0,2619.0,22.6,0.599,0.003,0.427,17.5,27.7,22.3,2.2,2.0,4.0,10.7,16.7,6.4,3.5,9.9,0.182,1.1,0.5,1.6,2.4
Andre Iguodala,SF,iguodan01,30.0,63.0,2040.0,13.7,0.57,0.382,0.288,2.9,12.6,7.8,18.2,2.3,0.7,16.2,13.3,2.7,3.1,5.8,0.135,0.5,2.5,3.0,2.6
Andre Miller,SG,millean02,37.0,38.6666666667,654.666666667,13.9666666667,0.534,0.0833333333333,0.334666666667,3.13333333333,11.8,7.43333333333,29.6333333333,1.8,0.666666666667,19.0666666667,14.4333333333,0.933333333333,0.533333333333,1.46666666667,0.110333333333,-1.36666666667,-0.4,-1.83333333333,0.0666666666667
Andre Roberson,SG,roberan03,22.0,40.0,399.0,9.0,0.518,0.191,0.147,10.7,15.6,13.3,5.2,2.4,2.0,20.8,10.1,0.2,0.6,0.8,0.099,-2.2,1.9,-0.3,0.2
Andrea Bargnani,C,bargnan01,28.0,42.0,1257.0,14.5,0.51,0.215,0.203,6.3,14.7,10.4,6.1,0.6,3.7,9.6,22.4,0.8,0.7,1.5,0.058,-1.4,-1.0,-2.4,-0.1
Andrei Kirilenko,PF,kirilan01,32.0,45.0,857.0,12.4,0.532,0.031,0.744,7.7,12.7,10.2,13.1,2.4,1.9,20.3,14.6,0.4,0.9,1.3,0.07,-1.9,1.8,-0.1,0.4
Andrew Bogut,C,bogutan01,29.0,67.0,1769.0,17.0,0.61,0.0,0.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,2.4,4.0,6.5,0.176,-1.2,5.6,4.4,2.8
Andrew Bynum,C,bynuman01,26.0,17.3333333333,344.0,16.6333333333,0.457,0.0,0.247666666667,13.9333333333,26.0,20.0666666667,10.1666666667,0.4,3.9,12.6,28.2,-0.133333333333,0.4,0.266666666667,0.0456666666667,-4.6,-0.1,-4.63333333333,-0.1
Andrew Nicholson,PF,nichoan01,24.0,76.0,1174.0,9.9,0.489,0.212,0.136,5.1,19.5,12.3,3.5,0.8,1.5,10.3,19.3,-0.4,1.0,0.6,0.025,-4.7,-2.0,-6.7,-1.4
Andris Biedrins,C,biedran01,27.0,6.0,45.0,2.4,0.412,0.0,6.0,5.0,39.7,21.8,0.0,0.0,0.0,35.5,5.7,-0.1,0.0,0.0,-0.033,-10.7,-4.3,-15.0,-0.1
Antawn Jamison,PF,jamisan01,37.0,22.0,248.0,7.8,0.408,0.446,0.272,4.2,19.9,12.3,4.1,1.8,0.9,6.4,19.6,-0.3,0.4,0.1,0.019,-4.6,-1.4,-6.0,-0.2
Anthony Bennett,PF,bennean01,20.0,52.0,663.0,6.9,0.425,0.236,0.307,8.1,18.4,13.1,4.0,1.6,1.0,15.5,20.3,-1.1,0.7,-0.4,-0.028,-5.8,-1.5,-7.3,-0.9
Anthony Davis,C,davisan02,20.0,67.0,2358.0,26.5,0.582,0.009,0.438,10.0,23.3,16.6,8.0,2.0,6.7,8.3,25.2,7.2,3.2,10.4,0.212,2.3,2.2,4.5,3.9
Anthony Morrow,SG,morroan01,28.0,76.0,1426.0,13.9,0.57,0.375,0.167,2.3,9.2,5.7,6.7,1.4,0.7,8.4,19.4,2.1,0.3,2.4,0.081,0.8,-3.1,-2.4,-0.1
Anthony Randolph,PF,randoan01,24.0,43.0,527.0,12.2,0.499,0.347,0.392,4.1,21.0,12.5,9.1,2.4,2.7,15.9,19.8,-0.1,0.7,0.6,0.055,-3.1,1.3,-1.8,0.0
Anthony Tolliver,PF,tollian01,28.0,64.0,1298.0,11.0,0.605,0.805,0.134,2.9,11.8,7.3,5.0,0.8,0.9,6.6,12.4,1.9,1.3,3.2,0.117,0.8,-0.5,0.3,0.8
Archie Goodwin,SG,goodwar01,19.0,52.0,533.0,10.3,0.507,0.216,0.329,5.3,13.0,9.2,5.7,1.9,1.6,18.7,19.4,-0.3,0.5,0.2,0.018,-3.9,-0.4,-4.3,-0.3
Arinze Onuaku,PF,onuakar01,26.0,3.33333333333,20.0,1.36666666667,0.187333333333,0.0,0.3,5.6,23.3666666667,14.3,9.9,0.0,0.0,10.5,10.0,0.0,0.0,0.0,-0.0796666666667,-8.93333333333,-2.06666666667,-11.0,0.0
Arnett Moultrie,PF,moultar01,23.0,12.0,187.0,6.7,0.448,0.0,0.132,6.1,14.4,10.1,1.5,2.1,1.7,14.8,10.7,-0.1,0.1,0.0,0.007,-6.4,-0.5,-7.0,-0.2
Aron Baynes,C,baynear01,27.0,53.0,491.0,9.7,0.467,0.0,0.129,13.6,19.4,16.6,9.9,0.2,0.7,17.3,19.2,-0.1,0.6,0.6,0.055,-3.7,-0.3,-4.0,-0.2
Arron Afflalo,SG,afflaar01,28.0,73.0,2552.0,16.0,0.574,0.297,0.332,1.4,10.2,5.8,16.9,0.7,0.1,11.2,23.3,4.3,1.0,5.3,0.099,1.7,-2.3,-0.6,0.9
Austin Daye,SF,dayeau01,25.0,14.6666666667,98.6666666667,8.96666666667,0.411333333333,0.562,0.168333333333,4.66666666667,16.7333333333,10.8666666667,8.43333333333,1.06666666667,1.5,4.8,22.7333333333,-0.0666666666667,0.133333333333,0.1,0.02,-2.56666666667,-1.9,-4.46666666667,-0.0333333333333
Austin Rivers,PG,riverau01,21.0,69.0,1339.0,11.6,0.482,0.209,0.365,2.2,9.1,5.6,18.7,1.8,0.6,12.3,21.3,0.2,0.4,0.6,0.023,-1.5,-2.5,-3.9,-0.7
Avery Bradley,PG,bradlav01,23.0,60.0,1855.0,12.7,0.51,0.242,0.136,2.9,11.2,6.9,8.1,1.7,0.5,9.9,23.2,0.4,1.4,1.8,0.046,-1.1,-1.4,-2.5,-0.2
Ben Gordon,SG,gordobe01,30.0,19.0,279.0,6.4,0.422,0.269,0.194,1.2,9.8,5.5,12.2,1.9,0.6,15.2,22.9,-0.7,0.3,-0.3,-0.058,-5.9,-1.0,-6.8,-0.3
Ben McLemore,SG,mclembe01,20.0,82.0,2187.0,7.7,0.485,0.437,0.211,2.7,9.5,6.1,5.8,1.0,0.7,11.5,16.9,-0.1,0.9,0.8,0.016,-1.8,-1.3,-3.2,-0.6
