Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Andre Iguodala,SF,iguodan01,26.0,82.0,3193.0,17.8,0.535,0.271,0.384,3.0,16.8,9.8,23.7,2.3,1.4,14.3,21.8,4.0,2.8,6.7,0.101,1.9,0.8,2.7,3.8
Andre Miller,PG,millean02,33.0,82.0,2500.0,18.1,0.53,0.088,0.432,4.0,9.2,6.6,30.3,2.0,0.3,13.8,23.8,4.6,2.4,7.0,0.134,1.9,-0.3,1.6,2.3
Andrea Bargnani,PF,bargnan01,24.0,80.0,2799.0,15.5,0.552,0.284,0.205,4.6,15.9,10.4,5.4,0.5,3.0,8.8,22.3,3.3,0.9,4.2,0.072,0.7,-1.5,-0.8,0.8
Andrei Kirilenko,SF,kirilan01,28.0,58.0,1681.0,18.2,0.588,0.185,0.485,5.5,12.9,9.3,14.0,2.5,3.4,11.9,17.7,3.3,2.7,6.0,0.171,1.6,2.9,4.5,2.8
Andres Nocioni,SF,nocioan01,30.0,75.0,1477.0,11.1,0.504,0.424,0.169,2.5,14.9,8.6,8.0,1.1,1.3,9.6,20.9,0.4,1.0,1.3,0.044,-1.5,-1.9,-3.4,-0.5
Andrew Bogut,C,bogutan01,25.0,69.0,2229.0,20.7,0.54,0.002,0.26,10.1,26.4,17.9,10.3,0.9,6.2,11.4,23.3,2.6,4.8,7.5,0.161,-0.9,4.3,3.4,3.0
Andrew Bynum,C,bynuman01,22.0,65.0,1977.0,20.2,0.608,0.001,0.379,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,4.4,3.4,7.8,0.188,0.2,1.3,1.4,1.7
Andris Biedrins,C,biedran01,23.0,33.0,763.0,13.0,0.561,0.0,0.182,9.1,29.0,18.9,10.1,1.3,4.1,17.8,10.1,0.7,0.9,1.6,0.101,-2.3,3.0,0.7,0.5
Antawn Jamison,PF,jamisan01,33.0,44.0,1604.0,17.1666666667,0.529,0.237666666667,0.282333333333,6.43333333333,20.4,13.5666666667,6.23333333333,1.56666666667,0.733333333333,7.26666666667,23.7666666667,2.0,1.86666666667,3.86666666667,0.116333333333,0.433333333333,-0.966666666667,-0.533333333333,0.6
Anthony Carter,PG,cartean01,34.0,54.0,859.0,10.3,0.482,0.348,0.072,2.3,9.6,6.0,26.6,2.3,1.1,23.7,12.6,0.1,0.8,0.9,0.051,-2.0,-0.2,-2.2,0.0
Anthony Johnson,PG,johnsan02,35.0,31.0,406.0,12.4,0.543,0.351,0.18,2.4,11.0,6.8,24.2,1.4,0.2,17.8,16.7,0.5,0.5,1.0,0.116,-0.6,-0.2,-0.8,0.1
Anthony Morrow,SG,morroan01,24.0,69.0,2018.0,14.0,0.597,0.437,0.162,3.3,11.1,7.1,7.6,1.5,0.6,10.0,17.8,3.0,0.6,3.5,0.084,1.4,-1.9,-0.5,0.7
Anthony Parker,SG,parkean01,34.0,81.0,2289.0,9.9,0.576,0.549,0.2,1.6,10.0,6.0,9.9,1.4,0.6,12.1,12.0,2.3,2.6,4.9,0.103,0.2,0.6,0.8,1.6
Anthony Randolph,C,randoan01,20.0,33.0,749.0,18.7,0.521,0.016,0.44,10.7,21.4,16.0,8.5,1.8,4.9,11.7,23.9,0.7,0.8,1.5,0.098,-2.2,0.8,-1.4,0.1
Anthony Tolliver,PF,tollian01,24.0,30.6666666667,951.333333333,5.26666666667,0.354333333333,0.558666666667,0.199,4.33333333333,22.8333333333,13.5,5.73333333333,0.733333333333,1.13333333333,5.53333333333,15.0333333333,1.16666666667,0.533333333333,1.66666666667,-0.016,-4.53333333333,-2.03333333333,-6.53333333333,0.4
Antoine Wright,SF,wrighan01,25.0,67.0,1392.0,8.6,0.502,0.434,0.193,3.3,12.6,8.1,7.4,1.1,0.6,11.8,16.1,0.1,0.2,0.3,0.011,-1.0,-1.7,-2.7,-0.3
Antonio Anderson,SF,anderan02,24.0,1.0,15.0,-1.7,0.333,0.0,0.0,7.9,0.0,3.8,0.0,0.0,0.0,25.0,12.0,0.0,0.0,0.0,-0.104,-8.2,-3.1,-11.4,0.0
Antonio McDyess,PF,mcdyean01,35.0,77.0,1617.0,12.2,0.492,0.005,0.133,11.0,21.8,16.5,7.7,1.4,1.4,14.8,15.1,0.6,2.6,3.2,0.094,-2.5,2.1,-0.4,0.7
Arron Afflalo,SG,afflaar01,24.0,82.0,2221.0,10.9,0.576,0.426,0.168,3.1,9.9,6.5,9.3,1.0,1.0,10.5,14.0,2.8,1.4,4.3,0.092,0.8,-0.5,0.3,1.3
Austin Daye,SF,dayeau01,21.0,69.0,915.0,12.8,0.546,0.322,0.19,4.2,19.8,11.5,6.3,1.5,2.4,13.1,18.5,0.6,0.7,1.3,0.067,-1.9,-0.8,-2.7,-0.2
Baron Davis,PG,davisba01,30.0,75.0,2523.0,17.4,0.501,0.292,0.287,2.4,9.9,6.1,39.6,2.6,1.3,15.6,24.3,2.5,2.1,4.5,0.086,2.0,-0.5,1.5,2.3
Ben Gordon,SG,gordobe01,26.0,62.0,1730.0,14.0,0.534,0.335,0.329,1.7,7.0,4.2,16.7,1.5,0.3,12.9,24.5,1.8,0.4,2.1,0.059,1.0,-3.1,-2.1,-0.1
Ben Wallace,C,wallabe01,35.0,69.0,1975.0,15.8,0.526,0.007,0.548,14.1,23.1,18.3,8.0,2.4,3.6,15.0,10.0,2.4,2.3,4.7,0.115,-0.1,3.9,3.9,2.9
Beno Udrih,PG,udrihbe01,27.0,79.0,2477.0,15.7,0.566,0.237,0.168,1.7,8.5,5.1,24.1,1.8,0.3,13.1,18.6,4.2,1.3,5.5,0.107,1.6,-1.4,0.2,1.4
Bobby Brown,PG,brownbo02,25.0,30.0,346.0,9.16666666667,0.434666666667,0.408,0.066,2.4,6.7,4.53333333333,28.6333333333,1.5,0.1,16.4333333333,25.5,-0.466666666667,0.133333333333,-0.366666666667,-0.056,-2.7,-3.96666666667,-6.63333333333,-0.4
Bobby Simmons,PF,simmobo01,29.0,23.0,395.0,8.0,0.485,0.538,0.171,3.1,15.9,9.2,6.3,2.0,0.6,13.1,16.8,-0.2,0.3,0.1,0.014,-3.0,-1.3,-4.2,-0.2
Boris Diaw,PF,diawbo01,27.0,82.0,2906.0,12.8,0.552,0.266,0.19,5.5,11.9,8.8,18.9,1.1,1.6,17.5,16.2,2.4,3.8,6.2,0.103,0.3,1.6,1.9,2.9
Brad Miller,C,millebr01,33.0,82.0,1950.0,12.9,0.53,0.227,0.379,4.8,17.8,11.4,12.2,1.2,1.1,13.6,18.1,1.5,2.5,4.0,0.098,-1.3,0.5,-0.8,0.6
Brandon Bass,PF,bassbr01,24.0,50.0,648.0,16.5,0.556,0.0,0.27,10.0,12.6,11.3,5.1,1.0,3.1,10.6,20.9,1.0,1.0,2.0,0.147,-1.5,0.5,-1.0,0.2
Brandon Jennings,PG,jennibr01,20.0,82.0,2671.0,14.5,0.475,0.319,0.225,2.0,10.4,6.0,29.6,2.1,0.5,13.0,26.1,0.3,3.9,4.2,0.075,0.6,0.2,0.9,1.9
Brandon Roy,SG,roybr01,25.0,65.0,2419.0,21.3,0.568,0.213,0.424,3.7,10.9,7.3,23.1,1.4,0.5,9.5,26.7,7.0,2.1,9.1,0.18,4.8,-0.7,4.1,3.7
Brandon Rush,SG,rushbr01,24.0,82.0,2491.0,9.6,0.522,0.43,0.127,1.8,13.5,7.6,6.9,1.1,1.9,11.1,14.8,0.0,2.5,2.5,0.047,-2.1,0.7,-1.3,0.4
Brendan Haywood,C,haywobr01,30.0,51.3333333333,1570.0,16.1333333333,0.587,0.00266666666667,0.509666666667,13.2666666667,21.2,17.2333333333,3.16666666667,0.6,5.23333333333,14.1666666667,13.5666666667,2.46666666667,2.0,4.46666666667,0.138,-1.03333333333,2.0,0.933333333333,1.06666666667
Brian Cardinal,PF,cardibr01,32.0,29.0,267.0,6.9,0.546,0.25,0.5,2.9,9.4,6.1,12.3,1.7,0.8,13.7,8.3,0.3,0.1,0.4,0.071,-2.5,-0.4,-2.9,-0.1
Brian Cook,PF,cookbr01,29.0,15.0,44.0,2.4,0.403,0.391,0.304,2.5,21.6,11.7,3.7,0.0,3.3,18.7,32.2,-0.2,0.0,-0.2,-0.191,-11.4,-4.4,-15.8,-0.2
Brian Scalabrine,PF,scalabr01,31.0,52.0,472.0,3.6,0.445,0.576,0.071,2.4,9.9,6.2,8.1,1.0,0.7,16.2,10.4,-0.3,0.5,0.2,0.019,-4.0,-0.1,-4.0,-0.2
Brian Skinner,PF,skinnbr01,33.0,16.0,123.0,5.5,0.456,0.0,0.32,8.4,17.1,12.7,0.0,1.3,2.4,19.7,13.1,-0.1,0.1,0.0,-0.006,-7.9,-2.5,-10.4,-0.3
Brook Lopez,C,lopezbr01,21.0,82.0,3027.0,20.1,0.57,0.002,0.451,9.9,17.5,13.5,11.8,1.0,3.4,13.1,23.6,5.5,2.4,7.9,0.125,1.1,0.8,1.9,3.0
Byron Mullens,PF,mulleby01,20.0,13.0,54.0,0.7,0.368,0.0,0.0,6.6,14.5,10.6,2.9,1.9,0.0,17.4,19.1,-0.2,0.1,-0.1,-0.077,-8.9,-1.6,-10.5,-0.1
C.J. Miles,SF,milescj01,22.0,63.0,1497.0,10.8,0.515,0.386,0.169,3.4,9.7,6.6,10.7,2.0,0.9,11.8,20.5,0.2,1.7,1.9,0.061,-0.6,-0.6,-1.1,0.3
C.J. Watson,PG,watsocj01,25.0,65.0,1788.0,13.8,0.555,0.275,0.314,1.7,8.9,5.3,14.3,2.8,0.3,10.3,16.0,2.2,0.9,3.1,0.082,0.2,-0.7,-0.4,0.7
Carl Landry,PF,landrca01,26.0,53.3333333333,1646.0,18.7,0.596333333333,0.00366666666667,0.451333333333,8.36666666667,13.3333333333,10.8,4.56666666667,1.13333333333,1.83333333333,10.7333333333,22.3333333333,3.83333333333,1.26666666667,5.13333333333,0.146333333333,0.333333333333,-1.06666666667,-0.733333333333,0.533333333333
Carlos Arroyo,PG,arroyca01,30.0,72.0,1585.0,12.3,0.529,0.067,0.24,1.9,7.7,4.8,22.2,1.2,0.3,11.5,13.9,2.2,1.5,3.7,0.113,-1.2,-0.8,-2.0,0.0
Carlos Boozer,PF,boozeca01,28.0,78.0,2673.0,21.3,0.599,0.0,0.35,8.2,29.9,19.4,15.8,1.6,1.1,14.3,24.8,5.3,4.6,9.9,0.178,1.5,2.0,3.5,3.7
Carlos Delfino,SF,delfica01,27.0,75.0,2279.0,12.9,0.526,0.499,0.163,2.4,18.0,9.8,14.0,1.8,0.7,13.2,18.0,1.1,3.7,4.8,0.101,-0.1,1.8,1.6,2.1
Carmelo Anthony,SF,anthoca01,25.0,69.0,2634.0,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,5.6,2.4,7.9,0.145,2.7,-1.3,1.4,2.3
Caron Butler,SF,butleca01,29.0,47.0,1853.0,13.5,0.506,0.137,0.304,4.2,15.6,9.8,9.6,1.9,0.6,12.6,22.0,0.4,1.7,2.1,0.054,-1.0,0.3,-0.8,0.6
Caron Butler,SF-SG,butleca01,29.0,74.0,2783.0,13.7,0.507,0.138,0.3,4.3,14.9,9.5,9.2,2.2,0.7,11.9,22.1,0.6,2.9,3.5,0.061,-1.1,0.4,-0.6,1.0
Caron Butler,SG,butleca01,29.0,27.0,930.0,14.2,0.509,0.14,0.291,4.5,13.3,8.9,8.5,2.7,0.7,10.5,22.3,0.2,1.2,1.4,0.075,-1.1,0.8,-0.3,0.4
Cartier Martin,SF,martica01,25.0,12.0,260.0,9.83333333333,0.475666666667,0.362333333333,0.216,7.3,12.7333333333,9.96666666667,6.96666666667,1.4,0.3,11.1666666667,19.6333333333,-0.0333333333333,0.133333333333,0.0333333333333,0.0206666666667,-1.73333333333,-2.46666666667,-4.2,-0.166666666667
Cedric Jackson,PG,jacksce01,23.0,6.0,37.0,4.475,0.34975,0.33975,0.88375,2.7,10.125,6.525,27.4,2.1,1.925,27.1,22.1,-0.15,0.05,-0.1,-0.13175,-7.775,-0.325,-8.075,-0.05
Channing Frye,C,fryech01,26.0,81.0,2190.0,15.0,0.598,0.558,0.172,3.6,17.6,11.0,7.4,1.5,2.4,8.8,16.7,4.3,2.2,6.4,0.141,2.8,0.9,3.7,3.2
Charlie Bell,SG,bellch01,30.0,71.0,1611.0,7.9,0.486,0.451,0.151,2.1,7.5,4.7,9.8,1.3,0.6,10.3,14.8,0.1,1.9,2.0,0.06,-2.0,0.2,-1.7,0.1
Charlie Villanueva,PF,villach01,25.0,78.0,1848.0,16.0,0.526,0.341,0.157,5.2,19.6,12.0,5.2,1.4,2.5,7.7,23.9,2.1,1.4,3.5,0.092,0.1,-2.0,-1.9,0.1
Chase Budinger,SF,budinch01,21.0,74.0,1488.0,14.1,0.545,0.441,0.154,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,1.9,1.2,3.1,0.1,0.3,-1.5,-1.1,0.3
Chauncey Billups,PG,billuch01,33.0,73.0,2490.0,20.2,0.601,0.423,0.532,1.2,9.3,5.3,26.1,1.7,0.3,13.0,24.3,7.7,1.7,9.5,0.182,5.0,-1.9,3.1,3.2
Chris Andersen,PF,anderch01,31.0,76.0,1695.0,15.8,0.631,0.012,0.94,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,3.2,2.7,5.9,0.166,-1.1,3.3,2.1,1.8
Chris Bosh,C,boshch01,25.0,70.0,2526.0,25.0,0.592,0.019,0.509,9.9,25.2,17.7,11.5,0.9,2.1,10.7,28.7,7.9,1.7,9.6,0.182,3.0,-0.7,2.3,2.7
Chris Douglas-Roberts,SF,douglch01,23.0,67.0,1730.0,11.5,0.512,0.094,0.274,2.9,10.7,6.6,9.5,1.7,0.8,13.1,19.6,-0.2,0.9,0.7,0.02,-2.9,-1.1,-4.0,-0.9
Chris Duhon,PG,duhonch01,27.0,67.0,2072.0,10.7,0.501,0.572,0.211,1.5,8.4,4.9,25.9,1.5,0.1,18.2,13.1,1.5,0.5,1.9,0.045,-0.9,-2.0,-2.9,-0.5
Chris Hunter,C,huntech01,25.0,60.0,783.0,12.2,0.546,0.018,0.318,7.9,16.0,11.9,6.7,0.8,3.2,10.8,15.2,0.9,0.4,1.3,0.08,-2.5,-0.6,-3.1,-0.2
Chris Kaman,C,kamanch01,27.0,76.0,2608.0,16.5,0.527,0.005,0.255,8.1,23.2,15.6,8.6,0.7,2.7,14.3,27.1,0.0,2.4,2.4,0.044,-2.8,-0.4,-3.2,-0.8
Chris Paul,PG,paulch01,24.0,45.0,1712.0,23.7,0.584,0.199,0.298,1.3,11.9,6.5,45.4,2.9,0.4,13.5,22.2,5.7,1.5,7.3,0.204,5.2,-0.4,4.9,3.0
Chris Quinn,PG,quinnch01,26.0,25.0,223.0,9.3,0.477,0.571,0.107,0.5,8.1,4.1,20.9,2.1,0.3,14.6,14.1,0.0,0.1,0.1,0.025,-2.6,-2.6,-5.2,-0.2
Chris Richard,PF,richach01,25.0,18.0,224.0,6.5,0.547,0.0,0.379,9.6,19.6,14.7,4.4,1.8,1.4,29.3,9.6,0.0,0.4,0.3,0.067,-4.6,1.8,-2.7,0.0
Chris Wilcox,PF,wilcoch01,27.0,34.0,441.0,12.0,0.532,0.0,0.433,11.4,21.4,16.1,4.9,1.6,2.3,21.0,18.9,-0.2,0.4,0.2,0.022,-4.0,-0.5,-4.5,-0.3
Chuck Hayes,C,hayesch01,26.0,82.0,1773.0,11.7,0.5,0.0,0.201,9.4,21.1,15.0,11.4,2.1,1.8,17.1,10.8,1.2,2.4,3.6,0.098,-2.1,3.3,1.2,1.4
Chucky Atkins,PG,atkinch01,35.0,40.0,644.0,8.3,0.477,0.465,0.172,0.9,4.8,2.7,21.6,1.4,0.0,15.9,14.4,0.2,0.1,0.2,0.017,-2.1,-3.7,-5.8,-0.6
Coby Karl,SF,karlco01,26.0,4.0,108.0,7.1,0.404,0.344,0.188,4.1,12.5,8.2,18.7,1.3,0.7,14.8,16.1,-0.1,0.0,-0.1,-0.028,-3.6,-1.7,-5.3,-0.1
Coby Karl,SF-SG,karlco01,26.0,7.0,113.0,5.1,0.404,0.344,0.188,3.9,14.0,8.9,17.9,1.3,0.6,22.4,17.0,-0.2,0.0,-0.2,-0.076,-5.5,-1.6,-7.1,-0.1
Coby Karl,SG,karlco01,26.0,3.0,5.0,-38.1,,,,0.0,45.4,23.8,0.0,0.0,0.0,100.0,37.3,-0.1,0.0,-0.1,-1.112,-45.3,-0.9,-46.2,-0.1
Corey Brewer,SG,breweco01,23.0,82.0,2482.0,12.1,0.502,0.25,0.27,3.1,9.6,6.3,12.5,2.4,0.9,13.4,21.5,-0.4,1.4,1.0,0.02,-1.0,-0.6,-1.6,0.2
Corey Maggette,PF,maggeco01,30.0,70.0,2081.0,20.3,0.615,0.056,0.622,4.9,15.2,10.0,13.2,1.2,0.1,13.0,26.7,5.6,0.7,6.3,0.144,1.6,-2.6,-1.0,0.5
Courtney Lee,SG,leeco01,24.0,71.0,2375.0,12.8,0.525,0.29,0.197,2.8,9.7,6.1,9.0,2.1,0.6,8.3,17.7,1.8,1.3,3.1,0.063,-0.2,-0.6,-0.8,0.7
Craig Smith,PF,smithcr01,26.0,75.0,1232.0,16.9,0.599,0.013,0.524,9.1,18.0,13.5,11.8,1.4,1.5,15.3,21.2,2.0,1.0,3.0,0.117,-0.2,-0.3,-0.5,0.5
D.J. Augustin,PG,augusdj01,22.0,80.0,1472.0,11.2,0.516,0.409,0.301,0.9,6.9,4.0,21.7,1.6,0.3,13.1,17.9,1.1,1.7,2.8,0.092,-0.9,-1.6,-2.6,-0.2
D.J. White,PF,whitedj01,23.0,12.0,102.0,25.9,0.65,0.0,0.244,11.6,14.2,12.9,7.4,2.5,2.2,6.2,21.3,0.4,0.2,0.6,0.276,3.3,0.0,3.3,0.1
DaJuan Summers,SF,summeda01,22.0,44.0,405.0,7.5,0.457,0.323,0.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,-0.1,0.1,0.0,0.002,-3.3,-2.5,-5.8,-0.4
Daequan Cook,SG,cookda02,22.0,45.0,691.0,7.5,0.422,0.498,0.099,1.5,12.3,7.0,9.8,1.1,1.2,8.3,19.6,-0.7,0.8,0.1,0.01,-3.4,-1.1,-4.5,-0.4
Dahntay Jones,SF,jonesda02,29.0,76.0,1892.0,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1.0,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.2,-0.3,-3.6,-0.8
Damien Wilkins,SF,wilkida02,30.0,80.0,1585.0,11.5,0.515,0.16,0.339,5.0,12.7,8.8,12.5,2.1,1.2,14.8,14.1,0.9,1.0,1.9,0.056,-1.8,0.6,-1.2,0.3
Dan Gadzuric,C,gadzuda01,31.0,32.0,314.0,10.5,0.44,0.0,0.281,13.1,20.5,16.6,6.0,1.5,3.3,13.0,16.6,-0.1,0.6,0.5,0.077,-4.5,2.2,-2.4,0.0
Daniel Gibson,PG,gibsoda01,23.0,56.0,1068.0,11.3,0.613,0.556,0.183,1.5,6.4,4.1,9.8,1.2,0.5,11.1,14.2,1.6,1.0,2.6,0.117,0.8,-1.2,-0.4,0.4
Danilo Gallinari,SF,gallida01,21.0,81.0,2747.0,14.8,0.575,0.526,0.331,2.6,14.0,8.2,7.6,1.4,1.6,9.4,19.3,4.1,1.5,5.6,0.098,1.3,-1.0,0.2,1.6
Danny Granger,SF,grangda01,26.0,62.0,2278.0,19.8,0.564,0.385,0.376,3.2,13.3,8.2,13.6,2.0,1.6,10.6,28.7,3.5,2.7,6.2,0.131,3.1,-0.4,2.7,2.7
Danny Green,SG,greenda02,22.0,20.0,115.0,12.3,0.48,0.564,0.154,8.7,8.9,8.8,6.7,2.7,2.0,10.7,18.9,0.0,0.2,0.2,0.083,-0.6,-0.1,-0.8,0.0
Dante Cunningham,PF,cunnida01,22.0,63.0,707.0,14.3,0.517,0.009,0.224,9.4,18.7,14.0,3.3,1.9,2.5,6.0,16.8,0.9,1.0,1.9,0.129,-2.1,0.2,-1.9,0.0
Darius Songaila,C,songada01,31.0,75.0,1410.0,11.6,0.522,0.012,0.152,4.8,14.7,9.7,7.9,2.3,0.8,13.5,19.5,0.0,1.2,1.3,0.044,-3.1,0.0,-3.1,-0.4
Darko Milicic,C,milicda01,24.0,21.3333333333,456.666666667,12.6,0.489,0.00333333333333,0.0956666666667,7.63333333333,18.4666666667,12.9333333333,10.0333333333,2.0,2.93333333333,12.8666666667,14.8333333333,0.0666666666667,0.4,0.466666666667,0.057,-2.93333333333,1.73333333333,-1.2,0.133333333333
Darnell Jackson,PF,jacksda01,24.0,18.6666666667,82.0,-2.0,0.310666666667,0.151,0.146666666667,9.93333333333,12.4,11.2,3.16666666667,0.6,1.73333333333,20.1666666667,19.6666666667,-0.3,0.1,-0.166666666667,-0.141666666667,-10.4333333333,-2.53333333333,-12.9333333333,-0.133333333333
Darrell Arthur,PF,arthuda01,21.0,32.0,457.0,10.5,0.449,0.007,0.205,9.4,18.7,14.0,4.9,1.6,2.3,12.1,17.4,-0.1,0.4,0.3,0.031,-3.9,-0.4,-4.3,-0.3
Darren Collison,PG,collida01,22.0,76.0,2109.0,16.5,0.546,0.146,0.221,2.2,8.6,5.3,32.9,1.9,0.1,18.9,23.1,1.9,1.1,2.9,0.067,0.2,-1.9,-1.7,0.2
David Andersen,C,anderda03,29.0,63.0,891.0,12.1,0.497,0.229,0.197,6.7,20.6,13.4,8.1,0.9,1.0,9.1,20.2,0.4,0.9,1.3,0.07,-2.5,-1.3,-3.8,-0.4
David Lee,C,leeda02,26.0,81.0,3019.0,22.2,0.584,0.006,0.262,8.4,27.6,17.9,17.5,1.4,1.0,11.9,23.8,7.4,2.9,10.3,0.163,1.9,1.0,2.9,3.7
David West,PF,westda01,29.0,81.0,2949.0,18.9,0.56,0.022,0.279,6.4,17.9,12.0,13.7,1.3,1.5,11.2,24.0,5.2,2.3,7.5,0.122,0.8,0.4,1.2,2.4
DeAndre Jordan,C,jordade01,21.0,70.0,1137.0,12.7,0.571,0.008,0.538,12.4,23.6,17.9,2.9,0.7,4.0,20.3,14.7,0.2,1.2,1.5,0.061,-3.9,0.3,-3.7,-0.5
DeJuan Blair,PF,blairde01,20.0,82.0,1494.0,17.7,0.564,0.004,0.325,16.0,25.1,20.6,7.1,1.8,1.9,16.5,20.8,1.8,2.8,4.6,0.147,-0.7,1.4,0.7,1.0
DeMar DeRozan,SG,derozde01,20.0,77.0,1664.0,12.5,0.554,0.031,0.379,4.8,10.9,7.9,4.9,1.3,0.8,9.4,18.1,2.0,0.3,2.3,0.066,-0.9,-1.9,-2.8,-0.3
DeMarre Carroll,SF,carrode01,23.0,71.0,795.0,8.5,0.426,0.027,0.239,7.8,14.3,11.0,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.031,-3.4,-0.7,-4.1,-0.4
