Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
A.J. Guyton,PG,guytoaj01,23.0,45.0,607.0,11.8,0.477,0.504,0.111,2.3,6.3,4.2,23.6,0.9,0.9,12.6,22.2,0.0,0.0,0.1,0.006,-0.3,-4.4,-4.7,-0.4
Aaron McKie,SG,mckieaa01,29.0,48.0,1471.0,15.8,0.54,0.261,0.249,2.0,12.7,7.4,21.7,2.1,0.7,14.6,19.8,1.8,2.1,3.9,0.128,0.9,0.5,1.4,1.3
Aaron Williams,PF,williaa01,30.0,82.0,1546.0,15.2,0.568,0.005,0.424,8.3,16.4,12.3,8.1,1.0,3.5,13.2,17.4,2.4,2.5,5.0,0.154,-1.3,1.3,0.1,0.8
Adonal Foyle,C,foylead01,26.0,79.0,1485.0,12.5,0.445,0.0,0.242,10.6,17.3,13.9,4.3,1.2,7.7,15.1,14.2,-0.4,1.6,1.2,0.039,-3.9,2.7,-1.2,0.3
Adrian Griffin,SG,griffad01,27.0,58.0,1383.0,14.2,0.545,0.15,0.136,5.6,12.7,9.2,11.3,2.8,0.6,9.9,13.8,2.3,1.2,3.5,0.121,1.1,1.3,2.4,1.5
Al Harrington,PF,harrial01,21.0,44.0,1313.0,14.3,0.526,0.006,0.298,8.5,15.1,11.9,7.3,1.6,1.1,12.5,21.6,1.2,1.4,2.6,0.094,-1.0,-0.2,-1.2,0.3
Alan Henderson,PF,hendeal01,29.0,26.0,422.0,13.4,0.527,0.009,0.388,8.4,17.9,13.1,4.4,1.4,2.6,13.4,16.8,0.3,0.4,0.7,0.074,-3.0,-0.3,-3.3,-0.1
Allan Houston,SG,houstal01,30.0,77.0,2914.0,15.2,0.54,0.266,0.261,1.5,8.6,5.0,12.6,1.0,0.3,10.5,25.9,3.6,1.1,4.7,0.077,1.5,-2.1,-0.7,1.0
Allen Iverson*,SG,iversal01,26.0,60.0,2622.0,21.9,0.489,0.161,0.351,1.9,9.6,5.8,27.6,3.5,0.4,11.0,37.8,2.6,4.3,6.9,0.126,3.7,0.2,3.8,3.9
Alonzo Mourning*,C,mournal01,31.0,75.0,2455.0,18.9,0.558,0.003,0.498,8.7,21.3,15.0,6.8,0.6,5.8,14.7,24.1,2.6,4.8,7.4,0.145,-1.3,2.5,1.1,1.9
Alton Ford,PF,fordal02,20.0,53.0,452.0,10.0,0.573,0.0,0.483,7.9,19.0,13.4,2.4,0.7,1.1,18.3,17.3,0.3,0.5,0.8,0.083,-4.3,-2.1,-6.4,-0.5
Alvin Jones,C,jonesal01,23.0,23.0,126.0,6.2,0.451,0.0,1.0,11.8,20.5,16.2,3.7,1.3,5.4,27.6,14.5,-0.2,0.3,0.1,0.034,-6.9,2.4,-4.5,-0.1
Alvin Williams,PG,willial02,27.0,82.0,2927.0,13.8,0.47,0.199,0.144,2.2,9.0,5.5,26.6,2.5,0.7,12.7,18.4,2.2,3.1,5.2,0.086,0.1,0.1,0.2,1.7
Amal McCaskill,C,mccasam01,28.0,27.0,153.0,10.2,0.43,0.0,0.531,12.4,14.5,13.5,4.3,2.1,4.6,18.8,22.6,-0.3,0.3,0.0,0.01,-6.2,1.4,-4.8,-0.1
Andre Miller,PG,millean02,25.0,81.0,3023.0,21.8,0.538,0.083,0.428,4.2,10.4,7.4,49.8,2.2,0.8,16.5,22.6,8.7,1.5,10.3,0.163,4.7,-1.3,3.4,4.1
Andrei Kirilenko,SF,kirilan01,20.0,82.0,2151.0,18.8,0.553,0.158,0.586,8.3,14.2,11.2,7.4,2.9,5.9,11.9,19.0,4.0,3.3,7.3,0.164,0.8,3.0,3.8,3.2
Andrew DeClercq,C,declean01,28.0,61.0,633.0,10.1,0.474,0.0,0.336,13.0,15.8,14.4,5.2,1.9,2.7,16.6,14.5,0.2,0.8,1.0,0.073,-3.2,0.7,-2.4,-0.1
Anfernee Hardaway,SG,hardaan01,30.0,80.0,2462.0,13.9,0.472,0.089,0.209,4.4,11.7,8.0,21.1,2.6,0.9,15.7,21.9,0.1,2.8,2.9,0.056,-1.2,1.1,0.0,1.2
