Player,Pos,Player_ID,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Arron Afflalo,SG,afflaar01,25.0,69.0,2324.0,13.6,0.62,0.396,0.26,2.3,9.9,6.2,10.9,0.7,1.0,9.2,14.8,4.8,1.4,6.2,0.128,2.4,-0.2,2.1,2.4
Austin Daye,SF,dayeau01,22.0,72.0,1446.0,13.0,0.518,0.365,0.229,5.2,18.6,11.6,8.5,1.5,2.2,10.2,18.6,1.2,0.9,2.1,0.07,-0.6,-0.7,-1.3,0.3
Avery Bradley,PG,bradlav01,20.0,31.0,162.0,2.2,0.36,0.075,0.179,3.2,9.3,6.5,11.9,3.0,0.0,18.1,26.1,-0.8,0.3,-0.5,-0.139,-9.6,0.0,-9.7,-0.3
Baron Davis,PG,davisba01,31.0,38.6666666667,1099.33333333,17.5333333333,0.515333333333,0.376333333333,0.181,2.33333333333,8.73333333333,5.46666666667,42.1666666667,2.36666666667,1.3,16.4333333333,25.0666666667,1.0,0.866666666667,1.86666666667,0.082,2.73333333333,-1.8,0.933333333333,0.766666666667
Ben Gordon,SG,gordobe01,27.0,82.0,2131.0,12.4,0.548,0.345,0.208,2.2,9.3,5.6,13.2,1.2,0.6,14.4,21.5,1.3,0.3,1.7,0.037,0.1,-2.6,-2.5,-0.3
Ben Uzoh,PG,uzohbe01,22.0,42.0,438.0,14.7,0.468,0.056,0.389,7.9,8.6,8.2,26.7,1.6,1.4,12.9,20.5,0.2,0.2,0.5,0.054,-0.9,-0.8,-1.7,0.0
Ben Wallace,C,wallabe01,36.0,54.0,1238.0,12.3,0.442,0.013,0.383,12.2,22.9,17.3,8.1,2.3,3.5,20.2,8.2,0.5,1.4,1.9,0.072,-2.0,3.8,1.8,1.2
Beno Udrih,PG,udrihbe01,28.0,79.0,2734.0,15.7,0.587,0.221,0.277,1.7,9.6,5.5,22.1,1.7,0.2,13.2,16.9,5.6,1.6,7.2,0.126,1.8,-0.8,1.0,2.1
Blake Griffin,PF,griffbl01,21.0,82.0,3112.0,21.9,0.549,0.017,0.505,10.2,26.9,18.6,18.7,1.0,1.1,11.7,27.3,6.5,3.4,9.8,0.152,2.2,0.9,3.2,4.0
Bobby Simmons,SF,simmobo01,30.0,2.0,16.0,-5.5,0.0,1.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,8.6,0.0,0.0,0.0,-0.138,-8.6,-5.6,-14.3,0.0
Boris Diaw,PF,diawbo01,28.0,82.0,2778.0,13.9,0.558,0.292,0.159,4.5,13.6,9.0,20.6,1.4,1.3,16.7,16.8,2.4,2.3,4.8,0.082,0.8,0.7,1.5,2.5
Brad Miller,C,millebr01,34.0,60.0,1015.0,16.3,0.566,0.361,0.318,4.9,19.9,12.4,21.4,1.4,1.4,13.8,17.0,2.0,1.0,3.0,0.142,1.2,0.6,1.7,0.9
Brandan Wright,PF,wrighbr03,23.0,24.6666666667,252.666666667,15.8666666667,0.537333333333,0.0,0.267333333333,9.26666666667,18.2666666667,13.6333333333,5.13333333333,1.53333333333,3.4,9.46666666667,17.2,0.3,0.233333333333,0.533333333333,0.099,-2.63333333333,-0.166666666667,-2.8,-0.0666666666667
Brandon Bass,PF,bassbr01,25.0,76.0,1980.0,15.9,0.571,0.003,0.361,8.1,16.7,12.5,5.0,0.7,2.0,11.5,19.8,3.2,3.1,6.3,0.153,-1.4,0.9,-0.5,0.7
Brandon Jennings,PG,jennibr01,21.0,63.0,2169.0,15.6,0.493,0.327,0.266,2.2,10.6,6.3,25.9,2.3,0.8,12.4,25.5,0.6,3.3,3.9,0.086,1.1,0.7,1.8,2.1
Brandon Roy,SG,roybr01,26.0,47.0,1310.0,13.9,0.491,0.218,0.264,2.5,9.1,5.6,16.8,1.5,0.8,8.6,22.8,1.2,0.9,2.1,0.077,-0.5,-1.6,-2.1,0.0
Brandon Rush,SG,rushbr01,25.0,67.0,1754.0,10.6,0.54,0.433,0.206,2.1,11.6,6.9,5.6,1.2,1.5,10.9,15.9,0.9,1.7,2.6,0.07,-1.1,-0.1,-1.2,0.4
Brendan Haywood,C,haywobr01,31.0,72.0,1331.0,11.7,0.532,0.004,0.794,11.8,20.9,16.5,2.1,0.6,4.2,14.5,12.4,0.8,2.1,2.9,0.104,-3.2,2.1,-1.0,0.3
Brian Cardinal,SF,cardibr01,33.0,56.0,618.0,9.7,0.672,0.87,0.18,2.0,8.9,5.6,9.1,2.0,0.9,13.6,9.5,1.0,0.7,1.7,0.132,1.1,1.3,2.4,0.7
Brian Cook,PF,cookbr01,30.0,40.0,447.0,11.6,0.534,0.465,0.141,5.0,20.0,12.6,5.6,1.4,1.9,12.2,20.5,0.1,0.5,0.6,0.064,-1.8,-1.6,-3.5,-0.2
Brian Scalabrine,PF,scalabr01,32.0,18.0,88.0,6.5,0.526,0.263,0.0,1.4,9.1,5.3,10.4,1.8,3.5,20.8,12.5,0.0,0.2,0.1,0.071,-4.5,2.1,-2.4,0.0
Brian Skinner,C,skinnbr01,34.0,2.0,6.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.023,-7.2,1.3,-6.0,0.0
Brook Lopez,C,lopezbr01,22.0,82.0,2889.0,19.3,0.549,0.001,0.374,7.8,12.3,10.0,8.8,0.9,3.2,10.4,27.3,4.4,1.9,6.3,0.105,0.6,-0.4,0.1,1.5
Byron Mullens,PF,mulleby01,21.0,13.0,85.0,3.5,0.366,0.0,0.5,8.6,24.0,16.5,0.0,1.2,2.6,19.0,22.5,-0.3,0.1,-0.2,-0.113,-12.5,-4.7,-17.2,-0.3
C.J. Miles,SF,milescj01,23.0,78.0,1969.0,14.4,0.507,0.377,0.218,3.3,12.4,7.8,11.7,2.0,1.6,8.6,25.1,1.2,1.3,2.5,0.061,0.4,-2.1,-1.6,0.2
C.J. Watson,PG,watsocj01,26.0,82.0,1091.0,12.8,0.466,0.284,0.236,1.8,8.1,5.0,26.9,2.7,0.8,14.4,21.4,0.2,2.0,2.1,0.093,-1.9,-0.3,-2.2,0.0
Carl Landry,PF,landrca01,27.0,50.6666666667,1338.66666667,14.9,0.559333333333,0.00566666666667,0.407666666667,8.96666666667,10.9,9.9,4.9,1.0,1.3,11.5,20.5333333333,1.86666666667,0.866666666667,2.73333333333,0.103,-0.766666666667,-1.13333333333,-1.9,0.0
Carlos Arroyo,PG,arroyca01,31.0,42.6666666667,790.0,8.4,0.505333333333,0.221666666667,0.220666666667,2.86666666667,8.4,5.8,16.5666666667,1.2,0.0666666666667,20.4,14.1333333333,0.366666666667,0.766666666667,1.13333333333,0.054,-2.9,-0.4,-3.3,-0.2
Carlos Boozer,C,boozeca01,29.0,59.0,1882.0,18.8,0.542,0.0,0.289,8.3,26.3,17.6,14.3,1.3,0.7,13.5,26.9,1.9,3.9,5.8,0.149,-0.7,1.4,0.7,1.3
Carlos Delfino,SF,delfica01,28.0,49.0,1590.0,13.1,0.517,0.554,0.146,1.7,13.2,7.3,12.1,2.6,0.4,9.5,17.7,0.9,2.6,3.5,0.105,0.5,1.5,2.1,1.6
Carmelo Anthony,SF,anthoca01,26.0,51.3333333333,1834.0,21.9,0.559666666667,0.176666666667,0.395,5.0,18.0333333333,11.6,14.7666666667,1.23333333333,1.23333333333,10.2666666667,31.8333333333,3.6,1.66666666667,5.26666666667,0.140666666667,2.06666666667,-1.46666666667,0.633333333333,1.2
Caron Butler,SF,butleca01,30.0,29.0,867.0,14.2,0.523,0.172,0.233,3.1,12.5,8.0,9.1,1.7,0.7,10.5,25.1,0.2,1.0,1.2,0.067,-1.4,0.0,-1.4,0.1
Cartier Martin,SF,martica01,26.0,52.0,542.0,11.7,0.524,0.544,0.22,4.1,11.8,7.8,5.2,1.7,0.8,7.4,17.6,0.5,0.3,0.8,0.071,-0.3,-2.7,-3.0,-0.1
Channing Frye,PF,fryech01,27.0,77.0,2541.0,12.8,0.557,0.53,0.129,3.0,20.4,11.7,5.7,0.9,2.3,7.7,16.9,2.7,2.1,4.7,0.09,0.7,0.5,1.2,2.0
Charlie Bell,SG,bellch01,31.0,19.0,171.0,4.7,0.357,0.488,0.093,3.9,8.1,6.0,10.1,1.8,0.4,11.8,13.1,-0.2,0.0,-0.1,-0.04,-4.5,-1.9,-6.4,-0.2
Charlie Villanueva,PF,villach01,26.0,76.0,1666.0,15.9,0.553,0.456,0.164,3.5,18.8,10.8,5.0,1.4,2.0,8.0,23.1,2.1,1.0,3.1,0.091,0.9,-2.7,-1.8,0.1
Chase Budinger,SF,budinch01,22.0,78.0,1738.0,14.2,0.534,0.418,0.21,3.4,15.0,9.2,11.5,1.2,0.7,8.5,19.9,2.2,1.2,3.4,0.095,0.6,-1.3,-0.7,0.6
Chauncey Billups,PG,billuch01,34.0,48.0,1540.0,18.8,0.611,0.461666666667,0.525,1.46666666667,8.26666666667,4.9,26.1,1.5,0.433333333333,14.9333333333,22.6666666667,4.4,0.9,5.3,0.164,4.1,-2.36666666667,1.7,1.53333333333
Chris Andersen,C,anderch01,32.0,45.0,732.0,19.0,0.636,0.007,0.985,12.2,22.1,17.3,4.0,1.6,6.0,11.3,13.5,1.9,1.2,3.2,0.207,0.2,3.1,3.3,1.0
Chris Bosh,PF,boshch01,26.0,77.0,2795.0,19.4,0.569,0.024,0.446,6.4,20.0,13.6,8.9,1.1,1.4,9.8,23.5,6.1,4.3,10.3,0.177,0.1,0.3,0.4,1.7
Chris Douglas-Roberts,SF,douglch01,24.0,44.0,884.0,11.5,0.517,0.168,0.326,0.9,11.0,5.8,9.8,1.8,1.2,10.1,18.4,0.4,1.3,1.6,0.088,-2.8,0.6,-2.3,-0.1
Chris Duhon,PG,duhonch01,28.0,51.0,774.0,5.6,0.446,0.403,0.194,1.4,6.3,3.9,22.4,1.1,0.2,30.3,12.0,-0.7,0.9,0.2,0.014,-4.7,-0.4,-5.1,-0.6
Chris Johnson,C,johnsch03,25.0,9.33333333333,92.0,10.1333333333,0.616,0.0,0.873,8.86666666667,17.3333333333,13.1333333333,3.5,0.9,5.76666666667,27.5666666667,12.4333333333,0.0,0.166666666667,0.166666666667,0.089,-4.8,2.5,-2.26666666667,0.0
Chris Kaman,C,kamanch01,28.0,32.0,838.0,15.7,0.495,0.0,0.152,7.2,24.1,15.7,10.0,1.0,4.5,12.6,24.4,-0.2,1.1,0.8,0.047,-3.7,1.2,-2.5,-0.1
Chris Paul,PG,paulch01,25.0,80.0,2880.0,23.7,0.578,0.197,0.414,1.6,12.3,6.9,45.8,3.5,0.1,13.9,21.1,9.5,4.4,13.9,0.232,5.4,1.0,6.4,6.1
Chris Quinn,PG,quinnch01,27.0,41.0,292.0,7.5,0.428,0.407,0.088,1.2,8.5,5.0,21.1,0.9,0.2,11.3,16.8,-0.1,0.2,0.1,0.024,-3.0,-2.3,-5.3,-0.2
Chris Wilcox,PF,wilcoch01,28.0,57.0,995.0,18.0,0.587,0.003,0.276,11.2,22.7,16.7,7.4,1.6,1.4,10.6,18.9,2.0,0.8,2.8,0.133,0.4,-0.9,-0.5,0.4
Christian Eyenga,SF,eyengch01,21.0,44.0,947.0,9.0,0.476,0.297,0.092,3.2,12.0,7.5,6.2,1.9,2.3,12.9,17.5,-0.8,0.5,-0.3,-0.016,-3.6,-0.1,-3.7,-0.4
Chuck Hayes,C,hayesch01,27.0,74.0,2079.0,16.2,0.554,0.004,0.307,11.9,20.7,16.3,14.3,1.9,1.6,14.1,13.0,3.9,2.4,6.3,0.146,1.0,2.8,3.8,3.0
Cole Aldrich,C,aldrico01,22.0,18.0,142.0,7.0,0.537,0.0,0.267,11.1,17.5,14.4,4.0,1.8,3.6,32.3,7.9,0.0,0.2,0.2,0.066,-3.4,2.6,-0.8,0.0
Corey Brewer,SF,breweco01,24.0,56.0,1362.0,10.3,0.471,0.227,0.391,3.6,9.0,6.2,8.6,3.3,0.8,13.1,18.4,-0.4,1.0,0.6,0.023,-2.2,0.3,-1.9,0.1
Corey Brewer,SF-SG,breweco01,24.0,69.0,1510.0,11.0,0.482,0.23,0.393,4.2,8.9,6.5,9.1,3.3,0.8,13.2,18.8,-0.1,1.3,1.1,0.036,-1.7,0.5,-1.3,0.3
Corey Brewer,SG,breweco01,24.0,13.0,148.0,17.6,0.573,0.255,0.412,9.9,8.4,9.1,13.3,3.9,1.0,14.2,22.2,0.3,0.3,0.5,0.163,2.1,1.8,3.9,0.2
Corey Maggette,SF,maggeco01,31.0,67.0,1401.0,15.8,0.573,0.14,0.581,3.6,16.8,10.0,11.3,0.8,0.3,15.3,27.7,1.5,1.9,3.4,0.115,-1.3,-1.4,-2.7,-0.2
Courtney Lee,SG,leeco01,25.0,81.0,1723.0,12.6,0.534,0.302,0.208,3.3,10.4,6.9,8.9,1.7,0.7,9.8,17.9,1.6,1.1,2.7,0.076,-0.5,-0.9,-1.4,0.2
Craig Brackins,PF,brackcr01,23.0,3.0,33.0,0.1,0.25,0.313,0.0,7.0,7.0,7.0,4.6,1.6,0.0,0.0,22.3,-0.1,0.0,-0.1,-0.154,-7.8,-3.7,-11.5,-0.1
Craig Smith,PF,smithcr01,27.0,48.0,586.0,15.4,0.592,0.027,0.362,8.7,14.7,11.7,9.1,1.4,0.9,13.2,19.1,1.0,0.4,1.5,0.12,-0.6,-1.1,-1.7,0.0
D.J. Augustin,PG,augusdj01,23.0,82.0,2757.0,15.9,0.541,0.348,0.31,1.7,8.3,4.9,31.1,1.0,0.1,12.5,21.2,4.9,1.3,6.2,0.108,2.4,-2.8,-0.3,1.1
D.J. White,C,whitedj01,24.0,24.0,466.0,17.7,0.571,0.013,0.351,8.0,19.6,13.8,5.8,0.7,2.1,3.8,18.6,1.1,0.4,1.6,0.161,-0.4,-1.2,-1.7,0.0
D.J. White,C-PF,whitedj01,24.0,47.0,685.0,15.3,0.542,0.009,0.292,7.6,20.0,13.8,4.9,0.9,2.3,5.4,17.7,1.1,0.7,1.8,0.128,-1.9,-1.0,-2.9,-0.1
D.J. White,PF,whitedj01,24.0,23.0,219.0,10.1,0.468,0.0,0.154,6.6,20.7,13.9,2.9,1.4,2.7,9.2,15.8,0.0,0.3,0.3,0.056,-5.0,-0.5,-5.5,-0.2
DaJuan Summers,SF,summeda01,23.0,22.0,199.0,4.4,0.476,0.304,0.29,1.2,6.4,3.7,1.6,0.8,0.4,14.3,21.3,-0.3,0.0,-0.3,-0.083,-5.5,-5.0,-10.5,-0.4
Daequan Cook,SG,cookda02,23.0,43.0,598.0,12.8,0.63,0.851,0.11,1.6,12.1,7.0,5.3,1.2,0.1,8.2,15.7,1.2,0.4,1.6,0.126,2.5,-2.7,-0.2,0.3
Dahntay Jones,SG,jonesda02,30.0,45.0,589.0,13.7,0.558,0.182,0.421,0.8,11.4,6.1,9.5,1.7,0.9,10.9,21.4,0.6,0.6,1.2,0.102,-1.7,-1.4,-3.1,-0.2
Damien Wilkins,SF,wilkida02,31.0,52.0,676.0,11.4,0.557,0.073,0.409,4.1,11.9,8.0,9.3,2.1,1.0,11.5,12.8,0.7,0.8,1.5,0.104,-2.1,0.6,-1.5,0.1
Damion James,SF,jamesda01,23.0,25.0,403.0,10.1,0.477,0.029,0.272,4.8,20.5,12.5,8.1,2.1,2.3,17.8,16.2,-0.4,0.5,0.1,0.015,-5.1,1.7,-3.4,-0.1
Dan Gadzuric,C,gadzuda01,32.0,28.0,297.0,10.2,0.419,0.011,0.159,19.8,12.9,16.4,5.3,1.7,4.6,18.2,17.1,-0.2,0.2,0.1,0.013,-3.7,0.4,-3.3,-0.1
Dan Gadzuric,C-PF,gadzuda01,32.0,42.0,463.0,9.9,0.419,0.008,0.209,17.2,16.4,16.8,4.5,1.4,4.8,17.1,16.5,-0.3,0.4,0.1,0.014,-4.6,0.6,-4.0,-0.2
Dan Gadzuric,PF,gadzuda01,32.0,14.0,166.0,9.1,0.417,0.0,0.317,12.5,22.7,17.4,2.9,1.0,5.1,14.6,15.3,-0.2,0.2,0.1,0.015,-6.2,1.0,-5.2,-0.1
Daniel Gibson,SG,gibsoda01,24.0,67.0,1865.0,13.2,0.533,0.444,0.247,1.4,9.7,5.5,18.3,1.3,0.9,9.9,19.7,2.0,0.4,2.4,0.062,1.0,-2.0,-1.0,0.5
Danilo Gallinari,PF,gallida01,22.0,48.0,1671.0,15.6,0.6,0.47,0.57,3.3,12.5,7.8,7.4,1.1,0.8,8.4,18.5,4.2,0.7,4.9,0.14,2.4,-2.0,0.5,1.0
Danilo Gallinari,PF-SF,gallida01,22.0,62.0,2104.0,15.7,0.597,0.458,0.611,3.2,13.4,8.3,7.4,1.2,0.9,9.3,18.9,4.9,1.2,6.1,0.139,2.1,-1.6,0.5,1.3
Danilo Gallinari,SF,gallida01,22.0,14.0,433.0,15.9,0.587,0.412,0.771,3.0,16.8,10.1,7.5,1.5,1.6,12.5,20.6,0.7,0.5,1.2,0.133,0.7,-0.2,0.6,0.3
Danny Granger,SF,grangda01,27.0,79.0,2763.0,17.8,0.554,0.323,0.37,3.5,13.5,8.5,13.0,1.6,1.6,12.3,26.7,3.7,3.2,6.9,0.12,1.9,-0.3,1.6,2.5
Danny Green,SG,greenda02,23.0,8.0,92.0,13.2,0.586,0.543,0.0,3.9,14.8,9.5,3.6,1.1,0.8,12.5,20.0,0.0,0.1,0.1,0.076,-0.7,-2.3,-3.0,0.0
Dante Cunningham,PF,cunnida01,23.0,52.0,1091.33333333,11.1,0.488333333333,0.0306666666667,0.126666666667,6.6,14.1,10.2666666667,4.36666666667,1.73333333333,2.1,9.2,16.1666666667,0.2,1.13333333333,1.33333333333,0.0606666666667,-3.1,0.3,-2.83333333333,-0.2
Darius Songaila,C,songada01,32.0,10.0,71.0,1.2,0.477,0.0,0.267,3.2,13.0,8.1,4.1,0.0,0.0,19.3,13.5,-0.1,0.1,0.0,-0.019,-6.9,-1.9,-8.8,-0.1
Darko Milicic,C,milicda01,25.0,69.0,1686.0,12.2,0.482,0.0,0.199,8.5,15.4,11.8,9.9,1.6,6.3,19.4,19.7,-1.5,1.7,0.2,0.007,-3.8,3.0,-0.8,0.5
Darnell Jackson,PF,jacksda01,25.0,59.0,486.0,12.3,0.521,0.07,0.31,11.2,10.8,11.0,4.6,1.2,0.4,11.4,18.0,0.4,0.3,0.7,0.069,-1.9,-2.4,-4.3,-0.3
Darrell Arthur,PF,arthuda01,22.0,80.0,1609.0,15.7,0.534,0.01,0.215,8.5,17.0,12.7,5.4,1.7,3.2,11.4,21.6,1.5,2.2,3.8,0.113,-1.6,0.3,-1.3,0.3
