,Player_ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_ID1,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
117,carrode01,394.0,238.0,22.9,3.0,6.7,0.446,1.0,2.6,0.365,2.1,4.1,0.498,0.517,1.2,1.6,0.728,1.2,2.7,3.8,1.1,1.0,0.2,0.7,2.0,8.1,carrode01,394.0,9038.0,0.446,14.4,0.612,0.27,0.144,0.05,0.149,0.388,0.498,0.657,0.362,0.341,0.391,0.365,0.674,0.025,66.0,0.96,0.359,0.393,4.0,0.0
118,schrode01,262.0,72.0,21.0,4.0,9.4,0.432,0.8,2.4,0.331,3.3,7.0,0.467,0.475,1.8,2.3,0.806,0.3,1.9,2.3,4.2,0.7,0.1,2.2,1.6,10.7,schrode01,262.0,5506.0,0.432,11.9,0.744,0.369,0.128,0.075,0.172,0.256,0.467,0.544,0.359,0.393,0.412,0.331,0.227,0.005,7.0,0.716,0.108,0.368,8.0,0.0
119,willide01,821.0,767.0,34.6,5.9,13.2,0.444,1.4,4.0,0.356,4.4,9.2,0.482,0.498,3.5,4.2,0.822,0.4,2.7,3.1,8.2,1.0,0.2,2.9,2.5,16.6,willide01,821.0,28379.0,0.444,14.3,0.7,0.251,0.121,0.088,0.24,0.3,0.482,0.584,0.407,0.417,0.437,0.356,0.322,0.009,79.0,0.668,0.117,0.422,34.0,3.0
120,favorde01,469.0,282.0,25.8,4.6,9.0,0.509,0.0,0.1,0.125,4.6,9.0,0.511,0.509,2.3,3.4,0.666,2.4,4.8,7.2,1.1,0.8,1.3,1.5,2.8,11.4,favorde01,469.0,12100.0,0.509,6.6,0.994,0.463,0.239,0.174,0.119,0.006,0.511,0.686,0.371,0.377,0.313,0.125,0.646,0.135,529.0,1.0,0.25,0.333,4.0,0.0
121,rosede01,455.0,454.0,34.7,7.6,16.9,0.45,0.8,2.7,0.3,6.8,14.2,0.478,0.473,3.5,4.3,0.818,0.9,2.8,3.7,6.0,0.8,0.4,2.9,1.4,19.5,rosede01,455.0,15786.0,0.45,11.6,0.842,0.324,0.159,0.127,0.231,0.158,0.478,0.566,0.439,0.425,0.41,0.3,0.258,0.014,101.0,0.661,0.077,0.333,36.0,1.0
122,willide02,406.0,112.0,21.0,3.2,7.3,0.433,0.6,2.0,0.295,2.6,5.4,0.483,0.472,2.2,3.1,0.711,0.9,3.2,4.1,0.7,0.5,0.3,1.0,1.3,9.1,willide02,406.0,8546.0,0.433,11.8,0.733,0.368,0.129,0.075,0.16,0.267,0.483,0.634,0.272,0.397,0.349,0.295,0.653,0.104,277.0,0.923,0.277,0.367,5.0,0.0
123,bookede01,132.0,107.0,30.6,6.0,14.1,0.424,1.5,4.4,0.355,4.4,9.7,0.455,0.479,3.4,4.1,0.833,0.5,2.1,2.6,2.9,0.7,0.3,2.4,3.1,16.9,bookede01,132.0,4041.0,0.424,14.6,0.691,0.213,0.128,0.13,0.22,0.309,0.455,0.616,0.408,0.349,0.391,0.355,0.376,0.018,31.0,0.789,0.17,0.388,2.0,0.0
124,harride01,820.0,445.0,25.8,3.8,8.7,0.435,0.8,2.5,0.324,3.0,6.2,0.48,0.482,3.1,3.8,0.796,0.3,2.0,2.3,4.3,1.1,0.2,1.9,2.2,11.4,harride01,820.0,21117.0,0.435,12.7,0.711,0.348,0.11,0.087,0.166,0.289,0.48,0.58,0.377,0.396,0.385,0.324,0.292,0.007,43.0,0.769,0.141,0.419,51.0,1.0
125,marblde01,44.0,7.0,10.4,0.8,2.6,0.304,0.3,1.2,0.222,0.5,1.4,0.377,0.357,0.3,0.9,0.375,0.3,1.3,1.6,0.7,0.5,0.1,0.4,0.9,2.2,marblde01,44.0,457.0,0.304,15.3,0.53,0.252,0.096,0.061,0.122,0.47,0.377,0.448,0.545,0.143,0.214,0.222,0.478,0.017,2.0,1.0,0.37,0.2,0.0,0.0
126,dedmode01,198.0,53.0,14.2,1.7,3.0,0.565,0.0,0.0,0.0,1.7,3.0,0.566,0.565,0.8,1.2,0.667,1.5,3.4,4.9,0.3,0.4,0.8,0.7,2.2,4.2,dedmode01,198.0,2805.0,0.565,3.9,0.998,0.64,0.24,0.062,0.057,0.002,0.566,0.664,0.382,0.432,0.382,0.0,0.681,0.262,134.0,0.0,0.0,0.0,0.0,0.0
127,waitedi01,323.0,141.0,28.6,5.1,12.3,0.413,1.2,3.4,0.341,3.9,8.9,0.44,0.46,1.9,2.7,0.702,0.4,2.2,2.7,2.6,1.0,0.3,1.8,2.0,13.2,waitedi01,323.0,9237.0,0.413,13.4,0.725,0.317,0.086,0.069,0.253,0.275,0.44,0.518,0.301,0.401,0.4,0.341,0.323,0.028,96.0,0.844,0.303,0.367,3.0,0.0
128,nowitdi01,1370.0,1339.0,35.1,7.7,16.3,0.473,1.3,3.3,0.382,6.4,12.9,0.497,0.512,5.2,5.9,0.879,1.0,6.8,7.8,2.5,0.8,0.9,1.8,2.4,21.8,nowitdi01,1241.0,44133.0,0.475,14.9,0.798,0.146,0.085,0.251,0.317,0.202,0.498,0.644,0.408,0.472,0.475,0.385,0.556,0.018,352.0,0.938,0.104,0.397,20.0,0.0
129,sabondo01,57.0,57.0,21.7,2.5,6.2,0.403,0.7,2.2,0.315,1.8,4.0,0.452,0.459,0.4,0.6,0.697,0.6,3.1,3.7,1.1,0.5,0.4,1.2,2.5,6.1,sabondo01,57.0,1235.0,0.403,12.7,0.648,0.287,0.213,0.051,0.097,0.352,0.452,0.554,0.373,0.278,0.412,0.315,0.631,0.045,14.0,1.0,0.282,0.286,0.0,0.0
130,sloando01,218.0,66.0,17.2,2.1,5.0,0.409,0.4,1.4,0.31,1.6,3.6,0.449,0.454,0.9,1.2,0.754,0.2,1.8,2.1,3.0,0.4,0.0,1.1,0.9,5.5,sloando01,218.0,3749.0,0.409,12.8,0.712,0.317,0.149,0.07,0.176,0.288,0.449,0.56,0.372,0.338,0.358,0.31,0.222,0.006,5.0,0.806,0.209,0.364,4.0,0.0
131,motiedo01,235.0,101.0,18.7,3.0,6.4,0.474,0.5,1.6,0.307,2.5,4.7,0.532,0.514,1.0,1.7,0.606,1.2,2.7,3.9,1.1,0.5,0.3,1.2,2.2,7.6,motiedo01,235.0,4402.0,0.474,10.3,0.741,0.266,0.404,0.052,0.019,0.259,0.532,0.646,0.49,0.372,0.286,0.307,0.664,0.025,34.0,0.992,0.413,0.319,6.0,0.0
132,wrighdo01,549.0,222.0,22.4,3.0,7.1,0.424,1.1,3.1,0.365,1.9,4.0,0.469,0.503,1.2,1.5,0.806,0.7,3.1,3.8,1.5,0.8,0.5,0.9,1.4,8.4,wrighdo01,549.0,12280.0,0.424,16.3,0.567,0.214,0.084,0.064,0.205,0.433,0.469,0.656,0.37,0.298,0.368,0.365,0.594,0.058,215.0,0.963,0.37,0.398,11.0,0.0
133,finnedo01,55.0,29.0,20.8,1.5,3.9,0.394,0.7,2.3,0.313,0.8,1.5,0.518,0.488,0.7,0.9,0.766,0.6,2.0,2.6,0.9,0.6,0.3,0.6,1.7,4.4,finnedo01,55.0,1143.0,0.394,16.8,0.399,0.244,0.07,0.023,0.061,0.601,0.518,0.654,0.4,0.0,0.308,0.313,0.682,0.089,15.0,1.0,0.398,0.255,1.0,0.0
134,mcderdo01,161.0,8.0,20.2,3.1,7.0,0.445,1.1,2.8,0.399,2.0,4.2,0.476,0.524,0.9,1.0,0.849,0.4,1.9,2.3,0.7,0.2,0.1,0.6,1.3,8.2,mcderdo01,161.0,3260.0,0.445,14.8,0.601,0.244,0.12,0.093,0.144,0.399,0.476,0.577,0.385,0.433,0.407,0.399,0.773,0.021,21.0,0.983,0.294,0.402,0.0,0.0
135,greendr01,375.0,227.0,26.5,3.2,7.3,0.439,0.9,2.7,0.338,2.3,4.7,0.496,0.5,1.6,2.3,0.688,1.2,5.5,6.7,4.0,1.3,1.0,1.8,2.8,8.9,greendr01,375.0,9922.0,0.439,12.6,0.635,0.379,0.135,0.044,0.077,0.365,0.496,0.636,0.249,0.32,0.34,0.338,0.665,0.061,157.0,0.976,0.121,0.355,8.0,0.0
136,goodedr01,790.0,500.0,25.5,4.3,9.4,0.462,0.1,0.4,0.257,4.2,9.0,0.471,0.468,2.2,2.8,0.76,2.4,4.7,7.1,1.1,0.7,0.6,1.5,2.5,11.0,goodedr01,790.0,20127.0,0.462,9.5,0.954,0.337,0.207,0.178,0.233,0.046,0.471,0.581,0.417,0.398,0.418,0.257,0.607,0.059,398.0,0.955,0.213,0.315,8.0,0.0
137,howardw01,931.0,930.0,35.0,6.3,10.8,0.584,0.0,0.1,0.089,6.3,10.7,0.587,0.585,4.9,8.7,0.567,3.6,9.1,12.7,1.5,1.0,2.0,3.0,3.3,17.6,howardw01,931.0,32596.0,0.584,3.5,0.994,0.585,0.354,0.043,0.012,0.006,0.587,0.718,0.417,0.275,0.333,0.089,0.573,0.262,2473.0,1.0,0.143,0.375,24.0,0.0
138,poweldw01,154.0,3.0,14.6,2.1,4.1,0.51,0.1,0.3,0.212,2.0,3.8,0.537,0.519,1.4,1.8,0.752,1.2,2.5,3.7,0.6,0.6,0.4,0.5,1.7,5.6,poweldw01,154.0,2253.0,0.51,8.6,0.918,0.48,0.111,0.061,0.264,0.082,0.537,0.722,0.282,0.41,0.339,0.212,0.847,0.152,88.0,1.0,0.327,0.235,0.0,0.0
139,wadedw01,903.0,892.0,35.5,8.5,17.5,0.485,0.5,1.6,0.288,8.0,15.9,0.505,0.498,6.0,7.7,0.768,1.3,3.6,4.8,5.7,1.6,0.9,3.3,2.3,23.4,wadedw01,903.0,32018.0,0.485,10.4,0.907,0.353,0.156,0.137,0.26,0.093,0.505,0.657,0.459,0.387,0.389,0.288,0.323,0.072,1055.0,0.386,0.158,0.313,39.0,3.0
140,mooreet01,359.0,67.0,18.3,2.6,6.0,0.433,0.7,1.9,0.372,1.9,4.0,0.463,0.494,0.5,0.7,0.746,0.4,1.4,1.8,1.7,0.6,0.2,0.8,1.4,6.4,mooreet01,359.0,6568.0,0.433,14.6,0.675,0.172,0.2,0.125,0.18,0.325,0.463,0.595,0.498,0.354,0.371,0.372,0.413,0.01,21.0,0.903,0.312,0.396,0.0,0.0
141,barroea01,140.0,31.0,14.2,1.8,4.9,0.371,0.0,0.1,0.167,1.8,4.8,0.377,0.373,0.9,1.3,0.702,1.3,2.2,3.5,0.5,0.3,0.2,0.8,1.9,4.6,barroea01,140.0,1985.0,0.371,11.5,0.974,0.291,0.125,0.146,0.412,0.026,0.377,0.46,0.291,0.34,0.357,0.167,0.726,0.022,13.0,1.0,0.167,0.333,1.0,0.0
142,clarkea01,261.0,54.0,13.9,1.7,4.3,0.403,0.3,1.0,0.328,1.4,3.4,0.424,0.439,0.6,0.9,0.664,0.7,2.2,3.0,0.5,0.3,0.5,0.7,1.2,4.4,clarkea01,261.0,3630.0,0.403,13.8,0.778,0.269,0.108,0.088,0.313,0.222,0.424,0.601,0.298,0.323,0.344,0.328,0.685,0.077,78.0,1.0,0.256,0.281,2.0,0.0
143,davised01,481.0,94.0,20.9,2.8,5.0,0.562,0.0,0.0,0.0,2.8,5.0,0.562,0.562,1.1,2.0,0.568,2.3,4.1,6.4,0.8,0.5,0.9,0.8,2.5,6.8,davised01,481.0,10036.0,0.562,4.5,1.0,0.572,0.271,0.119,0.037,0.0,0.562,0.678,0.432,0.384,0.297,0.0,0.663,0.157,342.0,0.0,0.0,0.0,1.0,0.0
144,udohek01,270.0,52.0,16.9,1.5,3.5,0.429,0.0,0.0,0.0,1.5,3.5,0.431,0.429,0.9,1.3,0.72,1.3,1.8,3.2,0.7,0.5,1.2,0.7,2.1,4.0,udohek01,270.0,4564.0,0.429,7.2,0.997,0.349,0.352,0.175,0.121,0.003,0.431,0.55,0.355,0.407,0.339,0.0,0.604,0.068,60.0,0.0,0.0,0.0,0.0,0.0
145,paytoel01,214.0,167.0,29.7,4.3,9.8,0.439,0.4,1.2,0.286,4.0,8.6,0.461,0.457,1.5,2.5,0.591,1.1,2.8,3.9,6.2,1.4,0.3,2.4,2.2,10.5,paytoel01,214.0,6347.0,0.439,8.5,0.875,0.425,0.238,0.097,0.114,0.125,0.461,0.566,0.384,0.368,0.313,0.286,0.203,0.026,49.0,0.92,0.279,0.329,3.0,0.0
146,millsel01,67.0,5.0,16.4,1.4,4.1,0.332,0.4,1.5,0.284,0.9,2.6,0.36,0.384,1.1,1.6,0.683,0.5,2.3,2.8,1.1,0.9,0.3,1.1,2.3,4.2,millsel01,67.0,1097.0,0.332,13.0,0.632,0.336,0.162,0.058,0.076,0.368,0.36,0.484,0.244,0.188,0.19,0.284,0.365,0.025,5.0,0.966,0.353,0.333,2.0,0.0
147,williel01,109.0,2.0,13.5,1.8,4.2,0.421,0.5,1.6,0.31,1.3,2.6,0.489,0.48,0.9,1.3,0.669,0.3,1.1,1.5,0.9,0.4,0.1,0.7,1.4,4.9,williel01,109.0,1470.0,0.421,13.1,0.62,0.376,0.1,0.035,0.109,0.38,0.489,0.616,0.217,0.25,0.38,0.31,0.568,0.092,38.0,0.833,0.218,0.237,1.0,0.0
148,brandel01,1058.0,868.0,33.0,6.2,12.5,0.5,0.0,0.0,0.095,6.2,12.4,0.501,0.501,3.4,4.7,0.736,3.1,5.4,8.5,2.1,0.9,1.7,1.9,2.9,15.9,brandel01,977.0,31911.0,0.502,8.4,0.998,0.294,0.257,0.321,0.126,0.002,0.503,0.65,0.462,0.446,0.39,0.105,0.627,0.047,532.0,1.0,0.368,0.0,1.0,0.0
149,mudiaem01,113.0,107.0,29.3,4.5,12.3,0.365,1.1,3.5,0.315,3.4,8.8,0.385,0.409,2.2,3.1,0.714,0.5,2.9,3.4,4.9,0.9,0.4,2.9,2.0,12.3,mudiaem01,112.0,3305.0,0.365,12.7,0.719,0.314,0.117,0.134,0.153,0.281,0.385,0.486,0.276,0.301,0.338,0.315,0.314,0.021,25.0,0.797,0.133,0.288,2.0,0.0
150,kanteen01,421.0,114.0,21.3,4.5,8.5,0.529,0.1,0.2,0.317,4.4,8.3,0.536,0.534,2.0,2.6,0.767,2.7,4.1,6.7,0.6,0.4,0.5,1.5,2.1,11.1,kanteen01,420.0,8961.0,0.531,6.5,0.972,0.508,0.218,0.118,0.129,0.028,0.537,0.653,0.437,0.405,0.366,0.32,0.54,0.054,173.0,0.969,0.65,0.323,1.0,0.0
151,bledser01,408.0,246.0,26.9,4.6,10.2,0.446,0.8,2.5,0.333,3.7,7.7,0.483,0.487,3.0,3.8,0.799,0.8,3.0,3.8,4.5,1.4,0.5,2.7,2.0,13.0,bledser01,408.0,10994.0,0.446,12.4,0.753,0.33,0.149,0.084,0.19,0.247,0.483,0.618,0.383,0.403,0.362,0.333,0.197,0.021,73.0,0.583,0.164,0.314,12.0,0.0
152,gordoer01,470.0,406.0,33.5,5.7,13.1,0.433,2.1,5.4,0.383,3.6,7.8,0.468,0.511,3.3,4.0,0.816,0.5,2.1,2.5,3.2,1.0,0.3,2.2,2.0,16.7,gordoer01,470.0,15764.0,0.433,14.9,0.592,0.274,0.129,0.045,0.143,0.408,0.468,0.587,0.353,0.325,0.389,0.383,0.437,0.021,116.0,0.86,0.125,0.378,16.0,0.0
153,greener01,52.0,1.0,8.7,1.3,3.4,0.377,0.3,1.0,0.288,1.0,2.4,0.415,0.42,0.2,0.3,0.857,0.2,0.5,0.7,0.8,0.3,0.0,0.3,0.6,3.1,greener01,52.0,452.0,0.377,17.2,0.703,0.069,0.131,0.137,0.366,0.297,0.415,0.667,0.478,0.333,0.375,0.288,0.451,0.017,3.0,0.933,0.308,0.375,0.0,0.0
154,ilyaser01,583.0,353.0,24.4,4.1,9.4,0.443,1.1,3.0,0.367,3.1,6.4,0.478,0.501,1.6,2.1,0.768,1.8,4.1,6.0,1.1,0.7,0.4,1.0,2.5,11.0,ilyaser01,583.0,14230.0,0.443,13.9,0.684,0.297,0.099,0.084,0.204,0.316,0.478,0.589,0.331,0.373,0.431,0.367,0.711,0.009,44.0,0.954,0.133,0.378,4.0,0.0
155,fournev01,297.0,155.0,25.9,4.2,9.5,0.445,1.4,3.8,0.379,2.8,5.7,0.488,0.52,2.0,2.5,0.791,0.5,2.1,2.6,2.2,0.8,0.1,1.5,2.4,11.9,fournev01,297.0,7684.0,0.445,14.0,0.602,0.301,0.144,0.054,0.103,0.398,0.488,0.627,0.348,0.377,0.333,0.379,0.466,0.019,50.0,0.85,0.204,0.404,10.0,0.0
156,turneev01,519.0,251.0,28.3,4.3,9.9,0.432,0.4,1.4,0.302,3.9,8.5,0.453,0.453,1.7,2.1,0.783,0.6,4.4,5.0,3.7,0.8,0.2,1.9,2.0,10.6,turneev01,519.0,14701.0,0.432,12.1,0.862,0.222,0.163,0.262,0.215,0.138,0.453,0.605,0.383,0.419,0.391,0.302,0.355,0.02,96.0,0.916,0.447,0.36,5.0,0.0
157,ezelife01,170.0,61.0,14.1,1.6,3.2,0.513,0.0,0.0,0.0,1.6,3.2,0.513,0.513,1.0,1.7,0.557,1.7,2.5,4.3,0.4,0.3,1.0,0.8,1.9,4.2,ezelife01,170.0,2394.0,0.513,3.9,1.0,0.58,0.317,0.073,0.03,0.0,0.513,0.646,0.382,0.154,0.188,0.0,0.702,0.293,135.0,0.0,0.0,0.0,0.0,0.0
158,garcifr01,549.0,137.0,21.6,2.8,6.7,0.427,1.1,3.0,0.357,1.8,3.7,0.484,0.507,1.1,1.4,0.799,0.5,2.0,2.6,1.4,0.8,0.7,1.0,2.2,7.9,garcifr01,549.0,11853.0,0.427,16.7,0.555,0.21,0.055,0.067,0.223,0.445,0.484,0.654,0.379,0.365,0.385,0.357,0.554,0.013,42.0,0.916,0.336,0.397,5.0,0.0
159,kaminfr01,136.0,15.0,22.8,3.2,8.0,0.4,1.1,3.3,0.322,2.2,4.8,0.454,0.466,1.4,1.9,0.736,0.8,3.5,4.3,1.6,0.6,0.5,0.8,1.6,8.9,kaminfr01,136.0,3098.0,0.4,13.6,0.594,0.281,0.21,0.054,0.048,0.406,0.454,0.544,0.409,0.271,0.34,0.322,0.61,0.026,25.0,0.993,0.126,0.339,5.0,0.0
160,aldemfu01,41.0,9.0,13.2,1.0,1.9,0.513,0.0,0.1,0.0,1.0,1.8,0.548,0.513,0.3,0.7,0.481,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3,aldemfu01,41.0,540.0,0.513,5.9,0.936,0.628,0.167,0.013,0.128,0.064,0.548,0.694,0.154,1.0,0.3,0.0,0.45,0.128,10.0,0.0,0.0,0.0,0.0,0.0
161,templga01,358.0,116.0,17.7,1.7,4.3,0.402,0.7,1.9,0.342,1.1,2.4,0.45,0.478,0.8,1.1,0.715,0.4,1.5,1.9,1.5,0.8,0.2,0.8,1.7,4.9,templga01,358.0,6345.0,0.402,16.1,0.557,0.235,0.065,0.068,0.19,0.443,0.45,0.585,0.35,0.381,0.339,0.342,0.528,0.014,20.0,0.923,0.445,0.359,4.0,0.0
162,harriga01,165.0,115.0,25.1,3.7,8.2,0.446,1.1,3.3,0.346,2.5,4.9,0.513,0.516,1.2,1.6,0.785,0.6,1.7,2.4,1.6,1.1,0.2,1.1,1.6,9.7,harriga01,164.0,4110.0,0.444,13.6,0.598,0.342,0.088,0.07,0.098,0.402,0.513,0.602,0.381,0.415,0.389,0.343,0.627,0.061,72.0,0.946,0.324,0.345,2.0,0.0
163,nealga01,352.0,31.0,21.3,3.6,8.6,0.422,1.3,3.4,0.382,2.3,5.2,0.448,0.498,1.3,1.5,0.85,0.2,1.9,2.2,1.6,0.4,0.0,1.0,1.5,9.9,nealga01,352.0,7507.0,0.422,17.4,0.602,0.071,0.153,0.151,0.227,0.398,0.448,0.526,0.436,0.481,0.41,0.382,0.46,0.0,1.0,0.707,0.18,0.407,2.0,0.0
164,hillge01,582.0,357.0,28.9,4.1,9.1,0.452,1.2,3.3,0.378,2.9,5.9,0.493,0.519,2.2,2.7,0.801,0.6,2.6,3.2,3.3,0.9,0.3,1.3,2.2,11.6,hillge01,582.0,16824.0,0.452,14.8,0.643,0.233,0.127,0.107,0.176,0.357,0.493,0.646,0.441,0.42,0.372,0.378,0.343,0.015,76.0,0.787,0.357,0.399,17.0,0.0
165,greenge01,533.0,116.0,19.7,3.5,8.5,0.42,1.3,3.6,0.362,2.3,4.9,0.462,0.496,1.3,1.6,0.814,0.5,1.9,2.4,1.0,0.5,0.3,1.2,1.9,9.7,greenge01,533.0,10496.0,0.42,16.9,0.578,0.162,0.077,0.128,0.211,0.422,0.462,0.617,0.408,0.417,0.391,0.362,0.474,0.057,221.0,0.866,0.273,0.385,15.0,1.0
166,hendege02,515.0,328.0,26.1,4.3,9.6,0.443,0.5,1.4,0.328,3.8,8.3,0.462,0.466,2.4,3.0,0.796,0.6,2.6,3.2,1.9,0.7,0.3,1.2,1.7,11.3,hendege02,514.0,13413.0,0.443,13.3,0.859,0.231,0.111,0.173,0.343,0.141,0.462,0.635,0.338,0.413,0.412,0.327,0.556,0.051,231.0,0.921,0.38,0.387,14.0,0.0
167,wallage01,832.0,611.0,29.7,4.2,9.0,0.469,0.5,1.6,0.312,3.7,7.4,0.502,0.496,3.0,4.2,0.709,1.4,4.4,5.8,2.1,1.4,0.8,1.8,2.2,11.9,wallage01,832.0,24731.0,0.469,8.7,0.826,0.543,0.081,0.027,0.175,0.174,0.502,0.587,0.33,0.307,0.351,0.312,0.553,0.085,567.0,0.963,0.473,0.33,6.0,0.0
168,antetgi01,292.0,227.0,31.4,5.2,10.5,0.495,0.4,1.4,0.279,4.8,9.1,0.528,0.514,3.4,4.6,0.742,1.3,5.4,6.7,3.4,1.1,1.3,2.3,3.0,14.3,antetgi01,292.0,9175.0,0.495,8.4,0.867,0.499,0.16,0.061,0.146,0.133,0.528,0.666,0.332,0.323,0.36,0.279,0.49,0.146,425.0,0.737,0.181,0.23,8.0,0.0
169,davisgl01,514.0,121.0,21.1,3.1,7.0,0.447,0.0,0.1,0.182,3.1,6.9,0.451,0.448,1.7,2.4,0.7,1.4,2.9,4.4,0.9,0.7,0.3,1.0,2.4,8.0,davisgl01,514.0,10865.0,0.447,9.7,0.985,0.351,0.188,0.135,0.31,0.015,0.451,0.607,0.365,0.377,0.358,0.182,0.689,0.021,69.0,0.7,0.127,0.286,8.0,0.0
170,robingl02,135.0,32.0,14.6,1.6,3.7,0.441,0.4,1.1,0.368,1.2,2.5,0.474,0.498,0.6,0.9,0.702,0.6,1.7,2.3,0.6,0.4,0.2,0.5,0.7,4.3,robingl02,135.0,1973.0,0.441,12.2,0.689,0.228,0.098,0.06,0.204,0.311,0.474,0.588,0.449,0.4,0.392,0.368,0.62,0.082,36.0,1.0,0.484,0.427,0.0,0.0
171,dragigo01,623.0,387.0,27.4,4.8,10.2,0.472,1.1,2.9,0.363,3.8,7.3,0.516,0.524,2.3,3.1,0.753,0.7,2.2,2.9,4.8,1.0,0.2,2.3,2.3,13.1,dragigo01,623.0,17088.0,0.472,12.5,0.714,0.324,0.123,0.135,0.133,0.286,0.516,0.667,0.384,0.399,0.392,0.363,0.259,0.007,41.0,0.66,0.214,0.379,6.0,0.0
172,haywago01,494.0,386.0,31.2,5.2,11.7,0.442,1.3,3.6,0.364,3.9,8.1,0.476,0.497,3.8,4.6,0.823,0.7,3.4,4.1,3.4,1.0,0.4,2.1,1.8,15.4,haywago01,493.0,15380.0,0.441,14.3,0.695,0.229,0.144,0.101,0.221,0.305,0.475,0.634,0.372,0.431,0.398,0.364,0.437,0.053,278.0,0.861,0.213,0.388,4.0,0.0
173,dienggo01,272.0,160.0,25.9,3.4,6.6,0.515,0.1,0.2,0.339,3.3,6.4,0.521,0.521,2.0,2.5,0.778,2.3,4.9,7.1,1.6,0.9,1.2,1.4,2.6,8.8,dienggo01,272.0,7056.0,0.515,8.3,0.969,0.394,0.214,0.161,0.198,0.031,0.521,0.655,0.384,0.502,0.417,0.339,0.705,0.109,179.0,1.0,0.607,0.441,5.0,0.0
174,monrogr01,511.0,401.0,30.0,5.7,11.1,0.511,0.0,0.0,0.0,5.7,11.1,0.512,0.511,2.9,4.1,0.703,3.0,5.9,8.9,2.2,1.2,0.6,2.0,2.3,14.2,monrogr01,511.0,15310.0,0.511,4.4,0.998,0.569,0.296,0.053,0.079,0.002,0.512,0.618,0.38,0.376,0.333,0.0,0.536,0.038,194.0,0.0,0.1,0.0,6.0,0.0
175,smithgr02,149.0,12.0,12.3,1.6,2.6,0.617,0.0,0.0,0.0,1.6,2.6,0.618,0.617,0.7,1.3,0.576,1.1,2.2,3.3,0.3,0.2,0.4,0.4,1.9,4.0,smithgr02,149.0,1834.0,0.617,2.6,0.997,0.739,0.251,0.003,0.005,0.003,0.618,0.701,0.384,0.0,0.5,0.0,0.737,0.246,85.0,0.0,0.0,0.0,1.0,0.0
176,stiemgr01,203.0,42.0,15.0,1.3,2.6,0.509,0.0,0.0,0.0,1.3,2.6,0.509,0.509,0.5,0.7,0.705,0.9,2.4,3.3,0.5,0.6,1.1,0.7,2.5,3.2,stiemgr01,203.0,3048.0,0.509,8.6,0.998,0.442,0.138,0.115,0.302,0.002,0.509,0.641,0.342,0.426,0.425,0.0,0.851,0.106,46.0,0.0,0.0,0.0,0.0,0.0
177,vasqugr01,401.0,157.0,23.7,3.4,8.2,0.418,1.0,2.9,0.349,2.4,5.3,0.456,0.48,1.1,1.3,0.817,0.3,2.2,2.5,4.8,0.6,0.1,1.9,1.9,9.0,vasqugr01,401.0,9520.0,0.418,14.5,0.642,0.153,0.291,0.083,0.114,0.358,0.456,0.585,0.404,0.442,0.43,0.349,0.24,0.002,3.0,0.784,0.123,0.386,18.0,0.0
178,barneha02,363.0,302.0,29.3,4.4,9.8,0.454,0.9,2.6,0.368,3.5,7.2,0.484,0.502,1.8,2.3,0.762,1.1,3.7,4.7,1.5,0.7,0.2,1.1,1.8,11.6,barneha02,363.0,10629.0,0.454,13.0,0.738,0.243,0.177,0.133,0.185,0.262,0.484,0.663,0.41,0.366,0.407,0.368,0.532,0.077,256.0,0.962,0.401,0.391,1.0,0.0
179,whiteha01,192.0,127.0,26.5,5.4,9.1,0.591,0.0,0.0,0.0,5.4,9.1,0.591,0.591,2.2,3.8,0.588,3.0,8.0,11.0,0.4,0.6,2.7,1.6,2.6,13.1,whiteha01,192.0,5090.0,0.591,4.9,1.0,0.479,0.351,0.103,0.064,0.0,0.591,0.757,0.452,0.411,0.407,0.0,0.619,0.207,346.0,0.0,0.0,0.0,0.0,0.0
180,turkohe01,997.0,571.0,26.8,3.9,9.1,0.426,1.2,3.3,0.384,2.6,5.8,0.45,0.495,2.1,2.7,0.784,0.6,3.3,4.0,2.8,0.8,0.3,1.6,2.4,11.1,turkohe01,997.0,26695.0,0.426,15.5,0.641,0.225,0.085,0.119,0.212,0.359,0.45,0.568,0.34,0.416,0.387,0.384,0.365,0.019,149.0,0.827,0.179,0.428,29.0,0.0
181,simshe01,135.0,61.0,18.8,3.0,6.3,0.471,0.0,0.2,0.174,3.0,6.2,0.479,0.473,1.6,2.1,0.767,1.8,3.1,5.0,1.0,0.6,0.5,1.1,2.1,7.6,simshe01,135.0,2542.0,0.471,9.1,0.973,0.355,0.208,0.172,0.237,0.027,0.479,0.595,0.416,0.408,0.414,0.174,0.682,0.033,27.0,1.0,0.217,0.0,0.0,0.0
