X1,X2,labels,Player,Status,Player_ID,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP
-1.840157453,-1.189677564,Shooting Wings,Darrun Hilliard,Active,hillida01,93,109,7.6,0.47,0.379,0.282,1.1,11,5.9,11,1.2,0.2,13.3,19.2,-0.4,0.6,0.1,0.011,-3.7,-1.4,-5.1,-0.5
2.547205304,0.796656838,Offensive Centers,David Lee,Active,leeda02,114,106,19.2,0.576,0.003,0.312,9.9,24.1,17,12.6,1.3,1,12.9,20.7,48.8,25.6,74.4,0.15,0.8,0.9,1.6,21.7
1.772481381,0.431160381,Offensive Centers,David West,Active,westda01,109,104,18.6,0.542,0.018,0.276,7.1,19,13.1,13.2,1.3,2.1,11.1,23.2,42.6,38.8,81.4,0.141,0.1,1.3,1.4,24.1
0.757195464,-0.949020493,Versatile Forwards,Davis Bertans,Active,bertada01,117,105,13,0.606,0.729,0.194,3.2,10.3,6.8,8.8,1.3,3,10.6,15.3,0.8,0.8,1.6,0.142,1.4,0.6,2,0.6
3.625212332,0.873682663,Defensive Centers,DeAndre Jordan,Active,jordade01,119,101,18,0.627,0.003,0.744,13,28,20.6,3.5,1.1,5.2,15,13.8,32.6,30.2,62.8,0.169,-0.7,2.7,2,18
-0.563736698,-1.728512098,3-and-D Wings,DeAndre Liggins,Active,liggide01,97,105,8.6,0.509,0.351,0.356,3.6,11.5,7.7,8.4,3,1.3,19.9,11.7,-0.1,1.4,1.3,0.06,-2.7,1.9,-0.9,0.3
3.096527746,0.903052369,Defensive Centers,DeJuan Blair,Inactive,blairde01,106,102,16.5,0.541,0.004,0.264,13.6,21.6,17.7,7.8,2.3,1.3,15.1,20.2,7.5,11.5,19,0.129,-0.9,1.2,0.4,4.2
-0.999269655,-1.022716107,Shooting Wings,DeMar DeRozan,Active,derozde01,108,110,16.9,0.531,0.092,0.406,2.6,11.2,6.9,14.3,1.5,0.7,9.6,26.4,29.1,11.9,41,0.101,0.3,-1.4,-1.1,4.5
3.105958519,0.476239992,Defensive Centers,DeMarcus Cousins,Active,couside01,103,104,22.5,0.532,0.071,0.457,10.2,27.9,19,17.4,2.2,3,14.8,31.9,15.4,20.6,36.1,0.115,0.7,1.9,2.6,17.3
0.313853056,-1.390715679,3-and-D Wings,DeMarre Carroll,Active,carrode01,111,106,13.6,0.547,0.388,0.237,5.8,13.3,9.6,7.6,2.3,0.9,9,16.1,11.5,9.7,21.2,0.112,0.8,0.4,1.2,7.4
-3.721955969,1.964100934,Floor Generals,Dennis Schroder,Active,schrode01,100,107,14.7,0.517,0.256,0.242,1.8,10,6,33.8,1.6,0.3,17.2,26.7,1.2,5.6,6.9,0.06,-0.7,-1.7,-2.3,-0.5
-3.851632985,2.498060301,Floor Generals,Deron Williams,Active,willide01,112,110,18.4,0.552,0.3,0.321,1.5,9.3,5.4,39.7,1.6,0.6,16.1,23.6,58.1,18.7,76.8,0.13,3.3,-1.9,1.4,24.1
2.904898961,0.196852529,Offensive Centers,Derrick Favors,Active,favorde01,108,103,18.6,0.545,0.006,0.377,10.9,21.6,16.2,7.3,1.7,4.1,12.6,21.4,16.2,16.8,32.9,0.131,-0.8,1.6,0.8,8.5
-2.841415608,1.512847621,Combo Guards,Derrick Rose,Active,rosede01,106,109,18.1,0.519,0.158,0.254,3,8.8,5.9,31.1,1.2,0.8,13.3,28,19.2,13.9,33.1,0.101,1.9,-1.3,0.6,10.4
0.479145863,-1.602887102,3-and-D Wings,Derrick Williams,Active,willide02,104,108,13.6,0.524,0.267,0.418,4.5,17.1,10.8,5.5,1.2,0.9,9.9,20.4,7,6.7,13.7,0.077,-1.6,-1.6,-3.1,-2.4
-1.493385747,-0.488304733,Shooting Wings,Devin Booker,Active,bookede01,103,114,13,0.532,0.309,0.29,1.6,7.9,4.7,15.7,1.1,0.7,13.3,25.4,2.3,1,3.4,0.04,-0.3,-2.6,-2.9,-0.9
-3.327181756,0.876439921,Combo Guards,Devin Harris,Active,harride01,110,108,16.4,0.551,0.289,0.442,1.5,8.8,5.1,27.7,2.2,0.6,15.2,21.9,32.3,17.5,49.8,0.113,1.6,-1.1,0.5,13.4
-1.625659948,-1.559010271,Shooting Wings,Devyn Marble,Inactive,marblde01,80,107,5.5,0.366,0.47,0.348,2.6,14.4,8.4,8.8,2.4,0.5,10.8,14.5,-0.7,0.4,-0.3,-0.028,-4.8,-0.2,-5,-0.3
3.738236503,1.552566006,Defensive Centers,Dewayne Dedmon,Active,dedmode01,114,102,15.1,0.594,0.002,0.395,12.2,26.9,19.6,2.9,1.3,4.6,16.1,13.4,3.8,4.7,8.4,0.144,-2.9,1.4,-1.4,0.4
-2.597348537,-0.632462494,Scoring Wings,Dion Waiters,Active,waitedi01,98,109,12.1,0.49,0.275,0.221,1.8,8.6,5.2,15.4,1.8,0.7,11.8,23.5,0.4,6.5,6.9,0.036,-1,-1.5,-2.5,-1.3
1.219936078,-0.79048307,Versatile Forwards,Dirk Nowitzki,Active,nowitdi01,116,104,22.9,0.579,0.205,0.361,3.4,21.7,12.6,12.8,1.2,1.9,8.5,26.8,141.3,58.8,200.1,0.2,3.3,0.2,3.4,65.9
0.550592612,-0.577624906,Versatile Forwards,Domantas Sabonis,Active,sabondo01,91,108,6.6,0.472,0.352,0.094,3.1,15.9,9.5,7,1.2,1.5,15.3,14.9,-0.9,1.3,0.4,0.016,-4.7,-0.1,-4.9,-0.9
-3.476452003,1.445531413,Combo Guards,Donald Sloan,Inactive,sloando01,102,110,11.9,0.491,0.288,0.233,1.6,12.1,6.8,27.1,1.1,0.2,16,17.3,1.9,2.1,4,0.051,-1.5,-1.8,-3.2,-1.2
1.695388224,-0.070867263,Offensive Centers,Donatas Motiejunas,Active,motiedo01,103,107,12.6,0.532,0.259,0.265,7.3,15.6,11.5,9.8,1.3,1.4,14.3,19.2,2.9,4.4,7.3,0.08,-1.5,-0.3,-1.8,0.2
-0.268514847,-1.166630395,3-and-D Wings,Dorell Wright,Inactive,wrighdo01,109,107,14.4,0.538,0.433,0.211,3.5,16,9.7,10.8,1.8,1.7,10,17.6,13.7,12.1,25.9,0.101,0.1,0.3,0.4,7.4
0.255395934,-1.723359304,3-and-D Wings,Dorian Finney-Smith,Active,finnedo01,103,110,7.9,0.522,0.601,0.221,3.2,11.9,7.3,6.1,1.6,1.3,12.7,11.1,0.2,1,1.2,0.051,-2.3,1.3,-1.1,0.3
0.029659263,-1.314937439,3-and-D Wings,Doug McDermott,Active,mcderdo01,108,112,10.7,0.551,0.399,0.148,1.9,10.1,6,5.3,0.4,0.3,7.9,17.5,3.1,1.6,4.7,0.069,-0.8,-2.7,-3.5,-1.3
0.591608971,0.385946918,Versatile Forwards,Draymond Green,Active,greendr01,109,99,15.7,0.534,0.365,0.311,5.3,21.6,13.8,20.1,2.5,3,17.5,16.6,11.4,19.6,31,0.15,0.1,4,4.2,15.4
2.452661478,0.44721891,Offensive Centers,Drew Gooden,Inactive,goodedr01,105,104,16.3,0.514,0.046,0.301,10.6,21.7,16.1,7.6,1.4,1.8,12.1,21.6,18.9,25,43.9,0.105,-1.5,-0.1,-1.5,2.3
4.074605226,0.41801912,Defensive Centers,Dwight Howard,Active,howardw01,110,99,21.8,0.6,0.006,0.807,11.9,29.3,20.8,7.4,1.4,4.4,16.9,22.8,55.5,64.1,119.6,0.176,-0.2,2.9,2.7,38.3
2.233135186,-0.70553972,Offensive Centers,Dwight Powell,Active,poweldw01,118,104,17.5,0.573,0.082,0.436,8.8,19.7,14.2,6.9,2.3,2.4,8.6,17.1,4.6,3.2,7.8,0.167,-0.7,1.8,1.1,1.7
-1.873571265,0.572659527,Scoring Wings,Dwyane Wade,Active,wadedw01,110,104,24.5,0.559,0.093,0.442,4.3,11.6,8,31.1,2.5,2,13.7,31.9,74,43,117,0.175,4.1,1,5.2,57.8
-1.826032601,-0.125990955,Scoring Wings,E'Twaun Moore,Active,mooreet01,101,109,11.1,0.51,0.325,0.11,2.3,8.2,5.3,14.3,1.7,1,11.7,17.5,1.8,4.7,6.6,0.048,-1.5,-0.9,-2.3,-0.6
2.263594881,0.600256467,Offensive Centers,Earl Barron,Inactive,barroea01,89,108,8.6,0.417,0.026,0.263,10.9,18.1,14.5,5.3,1.2,1.2,12.2,20.5,-2.4,1.7,-0.6,-0.015,-5.8,-1.6,-7.4,-2.7
1.445982507,-0.644359234,Versatile Forwards,Earl Clark,Inactive,clarkea01,94,105,10.2,0.465,0.222,0.201,6.2,17.9,12.1,5.7,1.2,2.9,12.5,17.4,-1.3,4.2,2.9,0.038,-4.1,0.5,-3.6,-1.5
3.181517542,1.138345631,Defensive Centers,Ed Davis,Active,davised01,118,105,16.8,0.575,0,0.397,12.3,22.7,17.4,6.3,1.3,3.6,11.7,14.6,18.6,11.8,30.4,0.145,-0.4,1.6,1.1,7.9
1.85937011,1.073471894,Offensive Centers,Ekpe Udoh,Inactive,udohek01,102,107,10.8,0.484,0.003,0.37,8.6,12.5,10.5,5.6,1.4,5.4,14.6,12.7,1.6,4.1,5.7,0.06,-3.4,2.3,-1.1,1
-3.533476855,1.954162085,Floor Generals,Elfrid Payton,Active,paytoel01,100,108,14.3,0.479,0.125,0.26,4,10.8,7.3,32.4,2.3,0.9,17.7,20,1.2,5.4,6.7,0.051,-1,0.1,-0.8,1.9
-0.951427621,-1.101392892,Shooting Wings,Elijah Millsap,Inactive,millsel01,87,102,7.7,0.44,0.368,0.375,3.6,15.9,9.8,10.7,3,1.4,19.1,16.7,-1.1,1.6,0.5,0.022,-3.7,1.9,-1.8,0
-1.143395207,-0.902884848,Shooting Wings,Elliot Williams,Inactive,williel01,99,112,9.5,0.515,0.38,0.317,2.7,9.5,6,9.8,1.5,0.3,13,17.6,0.2,0.5,0.7,0.024,-2.6,-2.7,-5.3,-1.2
2.734311573,0.716418847,Offensive Centers,Elton Brand,Inactive,brandel01,110,104,20.5,0.548,0.002,0.374,11,19,15,11.7,1.4,3.9,11.8,22.8,65.8,43.8,109.6,0.151,1.3,1.8,3.1,45.2
-2.856946544,0.918025899,Combo Guards,Emmanuel Mudiay,Active,mudiaem01,91,112,10,0.45,0.281,0.254,1.9,11.2,6.5,26.1,1.5,1.1,17.5,24.4,-3.8,1.6,-2.2,-0.032,-2.7,-1.4,-4.1,-1.7
2.909846168,0.419958002,Offensive Centers,Enes Kanter,Active,kanteen01,111,107,19.4,0.574,0.028,0.303,14.1,21.5,17.8,5,0.9,1.7,13.5,23.3,16.5,8.4,24.8,0.133,-0.5,-2.1,-2.5,-1.2
-2.652603403,0.790215774,Combo Guards,Eric Bledsoe,Active,bledser01,106,107,17.5,0.547,0.247,0.373,3.5,12.4,7.9,27.3,2.6,1.4,18.3,23.6,11.9,11.4,23.3,0.102,1.2,0.8,2,11.1
-1.991598085,-0.64248521,Scoring Wings,Eric Gordon,Active,gordoer01,108,112,14.9,0.56,0.408,0.306,1.5,7.2,4.3,16,1.6,0.7,12.7,22.9,19.7,6,25.7,0.078,1.6,-2.2,-0.5,5.8
-2.337056999,-0.33623341,Scoring Wings,Erick Green,Inactive,greener01,97,112,9.3,0.439,0.297,0.08,2.4,6.7,4.5,14.7,1.4,0,7.2,18.7,0,0.1,0.1,0.011,-2.5,-2.6,-5.1,-0.3
1.896103749,-0.372068456,Offensive Centers,Ersan Ilyasova,Active,ilyaser01,109,105,15.9,0.534,0.316,0.224,8.2,19.4,13.7,7.9,1.5,1.2,9,20.7,19.5,17,36.5,0.123,0.4,-0.5,-0.1,6.9
-1.403559765,-0.924477315,Shooting Wings,Evan Fournier,Active,fournev01,106,111,13.1,0.559,0.398,0.259,1.9,9.2,5.5,13.3,1.5,0.2,12.5,20.7,7.6,4.2,11.8,0.074,0.7,-1.8,-1.1,1.8
-1.575538091,0.258399819,Scoring Wings,Evan Turner,Active,turneev01,97,106,12.4,0.491,0.138,0.215,2.2,17.6,9.8,20.5,1.5,0.6,15.2,20.1,-0.8,16.5,15.7,0.051,-2.5,0.5,-2,0
3.672495237,1.368368482,Defensive Centers,Festus Ezeli,Inactive,ezelife01,107,102,13.4,0.536,0,0.543,13.8,18.9,16.5,3.7,1,5.3,16.7,14.6,2.2,3.8,5.9,0.119,-3,1.9,-1.1,0.6
-0.594939643,-1.026009781,3-and-D Wings,Francisco Garcia,Inactive,garcifr01,106,109,12.3,0.541,0.445,0.21,2.7,11,6.8,10,1.9,2.4,12,17,9.1,9.1,18.2,0.074,-0.4,0,-0.3,4.9
0.353147955,-0.50110554,Versatile Forwards,Frank Kaminsky,Active,kaminfr01,102,106,12.5,0.5,0.406,0.232,3.9,16.6,10.2,10.9,1.3,1.9,8.6,19.1,1.1,3.8,4.9,0.076,-1.4,0.2,-1.2,0.6
1.898832542,1.732757555,Offensive Centers,Furkan Aldemir,Inactive,aldemfu01,117,104,12,0.517,0.064,0.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.7,0.7,1.4,0.122,-2.7,2,-0.7,0.2
-1.675326665,-0.897094349,Shooting Wings,Garrett Temple,Active,templga01,100,106,9.5,0.51,0.443,0.246,2.6,9.6,6.1,12.7,2.2,1.2,14.9,14.3,0.9,6.8,7.8,0.059,-1.8,0.6,-1.1,1.4
-1.350268033,-1.458796719,Shooting Wings,Gary Harris,Active,harriga01,107,111,12.2,0.545,0.402,0.192,2.7,7.8,5.2,9.7,2.1,0.6,10.9,17.2,3.5,2,5.6,0.065,0.4,-0.8,-0.5,1.6
-1.515975392,-0.387745612,Shooting Wings,Gary Neal,Active,nealga01,103,109,12.6,0.532,0.398,0.179,1.2,10.2,5.8,12.4,1,0.1,10.1,22,5.4,5.4,10.7,0.069,-0.2,-2.3,-2.5,-1
-2.060749309,-0.233389365,Scoring Wings,George Hill,Active,hillge01,115,105,15.2,0.565,0.357,0.299,2.3,10.2,6.3,18.7,1.7,0.8,11.1,18.3,30.7,21.5,52.2,0.149,1.7,0.4,2.1,17.4
-0.717510194,-1.057709412,Shooting Wings,Gerald Green,Active,greenge01,102,108,13.2,0.53,0.422,0.192,3,11.2,7.1,8.6,1.3,1.1,11.4,23.6,5.8,8.5,14.3,0.066,-0.3,-2,-2.3,-0.9
-0.832972256,-0.884578022,Shooting Wings,Gerald Henderson,Active,hendege02,103,109,13.6,0.518,0.143,0.306,2.5,11.7,7,12.9,1.3,1.1,10,21.2,8.9,9.4,18.3,0.065,-1.2,-0.9,-2.2,-0.6
0.006556827,-1.21438538,3-and-D Wings,Gerald Wallace,Inactive,wallage01,107,103,16.3,0.549,0.174,0.469,5.3,17.9,11.5,11.7,2.6,2.1,14.1,19.5,24.7,35,59.7,0.116,0.1,2.3,2.4,27.3
0.409276216,0.240123906,Versatile Forwards,Giannis Antetokounmpo,Active,antetgi01,109,105,17.7,0.567,0.133,0.44,4.9,19.4,12.2,17.8,1.8,3.4,15.3,21.3,12.1,11,23.1,0.121,0.3,1.9,2.2,9.8
1.633778178,-0.290134209,Versatile Forwards,Glen Davis,Inactive,davisgl01,100,103,12.4,0.494,0.015,0.345,8.2,15.9,12.1,6.9,1.7,1.3,11.3,20.1,3,15.5,18.6,0.082,-2.8,0.6,-2.3,-0.8
-0.328827755,-1.259842709,3-and-D Wings,Glenn Robinson,Active,robingl02,106,109,10.6,0.527,0.311,0.248,4.3,13,8.7,5.8,1.3,1.2,9.9,13.8,1.1,1.6,2.7,0.065,-2.1,-0.5,-2.6,-0.3
-2.919597282,0.989928427,Combo Guards,Goran Dragic,Active,dragigo01,110,109,17.2,0.563,0.286,0.303,3.1,8.8,6,28.4,1.9,0.5,16.3,22.6,29.1,12.3,41.5,0.116,2.4,-1.1,1.3,14.3
-1.242166465,-0.484133604,Shooting Wings,Gordon Hayward,Active,haywago01,111,108,17.6,0.562,0.305,0.396,2.7,12.7,7.7,18.7,1.7,1.1,13,23.2,28,12.9,40.8,0.127,2.3,-0.3,2,15.5
2.47107,0.072845656,Offensive Centers,Gorgui Dieng,Active,dienggo01,112,107,16.3,0.573,0.031,0.384,9.8,21.9,15.8,9.5,1.8,3.8,15.8,15.6,9.8,7.2,17,0.116,-0.4,2.4,2,7.1
1.845777512,0.624642147,Offensive Centers,Greg Monroe,Active,monrogr01,110,106,20.2,0.551,0.002,0.367,11.2,23,17,12.9,2,1.7,13.3,22.3,26.6,17.1,43.6,0.137,1,1.1,2.1,15.6
3.182999652,1.067467835,Defensive Centers,Greg Smith,Inactive,smithgr02,122,106,13.8,0.623,0.003,0.485,10.3,19.8,15.1,3.4,0.9,2.5,12,13,3.6,1.8,5.5,0.143,-1.2,-0.2,-1.4,0.3
2.936758175,0.700263237,Defensive Centers,Greg Stiemsma,Inactive,stiemgr01,101,100,11,0.54,0.002,0.276,7.2,18.7,12.9,4.8,2,6,19.4,11,0.8,5.2,6,0.095,-3.5,4.3,0.7,2.1
-3.351310909,2.443296902,Floor Generals,Greivis Vasquez,Active,vasqugr01,104,110,13.7,0.509,0.358,0.157,1.5,11.1,6.3,33.5,1.3,0.3,17.6,20.6,7.8,4.8,12.6,0.064,0.6,-2.1,-1.5,1.1
-0.116975848,-1.278596975,3-and-D Wings,Harrison Barnes,Active,barneha02,107,106,12.7,0.536,0.262,0.238,4.1,13.6,8.9,7.5,1.3,0.6,8.9,18.2,10.1,11.1,21.2,0.096,-0.8,-0.1,-0.9,3
5.074962021,1.675999663,Defensive Centers,Hassan Whiteside,Active,whiteha01,114,97,24.2,0.603,0,0.417,13.3,33.7,23.6,2.4,1.1,8,12.9,21.3,10,11.4,21.4,0.202,-1.8,2,0.2,2.9
-1.23619324,-0.122985311,Shooting Wings,Hedo Turkoglu,Inactive,turkohe01,108,105,14.3,0.54,0.359,0.293,2.8,13.9,8.5,17.3,1.5,0.8,13.4,20.1,32.4,30.9,63.3,0.114,0.9,0.3,1.2,21.4
2.305437239,0.919769381,Offensive Centers,Henry Sims,Inactive,simshe01,105,107,15,0.525,0.027,0.336,10.2,18.9,14.4,9.7,1.5,2,13.5,19.4,2.1,2.5,4.6,0.087,-2.5,-0.1,-2.6,-0.4
0.069881083,-1.28635579,3-and-D Wings,Henry Walker,Inactive,walkebi01,107,108,10.8,0.578,0.595,0.178,2.1,13.3,7.7,8,1.6,0.7,13.2,16.2,2.5,2.5,5,0.079,-0.2,-1.1,-1.3,0.5
-0.398349283,-1.308892368,3-and-D Wings,Hollis Thompson,Active,thompho01,105,111,9.7,0.537,0.522,0.159,3.3,10.9,7,7.3,1.3,0.9,10.1,14.5,3.6,2.9,6.5,0.05,-1.4,-1.3,-2.7,-1.2
-1.318436357,-0.36668128,Shooting Wings,Ian Clark,Active,clarkia01,104,107,11.7,0.546,0.432,0.151,2.2,9.1,5.8,13.1,1.8,1.1,13.5,19.1,0.9,1.7,2.6,0.075,-1.2,-1.3,-2.6,-0.2
2.798559358,0.56523714,Offensive Centers,Ian Mahinmi,Active,mahinia01,107,100,12.9,0.564,0.004,0.592,9.7,18.9,14.4,4.4,1.6,3.3,16.8,14.7,6.5,13.6,20.1,0.13,-2.7,2.3,-0.4,3
-1.674079499,-0.983842478,Shooting Wings,Iman Shumpert,Active,shumpim01,100,106,10.3,0.499,0.436,0.17,3.5,12.3,7.9,11.7,2.5,0.7,14.2,15.4,2.3,9.5,11.9,0.064,-0.8,0.9,0,4.5
-2.559072792,-0.704773713,Scoring Wings,Isaiah Canaan,Active,canaais01,102,111,10.9,0.524,0.647,0.222,1.5,8.4,4.9,12.9,1.5,0.4,11.5,19.6,1.8,1.8,3.6,0.046,-0.1,-2.6,-2.7,-0.7
-3.105330965,0.644526917,Combo Guards,Isaiah Thomas,Active,thomais02,116,111,20.9,0.582,0.377,0.391,2,7.6,4.8,29.7,1.6,0.2,12.5,26.9,36.7,5.6,42.3,0.163,5.1,-2.8,2.3,13.6
-2.10025491,0.941105148,Scoring Wings,Isaiah Whitehead,Active,whiteis01,88,114,6.9,0.469,0.267,0.189,1.6,10,5.8,20.2,1.2,1.7,21,18.6,-1.4,0.4,-1,-0.044,-5,-0.8,-5.8,-1
-3.904010595,2.089210543,Floor Generals,Ish Smith,Active,smithis01,96,108,12.8,0.449,0.151,0.155,2.1,12,7,33.1,2,0.9,15.6,20.6,-1.8,5.6,3.8,0.028,-2.1,-0.6,-2.7,-1.1
-3.561827308,1.759314779,Combo Guards,J.J. Barea,Active,bareajo01,104,110,14,0.513,0.329,0.182,1.8,10,5.9,30.2,1,0.1,14.7,22.9,10.2,8.2,18.4,0.067,0.4,-2.2,-1.8,0.7
2.56072191,0.155067562,Offensive Centers,J.J. Hickson,Inactive,hicksjj01,104,106,16.1,0.534,0.005,0.393,11,23.7,17.3,6.4,1.2,2,14,20.8,9.2,12.7,21.9,0.088,-2.2,-0.1,-2.3,-0.9
-0.927855692,-1.08352184,Shooting Wings,J.J. Redick,Active,redicjj01,116,110,14.8,0.596,0.495,0.258,0.9,7.7,4.4,12.2,1,0.2,9.6,20.1,33.3,11.3,44.6,0.13,2.1,-2.1,0.1,8.6
-1.684906605,-0.9696131,Shooting Wings,J.R. Smith,Active,smithjr01,106,108,14.7,0.538,0.481,0.2,2.3,11.5,6.9,13.7,2,0.6,10.4,22.7,24.1,20.7,44.8,0.093,1.6,-1.2,0.5,14.5
0.172797698,-0.892756675,3-and-D Wings,Jabari Parker,Active,parkeja01,107,110,16.2,0.546,0.116,0.259,6,13.8,9.9,10.8,1.6,1,10.4,22.7,5.6,3.5,9,0.089,-0.1,-1.3,-1.3,0.9
-0.1244098,-1.720413277,3-and-D Wings,Jae Crowder,Active,crowdja01,111,106,13.8,0.553,0.472,0.254,3.4,14.2,8.8,8.9,2.3,1.1,8.9,16.5,10.1,9.4,19.5,0.116,0.7,0.6,1.3,6.7
1.808771723,0.423065185,Offensive Centers,Jahlil Okafor,Active,okafoja01,100,110,16.2,0.536,0.005,0.284,7.9,16.8,12.2,8.2,0.7,3.2,12.4,25.7,0.5,1.8,2.4,0.046,-2.8,-0.9,-3.7,-1.1
-0.069318434,-0.632544295,3-and-D Wings,JaKarr Sampson,Inactive,sampsja02,93,108,8.8,0.501,0.287,0.326,3.7,13.4,8.4,9.1,1.3,2,16.1,17.2,-1,1.7,0.7,0.015,-4.3,-0.6,-4.9,-1.7
-2.967649766,-0.10808352,Scoring Wings,Jamal Crawford,Active,crawfja01,106,111,15.4,0.529,0.383,0.266,1.4,7.4,4.4,19.7,1.6,0.5,11.8,24.2,40.4,17.8,58.2,0.079,1.5,-2.3,-0.8,11
-1.190569575,-0.563508665,Shooting Wings,Jamal Murray,Active,murraja01,102,115,11,0.505,0.485,0.178,3.2,10.9,7,12.9,1.2,1.3,12.9,21,0.3,0.3,0.6,0.024,-0.9,-2.3,-3.2,-0.3
-3.463053254,1.607178284,Combo Guards,Jameer Nelson,Active,nelsoja01,107,108,14.8,0.533,0.354,0.175,2.1,10,6.1,30.6,1.7,0.2,16.2,21.2,27.2,19.7,46.9,0.098,1.4,-1.2,0.3,13.1
-0.768096962,-1.160780714,Shooting Wings,James Anderson,Inactive,anderja01,100,110,9.9,0.516,0.479,0.183,2.7,11.7,7.1,10,1.4,1,13.5,16,0.9,2.4,3.3,0.037,-1.8,-1,-2.8,-0.9
0.281629012,-1.088709429,3-and-D Wings,James Ennis,Active,ennisja01,113,108,12.2,0.582,0.427,0.352,6,12.8,9.4,7.1,1.6,1.3,13.2,14.7,3.2,2.3,5.5,0.106,-0.1,0.2,0.1,1.3
-2.234887395,0.030195397,Scoring Wings,James Harden,Active,hardeja01,118,106,22.8,0.606,0.415,0.546,2.6,13.7,8.2,28.3,2.2,1,15.4,27.8,66.1,21.6,87.7,0.212,5.7,0.1,5.8,39.2
0.007369475,0.11633785,Versatile Forwards,James Johnson,Active,johnsja01,102,104,14.5,0.537,0.199,0.268,5.2,14.9,10.1,14.2,2,4,16.9,19,3.8,11.3,15.1,0.084,-1.1,2.2,1.1,6.8
-0.185160893,-1.497182137,3-and-D Wings,James Jones,Active,jonesja02,115,108,11.3,0.567,0.645,0.211,2.5,10.7,6.7,4.9,1.1,1.5,6.6,14.6,15.1,9.9,25,0.11,0.4,-0.9,-0.5,4.1
1.760277125,0.371211517,Offensive Centers,James Michael McAdoo,Active,mcadoja01,111,103,14.7,0.56,0.025,0.457,10.2,12.5,11.5,6.4,1.7,3.9,12.6,17.4,0.9,1,1.9,0.135,-2,0.8,-1.2,0.1
0.004920206,-1.986837729,3-and-D Wings,James Young,Active,youngja01,101,108,8.1,0.478,0.624,0.221,3,11.4,7.2,5.3,1.4,0.5,5.7,13.4,0.2,0.6,0.8,0.053,-2.3,-1.4,-3.7,-0.3
1.982551768,-0.10429493,Offensive Centers,JaMychal Green,Active,greenja01,109,106,13.8,0.552,0.171,0.301,9.7,20,14.7,7.1,1.4,1.9,14,17,3.5,3.9,7.4,0.111,-1.1,0.7,-0.4,1.3
-2.971929226,0.845207662,Combo Guards,Jannero Pargo,Inactive,pargoja01,96,107,11.8,0.481,0.358,0.118,1.7,9.1,5.4,22.5,1.8,0.3,14.5,23.7,-2,7,4.9,0.032,-1.3,-1.9,-3.2,-2.3
-1.374372453,-1.761656502,Shooting Wings,Jared Cunningham,Inactive,cunnija01,93,107,6.8,0.467,0.358,0.497,1.1,9.3,5.2,9.3,1.8,0.3,13.2,18.1,-0.3,0.5,0.2,0.017,-4.1,-1.8,-5.9,-0.6
0.049226272,-1.03839748,3-and-D Wings,Jared Dudley,Active,dudleja01,115,109,13.3,0.58,0.407,0.253,5,11.1,8,9.9,1.8,0.6,11.3,15,26.4,12.7,39.1,0.109,1.3,0,1.3,14.6
2.569781744,0.909395447,Offensive Centers,Jared Sullinger,Active,sullija01,105,103,16.2,0.493,0.193,0.21,11.5,22.7,17,12,1.4,1.9,10.2,22,6.2,9.1,15.3,0.112,-0.3,0.8,0.5,4.1
1.728550861,-0.199878604,Versatile Forwards,Jarell Martin,Active,martija01,102,106,10.4,0.499,0.108,0.423,9.1,21.1,14.9,3.8,1.3,1.5,13,17.4,0.3,1.1,1.4,0.071,-4.3,-1,-5.3,-0.8
-3.061721101,1.144443372,Combo Guards,Jarrett Jack,Inactive,jackja01,106,111,14.3,0.54,0.238,0.31,1.3,10.5,5.9,25.7,1.5,0.4,16.3,19.9,23.7,11.9,35.6,0.076,0.3,-1.3,-1,5.7
2.35946124,0.596061891,Offensive Centers,Jason Maxiell,Inactive,maxieja01,105,106,13,0.518,0.002,0.43,10.6,16.3,13.4,3.8,1.1,3.4,12.7,15.7,8.1,12.2,20.3,0.086,-2.5,0.6,-2,0.1
-0.68748729,-1.224910909,3-and-D Wings,Jason Richardson,Inactive,richaja01,107,108,16.3,0.528,0.343,0.214,3.9,12.4,8.1,13.7,1.8,0.9,9.8,23.4,36.8,22.3,59.1,0.097,2,-0.7,1.3,24.4
2.163681144,0.061724577,Offensive Centers,Jason Smith,Active,smithja02,102,107,12.9,0.513,0.045,0.211,7.7,16.3,12,7.4,1.1,3.3,12.1,19,4.5,8.4,13,0.068,-2.7,0,-2.7,-1.5
-2.979863014,0.161861477,Scoring Wings,Jason Terry,Active,terryja01,110,108,16.5,0.554,0.38,0.212,1.4,7.4,4.5,22.5,2,0.5,12.4,21.5,69.8,30.5,100.2,0.118,2.7,-1.4,1.3,33.8
2.873360101,0.560681919,Offensive Centers,Jason Thompson,Inactive,thompja02,107,110,13.5,0.53,0.01,0.351,9.6,20.3,14.9,6.8,1,2.1,13.2,16.9,13.6,10.1,23.8,0.077,-1.7,0.1,-1.7,1.3
3.71956295,1.143948713,Defensive Centers,JaVale McGee,Active,mcgeeja01,109,105,18.6,0.566,0.004,0.353,11.8,20.4,16.1,3,1.1,6.8,12.5,19.6,10.9,11,21.8,0.124,-1.9,1,-0.8,2.5
