Season,Player,Pos,Player_ID,url,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,%ASTd_3P,%_CORNER3PA,3P%_CORNER3
Active,C.J. McCollum,SG,mccolcj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccolcj01.html,25,56,1934,20.5,0.591,0.33,0.207,2.6,9.3,5.9,18.6,1.5,1.4,10.4,28.1,4.3,0.8,5.1,0.127,3.9,-2.2,1.7,1.8,0.483,15.7,0.672,0.166,0.136,0.139,0.23,0.328,0.518,0.587,0.504,0.521,0.475,0.41,0.281,0.008,0.741,0.15,0.373
Active,C.J. Miles,SF,milescj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/milescj01.html,29,51,1177,13.5,0.589,0.614,0.148,1.6,12.5,7.1,3.8,1.3,1.5,5.7,18.6,1.5,0.9,2.4,0.098,1.2,-2.1,-0.9,0.3,0.434,19.6,0.386,0.118,0.083,0.046,0.139,0.614,0.461,0.588,0.444,0.4,0.383,0.417,0.584,0.018,0.955,0.282,0.533
Active,C.J. Watson,PG,watsocj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/watsocj01.html,32,46,774,9.6,0.522,0.411,0.317,1.4,8.3,4.8,15.6,2.1,0.1,14.9,13.8,0.3,0.5,0.8,0.05,-2.4,-0.8,-3.3,-0.2,0.389,16.2,0.589,0.211,0.067,0.094,0.217,0.411,0.425,0.5,0.417,0.412,0.359,0.338,0.489,0,0.6,0.257,0.211
Active,C.J. Wilcox,SG,wilcocj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wilcocj01.html,26,16,75,5,0.391,0.706,0.118,2.9,10.5,6.6,16.7,0.7,1.1,18.3,13,-0.1,0,0,-0.032,-5,-1.6,-6.6,-0.1,0.294,21.8,0.294,0.059,0,0.059,0.176,0.706,0.6,0,0,1,0.667,0.167,0.667,0,1,0.25,0
Active,Cameron Payne,PG,payneca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/payneca01.html,22,20,320,6.1,0.402,0.4,0.031,0.7,10,5.4,18.5,1.5,1.2,11.4,19.8,-0.4,0.3,-0.1,-0.019,-4.9,-2,-6.9,-0.4,0.331,16.3,0.6,0.146,0.154,0.169,0.131,0.4,0.346,0.316,0.4,0.364,0.294,0.308,0.148,0,0.875,0.077,0.5
Active,Caris LeVert,SF,leverca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leverca01.html,22,32,642,11,0.532,0.529,0.262,1.8,12.8,7.4,14.1,2.2,0.6,14.4,16.2,0.1,0.4,0.6,0.043,-1.5,-0.3,-1.8,0,0.417,16.1,0.471,0.235,0.112,0.086,0.037,0.529,0.545,0.682,0.238,0.625,0.429,0.303,0.313,0.048,0.6,0.212,0.333
Active,Carmelo Anthony,SF,anthoca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anthoca01.html,32,56,1906,19.4,0.546,0.299,0.271,2.7,16.3,9.5,14.9,1.3,1.1,8.7,29.6,3.3,1.1,4.5,0.112,2.3,-2.2,0.1,1,0.441,16.5,0.701,0.138,0.076,0.198,0.289,0.299,0.469,0.55,0.446,0.424,0.467,0.375,0.308,0.013,0.764,0.11,0.444
Active,Chandler Parsons,SF,parsoch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/parsoch01.html,28,27,523,9.2,0.45,0.411,0.194,0.6,13.8,7.1,13.5,1.7,0.7,7.6,18.3,-0.2,0.6,0.5,0.043,-3,-0.2,-3.2,-0.2,0.35,15,0.589,0.294,0.039,0.139,0.117,0.411,0.406,0.604,0,0.32,0.143,0.27,0.651,0.017,0.8,0.149,0.455
Active,Channing Frye,C,fryech01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fryech01.html,33,48,890,15.4,0.593,0.651,0.146,3.6,18.3,11.1,5.5,1,2.2,8.1,20,1.5,0.9,2.4,0.13,1.1,-1.4,-0.3,0.4,0.434,19.1,0.354,0.135,0.093,0.058,0.071,0.646,0.488,0.571,0.382,0.429,0.5,0.404,0.825,0.044,1,0.209,0.449
Active,Chasson Randle,PG,randlch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/randlch01.html,23,8,74,17.9,0.671,0.577,0.462,0,7.5,3.7,13.4,2,1.1,8.8,20.2,0.2,0.1,0.3,0.201,2.7,-2.6,0.1,0,0.462,17.2,0.423,0.192,0.115,0.077,0.038,0.577,0.545,0.6,0.333,1,0,0.4,0.5,0,0.5,0.067,0
Active,Cheick Diallo,PF,diallch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/diallch01.html,20,9,94,16.9,0.472,0,0.256,13.3,22.6,17.9,5.2,1.6,2.6,4.4,21.4,0.1,0.1,0.2,0.105,-3.8,-0.7,-4.4,-0.1,0.436,10.3,1,0.231,0.179,0.359,0.231,0,0.436,0.667,0.286,0.286,0.556,0,0.647,0.077,0,0,0
Active,Chinanu Onuaku,C,onuakch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/onuakch01.html,20,2,10,37.4,1.042,0,1,11.1,22.2,16.6,15.8,4.8,0,0,12.3,0.1,0,0.1,0.526,10.6,2.2,12.8,0,1,2,1,0.5,0.5,0,0,0,1,1,1,0,0,0,0.5,0,0,0,0
Active,Chris Andersen,C,anderch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderch01.html,38,12,114,11.6,0.497,0.136,0.636,8.9,20.7,15,5.9,2.2,4.9,15.1,12.8,0.1,0.2,0.3,0.109,-3.6,3.3,-0.3,0,0.409,7.3,0.864,0.636,0.045,0.045,0.136,0.136,0.474,0.5,1,0,0.333,0,0.556,0.136,0,0,0
Active,Chris McCullough,PF,mcculch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcculch01.html,21,14,72,16.9,0.541,0.194,0.097,13.4,11.6,12.5,4.9,0.7,2.1,5.8,20.4,0.1,0,0.1,0.091,-0.9,-3.1,-4,0,0.516,10.4,0.806,0.452,0.065,0.129,0.161,0.194,0.6,0.571,0.5,1,0.4,0.167,0.667,0.161,1,0.333,0
Active,Chris Paul,PG,paulch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/paulch01.html,31,36,1112,27.3,0.611,0.399,0.363,2.7,16,9.5,50,3.6,0.4,14.3,24.1,4.8,1.7,6.6,0.283,8.2,1.6,9.8,3.3,0.471,18.1,0.601,0.077,0.074,0.209,0.241,0.399,0.521,0.618,0.545,0.484,0.514,0.395,0.094,0,0.343,0.096,0.412
Active,Christian Wood,PF,woodch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/woodch01.html,21,3,16,17.3,0.515,0.667,0.667,0,40.2,20.2,8.7,0,10.7,0,10.8,0,0,0.1,0.174,-4.9,5.3,0.4,0,0.333,16,0.333,0.333,0,0,0,0.667,1,1,0,0,0,0,1,0.333,0,0.5,0
Active,Clint Capela,C,capelca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/capelca01.html,22,43,1000,20.9,0.636,0,0.321,11.2,24.4,17.8,6.3,1,4.7,11.6,19.6,2.3,1.5,3.8,0.18,-0.5,1.1,0.6,0.6,0.65,2.1,1,0.76,0.231,0.008,0,0,0.65,0.736,0.381,0.333,0,0,0.831,0.314,0,0,0
Active,Cody Zeller,PF,zelleco01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/z/zelleco01.html,24,39,1044,17.2,0.621,0,0.473,9.3,16.7,13,8.7,1.4,3.4,12.6,16.6,2.1,1.5,3.6,0.166,-0.1,2.2,2.1,1.1,0.587,4.3,1,0.658,0.203,0.032,0.107,0,0.587,0.649,0.509,0.556,0.367,0,0.788,0.206,0,0,0
Active,Cole Aldrich,C,aldrico01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/aldrico01.html,28,51,472,13.3,0.553,0,0.284,11.4,24.3,17.7,7.3,2.5,3.8,13.5,9,0.7,0.7,1.3,0.135,-1.5,3.1,1.6,0.4,0.527,3.1,1,0.554,0.432,0.014,0,0,0.527,0.683,0.344,0,0,0,0.718,0.149,0,0,0
Active,Corey Brewer,SF,breweco01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/breweco01.html,30,58,923,7.6,0.491,0.414,0.194,2.5,11.2,6.9,9,2,1,12.7,13.1,0,0.9,1,0.05,-3.1,0.1,-3,-0.2,0.414,12.6,0.586,0.383,0.167,0.022,0.013,0.414,0.541,0.598,0.395,0.4,1,0.234,0.694,0.07,1,0.638,0.267
Active,Cory Joseph,SG,josepco01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/josepco01.html,25,55,1243,13.1,0.513,0.17,0.218,2.8,10.5,6.6,18.1,1.6,0.3,11.1,18.4,1.2,0.8,2,0.079,-0.7,-1.1,-1.8,0.1,0.443,11.7,0.83,0.28,0.208,0.117,0.225,0.17,0.452,0.607,0.402,0.306,0.383,0.394,0.166,0,0.929,0.352,0.32
Active,Courtney Lee,SG,leeco01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leeco01.html,31,52,1630,11.5,0.561,0.406,0.11,2.6,8.5,5.5,9.4,1.4,0.8,7.6,13.5,2.2,0.5,2.7,0.079,0.6,-0.9,-0.3,0.7,0.464,16.2,0.596,0.147,0.118,0.143,0.197,0.404,0.491,0.609,0.4,0.507,0.424,0.423,0.555,0.013,0.875,0.413,0.474
Active,Cristiano Felicio,C,feliccr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/feliccr01.html,24,48,753,15.8,0.588,0,0.478,14,19.6,16.8,5.7,1.2,1.3,10.1,12.5,1.7,0.8,2.5,0.158,-0.2,0.2,0,0.4,0.553,4.4,1,0.708,0.118,0.037,0.137,0,0.553,0.649,0.368,0.333,0.273,0,0.573,0.199,0,0,0
Active,D'Angelo Russell,PG,russeda01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/russeda01.html,20,42,1112,15.3,0.507,0.441,0.231,2.2,13.6,7.7,28.9,2.2,1,15.9,26.8,0.1,0.7,0.7,0.032,0.9,-1.2,-0.4,0.5,0.392,17,0.559,0.122,0.152,0.148,0.137,0.441,0.426,0.538,0.469,0.329,0.384,0.349,0.22,0.004,0.659,0.123,0.483
Active,D.J. Augustin,PG,augusdj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/augusdj01.html,29,57,1177,12,0.537,0.548,0.31,0.8,7.3,4,22.2,1,0.1,12.8,19.4,1,0.4,1.4,0.057,-0.1,-3.3,-3.4,-0.4,0.389,17.9,0.459,0.162,0.1,0.065,0.132,0.541,0.418,0.508,0.425,0.269,0.358,0.364,0.208,0,0.759,0.212,0.348
Active,Damian Jones,C,jonesda03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jonesda03.html,21,8,45,6,0.571,0,0.857,15.8,11.4,13.4,0,1.1,3.5,34.2,14,0,0.1,0,0.03,-5.9,-1.8,-7.7,-0.1,0.571,5.9,1,0.714,0,0,0.286,0,0.571,0.6,0,0,0.5,0,1,0.143,0,0,0
Active,Damian Lillard,PG,lillada01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lillada01.html,26,51,1832,22.1,0.571,0.377,0.369,2.1,13.2,7.5,28,1,0.7,10.3,30.6,5.1,0.6,5.7,0.15,5.2,-2.4,2.8,2.2,0.435,15,0.625,0.267,0.127,0.082,0.15,0.375,0.485,0.596,0.344,0.386,0.457,0.351,0.258,0.003,0.571,0.04,0.4
Active,Damjan Rudez,SF,rudezda01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rudezda01.html,30,35,267,7.4,0.507,0.771,0,2,7.6,4.7,8.7,2.1,0.3,10.3,13,0,0.2,0.2,0.035,-2,-1.3,-3.3,-0.1,0.371,22.6,0.229,0.043,0.014,0.029,0.143,0.771,0.438,0.667,0,0.5,0.4,0.352,0.714,0,1,0.167,0.111
Active,Daniel Ochefu,C,ochefda01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/ochefda01.html,23,13,47,4.3,0.441,0,0.133,4.9,30.7,18,6.1,1.1,0,15.9,17.7,-0.1,0.1,0,-0.016,-8.3,-1.3,-9.6,-0.1,0.467,2.7,1,0.667,0.333,0,0,0,0.467,0.6,0.2,0,0,0,0.571,0.133,0,0,0
Active,Danilo Gallinari,SF,gallida01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gallida01.html,28,44,1504,15.9,0.603,0.411,0.521,1.8,14.4,8,9.4,0.9,0.6,8.9,19.3,3.8,0.3,4.1,0.132,2.1,-2,0.1,0.8,0.435,16.3,0.59,0.212,0.077,0.106,0.196,0.41,0.476,0.645,0.425,0.309,0.402,0.376,0.493,0.063,0.95,0.192,0.488
Active,Danny Green,SG,greenda02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greenda02.html,29,48,1282,10.9,0.574,0.721,0.057,1.6,12,7,9.3,2,2.4,13.9,13.2,0.7,2.1,2.8,0.104,0.6,2.4,3,1.6,0.419,20.2,0.279,0.098,0.083,0.041,0.057,0.721,0.455,0.613,0.423,0.154,0.444,0.405,0.525,0.006,0.924,0.317,0.431
Active,Dante Cunningham,SF,cunnida01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/cunnida01.html,29,42,1056,8.9,0.537,0.511,0.059,3.5,14.2,8.8,3.9,1,1.6,7.2,11,0.4,1,1.4,0.065,-2.1,0.7,-1.5,0.1,0.438,15.9,0.488,0.258,0.096,0.025,0.108,0.513,0.487,0.581,0.391,0.333,0.385,0.39,0.789,0.063,1,0.602,0.419
Active,Dante Exum,PG,exumda01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/exumda01.html,21,42,779,8.5,0.519,0.412,0.159,2.3,8.7,5.6,14.1,0.9,0.8,15.3,17.7,0,0.9,0.9,0.055,-1.9,-0.4,-2.4,-0.1,0.433,12.8,0.588,0.433,0.082,0.034,0.039,0.412,0.547,0.574,0.526,0.375,0.444,0.271,0.32,0.06,1,0.427,0.195
Active,Danuel House,SG,houseda01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/houseda01.html,23,1,1,12.3,,,,0,100,56.5,0,0,0,,0,0,0,0,0.175,-16.5,-4.2,-20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Active,Dario Saric,PF,saricda01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/saricda01.html,22,56,1368,11.5,0.498,0.394,0.208,6,20.7,13.4,11.8,1.3,0.9,15,22.9,-1,1.5,0.4,0.015,-2.7,-0.3,-3,-0.3,0.397,14.7,0.606,0.281,0.12,0.052,0.159,0.394,0.442,0.567,0.418,0.345,0.281,0.327,0.56,0.013,0.931,0.105,0.348
Active,Darrell Arthur,PF,arthuda01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/arthuda01.html,28,29,473,13.6,0.616,0.539,0.06,4.9,14.5,9.7,10,0.8,2.6,14.9,18,0.6,0.2,0.8,0.085,1.1,-1.4,-0.3,0.2,0.473,18.9,0.461,0.126,0.036,0.078,0.222,0.539,0.455,0.571,0,0.538,0.432,0.489,0.8,0.024,0.977,0.278,0.52
Active,Darren Collison,PG,collida01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/collida01.html,29,49,1516,15.2,0.578,0.275,0.223,1.5,6.5,4,22.4,1.7,0.3,12.4,19.7,2.3,0.6,3,0.093,1,-2.6,-1.6,0.2,0.479,14,0.726,0.237,0.152,0.085,0.253,0.274,0.499,0.633,0.427,0.435,0.438,0.426,0.408,0.002,0.746,0.284,0.571
Active,Darrun Hilliard,SG,hillida01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hillida01.html,23,27,290,3.5,0.413,0.375,0.25,0.8,9.8,5.2,11.1,1.2,0.3,15.8,19.5,-0.6,0.3,-0.4,-0.062,-5.9,-1.3,-7.2,-0.4,0.323,16.9,0.625,0.125,0.146,0.083,0.271,0.375,0.367,0.583,0.286,0.375,0.308,0.25,0.364,0,0.889,0.361,0.308
Active,David Lee,PF,leeda02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leeda02.html,33,55,1023,18.8,0.62,0,0.287,11.2,22.5,17,13.5,1.1,1.8,14.5,17,2.4,1.7,4.1,0.193,1,2.1,3.2,1.3,0.597,4.7,1,0.59,0.249,0.082,0.078,0,0.597,0.699,0.438,0.583,0.348,0,0.691,0.106,0,0,0
Active,David West,PF,westda01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/westda01.html,36,42,484,16.5,0.582,0.03,0.261,6.4,18.6,12.9,23.8,2.8,3.1,21.9,17,0.6,1,1.6,0.158,-1.2,3.5,2.3,0.5,0.543,11,0.971,0.283,0.203,0.109,0.377,0.029,0.545,0.667,0.571,0.333,0.5,0.5,0.863,0.051,1,0,0
Active,Davis Bertans,PF,bertada01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bertada01.html,24,48,556,13,0.606,0.729,0.194,3.2,10.3,6.8,8.8,1.3,3,10.6,15.3,0.8,0.8,1.6,0.142,1.4,0.6,2,0.6,0.439,20,0.271,0.168,0.039,0.006,0.058,0.729,0.571,0.692,0.333,0,0.444,0.389,0.792,0.071,0.977,0.204,0.478
Active,DeAndre Jordan,C,jordade01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jordade01.html,28,56,1751,20.8,0.664,0.003,0.739,12.8,35.2,24.3,5.6,0.9,4.5,14.6,15.1,4.3,3.3,7.6,0.207,0.2,3,3.3,2.3,0.689,1.4,0.997,0.863,0.134,0,0,0.003,0.69,0.733,0.415,0,0,0,0.71,0.463,0,0,0
Active,DeAndre Liggins,SG,liggide01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/liggide01.html,28,45,645,8,0.501,0.379,0.267,2.1,10.3,6.3,9.3,3,1.7,19.3,10.9,-0.1,0.8,0.7,0.052,-3,2.3,-0.6,0.2,0.398,12.6,0.627,0.407,0.085,0.034,0.102,0.373,0.405,0.542,0.1,0,0.25,0.386,0.467,0.008,0.941,0.614,0.444
Active,DeAndre' Bembry,SF,bembrde01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bembrde01.html,22,26,269,8.7,0.474,0.149,0.189,3.3,13.3,8.4,11.2,0.9,0.9,11.1,14.7,-0.1,0.3,0.2,0.035,-4.6,-0.4,-5,-0.2,0.473,7.6,0.851,0.595,0.095,0.122,0.041,0.149,0.556,0.636,0.143,0.333,1,0,0.657,0.108,0,0.182,0
Active,DeMar DeRozan,SG,derozde01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/derozde01.html,27,50,1775,23.8,0.547,0.071,0.407,3.1,13.9,8.4,19.3,1.6,0.4,8.6,34.2,4.3,1.4,5.7,0.153,1.8,-1.8,0,0.9,0.464,12.5,0.929,0.14,0.236,0.253,0.3,0.071,0.48,0.689,0.464,0.481,0.393,0.253,0.203,0.023,0.842,0.413,0.387
Active,DeMarcus Cousins,C,couside01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/couside01.html,26,55,1891,26.6,0.562,0.239,0.491,7.1,29.1,18.1,28,2,3.6,13.2,37.5,3.7,2.7,6.4,0.163,4.5,2.6,7.1,4.3,0.579,12.6,0.737,0.474,0,0,0.263,0.263,0.714,0.778,0,0,0.6,0.2,0.5,0,1,0,0
Active,DeMarre Carroll,SF,carrode01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/carrode01.html,30,52,1418,12.7,0.544,0.573,0.204,3.7,13.1,8.4,5.3,2.2,1.2,7.7,15.8,1.6,1.4,3,0.1,1,0,1,1.1,0.413,17.5,0.427,0.164,0.138,0.049,0.077,0.573,0.495,0.614,0.407,0.429,0.424,0.352,0.611,0.014,0.942,0.307,0.4
Active,Dejounte Murray,PG,murrade01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/murrade01.html,20,31,243,9.9,0.519,0.196,0.258,2.4,11.8,7.2,19.8,1,1.4,22.3,25.8,-0.3,0.3,0,-0.007,-4.7,-1,-5.7,-0.2,0.443,9.5,0.804,0.278,0.392,0.082,0.052,0.196,0.449,0.593,0.421,0.25,0.2,0.421,0.429,0.021,0.875,0.263,0.6
Active,Delon Wright,PG,wrighde01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wrighde01.html,24,2,37,19,0.674,0.286,0.857,3,3.1,3,11.4,2.7,2.3,0,11.6,0.1,0,0.2,0.227,2.8,-0.3,2.5,0,0.571,9.3,0.714,0.571,0,0.143,0,0.286,0.8,0.75,0,1,0,0,0.25,0.143,0,0.5,0
Active,Demetrius Jackson,PG,jacksde01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jacksde01.html,22,4,17,31.2,0.753,0.25,1.5,13.2,13.2,13.2,28,0,0,0,17.5,0.1,0,0.1,0.387,9.5,-3,6.5,0,0.75,14.8,0.75,0.25,0,0,0.5,0.25,0.667,1,0,0,0.5,1,0.5,0,1,0,0
Active,Dennis Schroder,PG,schrode01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/schrode01.html,23,56,1728,16.5,0.541,0.244,0.231,1.8,8.4,5.2,35.3,1.3,0.4,15.9,27.3,1.4,1.5,2.9,0.081,1,-1.9,-0.9,0.5,0.458,11.8,0.756,0.373,0.134,0.093,0.158,0.244,0.494,0.556,0.382,0.461,0.462,0.345,0.218,0.002,0.71,0.09,0.556
Active,Denzel Valentine,SG,valende01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/valende01.html,23,32,401,5.6,0.438,0.697,0.084,0.8,13.7,7.2,7.9,2.1,0.6,14.5,15.7,-0.5,0.4,-0.1,-0.008,-3.7,-0.6,-4.3,-0.2,0.319,21,0.303,0.067,0.092,0.05,0.092,0.697,0.361,0.5,0.273,0.5,0.273,0.301,0.385,0,0.92,0.241,0.35
Active,Deron Williams,PG,willide01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willide01.html,32,40,1171,15.3,0.532,0.399,0.185,1.2,9.4,5.1,40,1.1,0.2,16.5,23.8,1.2,0.7,1.8,0.075,1.1,-2.4,-1.3,0.2,0.43,16.8,0.601,0.13,0.137,0.112,0.22,0.399,0.484,0.542,0.484,0.451,0.47,0.348,0.205,0,0.714,0.149,0.444
Active,Derrick Favors,PF,favorde01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/favorde01.html,25,40,938,15.3,0.501,0.025,0.296,8.6,20.8,14.9,7.5,2.1,2.9,11.4,20.7,0.2,1.9,2.1,0.107,-3,2.7,-0.3,0.4,0.469,8.7,0.975,0.377,0.191,0.179,0.228,0.025,0.475,0.557,0.484,0.431,0.365,0.25,0.8,0.12,1,0.375,0.333
Active,Derrick Jones,SF,jonesde02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jonesde02.html,19,7,24,23.5,0.854,0,0.167,8.9,4.8,6.9,6.9,0,3.4,0,11.3,0.1,0,0.1,0.252,4.5,-1.7,2.8,0,0.833,0.5,1,1,0,0,0,0,0.833,0.833,0,0,0,0,0.6,0.5,0,0,0
Active,Derrick Rose,PG,rosede01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rosede01.html,28,48,1544,16.4,0.518,0.072,0.228,3.8,9.3,6.5,23.1,1.1,0.9,12.7,26.2,1.3,0.4,1.7,0.053,-0.2,-2.1,-2.3,-0.1,0.462,8.7,0.929,0.414,0.2,0.162,0.151,0.071,0.479,0.549,0.414,0.431,0.417,0.241,0.207,0.011,0.692,0.148,0.625
Active,Derrick Williams,PF,willide02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willide02.html,25,19.33333333,312,12,0.558666667,0.355333333,0.547333333,2.766666667,15.66666667,9.3,5.3,0.933333333,0.6,7.6,17.93333333,0.066666667,0.333333333,0.4,0.087333333,-2.1,-1.8,-3.933333333,-0.2,0.571,13.2,0.536,0.429,0.036,0,0.071,0.464,0.733,0.833,0,0,0.5,0.385,0.727,0.143,1,0.385,0.6
Active,Devin Booker,SG,bookede01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bookede01.html,20,56,1933,14.2,0.53,0.288,0.286,1.9,7.2,4.5,15.6,1.2,0.7,12.7,27.9,1.1,0.4,1.5,0.037,0.2,-2.9,-2.7,-0.3,0.425,14.6,0.712,0.213,0.127,0.15,0.221,0.288,0.448,0.594,0.405,0.336,0.411,0.367,0.309,0.024,0.79,0.147,0.405
Active,Devin Harris,PG,harride01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harride01.html,33,39,652,12,0.523,0.526,0.381,1.5,13.2,7.1,15.9,1.8,0.4,10.6,18.4,0.5,0.6,1.1,0.08,-0.9,-0.5,-1.4,0.1,0.361,16.9,0.474,0.247,0.113,0.021,0.093,0.526,0.402,0.458,0.364,0.5,0.278,0.324,0.351,0,0.788,0.225,0.348
Active,Dewayne Dedmon,C,dedmode01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dedmode01.html,27,50,865,17.1,0.649,0,0.365,11,31.2,21.4,4.7,1.6,3.9,14.1,12.6,1.7,2,3.7,0.207,-1,3.2,2.3,0.9,0.624,3.3,1,0.691,0.213,0.056,0.039,0,0.624,0.707,0.421,0.4,0.571,0,0.739,0.27,0,0,0
