,labels,x,y,Player
504,6,4.13658833763,1.31225296319,Samuel Dalembert
505,5,2.41505431972,0.631819340897,Sasha Kaun
506,8,-1.07354763622,-0.669113767316,Sasha Vujacic
507,8,-0.939693878572,-1.10190144764,Sean Kilpatrick
508,4,-3.97709601255,1.3822835135,Sebastian Telfair
509,4,-3.31921492113,1.16792695764,Semaj Christon
510,5,3.3187243251,0.306748682759,Serge Ibaka
511,9,-0.376117568836,-0.829814548003,Sergey Karasev
512,3,-4.81777294424,2.839212101,Sergio Rodriguez
513,1,-2.51359343003,-0.600477340908,Seth Curry
514,7,0.694336563494,-1.04573209296,Shabazz Muhammad
515,4,-3.82285707196,0.776176483946,Shabazz Napier
516,4,-3.18515540781,0.990599082791,Shane Larkin
517,8,-1.30637568772,-1.15072829551,Shannon Brown
518,4,-2.17618971842,1.54918749486,Shaun Livingston
519,5,2.43951673612,0.859262657462,Shavlik Randolph
520,0,1.80902707966,-0.950287897688,Shawn Marion
521,7,0.44927443911,-0.939571265738,Shawne Williams
522,5,2.40418520682,0.464857061998,Shayne Whittington
523,8,-1.3670122325,-1.03185201233,Sheldon McClellan
524,4,-3.4424003081,1.24696942017,Shelvin Mack
525,8,-1.13543614159,-0.959522120456,Solomon Hill
526,9,-0.311413814685,-0.330950896613,Sonny Weems
527,4,-3.26531995811,1.45378851659,Spencer Dinwiddie
528,5,2.13936472395,0.794709971163,Spencer Hawes
529,8,-0.80492049936,-0.900970738507,Stanley Johnson
530,4,-3.20771537412,0.882330457112,Stephen Curry
531,4,-3.58470330211,1.06522412924,Steve Blake
532,2,-0.174409252527,-1.77370853044,Steve Novak
533,5,2.8974535823,1.06051070831,Steven Adams
534,3,-4.37983297745,3.00319495668,T.J. McConnell
535,7,0.363738539498,-1.09048804657,T.J. Warren
536,5,2.48520184187,0.441472330353,Taj Gibson
537,6,3.1946476254,1.09682646871,Tarik Black
538,9,0.197591039178,-0.795511892502,Taurean Waller-Prince
539,9,-0.39252631469,-0.767448511357,Tayshaun Prince
540,0,2.07328392609,-0.327235879253,Terrence Jones
541,2,-0.736822830537,-1.74338604215,Terrence Ross
542,1,-1.70154599556,0.103420687403,Terry Rozier
543,2,-0.254141359398,-1.43464509807,Thabo Sefolosha
544,7,0.887090355048,-0.838817804095,Thaddeus Young
545,5,2.49948017255,0.764308802365,Thomas Robinson
546,0,2.30277961693,-0.420545342952,Thon Maker
547,0,2.11430337837,0.452476790548,Tiago Splitter
548,5,3.17109789901,0.929363742276,Tim Duncan
549,3,-3.68087418075,2.66102701548,Tim Frazier
550,8,-1.23675453192,-1.45480577129,Tim Hardaway
551,5,3.25305555713,0.501272228339,Timofey Mozgov
552,2,-0.453238642298,-1.08228266523,Timothe Luwawu-Cabarrot
553,7,0.772683837385,-1.06046943419,Tobias Harris
554,1,-1.94633755914,1.1861010904,Tomas Satoransky
555,1,-2.3642643334,-0.0758535502729,Toney Douglas
556,2,-0.327457973881,-1.19520171681,Tony Allen
557,4,-3.53548628383,1.30806565786,Tony Parker
558,2,-0.685552759462,-1.39511383714,Tony Snell
559,1,-2.59318720613,0.616602879694,Tony Wroten
560,4,-2.54577437053,0.898393901312,Toure' Murry
561,9,-0.399251253057,0.481804471682,Travis Wear
562,2,-0.575102744543,-1.59469173981,Trevor Ariza
563,0,1.93811770457,-0.0013769383764,Trevor Booker
564,4,-3.39899668083,1.10790624679,Trey Burke
565,7,0.569313818959,-0.809844060481,Trey Lyles
566,5,3.07589801398,0.95459000424,Tristan Thompson
567,8,-1.03529304699,-0.988623865502,Troy Daniels
568,8,-1.43831663643,-1.63802014398,Troy Williams
569,3,-4.11197203209,1.70127552371,Ty Lawson
570,4,-3.48976160069,1.5517911211,Tyler Ennis
571,0,2.12512837348,0.0507264822157,Tyler Hansbrough
572,8,-1.12720177603,-0.484577985125,Tyler Johnson
573,3,-4.06729811663,1.9709100429,Tyler Ulis
574,5,2.83012998938,1.1174106673,Tyler Zeller
575,1,-2.2475911773,0.778762521491,Tyreke Evans
576,0,2.068729055,-0.011272084754,Tyrus Thomas
577,6,3.49339942548,0.916283728316,Tyson Chandler
578,3,-4.6096397183,1.51811304215,Tyus Jones
579,0,2.46518853276,-0.197335973005,Udonis Haslem
580,7,0.596170657813,-1.2613086967,Victor Claver
581,1,-2.06353254375,-0.409307413093,Victor Oladipo
582,9,-0.875938142286,-0.0849560932853,Vince Carter
583,4,-3.28764606649,1.56758639883,Wade Baldwin
584,8,-1.14010245974,-1.31924042403,Wayne Ellington
585,2,0.175306017144,-1.59125251539,Wesley Johnson
586,8,-1.22757106384,-1.67579864078,Wesley Matthews
587,9,-0.524616189348,-0.441290078923,Will Barton
588,3,-3.92926007985,1.9453677371,Will Bynum
589,0,2.07406610845,0.110726371413,Willie Cauley-Stein
590,8,-1.33217237277,-0.712618564996,Willie Green
591,6,3.90106834625,1.29204608546,Willie Reed
592,6,3.21769155351,1.06022049745,Willy Hernangomez
593,7,0.347474062348,-0.962850964404,Wilson Chandler
594,2,-0.604677012805,-1.39581441747,Xavier Henry
595,1,-1.99787870388,-0.216234913871,Zach LaVine
596,5,2.41651279586,0.399774590891,Zach Randolph
597,5,2.19570662926,1.0067572042,Zaza Pachulia
