,labels,x,y,Player,Status
426,0,-1.40871977202,-1.07875540056,Norman Powell,Active
427,2,-2.48614325163,0.280650398212,Norris Cole,Inactive
428,6,-1.51459660437,-0.272732622722,O.J. Mayo,Inactive
429,3,2.89523816375,1.3118731137,Ognjen Kuzmic,Inactive
430,7,2.63070953644,0.000269928241673,Omer Asik,Active
431,4,0.654452017478,-0.891777845714,Omri Casspi,Active
432,0,-0.701147071867,-0.678344525059,Orlando Johnson,Inactive
433,4,0.68791622681,-1.35480118697,Otto Porter,Active
434,5,-0.383322676036,-1.60837356922,P.J. Hairston,Inactive
435,5,-0.11075884238,-1.12367562288,P.J. Tucker,Active
436,2,-2.85693977355,0.770033142856,Pablo Prigioni,Inactive
437,1,1.67079843504,0.243078296864,Pascal Siakam,Active
438,8,0.140933816364,-0.357422351422,Pat Connaughton,Active
439,6,-1.74419389863,-0.134110530287,Patrick Beverley,Active
440,5,-0.668848614824,-1.21489631492,Patrick McCaw,Active
441,1,1.15846235784,-0.601007788795,Patrick Patterson,Active
442,6,-2.07882720979,-0.386920829614,Patty Mills,Active
443,7,2.04415683629,0.632468754236,Pau Gasol,Active
444,0,-0.794752098241,-0.689863065661,Paul George,Active
445,1,1.79180247161,0.0779765272522,Paul Millsap,Active
446,0,-0.620893768367,-0.325609505977,Paul Pierce,Active
447,4,0.325129173991,-1.50944556703,Paul Zipser,Active
448,4,0.843984975029,-0.700641785447,Pero Antic,Inactive
449,4,0.474068498293,-1.18733483488,Perry Jones,Inactive
450,9,-3.91112522845,1.74532703517,Phil Pressey,Inactive
451,1,1.60207498023,-0.347272641594,Quincy Acy,Active
452,5,-0.137097613671,-0.810424381245,Quincy Miller,Inactive
453,5,-0.432253146418,-1.32316073811,Quincy Pondexter,Inactive
454,5,-0.89456877361,-1.82856832759,R.J. Hunter,Active
455,9,-3.1356044972,2.44008025537,Rajon Rondo,Active
456,2,-2.20548632142,1.34614144641,Ramon Sessions,Active
457,6,-2.21454329948,0.0200562047674,Randy Foye,Active
458,5,-0.743283758893,-1.49843183568,Rashad Vaughn,Active
