Season,Player,Pos,Player_ID,url
Active,E'Twaun Moore,SG,mooreet01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mooreet01.html
Inactive,Earl Barron,C,barroea01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/barroea01.html
Inactive,Earl Clark,PF,clarkea01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/clarkea01.html
Active,Ed Davis,PF,davised01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davised01.html
Inactive,Ekpe Udoh,PF,udohek01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/u/udohek01.html
Active,Elfrid Payton,PG,paytoel01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/paytoel01.html
Inactive,Elijah Millsap,SG,millsel01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millsel01.html
Inactive,Elliot Williams,SG,williel01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/williel01.html
Inactive,Elton Brand,C,brandel01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brandel01.html
Active,Emmanuel Mudiay,PG,mudiaem01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mudiaem01.html
Active,Enes Kanter,C,kanteen01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kanteen01.html
Active,Eric Bledsoe,PG,bledser01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bledser01.html
Active,Eric Gordon,SG,gordoer01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gordoer01.html
Inactive,Eric Moreland,PF,moreler01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/moreler01.html
Inactive,Erick Green,PG,greener01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greener01.html
Active,Ersan Ilyasova,PF,ilyaser01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/ilyaser01.html
Active,Evan Fournier,SG,fournev01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fournev01.html
Active,Evan Turner,SG,turneev01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turneev01.html
Inactive,Festus Ezeli,C,ezelife01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/ezelife01.html
Inactive,Francisco Garcia,SF,garcifr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/garcifr01.html
Active,Frank Kaminsky,C,kaminfr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kaminfr01.html
Active,Fred VanVleet,PG,vanvlfr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vanvlfr01.html
Inactive,Furkan Aldemir,PF,aldemfu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/aldemfu01.html
Inactive,Gal Mekel,PG,mekelga01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mekelga01.html
Active,Garrett Temple,SG,templga01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/templga01.html
Active,Gary Harris,SG,harriga01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harriga01.html
Active,Gary Neal,SG,nealga01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nealga01.html
Active,George Hill,PG,hillge01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hillge01.html
Active,Georges Niang,PF,niangge01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/niangge01.html
Active,Georgios Papagiannis,C,papagge01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/papagge01.html
Active,Gerald Green,SG,greenge01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greenge01.html
Active,Gerald Henderson,SG,hendege02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hendege02.html
Inactive,Gerald Wallace,SF,wallage01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wallage01.html
Active,Giannis Antetokounmpo,SF,antetgi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/antetgi01.html
Inactive,Glen Davis,PF,davisgl01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davisgl01.html
Inactive,Glen Rice,SG,ricegl02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/ricegl02.html
Active,Glenn Robinson,SF,robingl02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/robingl02.html
Active,Goran Dragic,PG,dragigo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dragigo01.html
Active,Gordon Hayward,SF,haywago01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/haywago01.html
Active,Gorgui Dieng,PF,dienggo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dienggo01.html
Inactive,Grant Jerrett,PF,jerregr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jerregr01.html
Active,Greg Monroe,C,monrogr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/monrogr01.html
Inactive,Greg Smith,PF,smithgr02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithgr02.html
Inactive,Greg Stiemsma,C,stiemgr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stiemgr01.html
Active,Greivis Vasquez,PG,vasqugr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vasqugr01.html
Active,Harrison Barnes,PF,barneha02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/barneha02.html
Active,Hassan Whiteside,C,whiteha01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/whiteha01.html
Inactive,Hedo Turkoglu,SF,turkohe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turkohe01.html
Active,Henry Ellenson,PF,ellenhe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/ellenhe01.html
Inactive,Henry Sims,C,simshe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/simshe01.html
Inactive,Henry Walker,SF,walkebi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/walkebi01.html
Active,Hollis Thompson,SG,thompho01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thompho01.html
Active,Ian Clark,SG,clarkia01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/clarkia01.html
Active,Ian Mahinmi,C,mahinia01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mahinia01.html
Active,Iman Shumpert,SG,shumpim01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/shumpim01.html
Active,Isaiah Canaan,SG,canaais01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/canaais01.html
Active,Isaiah Thomas,PG,thomais02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thomais02.html
Active,Isaiah Whitehead,PG,whiteis01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/whiteis01.html
Active,Ish Smith,PG,smithis01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithis01.html
Active,Ivica Zubac,C,zubaciv01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/z/zubaciv01.html
Active,J.J. Barea,PG,bareajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bareajo01.html
Inactive,J.J. Hickson,C,hicksjj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hicksjj01.html
Inactive,J.J. O'Brien,SF,obriejj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/obriejj01.html
Active,J.J. Redick,SG,redicjj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/redicjj01.html
Active,J.R. Smith,SG,smithjr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithjr01.html
Inactive,Jabari Brown,SG,brownja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownja01.html
Active,Jabari Parker,PF,parkeja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/parkeja01.html
Inactive,Jack Cooley,PF,cooleja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/cooleja01.html
Active,Jae Crowder,SF,crowdja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/crowdja01.html
Active,Jahlil Okafor,C,okafoja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/okafoja01.html
Inactive,JaKarr Sampson,SF,sampsja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sampsja02.html
Active,Jake Layman,SF,laymaja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/laymaja01.html
Active,Jakob Poeltl,C,poeltja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/poeltja01.html
Inactive,Jamaal Franklin,SG,frankja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/frankja01.html
Active,Jamal Crawford,SG,crawfja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/crawfja01.html
Active,Jamal Murray,SG,murraja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/murraja01.html
Active,Jameer Nelson,PG,nelsoja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nelsoja01.html
Inactive,James Anderson,SG,anderja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderja01.html
Active,James Ennis,SF,ennisja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/ennisja01.html
Active,James Harden,PG,hardeja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hardeja01.html
Active,James Johnson,PF,johnsja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsja01.html
Active,James Jones,SF,jonesja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jonesja02.html
Active,James Michael McAdoo,PF,mcadoja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcadoja01.html
Active,James Young,SG,youngja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/y/youngja01.html
Active,JaMychal Green,PF,greenja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greenja01.html
Inactive,Jannero Pargo,PG,pargoja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pargoja01.html
Inactive,Jared Cunningham,SG,cunnija01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/cunnija01.html
Active,Jared Dudley,PF,dudleja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dudleja01.html
Active,Jared Sullinger,PF,sullija01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sullija01.html
Inactive,Jarell Eddie,SF,eddieja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/eddieja01.html
Active,Jarell Martin,PF,martija01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/martija01.html
Active,Jarnell Stokes,PF,stokeja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stokeja01.html
Inactive,Jarrett Jack,PG,jackja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jackja01.html
Inactive,Jason Maxiell,PF,maxieja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/maxieja01.html
Inactive,Jason Richardson,SG,richaja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/richaja01.html
Active,Jason Smith,C,smithja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithja02.html
Active,Jason Terry,SG,terryja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/terryja01.html
Inactive,Jason Thompson,PF,thompja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thompja02.html
Active,JaVale McGee,C,mcgeeja01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcgeeja01.html
Active,Jaylen Brown,SF,brownja02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownja02.html
Inactive,Jeff Adrien,PF,adrieje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/adrieje01.html
Inactive,Jeff Ayres,C,pendeje02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pendeje02.html
Active,Jeff Green,SF,greenje02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greenje02.html
Active,Jeff Teague,PG,teaguje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/teaguje01.html
Active,Jeff Withey,C,witheje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/witheje01.html
Inactive,Jeffery Taylor,SF,tayloje03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tayloje03.html
Active,Jerami Grant,SF,grantje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/grantje01.html
Inactive,Jerel McNeal,PG,mcneaje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcneaje01.html
Inactive,Jeremy Evans,SF,evansje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/evansje01.html
Active,Jeremy Lamb,SG,lambje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lambje01.html
Active,Jeremy Lin,PG,linje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/linje01.html
Active,Jerian Grant,PG,grantje02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/grantje02.html
Inactive,Jerome Jordan,C,jordaje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jordaje01.html
Inactive,Jerrelle Benimon,PF,benimje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/benimje01.html
Active,Jerryd Bayless,PG,bayleje01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bayleje01.html
Inactive,Jimmer Fredette,SG,fredeji01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fredeji01.html
Active,Jimmy Butler,SF,butleji01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/butleji01.html
Active,Joakim Noah,C,noahjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/noahjo01.html
Active,Jodie Meeks,SG,meeksjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/meeksjo01.html
Active,Joe Harris,SG,harrijo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harrijo01.html
Active,Joe Ingles,SF,inglejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/inglejo01.html
Active,Joe Johnson,SF,johnsjo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsjo02.html
Active,Joe Young,PG,youngjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/y/youngjo01.html
Active,Joel Anthony,C,anthojo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anthojo01.html
Active,Joel Bolomboy,PF,bolomjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bolomjo01.html
Active,Joel Embiid,C,embiijo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/embiijo01.html
Inactive,Joel Freeland,C,freeljo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/freeljo01.html
Inactive,Joey Dorsey,PF,dorsejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dorsejo01.html
Active,Joffrey Lauvergne,C,lauvejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lauvejo01.html
Active,John Henson,C,hensojo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hensojo01.html
Active,John Jenkins,SG,jenkijo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jenkijo01.html
Active,John Lucas III,PG,lucasjo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lucasjo02.html
Inactive,John Salmons,SF,salmojo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/salmojo01.html
Active,John Wall,PG,walljo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/walljo01.html
Active,Johnny O'Bryant,PF,obryajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/obryajo01.html
Active,Jon Leuer,PF,leuerjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leuerjo01.html
Active,Jonas Jerebko,PF,jerebjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jerebjo01.html
Active,Jonas Valanciunas,C,valanjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/valanjo01.html
Active,Jonathan Gibson,PG,gibsojo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gibsojo01.html
Active,Jonathon Simmons,SG,simmojo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/simmojo02.html
Inactive,Jordan Adams,SG,adamsjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/adamsjo01.html
Active,Jordan Clarkson,SG,clarkjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/clarkjo01.html
Active,Jordan Farmar,PG,farmajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/farmajo01.html
Inactive,Jordan Hamilton,SF,hamiljo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hamiljo02.html
Active,Jordan Hill,C,hilljo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hilljo01.html
Active,Jordan McRae,SG,mcraejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcraejo01.html
Active,Jordan Mickey,PF,mickejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mickejo01.html
Inactive,Jorge Gutierrez,PG,gutiejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gutiejo01.html
Active,Jose Calderon,PG,caldejo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/caldejo01.html
Active,Josh Huestis,PF,huestjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/huestjo01.html
Active,Josh McRoberts,PF,mcrobjo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcrobjo01.html
Active,Josh Richardson,SG,richajo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/richajo01.html
Inactive,Josh Smith,PF,smithjo03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smithjo03.html
Active,Jrue Holiday,PG,holidjr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holidjr01.html
Active,Juan Hernangomez,PF,hernaju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hernaju01.html
Active,Julius Randle,PF,randlju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/randlju01.html
Active,Justin Anderson,SF,anderju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderju01.html
Active,Justin Hamilton,C,hamilju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hamilju01.html
Inactive,Justin Harper,PF,harpeju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harpeju01.html
Active,Justin Holiday,SG,holidju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holidju01.html
Active,Justise Winslow,SF,winslju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/winslju01.html
Active,Jusuf Nurkic,C,nurkiju01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nurkiju01.html
Active,K.J. McDaniels,SF,mcdankj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcdankj01.html
Inactive,Kalin Lucas,PG,lucaska01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lucaska01.html
Active,Karl-Anthony Towns,C,townska01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/townska01.html
Active,Kawhi Leonard,SF,leonaka01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leonaka01.html
Active,Kay Felder,PG,feldeka01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/feldeka01.html
Inactive,Keith Appling,PG,applike01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/applike01.html
Active,Kelly Olynyk,C,olynyke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/olynyke01.html
Active,Kelly Oubre,SF,oubreke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/oubreke01.html
Active,Kemba Walker,PG,walkeke02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/walkeke02.html
Inactive,Kendall Marshall,PG,marshke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/marshke01.html
Inactive,Kendrick Perkins,C,perkike01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/perkike01.html
Active,Kenneth Faried,PF,farieke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/farieke01.html
Active,Kent Bazemore,SF,bazemke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bazemke01.html
Active,Kentavious Caldwell-Pope,SG,caldwke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/caldwke01.html
Inactive,Kenyon Martin,PF,martike01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/martike01.html
Active,Kevin Durant,SF,duranke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/duranke01.html
Inactive,Kevin Garnett,PF,garneke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/garneke01.html
Active,Kevin Love,PF,loveke01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/loveke01.html
