,Unnamed: 0,Player,Pos,Player_ID,url,Cluster,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
15,19,Amar'e Stoudemire,C,stoudam01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/stoudam01.html,8,846.0,696.0,31.0,7.0,13.0,0.537,0.0,0.2,0.236,7.0,12.9,0.54,0.538,4.9,6.4,0.761,2.4,5.4,7.8,1.2,0.8,1.2,2.3,3.2,18.9
16,20,Amir Johnson,PF,johnsam01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsam01.html,6,721.0,437.0,22.4,3.2,5.5,0.574,0.1,0.3,0.333,3.0,5.2,0.589,0.584,1.1,1.6,0.674,2.1,3.6,5.7,1.2,0.6,1.1,1.1,3.1,7.5
17,21,Anderson Varejao,C,varejan01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/varejan01.html,1,627.0,209.0,24.0,2.9,5.6,0.51,0.0,0.1,0.024,2.9,5.6,0.516,0.511,1.5,2.4,0.631,2.4,4.8,7.2,1.2,0.9,0.6,0.9,2.6,7.3
18,23,Andre Drummond,C,drumman01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/drumman01.html,6,361.0,311.0,29.8,5.8,10.6,0.549,0.0,0.0,0.278,5.8,10.5,0.55,0.55,1.8,4.7,0.388,4.6,8.1,12.8,0.7,1.2,1.5,1.6,3.1,13.4
19,24,Andre Iguodala,SF,iguodan01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/iguodan01.html,3,955.0,759.0,34.8,4.7,10.1,0.463,0.9,2.8,0.335,3.7,7.3,0.511,0.509,2.8,3.9,0.715,1.0,4.3,5.3,4.5,1.6,0.5,2.1,1.9,13.1
20,25,Andre Miller,PG,millean02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millean02.html,4,1304.0,939.0,30.9,4.6,10.0,0.461,0.1,0.7,0.217,4.5,9.4,0.478,0.468,3.1,3.8,0.807,1.1,2.6,3.7,6.5,1.2,0.2,2.4,2.2,12.5
21,26,Andre Roberson,SF,roberan03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/roberan03.html,2,235.0,209.0,21.3,1.8,3.8,0.468,0.4,1.5,0.266,1.4,2.3,0.595,0.519,0.4,0.9,0.5,1.0,2.8,3.8,0.8,0.8,0.6,0.6,2.1,4.4
22,27,Andrea Bargnani,C,bargnan01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bargnan01.html,5,550.0,377.0,28.7,5.3,12.1,0.439,1.1,3.2,0.354,4.2,8.9,0.47,0.486,2.5,3.0,0.824,1.0,3.7,4.6,1.2,0.4,0.9,1.5,2.4,14.3
23,28,Andrei Kirilenko,SF,kirilan01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kirilan01.html,5,797.0,546.0,30.0,3.9,8.3,0.474,0.5,1.5,0.31,3.5,6.8,0.51,0.502,3.5,4.6,0.754,1.8,3.7,5.5,2.7,1.4,1.8,1.9,2.0,11.8
24,29,Andrew Bogut,C,bogutan01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bogutan01.html,6,670.0,651.0,29.1,4.4,8.2,0.534,0.0,0.0,0.12,4.4,8.2,0.536,0.534,1.2,2.2,0.556,2.6,6.4,8.9,2.3,0.6,1.6,1.8,3.2,10.0
25,30,Andrew Goudelock,PG,goudean01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/goudean01.html,0,49.0,0.0,9.7,1.6,4.0,0.393,0.6,1.7,0.345,1.0,2.3,0.429,0.467,0.3,0.3,0.875,0.1,0.6,0.7,0.5,0.2,0.0,0.6,0.7,4.0
26,31,Andrew Harrison,SG,harrian01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harrian01.html,0,53.0,15.0,21.9,1.7,5.3,0.316,0.6,2.3,0.26,1.1,3.0,0.358,0.372,2.2,2.9,0.766,0.4,1.6,1.9,3.0,0.8,0.3,1.2,3.0,6.2
27,32,Andrew Nicholson,PF,nichoan01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nichoan01.html,8,275.0,36.0,14.4,2.5,5.4,0.469,0.3,0.9,0.327,2.2,4.4,0.499,0.497,0.7,0.9,0.771,0.7,2.3,3.0,0.4,0.3,0.3,0.7,1.6,6.1
28,33,Andrew Wiggins,SF,wiggian01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wiggian01.html,2,220.0,220.0,36.1,7.2,15.9,0.453,0.8,2.4,0.324,6.4,13.5,0.476,0.477,4.8,6.3,0.759,1.4,2.7,4.1,2.2,1.0,0.5,2.2,2.2,19.9
29,34,Anthony Bennett,PF,bennean01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bennean01.html,5,151.0,4.0,12.6,1.7,4.2,0.392,0.2,0.9,0.261,1.4,3.3,0.427,0.42,0.8,1.2,0.67,0.9,2.3,3.1,0.5,0.4,0.2,0.7,1.4,4.4
30,36,Anthony Davis,PF,davisan02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davisan02.html,1,314.0,309.0,34.3,8.3,16.3,0.513,0.2,0.7,0.288,8.1,15.6,0.523,0.519,5.1,6.5,0.785,2.5,7.5,10.1,1.8,1.3,2.4,1.8,2.5,22.0
31,37,Anthony Morrow,SG,morroan01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/morroan01.html,3,555.0,142.0,22.0,3.5,7.8,0.447,1.4,3.5,0.417,2.1,4.4,0.471,0.539,1.1,1.2,0.878,0.6,1.6,2.2,0.9,0.6,0.1,0.7,1.6,9.5
32,38,Anthony Tolliver,PF,tollian01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/tollian01.html,5,501.0,76.0,19.9,2.1,5.0,0.413,1.1,3.0,0.36,1.0,2.0,0.493,0.522,0.9,1.2,0.772,0.9,2.7,3.5,0.9,0.4,0.3,0.6,1.6,6.1
33,39,Archie Goodwin,SG,goodwar01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/goodwar01.html,3,153.0,15.0,14.5,2.2,5.2,0.419,0.3,1.2,0.23,1.9,4.0,0.473,0.445,1.6,2.2,0.698,0.5,1.5,2.0,1.2,0.4,0.2,1.3,1.2,6.2
34,41,Aron Baynes,C,baynear01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/baynear01.html,6,275.0,24.0,13.9,2.0,4.0,0.509,0.0,0.0,0.143,2.0,4.0,0.511,0.509,1.1,1.4,0.815,1.4,2.6,4.0,0.5,0.2,0.4,0.8,1.9,5.2
35,42,Arron Afflalo,SG,afflaar01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/afflaar01.html,3,697.0,523.0,28.4,4.1,9.1,0.451,1.2,3.0,0.385,3.0,6.1,0.483,0.514,1.9,2.3,0.823,0.5,2.5,3.0,1.9,0.5,0.2,1.2,2.0,11.3
36,43,Austin Daye,SF,dayeau01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dayeau01.html,5,293.0,29.0,14.1,1.9,4.8,0.402,0.6,1.8,0.351,1.3,3.0,0.433,0.469,0.7,0.9,0.778,0.5,2.1,2.6,0.7,0.4,0.4,0.7,1.6,5.2
37,44,Austin Rivers,SG,riverau01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/riverau01.html,9,328.0,69.0,22.4,3.1,7.4,0.416,0.8,2.2,0.351,2.3,5.2,0.443,0.468,1.3,2.0,0.648,0.3,1.6,1.9,2.1,0.6,0.2,1.1,2.1,8.3
38,45,Avery Bradley,SG,bradlav01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bradlav01.html,3,394.0,321.0,28.0,4.9,11.0,0.443,1.2,3.4,0.367,3.6,7.6,0.476,0.499,1.1,1.4,0.778,0.6,2.4,3.0,1.7,1.1,0.2,1.4,2.1,12.1
39,47,Ben Gordon,SG,gordobe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gordobe01.html,9,744.0,269.0,27.4,5.3,12.2,0.432,1.6,3.9,0.401,3.7,8.3,0.447,0.497,2.8,3.2,0.857,0.4,2.0,2.5,2.5,0.7,0.2,2.1,2.3,14.9
40,48,Ben McLemore,SG,mclembe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mclembe01.html,2,275.0,212.0,25.7,3.3,8.1,0.414,1.3,3.6,0.35,2.1,4.5,0.465,0.491,1.3,1.6,0.786,0.5,2.0,2.5,1.2,0.7,0.2,1.3,2.3,9.2
41,49,Beno Udrih,PG,udrihbe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/u/udrihbe01.html,0,822.0,272.0,22.0,3.3,7.1,0.462,0.6,1.6,0.349,2.7,5.5,0.495,0.502,1.2,1.5,0.832,0.4,1.7,2.1,3.4,0.7,0.1,1.4,1.5,8.4
42,50,Bernard James,C,jamesbe01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jamesbe01.html,6,92.0,13.0,8.3,0.8,1.7,0.497,0.0,0.0,0.0,0.8,1.6,0.507,0.497,0.6,0.8,0.68,0.9,1.4,2.3,0.1,0.2,0.7,0.4,1.1,2.2
43,51,Bismack Biyombo,C,biyombi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/biyombi01.html,6,424.0,181.0,21.5,1.8,3.5,0.511,0.0,0.0,0.0,1.8,3.5,0.512,0.511,1.2,2.2,0.548,2.0,4.5,6.6,0.4,0.3,1.5,0.9,2.3,4.8
44,52,Blake Griffin,PF,griffbl01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/griffbl01.html,8,447.0,447.0,35.2,8.3,16.1,0.518,0.1,0.4,0.28,8.2,15.7,0.525,0.522,4.7,7.0,0.668,2.5,7.0,9.5,4.1,1.0,0.6,2.5,3.0,21.5
45,53,Boban Marjanovic,C,marjabo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/marjabo01.html,6,77.0,4.0,8.7,1.8,3.1,0.566,0.0,0.0,0.0,1.8,3.1,0.566,0.566,1.4,1.8,0.766,1.3,2.2,3.5,0.3,0.2,0.4,0.5,0.8,5.0
46,54,Bobby Brown,PG,brownbo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownbo02.html,0,131.0,2.0,11.5,1.8,4.8,0.378,0.6,1.9,0.309,1.2,2.9,0.422,0.438,0.4,0.4,0.81,0.2,0.5,0.7,1.6,0.3,0.0,0.8,1.1,4.5
47,55,Bobby Portis,PF,portibo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/portibo01.html,1,101.0,5.0,15.6,2.6,5.9,0.44,0.3,0.9,0.33,2.3,5.0,0.459,0.464,0.7,1.0,0.704,1.6,3.0,4.6,0.7,0.3,0.3,0.8,1.5,6.1
48,56,Bojan Bogdanovic,SF,bogdabo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bogdabo02.html,2,212.0,121.0,25.7,4.0,9.1,0.441,1.5,4.1,0.366,2.5,5.0,0.502,0.524,1.6,1.9,0.847,0.5,2.6,3.1,1.2,0.4,0.1,1.3,1.5,11.2
49,57,Boris Diaw,PF,diawbo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/diawbo01.html,7,1039.0,552.0,27.3,3.6,7.3,0.494,0.5,1.3,0.338,3.2,6.0,0.529,0.525,1.0,1.4,0.718,1.2,3.2,4.4,3.5,0.6,0.5,1.8,2.2,8.7
50,58,Bradley Beal,SG,bealbr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bealbr01.html,3,298.0,264.0,33.0,6.3,14.5,0.435,2.0,5.0,0.398,4.4,9.6,0.454,0.503,2.4,3.1,0.788,0.8,2.8,3.6,3.1,1.0,0.3,1.9,2.1,17.1
51,59,Brandan Wright,PF,wrighbr03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wrighbr03.html,1,380.0,56.0,16.4,3.0,5.0,0.607,0.0,0.0,0.0,3.0,5.0,0.611,0.607,1.0,1.5,0.675,1.4,2.3,3.7,0.5,0.5,1.0,0.5,1.3,7.1
52,61,Brandon Bass,PF,bassbr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bassbr01.html,8,744.0,283.0,21.9,3.4,6.8,0.499,0.0,0.1,0.211,3.4,6.7,0.502,0.5,1.9,2.3,0.831,1.5,3.1,4.6,0.8,0.4,0.6,1.0,1.8,8.7
53,62,Brandon Davies,PF,daviebr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/daviebr01.html,8,78.0,6.0,12.8,1.4,3.4,0.411,0.1,0.6,0.227,1.3,2.8,0.448,0.43,0.7,1.2,0.644,1.0,1.5,2.5,0.7,0.5,0.2,0.8,1.9,3.7
54,63,Brandon Ingram,SF,ingrabr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/ingrabr01.html,3,58.0,19.0,27.7,2.8,7.7,0.362,0.7,2.3,0.304,2.1,5.4,0.388,0.408,1.7,2.6,0.655,0.7,3.4,4.1,1.9,0.4,0.4,1.3,1.9,8.0
55,64,Brandon Jennings,PG,jennibr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jennibr01.html,0,517.0,427.0,31.4,5.2,13.4,0.389,1.7,5.0,0.349,3.5,8.4,0.413,0.454,2.6,3.3,0.796,0.6,2.4,3.1,5.8,1.3,0.2,2.2,1.8,14.8
56,65,Brandon Knight,SG,knighbr03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/knighbr03.html,9,382.0,320.0,31.3,5.5,13.2,0.415,1.6,4.6,0.357,3.8,8.6,0.445,0.476,2.6,3.3,0.812,0.6,2.8,3.3,4.3,0.9,0.2,2.7,2.0,15.2
57,66,Brandon Rush,SG,rushbr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rushbr01.html,2,457.0,139.0,21.8,2.6,6.0,0.428,1.1,2.7,0.403,1.5,3.3,0.449,0.519,0.6,0.9,0.705,0.4,2.6,3.0,1.0,0.5,0.5,0.8,1.3,6.9
58,67,Brendan Haywood,C,haywobr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/haywobr01.html,1,816.0,549.0,22.9,2.6,4.9,0.528,0.0,0.0,0.0,2.6,4.9,0.528,0.528,1.6,2.8,0.587,2.6,3.4,6.0,0.5,0.4,1.4,1.0,2.5,6.8
59,68,Brian Roberts,PG,roberbr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/roberbr01.html,0,294.0,57.0,16.8,2.5,6.0,0.412,0.7,2.0,0.355,1.8,4.0,0.44,0.471,1.1,1.2,0.913,0.2,1.2,1.4,2.4,0.4,0.1,0.9,1.2,6.7
60,70,Brook Lopez,C,lopezbr01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lopezbr01.html,1,539.0,504.0,32.3,7.2,14.2,0.507,0.2,0.6,0.316,7.0,13.6,0.515,0.513,4.0,5.0,0.795,2.7,4.5,7.2,1.5,0.6,1.7,2.0,2.8,18.5
61,75,Buddy Hield,SG,hieldbu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hieldbu01.html,3,58.0,37.0,20.5,3.3,8.3,0.396,1.6,4.2,0.369,1.7,4.1,0.424,0.49,0.6,0.6,0.889,0.3,2.6,2.9,1.3,0.3,0.1,0.8,1.4,8.7
62,76,C.J. McCollum,SG,mccolcj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccolcj01.html,9,237.0,140.0,26.2,5.8,12.7,0.456,1.8,4.3,0.409,4.0,8.3,0.481,0.526,1.9,2.3,0.829,0.5,2.1,2.6,2.7,0.9,0.3,1.7,2.0,15.3
63,77,C.J. Miles,SF,milescj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/milescj01.html,2,690.0,284.0,20.8,3.5,8.5,0.417,1.4,3.8,0.358,2.1,4.6,0.466,0.498,1.3,1.7,0.803,0.5,2.0,2.4,1.1,0.7,0.3,0.9,2.2,9.8
64,78,C.J. Watson,PG,watsocj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/watsocj01.html,9,584.0,104.0,20.3,2.6,6.1,0.42,0.8,2.1,0.377,1.8,4.0,0.443,0.485,1.4,1.8,0.811,0.4,1.6,1.9,2.5,0.9,0.1,1.1,1.5,7.3
65,79,C.J. Wilcox,SG,wilcocj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wilcocj01.html,3,60.0,0.0,5.7,0.8,2.0,0.388,0.3,0.9,0.333,0.5,1.1,0.433,0.463,0.2,0.3,0.813,0.1,0.4,0.5,0.5,0.2,0.1,0.3,0.5,2.1
66,81,Cameron Payne,PG,payneca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/payneca01.html,0,77.0,1.0,13.2,2.0,5.3,0.385,0.7,2.1,0.319,1.4,3.2,0.429,0.449,0.3,0.4,0.821,0.1,1.4,1.5,1.9,0.6,0.1,0.8,1.5,5.1
67,83,Carl Landry,PF,landrca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/landrca01.html,8,513.0,93.0,22.5,4.1,7.6,0.535,0.0,0.1,0.3,4.0,7.5,0.537,0.536,2.7,3.4,0.785,1.9,3.0,4.9,0.7,0.4,0.4,1.2,2.4,10.8
68,84,Carlos Boozer,PF,boozeca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/boozeca01.html,1,861.0,775.0,31.2,6.8,13.0,0.521,0.0,0.0,0.071,6.8,13.0,0.522,0.521,2.6,3.7,0.722,2.4,7.1,9.5,2.2,0.9,0.4,2.1,3.0,16.2
69,85,Carmelo Anthony,SF,anthoca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anthoca01.html,7,959.0,959.0,36.2,8.9,19.6,0.452,1.2,3.4,0.347,7.7,16.1,0.475,0.483,5.9,7.3,0.812,1.8,4.8,6.6,3.1,1.1,0.5,2.8,2.9,24.8
70,86,Caron Butler,SF,butleca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/butleca01.html,2,881.0,732.0,32.2,5.2,12.0,0.434,0.8,2.4,0.348,4.4,9.6,0.456,0.469,2.8,3.3,0.847,1.3,3.7,5.0,2.3,1.3,0.2,1.8,2.4,14.1
71,87,Cartier Martin,SF,martica01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/martica01.html,2,243.0,15.0,13.8,1.8,4.5,0.392,0.9,2.4,0.372,0.9,2.1,0.414,0.491,0.6,0.9,0.729,0.4,1.5,1.9,0.5,0.4,0.1,0.5,1.3,5.1
72,88,Chandler Parsons,SF,parsoch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/parsoch01.html,3,367.0,351.0,32.3,5.3,11.3,0.468,1.6,4.3,0.375,3.6,6.9,0.527,0.541,1.6,2.2,0.711,0.9,4.0,4.9,2.9,1.0,0.4,1.6,2.0,13.8
73,89,Channing Frye,C,fryech01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fryech01.html,8,776.0,429.0,23.5,3.5,8.0,0.438,1.2,3.1,0.388,2.3,4.8,0.47,0.514,1.1,1.3,0.821,1.0,3.8,4.8,1.0,0.5,0.7,0.9,2.7,9.2
74,90,Charlie Villanueva,PF,villach01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/villach01.html,8,656.0,163.0,20.7,4.0,9.3,0.435,1.1,3.2,0.341,3.0,6.1,0.484,0.494,1.2,1.6,0.772,1.2,3.4,4.6,0.8,0.5,0.5,1.0,2.2,10.4
75,91,Chase Budinger,SF,budinch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/budinch01.html,2,407.0,50.0,19.7,2.9,6.8,0.43,1.0,2.9,0.352,1.9,3.9,0.486,0.504,1.0,1.3,0.797,0.6,2.5,3.0,1.2,0.5,0.2,0.8,1.2,7.9
76,95,Chris Andersen,C,anderch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderch01.html,1,695.0,45.0,17.7,1.9,3.6,0.532,0.0,0.1,0.221,1.9,3.5,0.541,0.535,1.5,2.3,0.654,1.7,3.3,5.0,0.5,0.4,1.4,0.7,1.9,5.4
77,96,Chris Bosh,C,boshch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/boshch01.html,8,893.0,881.0,35.8,7.0,14.1,0.494,0.3,1.0,0.335,6.6,13.1,0.506,0.506,5.0,6.3,0.799,2.2,6.3,8.5,2.0,0.8,1.0,2.0,2.4,19.2
78,97,Chris Copeland,PF,copelch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/copelch01.html,7,171.0,26.0,12.3,2.1,5.0,0.427,0.9,2.5,0.365,1.2,2.5,0.486,0.516,0.7,0.9,0.752,0.4,1.2,1.6,0.6,0.2,0.2,0.8,1.4,5.8
79,98,Chris Douglas-Roberts,SG,douglch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/douglch01.html,3,222.0,61.0,19.7,2.6,5.9,0.439,0.4,1.1,0.329,2.2,4.7,0.465,0.471,1.5,1.8,0.831,0.4,1.8,2.1,1.1,0.6,0.2,0.9,1.3,7.1
80,99,Chris Johnson,SF,johnsch04,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/johnsch04.html,2,147.0,4.0,15.5,1.6,4.0,0.392,0.7,2.3,0.307,0.9,1.7,0.508,0.48,0.6,0.7,0.835,0.5,1.5,2.0,0.6,0.6,0.2,0.5,1.4,4.4
81,100,Chris Kaman,C,kamanch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kamanch01.html,6,735.0,538.0,26.7,4.7,9.6,0.489,0.0,0.0,0.042,4.7,9.5,0.49,0.489,1.8,2.5,0.743,2.0,5.6,7.6,1.3,0.4,1.3,2.1,2.7,11.2
82,102,Chris Paul,PG,paulch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/paulch01.html,4,809.0,809.0,35.6,6.6,13.9,0.473,1.2,3.2,0.367,5.4,10.8,0.504,0.514,4.4,5.1,0.865,0.7,3.7,4.4,9.9,2.3,0.1,2.4,2.5,18.7
83,104,Chuck Hayes,C,hayesch01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hayesch01.html,8,644.0,244.0,18.3,1.6,3.3,0.498,0.0,0.0,0.0,1.6,3.2,0.501,0.498,0.5,0.8,0.62,1.7,3.3,5.0,1.2,0.7,0.4,0.7,2.3,3.7
84,105,Cleanthony Early,SF,earlycl01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/e/earlycl01.html,2,56.0,9.0,14.3,1.6,4.5,0.346,0.5,1.8,0.263,1.1,2.8,0.4,0.398,0.7,0.9,0.75,0.5,1.7,2.2,0.8,0.5,0.3,0.9,1.3,4.3
85,107,Clint Capela,C,capelca01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/capelca01.html,6,133.0,73.0,19.4,3.6,5.9,0.61,0.0,0.0,0.0,3.6,5.9,0.61,0.61,1.1,2.6,0.406,2.3,4.2,6.5,0.7,0.6,1.2,0.9,2.4,8.3
86,108,Cody Zeller,PF,zelleco01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/z/zelleco01.html,8,256.0,145.0,22.3,2.9,5.8,0.495,0.0,0.0,0.167,2.9,5.8,0.498,0.496,2.1,2.8,0.741,1.7,3.8,5.6,1.2,0.6,0.8,1.0,2.6,7.9
87,109,Cole Aldrich,C,aldrico01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/aldrico01.html,6,307.0,23.0,10.7,1.4,2.6,0.531,0.0,0.0,0.0,1.4,2.6,0.531,0.531,0.6,0.8,0.747,1.1,2.5,3.6,0.6,0.4,0.7,0.6,1.6,3.3
88,110,Corey Brewer,SF,breweco01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/breweco01.html,3,687.0,286.0,24.3,3.5,8.4,0.423,0.7,2.3,0.284,2.9,6.0,0.477,0.463,1.6,2.3,0.712,0.8,2.1,2.9,1.6,1.3,0.3,1.3,2.2,9.4
89,111,Cory Jefferson,PF,jeffeco01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/jeffeco01.html,8,58.0,1.0,10.0,1.4,3.3,0.444,0.0,0.3,0.125,1.4,3.0,0.474,0.45,0.6,1.0,0.583,0.9,1.9,2.8,0.3,0.2,0.4,0.3,1.2,3.5
90,112,Cory Joseph,PG,josepco01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/josepco01.html,9,339.0,48.0,18.7,2.5,5.5,0.456,0.3,0.9,0.318,2.2,4.6,0.483,0.482,1.2,1.6,0.771,0.5,1.7,2.2,2.3,0.6,0.2,0.9,1.3,6.5
91,114,Courtney Lee,SG,leeco01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leeco01.html,3,653.0,410.0,27.7,3.7,8.2,0.451,1.1,2.8,0.388,2.6,5.5,0.483,0.516,1.2,1.4,0.846,0.5,2.2,2.7,1.6,1.0,0.3,1.0,1.7,9.7
