,Season,Player,Player_ID,Pos,url,Player_ID1,Games_,Minutes_Played,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
325,Active,Josh Richardson,richajo01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/richajo01.html,richajo01,80.0,1982.0,10.6,0.524,0.445,0.167,2.0,9.2,5.6,11.3,1.6,1.5,11.0,15.9,1.1,2.1,3.1,0.076,0.0,0.2,-0.3,0.8,80.0,1982.0,0.421,16.5,0.555,0.174,0.091,0.107,0.184,0.445,0.455,0.574,0.377,0.419,0.402,0.378,0.381,0.04,20.0,0.929,0.274,0.535,0.0,0.0
326,Active,Jrue Holiday,holidjr01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holidjr01.html,holidjr01,480.0,15461.0,16.3,0.516,0.235,0.185,2.8,9.8,6.2,31.8,2.4,0.9,16.4,23.4,10.1,15.2,25.3,0.078,0.0,-0.2,0.9,11.4,480.0,15461.0,0.441,12.7,0.765,0.271,0.167,0.145,0.183,0.235,0.463,0.576,0.375,0.439,0.397,0.369,0.237,0.015,84.0,0.582,0.19,0.372,11.0,1.0
327,Active,Juan Hernangomez,hernaju01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hernaju01.html,hernaju01,41.0,514.0,13.8,0.585,0.473,0.364,6.6,18.6,12.6,5.3,1.6,1.8,8.6,13.4,0.9,0.3,1.2,0.114,0.0,-0.9,-0.7,0.2,41.0,514.0,0.45,13.6,0.527,0.364,0.109,0.016,0.039,0.473,0.471,0.596,0.214,0.0,0.2,0.426,0.594,0.078,8.0,1.0,0.328,0.5,0.0,0.0
328,Active,Julius Randle,randlju01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/randlju01.html,randlju01,132.0,3712.0,14.5,0.503,0.044,0.341,7.4,29.2,17.9,14.4,1.2,1.1,14.9,21.4,0.6,2.9,3.6,0.046,0.0,0.3,-2.5,-0.5,132.0,3712.0,0.451,6.7,0.956,0.463,0.281,0.078,0.133,0.044,0.459,0.592,0.354,0.34,0.289,0.267,0.466,0.073,94.0,0.75,0.083,0.0,0.0,0.0
329,Active,Justin Anderson,anderju01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderju01.html,anderju01,106.0,1357.0,13.7,0.522,0.455,0.317,4.7,19.2,11.8,7.2,1.8,2.6,11.1,19.9,0.4,1.7,2.2,0.077,0.0,0.5,-1.6,0.2,106.0,1357.0,0.404,14.4,0.545,0.279,0.131,0.06,0.075,0.455,0.5,0.706,0.305,0.333,0.206,0.288,0.455,0.082,34.0,0.949,0.327,0.328,1.0,0.0
330,Active,Justin Hamilton,hamilju01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hamilju01.html,hamilju01,98.0,1745.0,13.7,0.547,0.386,0.174,7.8,15.0,11.4,7.0,1.6,3.1,10.9,15.0,1.8,1.3,3.1,0.084,0.0,0.5,-0.3,0.7,97.0,1723.0,0.46,13.0,0.616,0.311,0.176,0.063,0.063,0.384,0.555,0.671,0.488,0.419,0.323,0.309,0.719,0.051,23.0,0.983,0.34,0.266,0.0,0.0
331,Active,Justin Holiday,holidju01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/holidju01.html,holidju01,179.0,2703.0,11.1,0.51,0.486,0.183,1.8,11.7,6.8,9.9,2.3,1.6,11.8,17.2,0.4,2.9,3.4,0.06,0.0,-0.1,-1.8,0.1,179.0,2703.0,0.395,16.8,0.514,0.215,0.064,0.069,0.163,0.486,0.447,0.551,0.321,0.4,0.387,0.34,0.735,0.051,41.0,0.965,0.331,0.436,3.0,0.0
332,Active,Justise Winslow,winslju01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/winslju01.html,winslju01,96.0,2857.0,8.3,0.459,0.219,0.238,4.2,15.1,9.8,9.2,1.7,0.9,14.4,14.1,-1.1,3.4,2.3,0.039,0.0,1.5,-1.1,0.6,96.0,2857.0,0.4,10.6,0.781,0.371,0.202,0.047,0.164,0.219,0.439,0.541,0.381,0.25,0.336,0.258,0.53,0.044,26.0,0.974,0.702,0.274,2.0,0.0
333,Active,Jusuf Nurkic,nurkiju01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nurkiju01.html,nurkiju01,141.0,2513.0,15.3,0.49,0.005,0.37,12.2,24.6,18.2,9.8,2.1,4.7,17.4,22.7,-0.9,3.5,2.6,0.05,0.0,2.3,-1.2,0.5,141.0,2513.0,0.462,4.4,0.995,0.534,0.361,0.026,0.073,0.005,0.464,0.562,0.351,0.333,0.362,0.0,0.664,0.069,58.0,0.0,0.2,0.0,0.0,0.0
334,Active,K.J. McDaniels,mcdankj01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcdankj01.html,mcdankj01,128.0,1799.0,10.6,0.505,0.352,0.301,5.1,11.6,8.2,8.2,1.6,3.8,16.9,18.9,-0.8,1.8,1.1,0.028,0.0,0.5,-3.2,-0.6,128.0,1799.0,0.404,12.0,0.648,0.378,0.138,0.061,0.071,0.352,0.465,0.581,0.342,0.229,0.293,0.292,0.543,0.12,59.0,0.949,0.223,0.311,0.0,0.0
335,Inactive,K.J. McDaniels,mcdankj01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mcdankj01.html,mcdankj01,128.0,1799.0,10.6,0.505,0.352,0.301,5.1,11.6,8.2,8.2,1.6,3.8,16.9,18.9,-0.8,1.8,1.1,0.028,0.0,0.5,-3.2,-0.6,128.0,1799.0,0.404,12.0,0.648,0.378,0.138,0.061,0.071,0.352,0.465,0.581,0.342,0.229,0.293,0.292,0.543,0.12,59.0,0.949,0.223,0.311,0.0,0.0
336,Active,Karl-Anthony Towns,townska01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/townska01.html,townska01,139.0,4706.0,23.4,0.592,0.13,0.268,10.5,27.4,18.9,12.6,1.0,3.9,12.1,26.0,11.2,5.0,16.2,0.165,0.0,1.0,3.5,6.5,139.0,4706.0,0.53,9.8,0.87,0.359,0.231,0.082,0.198,0.13,0.559,0.694,0.468,0.418,0.479,0.339,0.637,0.078,156.0,0.926,0.161,0.422,4.0,0.0
337,Active,Kawhi Leonard,leonaka01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leonaka01.html,leonaka01,375.0,11390.0,21.7,0.599,0.275,0.297,5.0,18.0,11.7,11.5,3.0,1.7,9.1,21.8,28.9,22.7,51.6,0.217,0.0,2.7,6.2,23.5,375.0,11390.0,0.497,13.2,0.725,0.247,0.15,0.159,0.169,0.275,0.537,0.694,0.461,0.474,0.433,0.392,0.462,0.074,295.0,0.892,0.349,0.441,0.0,0.0
338,Active,Kay Felder,feldeka01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/feldeka01.html,feldeka01,36.0,344.0,11.7,0.481,0.15,0.338,1.0,10.3,5.8,20.9,1.9,1.4,13.1,22.4,0.0,0.3,0.3,0.042,0.0,-1.1,-5.0,-0.3,36.0,344.0,0.406,11.4,0.85,0.331,0.128,0.135,0.256,0.15,0.416,0.5,0.059,0.389,0.5,0.35,0.191,0.0,0.0,0.714,0.35,0.429,0.0,0.0
339,Active,Kelly Olynyk,olynyke01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/olynyke01.html,olynyke01,253.0,5295.0,15.8,0.566,0.333,0.242,7.2,17.8,12.4,12.8,1.7,1.8,13.7,20.5,6.8,6.7,13.5,0.123,0.0,0.6,1.2,4.3,253.0,5295.0,0.475,12.4,0.667,0.369,0.122,0.069,0.108,0.333,0.525,0.681,0.319,0.368,0.321,0.374,0.669,0.032,60.0,0.963,0.118,0.539,1.0,0.0
340,Active,Kelly Oubre,oubreke01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/oubreke01.html,oubreke01,116.0,1766.0,8.6,0.513,0.426,0.225,4.1,15.8,9.9,3.6,1.7,0.8,10.8,15.4,0.1,1.9,2.0,0.055,0.0,-0.8,-3.6,-0.7,116.0,1766.0,0.42,13.5,0.574,0.341,0.118,0.05,0.066,0.426,0.507,0.62,0.305,0.4,0.364,0.304,0.541,0.108,47.0,1.0,0.402,0.221,2.0,0.0
341,Active,Kemba Walker,walkeke02,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/walkeke02.html,walkeke02,420.0,14195.0,18.5,0.519,0.315,0.295,2.0,11.0,6.4,28.8,2.1,0.9,10.8,26.2,17.3,13.1,30.4,0.103,0.0,-0.7,2.1,14.8,420.0,14195.0,0.41,14.5,0.685,0.264,0.095,0.114,0.213,0.315,0.44,0.546,0.334,0.377,0.388,0.345,0.229,0.001,5.0,0.614,0.08,0.366,30.0,1.0
342,Active,Kenneth Faried,farieke01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/farieke01.html,farieke01,396.0,10305.0,19.7,0.575,0.005,0.406,13.6,22.9,18.2,6.6,1.5,2.7,12.0,19.6,22.1,11.7,33.8,0.157,0.0,0.8,1.5,9.1,396.0,10305.0,0.545,4.1,0.995,0.602,0.29,0.061,0.042,0.005,0.547,0.656,0.404,0.333,0.288,0.111,0.661,0.178,574.0,0.5,0.167,0.667,6.0,0.0
343,Active,Kent Bazemore,bazemke01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bazemke01.html,bazemke01,332.0,6067.0,11.6,0.518,0.386,0.256,1.8,14.5,8.3,12.7,2.3,1.7,14.9,19.7,-1.7,8.9,7.2,0.057,0.0,1.0,-1.2,1.3,332.0,6067.0,0.421,13.9,0.614,0.315,0.109,0.051,0.139,0.386,0.469,0.594,0.289,0.308,0.385,0.346,0.498,0.034,55.0,0.858,0.348,0.412,7.0,0.0
344,Inactive,Kent Bazemore,bazemke01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bazemke01.html,bazemke01,332.0,6067.0,11.6,0.518,0.386,0.256,1.8,14.5,8.3,12.7,2.3,1.7,14.9,19.7,-1.7,8.9,7.2,0.057,0.0,1.0,-1.2,1.3,332.0,6067.0,0.421,13.9,0.614,0.315,0.109,0.051,0.139,0.386,0.469,0.594,0.289,0.308,0.385,0.346,0.498,0.034,55.0,0.858,0.348,0.412,7.0,0.0
345,Active,Kentavious Caldwell-Pope,caldwke01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/caldwke01.html,caldwke01,291.0,8761.0,11.8,0.512,0.426,0.189,2.4,8.8,5.5,7.9,2.0,0.5,8.1,18.1,6.5,7.2,13.8,0.075,0.0,-0.2,0.1,4.5,291.0,8761.0,0.408,16.0,0.574,0.217,0.097,0.092,0.168,0.426,0.46,0.618,0.295,0.425,0.37,0.338,0.543,0.033,87.0,0.848,0.252,0.405,17.0,0.0
346,Active,Kevin Durant,duranke01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/duranke01.html,duranke01,698.0,26153.0,25.2,0.608,0.25,0.422,2.5,18.4,10.8,18.3,1.6,2.1,12.4,30.3,84.6,34.5,119.2,0.219,0.0,0.3,5.1,46.7,698.0,26153.0,0.488,13.8,0.75,0.227,0.125,0.18,0.219,0.25,0.523,0.73,0.431,0.445,0.427,0.38,0.494,0.084,1069.0,0.753,0.063,0.402,6.0,0.0
347,Inactive,Kevin Durant,duranke01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/duranke01.html,duranke01,698.0,26153.0,25.2,0.608,0.25,0.422,2.5,18.4,10.8,18.3,1.6,2.1,12.4,30.3,84.6,34.5,119.2,0.219,0.0,0.3,5.1,46.7,698.0,26153.0,0.488,13.8,0.75,0.227,0.125,0.18,0.219,0.25,0.523,0.73,0.431,0.445,0.427,0.38,0.494,0.084,1069.0,0.753,0.063,0.402,6.0,0.0
348,Active,Kevin Love,loveke01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/loveke01.html,loveke01,562.0,18355.0,22.0,0.566,0.304,0.417,10.6,29.1,19.7,12.3,1.1,1.1,10.8,24.6,48.1,21.7,69.8,0.183,0.0,0.1,3.1,23.5,562.0,18355.0,0.443,12.7,0.696,0.3,0.183,0.088,0.125,0.304,0.477,0.592,0.398,0.353,0.402,0.365,0.562,0.03,212.0,0.943,0.206,0.394,22.0,0.0
349,Inactive,Kevin Love,loveke01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/loveke01.html,loveke01,562.0,18355.0,22.0,0.566,0.304,0.417,10.6,29.1,19.7,12.3,1.1,1.1,10.8,24.6,48.1,21.7,69.8,0.183,0.0,0.1,3.1,23.5,562.0,18355.0,0.443,12.7,0.696,0.3,0.183,0.088,0.125,0.304,0.477,0.592,0.398,0.353,0.402,0.365,0.562,0.03,212.0,0.943,0.206,0.394,22.0,0.0
350,Active,Kevin Seraphin,serapke01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/serapke01.html,serapke01,408.0,6287.0,12.0,0.507,0.003,0.148,8.8,16.7,12.8,6.5,0.7,3.7,15.4,20.4,-1.5,7.2,5.7,0.043,0.0,0.2,-3.9,-3.0,408.0,6287.0,0.488,8.1,0.997,0.252,0.393,0.23,0.122,0.003,0.489,0.654,0.462,0.389,0.422,0.0,0.61,0.07,147.0,0.0,0.0,0.0,2.0,0.0
351,Inactive,Kevin Seraphin,serapke01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/serapke01.html,serapke01,408.0,6287.0,12.0,0.507,0.003,0.148,8.8,16.7,12.8,6.5,0.7,3.7,15.4,20.4,-1.5,7.2,5.7,0.043,0.0,0.2,-3.9,-3.0,408.0,6287.0,0.488,8.1,0.997,0.252,0.393,0.23,0.122,0.003,0.489,0.654,0.462,0.389,0.422,0.0,0.61,0.07,147.0,0.0,0.0,0.0,2.0,0.0
352,Active,Kevon Looney,looneke01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,looneke01,48.0,422.0,14.6,0.609,0.104,0.333,11.2,19.4,15.6,7.6,1.5,3.0,11.3,12.7,0.9,0.7,1.6,0.181,0.0,1.4,0.9,0.3,48.0,422.0,0.573,5.8,0.896,0.677,0.115,0.042,0.063,0.104,0.605,0.754,0.182,0.25,0.0,0.3,0.808,0.281,26.0,1.0,0.0,0.0,0.0,0.0
353,Inactive,Kevon Looney,looneke01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/looneke01.html,looneke01,48.0,422.0,14.6,0.609,0.104,0.333,11.2,19.4,15.6,7.6,1.5,3.0,11.3,12.7,0.9,0.7,1.6,0.181,0.0,1.4,0.9,0.3,48.0,422.0,0.573,5.8,0.896,0.677,0.115,0.042,0.063,0.104,0.605,0.754,0.182,0.25,0.0,0.3,0.808,0.281,26.0,1.0,0.0,0.0,0.0,0.0
354,Active,Khris Middleton,middlkh01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/middlkh01.html,middlkh01,271.0,8244.0,14.9,0.555,0.319,0.214,2.2,12.0,7.1,14.6,2.2,0.6,11.5,20.5,10.3,6.4,16.7,0.097,0.0,-1.0,0.0,4.2,271.0,8244.0,0.45,15.4,0.681,0.164,0.118,0.163,0.237,0.319,0.472,0.604,0.398,0.455,0.429,0.401,0.549,0.017,52.0,0.941,0.324,0.455,6.0,0.0
355,Inactive,Khris Middleton,middlkh01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/middlkh01.html,middlkh01,271.0,8244.0,14.9,0.555,0.319,0.214,2.2,12.0,7.1,14.6,2.2,0.6,11.5,20.5,10.3,6.4,16.7,0.097,0.0,-1.0,0.0,4.2,271.0,8244.0,0.45,15.4,0.681,0.164,0.118,0.163,0.237,0.319,0.472,0.604,0.398,0.455,0.429,0.401,0.549,0.017,52.0,0.941,0.324,0.455,6.0,0.0
356,Active,Klay Thompson,thompkl01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thompkl01.html,thompkl01,441.0,14408.0,16.3,0.572,0.435,0.156,1.5,9.4,5.6,11.2,1.4,1.2,9.7,24.6,20.6,13.7,34.3,0.114,0.0,-1.4,0.5,9.0,441.0,14408.0,0.453,17.1,0.565,0.158,0.082,0.123,0.203,0.435,0.478,0.662,0.335,0.408,0.436,0.42,0.673,0.013,78.0,0.933,0.267,0.456,14.0,0.0
357,Active,Kosta Koufos,koufoko01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/koufoko01.html,koufoko01,560.0,9071.0,15.4,0.548,0.002,0.229,12.3,21.8,17.1,3.8,1.3,4.0,11.9,16.1,11.1,12.3,23.4,0.124,0.0,0.9,-0.9,2.5,560.0,9071.0,0.535,4.5,0.998,0.5,0.399,0.059,0.04,0.002,0.535,0.654,0.439,0.327,0.308,0.0,0.711,0.082,195.0,0.0,0.25,0.0,2.0,0.0
358,Active,Kris Dunn,dunnkr01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dunnkr01.html,dunnkr01,53.0,882.0,7.4,0.42,0.24,0.245,2.1,13.3,7.6,21.1,2.7,2.3,23.9,14.9,-1.2,0.9,-0.3,-0.014,0.0,1.3,-3.2,-0.3,53.0,882.0,0.363,13.8,0.76,0.24,0.147,0.083,0.289,0.24,0.394,0.49,0.4,0.294,0.339,0.265,0.23,0.029,6.0,0.615,0.286,0.286,0.0,0.0
359,Active,Kris Humphries,humphkr01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/humphkr01.html,humphkr01,788.0,14065.0,15.4,0.516,0.039,0.362,11.2,24.2,17.6,6.5,1.2,2.5,11.8,18.9,13.1,16.9,30.0,0.102,0.0,0.3,-1.9,0.2,788.0,14065.0,0.465,8.8,0.961,0.4,0.162,0.177,0.222,0.039,0.472,0.601,0.343,0.374,0.413,0.291,0.698,0.122,494.0,0.961,0.217,0.237,5.0,0.0
360,Inactive,Kris Humphries,humphkr01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/humphkr01.html,humphkr01,788.0,14065.0,15.4,0.516,0.039,0.362,11.2,24.2,17.6,6.5,1.2,2.5,11.8,18.9,13.1,16.9,30.0,0.102,0.0,0.3,-1.9,0.2,788.0,14065.0,0.465,8.8,0.961,0.4,0.162,0.177,0.222,0.039,0.472,0.601,0.343,0.374,0.413,0.291,0.698,0.122,494.0,0.961,0.217,0.237,5.0,0.0
361,Active,Kristaps Porzingis,porzikr01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/porzikr01.html,porzikr01,122.0,3682.0,17.5,0.532,0.3,0.264,6.4,19.4,12.9,7.2,1.2,4.9,10.4,24.3,3.4,4.3,7.8,0.101,0.0,0.4,0.1,1.9,122.0,3682.0,0.433,13.7,0.7,0.213,0.171,0.177,0.139,0.3,0.466,0.628,0.342,0.438,0.407,0.356,0.621,0.076,113.0,0.983,0.11,0.389,1.0,0.0
362,Active,Kyle Anderson,anderky01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderky01.html,anderky01,162.0,2274.0,11.9,0.503,0.142,0.278,2.6,19.4,11.2,12.5,2.4,1.9,14.4,13.4,0.7,4.7,5.4,0.115,0.0,3.5,1.0,1.7,162.0,2274.0,0.437,11.6,0.858,0.236,0.211,0.211,0.203,0.142,0.454,0.617,0.374,0.421,0.379,0.333,0.47,0.03,14.0,1.0,0.75,0.407,1.0,0.0
363,Inactive,Kyle Anderson,anderky01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/anderky01.html,anderky01,162.0,2274.0,11.9,0.503,0.142,0.278,2.6,19.4,11.2,12.5,2.4,1.9,14.4,13.4,0.7,4.7,5.4,0.115,0.0,3.5,1.0,1.7,162.0,2274.0,0.437,11.6,0.858,0.236,0.211,0.211,0.203,0.142,0.454,0.617,0.374,0.421,0.379,0.333,0.47,0.03,14.0,1.0,0.75,0.407,1.0,0.0
364,Active,Kyle Korver,korveky01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/korveky01.html,korveky01,1016.0,26970.0,12.9,0.599,0.59,0.163,1.4,12.0,6.8,10.7,1.4,1.0,11.7,16.1,37.6,27.0,64.7,0.115,0.0,-0.3,1.0,20.2,1016.0,26970.0,0.443,20.7,0.41,0.061,0.023,0.076,0.25,0.59,0.461,0.602,0.352,0.417,0.45,0.431,0.843,0.003,20.0,0.965,0.287,0.472,2.0,0.0
365,Inactive,Kyle Korver,korveky01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/korveky01.html,korveky01,1016.0,26970.0,12.9,0.599,0.59,0.163,1.4,12.0,6.8,10.7,1.4,1.0,11.7,16.1,37.6,27.0,64.7,0.115,0.0,-0.3,1.0,20.2,1016.0,26970.0,0.443,20.7,0.41,0.061,0.023,0.076,0.25,0.59,0.461,0.602,0.352,0.417,0.45,0.431,0.843,0.003,20.0,0.965,0.287,0.472,2.0,0.0
366,Active,Kyle Lowry,lowryky01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/lowryky01.html,lowryky01,709.0,21925.0,18.5,0.559,0.404,0.402,3.1,12.1,7.6,30.1,2.3,0.7,14.8,21.8,48.2,21.0,69.2,0.151,0.0,-0.1,3.6,31.0,709.0,21925.0,0.424,15.1,0.596,0.251,0.139,0.069,0.138,0.404,0.464,0.588,0.386,0.358,0.37,0.365,0.239,0.0,2.0,0.634,0.137,0.367,33.0,2.0
367,Active,Kyle O'Quinn,oquinky01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/oquinky01.html,oquinky01,298.0,4273.0,17.1,0.536,0.057,0.216,10.4,24.4,17.4,12.5,1.5,5.1,15.9,18.9,3.6,6.2,9.7,0.109,0.0,2.6,0.7,2.9,298.0,4273.0,0.503,10.0,0.943,0.367,0.16,0.126,0.291,0.057,0.519,0.666,0.405,0.466,0.419,0.231,0.658,0.08,100.0,0.889,0.128,0.4,4.0,0.0
368,Inactive,Kyle O'Quinn,oquinky01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/o/oquinky01.html,oquinky01,298.0,4273.0,17.1,0.536,0.057,0.216,10.4,24.4,17.4,12.5,1.5,5.1,15.9,18.9,3.6,6.2,9.7,0.109,0.0,2.6,0.7,2.9,298.0,4273.0,0.503,10.0,0.943,0.367,0.16,0.126,0.291,0.057,0.519,0.666,0.405,0.466,0.419,0.231,0.658,0.08,100.0,0.889,0.128,0.4,4.0,0.0
369,Active,Kyle Singler,singlky01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/singlky01.html,singlky01,339.0,7632.0,9.6,0.529,0.412,0.211,4.5,10.2,7.3,5.2,1.3,1.1,11.3,13.9,5.8,4.1,9.9,0.062,0.0,-0.7,-1.5,0.9,339.0,7632.0,0.419,14.7,0.588,0.256,0.136,0.071,0.125,0.412,0.457,0.619,0.281,0.396,0.35,0.365,0.68,0.02,36.0,0.98,0.48,0.406,8.0,0.0
370,Active,Kyle Wiltjer,wiltjky01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wiltjky01.html,wiltjky01,9.0,29.0,4.4,0.46,1.0,0.2,11.5,15.3,13.4,0.0,0.0,2.8,21.6,20.4,-0.1,0.0,0.0,-0.061,0.0,-6.3,-12.2,-0.1,9.0,29.0,0.3,26.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0
371,Active,Kyrie Irving,irvinky01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/irvinky01.html,irvinky01,359.0,12254.0,21.0,0.558,0.285,0.26,2.4,8.9,5.6,30.0,2.0,0.8,12.6,28.6,28.4,8.9,37.3,0.146,0.0,-1.4,2.9,15.2,359.0,12254.0,0.454,13.6,0.715,0.265,0.131,0.144,0.176,0.285,0.484,0.595,0.362,0.447,0.437,0.379,0.234,0.003,16.0,0.543,0.165,0.393,11.0,1.0
372,Active,LaMarcus Aldridge,aldrila01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/aldrila01.html,aldrila01,773.0,26882.0,20.4,0.535,0.022,0.273,8.8,19.1,14.0,10.1,1.2,2.3,8.1,25.7,52.8,32.0,84.9,0.152,0.0,0.5,1.2,22.0,773.0,26882.0,0.487,11.1,0.978,0.242,0.203,0.199,0.333,0.022,0.491,0.699,0.437,0.41,0.422,0.28,0.574,0.065,728.0,0.909,0.349,0.323,16.0,0.0
373,Inactive,LaMarcus Aldridge,aldrila01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/aldrila01.html,aldrila01,773.0,26882.0,20.4,0.535,0.022,0.273,8.8,19.1,14.0,10.1,1.2,2.3,8.1,25.7,52.8,32.0,84.9,0.152,0.0,0.5,1.2,22.0,773.0,26882.0,0.487,11.1,0.978,0.242,0.203,0.199,0.333,0.022,0.491,0.699,0.437,0.41,0.422,0.28,0.574,0.065,728.0,0.909,0.349,0.323,16.0,0.0
374,Active,Lamar Patterson,pattela01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/pattela01.html,pattela01,39.0,425.0,4.6,0.451,0.587,0.272,1.3,12.8,7.2,13.6,1.2,0.4,20.8,13.6,-0.4,0.5,0.1,0.01,0.0,-0.4,-5.4,-0.4,39.0,425.0,0.337,16.9,0.413,0.25,0.043,0.065,0.054,0.587,0.474,0.609,0.25,0.333,0.2,0.241,0.667,0.0,0.0,0.923,0.259,0.429,0.0,0.0
