,Unnamed: 0,X1,X2,labels,Player,Status,Player_ID,url,G,GS,MP_,FG_100,FGA_100,FG%_100,3P_100,3PA_100,3P%_100,2P_100,2PA_100,2P%_100,FT_100,FTA_100,FT%_100,ORB_100,DRB_100,TRB_100,AST_100,STL_100,BLK_100,TOV_100,PF_100,PTS_100,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP
10,489.0,-4.353328792,2.840683889,Floor Generals,T.J. McConnell,Active,mccontj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mccontj01.html,137,43,3005,6.1,12.9,0.469,0.6,2.0,0.311,5.4,10.9,0.497,1.1,1.5,0.702,1.1,5.7,6.8,11.6,2.9,0.3,4.0,3.5,13.8,103,108,13.9,0.508,0.154,0.118,2.4,13.1,7.6,37.4,2.9,0.4,22.5,15.7,1.4,3.0,4.4,0.07,-2.0,-0.2,-2.2,-0.2
11,490.0,0.147634565,-1.092600902,3-and-D Wings,T.J. Warren,Active,warretj01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/warretj01.html,131,42,2962,9.4,19.3,0.486,0.8,2.7,0.311,8.5,16.6,0.515,2.2,3.0,0.75,2.8,3.9,6.7,1.8,1.7,0.7,1.5,4.3,21.8,110,111,14.4,0.53,0.14,0.154,6.1,8.9,7.5,6.3,1.7,1.2,6.9,19.3,3.6,1.6,5.1,0.083,-0.5,-1.1,-1.6,0.3
12,491.0,2.385527869,0.412004744,Offensive Centers,Taj Gibson,Active,gibsota01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gibsota01.html,562,229,14170,8.0,16.2,0.495,0.0,0.1,0.088,8.0,16.1,0.498,3.4,4.9,0.694,4.9,8.3,13.2,2.1,1.1,2.6,2.6,5.4,19.4,107,102,15.3,0.529,0.008,0.299,10.6,17.5,14.1,6.6,1.1,3.7,12.4,18.1,14.2,22.6,36.8,0.125,-1.8,1.7,-0.1,6.9
13,492.0,3.419276783,1.001307925,Defensive Centers,Tarik Black,Active,blackta01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/blackta01.html,148,48,2441,6.6,12.0,0.548,0.0,0.1,0.333,6.6,11.9,0.549,3.0,5.1,0.585,6.0,9.9,15.9,1.8,1.0,1.4,2.3,7.5,16.1,115,109,14.4,0.567,0.005,0.423,12.7,22.3,17.3,5.8,1.0,2.2,13.8,14.4,3.7,1.9,5.6,0.11,-1.7,-0.2,-1.9,0.1
14,493.0,-0.509647615,-0.80117655,3-and-D Wings,Tayshaun Prince,Inactive,princta01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/princta01.html,1017,902,31576,7.9,17.3,0.455,1.0,2.7,0.367,6.9,14.6,0.47,2.6,3.5,0.756,1.9,5.5,7.4,4.1,1.0,0.9,1.8,2.1,19.4,108,108,13.7,0.513,0.154,0.202,4.2,12.2,8.1,12.8,1.0,1.2,8.8,17.8,35.0,28.0,63.1,0.096,-0.1,0.2,0.1,16.6
15,494.0,1.961583601,-0.345327335,Offensive Centers,Terrence Jones,Active,joneste01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/j/joneste01.html,229,118,5551,8.8,17.5,0.502,0.8,2.8,0.299,7.9,14.7,0.54,3.3,5.3,0.622,3.5,8.3,11.8,2.1,1.3,2.4,1.9,3.5,21.7,111,105,17.2,0.547,0.159,0.302,8.0,18.0,13.1,7.0,1.3,3.8,8.9,19.2,7.9,6.8,14.8,0.128,-0.8,1.0,0.1,3.0
16,495.0,-0.906020672,-1.672166188,Shooting Wings,Terrence Ross,Active,rosste01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/rosste01.html,364,133,8477,7.9,18.9,0.421,3.7,9.8,0.376,4.3,9.1,0.47,1.5,1.9,0.801,0.9,4.9,5.8,2.0,1.7,0.7,1.7,4.0,21.1,106,108,12.2,0.535,0.518,0.101,2.0,11.0,6.5,6.1,1.6,1.1,8.1,18.8,6.9,6.9,13.8,0.078,0.4,-1.3,-0.9,2.4
17,496.0,-1.95901591,0.164216524,Scoring Wings,Terry Rozier,Active,roziete01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/roziete01.html,91,0,1252,5.4,15.7,0.344,1.8,5.7,0.31,3.6,9.9,0.364,1.9,2.4,0.77,2.1,6.7,8.8,5.0,1.5,0.4,1.9,3.0,14.4,96,109,9.3,0.431,0.367,0.154,4.5,15.1,9.8,14.5,1.5,0.7,10.4,16.6,-0.4,1.2,0.7,0.028,-3.3,-0.3,-3.6,-0.5
18,497.0,-0.409565843,-1.335462646,3-and-D Wings,Thabo Sefolosha,Active,sefolth01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/sefolth01.html,722,454,16752,5.0,11.2,0.448,1.3,3.7,0.344,3.7,7.5,0.499,1.8,2.4,0.735,1.7,6.8,8.5,3.3,2.4,1.0,2.0,3.8,13.1,106,103,11.3,0.533,0.329,0.213,3.8,14.8,9.5,9.4,2.4,1.5,14.2,12.5,9.4,24.3,33.8,0.097,-1.1,2.2,1.1,13.0
19,498.0,0.735858479,-0.862902588,Versatile Forwards,Thaddeus Young,Active,youngth01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/y/youngth01.html,714,484,21881,9.9,19.9,0.499,0.7,2.1,0.329,9.2,17.8,0.519,2.6,3.8,0.684,3.3,6.6,9.9,2.6,2.4,0.7,2.5,3.7,23.1,107,107,16.6,0.537,0.107,0.192,7.2,14.8,11.0,8.5,2.4,1.0,10.2,21.0,22.7,23.0,45.7,0.1,0.2,0.2,0.4,13.2
20,499.0,2.511108206,0.604559722,Offensive Centers,Thomas Robinson,Active,robinth01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/robinth01.html,299,12,4018,7.4,16.0,0.465,0.0,0.1,0.0,7.4,16.0,0.467,2.9,5.8,0.504,6.5,11.5,18.0,2.3,1.9,1.4,3.7,6.6,17.8,97,105,13.8,0.48,0.004,0.361,14.0,25.5,19.7,7.2,1.9,2.1,16.8,19.4,-0.6,5.0,4.4,0.052,-3.6,0.5,-3.2,-1.2
21,500.0,2.202018826,0.459643536,Offensive Centers,Tiago Splitter,Inactive,splitti01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/splitti01.html,347,153,6736,8.0,14.4,0.557,0.0,0.1,0.0,8.0,14.3,0.559,5.0,7.2,0.696,4.3,9.0,13.3,3.2,1.5,1.6,2.9,5.1,21.0,116,101,17.9,0.599,0.004,0.498,10.0,19.5,14.9,9.5,1.5,2.3,14.0,18.3,14.3,10.9,25.2,0.179,0.1,1.9,2.0,6.8
22,501.0,3.324786784,0.77579855,Defensive Centers,Tim Duncan,Inactive,duncati01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/duncati01.html,1392,1389,47368,11.5,22.8,0.506,0.0,0.2,0.179,11.5,22.6,0.509,6.6,9.5,0.696,4.3,12.6,16.9,4.7,1.1,3.4,3.8,3.7,29.7,110,96,24.2,0.551,0.008,0.416,9.7,26.5,18.4,16.4,1.1,4.6,12.3,27.0,100.0,106.3,206.4,0.209,1.5,4.0,5.5,89.3
