,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,unique_id
112,18,55,97.9,109.3,-11.4,53.5,2.09,14.9,27.8,83.3,52.1,0.1,43.8,47.3,98.4,46.6,211.001
113,33,291,103.3,116.7,-13.4,52.7,1.59,16.4,21.6,84.6,50.1,0.1,51.7,53.3,94.98,41.4,1102.001
114,15,82,102.2,91.5,10.7,51.4,1.29,16.1,19.7,82.9,51.3,0.2,53.9,55.3,100.02,54.2,11101.001
115,6,54,88.9,117.0,-28.2,65.8,0.96,17.3,21.7,84.8,53.3,0.2,50.0,52.1,96.72,33.4,10110.011
116,6,66,101.6,100.5,1.2,65.5,2.57,20.0,15.9,82.5,49.2,0.1,50.0,52.4,99.31,48.9,10100.201
117,28,390,106.3,105.5,0.8,59.5,1.82,18.4,31.3,77.3,54.3,0.1,49.3,53.1,96.81,51.4,10110.101
118,22,93,94.8,105.8,-11.1,64.3,1.41,17.1,31.3,83.3,55.2,0.2,43.5,47.7,97.59,42.6,10110.011
119,12,133,113.0,94.6,18.4,40.8,2.04,13.9,26.2,75.9,52.5,0.1,50.6,54.9,97.58,60.6,10100.201
120,8,96,94.9,101.3,-6.4,64.4,2.24,17.7,26.4,80.2,49.2,0.1,42.7,45.5,94.66,46.3,11100.101
121,15,77,102.1,86.2,15.9,54.8,1.26,17.3,11.9,80.9,53.4,0.2,53.7,58.6,98.29,62.9,
122,23,73,90.7,93.2,-2.5,67.9,1.24,18.2,21.0,78.3,51.1,0.2,48.0,50.8,97.47,48.3,2.21
123,8,70,99.2,90.4,8.8,63.3,1.63,17.2,12.9,80.3,48.9,0.1,50.0,53.8,99.02,55.2,11000.021
124,10,77,95.8,102.9,-7.2,71.4,1.18,18.1,24.6,68.8,48.3,0.2,48.9,53.4,101.53,45.8,1101.101
125,21,75,115.2,126.7,-11.4,56.3,1.89,15.8,26.3,63.8,42.0,0.1,49.0,56.9,104.31,44.8,11100.11
126,13,62,125.5,99.5,26.0,64.9,2.64,20.3,20.7,73.0,47.9,0.1,59.0,63.7,103.29,61.8,11101.01
127,25,295,114.3,106.8,7.5,65.5,2.28,21.3,19.0,76.9,48.8,0.1,58.1,60.0,96.7,51.9,11100.011
128,12,64,116.8,102.4,14.4,81.5,2.59,25.8,13.6,75.0,46.9,0.1,62.5,64.3,95.65,56.4,10100.111
129,15,56,107.5,108.5,-0.9,57.1,1.33,17.3,36.4,61.3,50.9,0.2,54.9,56.1,97.16,52.2,20100.11
130,12,62,101.7,101.5,0.2,58.7,1.13,16.2,25.4,76.3,50.8,0.2,52.9,54.8,98.43,45.9,10101.11
131,7,65,105.3,98.3,7.1,66.0,1.59,19.4,12.1,90.3,52.5,0.2,55.0,59.0,104.71,53.6,11001.11
132,22,178,105.5,111.8,-6.3,54.7,1.37,16.8,15.5,77.3,47.2,0.2,54.2,58.2,102.38,46.4,20100.11
133,18,191,103.9,117.9,-14.0,52.4,1.51,16.3,23.0,76.6,49.2,0.1,50.7,54.2,103.55,42.8,1101.011
134,5,57,101.1,92.6,8.5,57.1,1.12,17.2,20.5,80.0,54.8,0.2,54.5,58.0,107.39,57.3,1101.101
135,27,156,118.0,115.3,2.7,41.9,1.3,12.6,34.5,72.9,52.7,0.1,50.8,57.8,103.6,51.0,1100.021
136,7,115,108.0,108.3,-0.2,48.5,1.53,15.4,20.2,84.7,50.7,0.1,52.9,56.3,103.5,46.3,1100.021
137,25,295,105.4,110.4,-5.0,55.8,1.47,16.1,24.6,77.4,50.3,0.1,49.4,54.6,102.17,46.9,1101.011
138,32,284,102.8,108.7,-5.9,49.6,1.17,14.4,29.3,74.8,50.6,0.2,49.5,52.9,98.96,45.0,1101.011
139,12,124,98.4,115.2,-16.8,57.0,1.24,16.3,26.7,80.6,52.2,0.2,50.6,52.0,100.92,38.4,10200.101
140,22,195,108.0,100.2,7.8,52.8,1.41,15.8,28.9,76.7,54.1,0.1,50.9,55.5,100.79,55.1,101.201
141,16,62,115.4,119.7,-4.3,66.0,1.63,18.1,29.4,72.5,51.0,0.2,52.5,59.6,95.51,50.7,11.111
142,24,70,102.8,88.0,14.7,65.4,1.55,17.8,25.4,79.2,50.0,0.2,48.8,53.7,96.67,57.6,11002.1
143,9,59,95.3,87.0,8.3,57.8,1.86,16.6,21.1,75.4,50.0,0.1,45.3,48.5,97.27,58.0,10.112
144,7,63,111.9,113.2,-1.3,47.3,1.73,15.8,26.8,74.6,51.3,0.1,54.5,56.0,95.81,50.0,10.022
145,4,76,115.5,103.4,12.1,49.3,1.55,15.6,36.0,75.7,55.7,0.1,52.8,56.0,97.55,55.6,211.001
146,20,85,102.9,100.0,2.9,49.2,1.68,14.5,25.6,77.3,51.0,0.1,48.6,51.1,96.22,52.4,111.002
147,24,138,108.7,90.0,18.7,66.1,2.29,19.9,18.5,81.8,50.4,0.1,54.9,56.2,101.88,60.3,10101.2
148,18,92,110.4,105.6,4.8,62.8,2.33,19.1,28.6,67.1,46.5,0.1,52.6,53.7,93.67,50.4,10101.2
149,21,85,104.4,110.6,-6.2,62.5,1.67,17.6,27.4,66.7,47.7,0.1,51.4,53.5,96.46,45.1,101.201
150,12,79,102.7,106.3,-3.5,78.6,2.62,23.8,16.2,82.6,49.6,0.1,54.3,54.7,100.98,51.4,11102.0
151,16,55,121.0,105.7,15.3,53.7,2.07,19.3,23.1,81.6,55.7,0.1,60.9,63.3,100.65,56.4,11001.11
152,17,56,103.1,127.3,-24.2,58.5,1.2,15.6,36.5,70.5,52.1,0.2,47.0,52.0,96.2,35.1,111.011
153,32,194,119.7,99.7,20.0,61.5,2.43,20.1,22.5,74.6,49.2,0.1,57.1,60.9,100.92,61.1,110.021
154,56,1114,112.2,100.7,11.5,62.6,2.03,19.9,22.6,78.2,50.8,0.1,55.4,58.4,99.89,56.3,111.011
155,29,70,121.4,116.1,5.2,47.2,1.42,17.1,26.9,69.0,51.2,0.2,62.9,65.0,104.49,52.2,111.011
156,32,383,97.6,101.1,-3.5,57.5,1.32,16.3,22.4,78.0,50.8,0.2,49.1,52.0,99.12,48.5,10110.011
157,18,77,103.9,100.1,3.8,60.6,1.39,19.2,26.7,77.3,54.8,0.2,55.9,57.1,105.22,54.5,10110.011
158,20,206,94.4,104.6,-10.2,65.6,1.49,18.2,25.6,72.8,48.7,0.2,47.6,49.6,99.69,45.8,10110.011
159,29,213,107.2,104.6,2.6,62.8,1.74,18.3,24.1,74.7,51.2,0.1,51.6,55.7,98.41,53.7,10210.001
160,10,53,87.2,112.0,-24.8,59.5,1.47,15.9,23.9,82.9,51.7,0.1,41.5,45.3,93.31,38.7,11101.001
161,17,65,104.0,96.4,7.5,50.9,1.75,15.4,29.0,96.2,60.0,0.1,47.6,51.2,98.77,55.7,112.001
162,27,70,92.1,87.4,4.8,50.0,1.32,13.1,14.5,76.5,48.7,0.1,42.4,48.9,104.39,56.9,112.001
163,33,553,107.5,99.2,8.3,64.8,1.99,18.8,22.0,81.7,51.1,0.1,51.1,55.4,97.98,55.0,12001.01
164,18,122,103.6,101.4,2.1,67.4,1.88,18.9,27.0,78.2,53.5,0.1,49.1,52.6,97.49,51.6,11002.01
165,23,195,105.6,105.8,-0.2,58.2,1.85,17.7,11.2,78.7,45.7,0.1,53.1,57.0,99.75,48.0,2002.01
166,20,170,109.0,101.0,7.9,61.9,2.18,17.8,25.5,77.8,52.1,0.1,49.0,53.9,96.95,53.8,2001.011
167,12,63,75.9,110.5,-34.6,64.7,1.05,13.1,18.8,85.5,48.4,0.2,35.1,40.4,102.99,25.8,12001.01
168,22,79,101.4,105.8,-4.4,57.4,1.72,13.9,27.8,79.7,48.3,0.1,42.0,48.7,97.52,44.9,12100.01
169,22,70,133.0,118.8,14.2,65.8,2.78,24.2,14.3,71.0,48.1,0.1,69.0,72.3,99.39,58.9,11101.01
170,18,74,111.5,112.0,-0.5,61.7,2.85,16.7,16.0,82.8,45.1,0.1,47.9,56.1,103.3,55.7,2101.01
