unique_id,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE
10001.12,11,68,102.3,96,6.3,58,1.45,16.7,25,72.6,51.1,0.2,48.7,53.2,91.63,53.4
11101.01,14,68,98.6,100.9,-2.3,56.9,2.23,15.7,21.6,72.7,45.7,0.1,44.9,48.3,98.25,49.3
1100.111,15,68,101.9,111.8,-9.8,64.3,1.5,16.1,16.9,74.4,41.2,0.1,49.5,54.3,89.28,42.6
12000.011,12,67,97.6,81.8,15.8,52.7,1.21,15.1,40.3,66.1,52.7,0.2,44.9,47.7,97.34,60.6
,17,67,105,102.9,2.1,52.7,1.32,15.9,33.9,80.3,58.1,0.2,51.3,53.7,94.82,54
11101.01,15,67,110.6,90.4,20.2,60,2.06,18.8,15.7,75.7,51.2,0.1,54.4,58.8,92.92,65.8
11200.001,15,67,96.8,95,1.8,62.2,1.56,16.5,21.8,75,48.6,0.1,45.8,50.7,93.18,51.6
,13,67,106,99.2,6.8,49.2,1.72,17.9,30.2,79.7,57.3,0.1,54.2,53.9,89.39,58.1
11100.101,10,67,76.9,85.8,-8.8,46.7,1,12.8,20,70.1,45.5,0.2,40.3,41,91.72,38.6
11001.02,13,66,112.6,105.5,7.1,58,1.12,17.7,29.8,76.3,55.7,0.2,57.8,62.5,88.57,54.1
20110.01,17,66,111.3,108.3,3,74.5,2.56,22.2,18.5,73.7,46.8,0.1,54.7,58.3,95.69,54
,13,66,107.7,94.1,13.6,77.8,1.91,22.8,28.8,81.4,56.8,0.2,54.7,57,93.37,61.4
11001.011,4,66,101.8,81.5,20.3,61.1,1.14,18.4,29.5,78.4,60.2,0.2,54.7,57.8,95.8,72.8
11000.111,12,66,111.5,109.2,2.3,72,2.4,21.9,16.7,77.1,46.9,0.1,55,59.2,88.99,49.9
10000.121,8,65,96,119,-23,57.1,1.33,16.2,27.6,75.9,51.7,0.2,46.5,50,93.76,38.8
1201.001,19,65,125.7,109.9,15.8,52.6,2,17,29.4,72.6,53.1,0.1,57.2,62.9,96,59.2
10210.001,8,65,123.6,113.2,10.4,66.7,2.11,21.9,23.4,84.9,56,0.1,64.7,65.8,94.73,55.1
12.101,10,65,111.6,102.7,8.9,62.9,1.95,21.2,21.2,77.8,50,0.2,57,59.8,98.59,56.2
11101.001,20,65,114.5,89.8,24.7,48.1,1.53,15.1,24.6,69.6,49.2,0.1,54,58.6,98.67,62.7
10011.02,15,64,122.5,86.6,35.8,53.2,1.57,17.4,40,89.7,66.7,0.2,58,61.7,98.02,73.3
10011.101,14,64,123.7,105.9,17.8,60,2.17,21.4,35.4,69.1,55.2,0.1,61.3,62.3,96.78,59.1
1201.001,19,64,103.2,126.1,-22.9,42.2,1.73,11.7,26.2,64.4,41.8,0.1,42.3,49.3,93.02,34.1
11100.011,8,64,71.5,110.1,-38.6,69.4,0.78,15,23.7,82.7,51.4,0.3,39.5,41.7,95.01,24.4
10101.2,18,63,119.7,102.5,17.2,44.8,1.73,14.9,33.3,75.9,55.4,0.1,53,58.5,98.79,61.9
21100.1,9,63,101.8,81.8,20.1,45.1,1.64,12.7,32.9,79.4,54.4,0.1,43.7,46.7,100.14,61.5
2002.001,17,63,108.2,100.2,8,51.8,1.61,16.6,27.6,87,56.3,0.1,52.2,54.9,101.63,54.2
3001.01,19,63,111.1,109.1,2,35.3,0.95,10.6,19.3,68.6,42.6,0.1,51.4,58.9,107.06,50.7
10110.011,20,62,116.6,132.6,-16,47.3,1.44,15,29.4,77.8,52.1,0.1,57.9,59.6,98.86,40.6
11.111,15,62,89.2,76.4,12.8,67.5,1.13,16.3,19.6,68.7,46.3,0.2,44.9,49.6,99.23,67.3
1100.012,18,62,104.6,123.9,-19.3,46.4,1.37,15.9,25.5,71.4,47.1,0.2,53.6,54.5,96.17,39.3
10001.111,7,62,101.8,113.6,-11.8,70,1.46,20,30.2,62.9,48.8,0.2,51.9,54.4,95.94,47.3
21000.02,18,62,96.3,89.5,6.8,41.5,1.21,11.3,20.4,81,51.8,0.1,42.6,49.4,95.41,54.6
10101.2,11,62,98.1,106,-7.9,56.8,1.79,16.1,17.2,83.3,50.8,0.1,47.1,50.7,91.91,44.2
11000.201,21,62,115.4,91.7,23.7,49.1,2.17,16.2,26.4,62.5,45,0.1,52.3,56.8,93.67,67.2
10111.01,6,62,86.8,102.1,-15.3,56.8,1.92,15.1,20.3,65.5,40.9,0.1,40.8,43,97.53,41.8
11101.001,48,915,104.2,100.9,3.2,48.1,1.45,14.5,30.5,78.2,52.4,0.1,48.9,51.3,96.78,49.6
20110.01,70,892,104.4,100.5,4,70.8,1.94,20.7,18.1,74.3,47.1,0.1,52.6,56,100.32,53.3
1000.022,59,816,113.3,95.6,17.8,61.9,1.82,19.6,31.6,77.5,56.9,0.2,54.6,58,97.9,62.6
10110.011,50,735,103.7,105.8,-2.1,50.1,1.41,15.6,26.3,77.6,52.8,0.1,50.2,53.3,94.25,48.9
11100.011,60,723,105.3,102.9,2.4,67.9,2.23,20,24,71.9,47.7,0.1,50.5,53.3,98.78,51
11001.011,47,698,104.7,96.1,8.6,61.1,2.03,18.7,24.6,81.3,53.3,0.1,49.4,53,93.65,56
10010.111,46,648,113.5,109.6,3.9,66.8,1.78,20.4,23.5,73.7,49.9,0.2,55.8,60.8,99.45,53.9
21001.1,52,611,106,107.7,-1.7,55.3,1.54,16.6,26.2,78.9,51.4,0.1,51.6,54.3,96.73,45.8
10100.201,51,572,88.8,112.9,-24,49.3,1.09,13,19,74,44.6,0.2,42.7,47.1,100.11,35.1
1001.021,49,552,109.4,96.2,13.2,70.9,1.96,21.7,20.2,80.4,51.8,0.2,56.6,58.5,101.99,56.6
11101.01,41,539,105.6,112.4,-6.7,57,1.69,17.8,27.1,71.3,49.7,0.1,50.8,54.3,95.36,48.2
11001.101,37,465,115.3,102.8,12.4,56.5,2.09,18,26.4,79.3,52.4,0.1,54.8,57.6,94.53,55.3
1102.001,25,462,107.4,104.3,3.2,55.4,1.75,17.2,24.4,81,52.5,0.1,52.8,55,95.33,50.7
20100.2,25,452,100.4,95.2,5.2,57.7,1.61,16.8,16.7,79.8,48.6,0.1,48.9,53.4,100.39,53.4
10101.02,40,419,100.8,101.1,-0.3,66.9,1.79,18.5,19.6,76.8,48.6,0.1,49,52.9,93.56,52.3
11101.1,26,408,108.2,106.4,1.8,59.9,1.85,18.9,17.3,78.1,48.7,0.1,53.9,57.7,94.02,51.7
12100.01,23,406,114.5,104.5,9.9,63.7,2.31,19.6,19.1,78.7,49.1,0.1,55.2,59,97.43,55
211.001,30,375,109.4,98.3,11.2,67.3,2.19,20,20.7,79.3,51.3,0.1,54.1,56.5,95.71,55.8
1000.112,49,360,113.2,99.8,13.4,60.1,1.84,18.4,28.2,74.9,53.6,0.1,53.5,57.7,99.95,60
11000.111,28,339,100.3,100,0.3,57.3,1.52,17.4,22.9,77,51.3,0.2,50.4,52.9,92.35,50.9
112.001,26,334,106.9,100.3,6.5,64.2,2.03,20.1,21.7,76.9,48.7,0.1,53.2,55.5,93.74,53
10100.201,40,333,101.6,94.8,6.8,54.9,1.17,15.8,28.6,79.3,55.2,0.2,50.1,53.9,96.98,55.1
10100.21,35,333,100.4,107.2,-6.7,51.7,1.17,15.1,14.3,69.5,40.8,0.2,51.8,55.8,103.32,44.8
11100.101,25,327,102.1,107.8,-5.7,50.6,1.3,14.8,24.8,75.7,50,0.1,48.6,53.4,95.87,47.1
110.021,38,311,101.9,105,-3.1,72,2.26,21.5,20.1,79.7,49,0.1,51.4,53.1,98,49.7
10200.101,29,305,105.7,98.4,7.2,51.5,1.23,15.9,27,78,53.9,0.2,52.6,56.4,92.26,54.9
1101.101,42,297,111.1,94.7,16.4,57,1.55,16.7,26.9,70.7,50.1,0.1,53.1,57.3,91.24,62.9
11001.11,30,296,104.7,108.4,-3.7,59.4,1.57,18.1,28.5,76.6,51.7,0.2,50.7,53.9,96.43,47
10000.211,33,295,112.7,100.3,12.5,65.9,1.73,19.9,25.2,74.3,50.8,0.2,56.5,59.6,99.16,55.6
11001.11,36,290,113.2,98.8,14.4,61.1,1.64,18.7,25.3,75.2,51.2,0.2,56.7,59.4,100.92,57.3
1100.012,21,290,104.8,107.3,-2.6,64.3,1.84,18.2,31.4,78.5,53.5,0.1,47.5,51.9,97.41,49
10101.11,27,289,110.7,111.1,-0.3,63.9,2.6,20.3,17.8,73.4,45.1,0.1,53.4,57.1,94.85,49.4
10010.021,25,276,103.3,92.6,10.7,70.6,2.75,21.2,18.3,81.2,49.7,0.1,48.8,52.8,93.21,58.3
10111.001,18,273,111.1,91.7,19.4,67.1,2.23,21.3,25.4,80.5,54.2,0.1,55.7,56.9,97.27,62.1
11101.01,37,272,115.2,100.6,14.6,56.7,2.4,17.8,22.4,78.2,50.1,0.1,53,57.4,93.2,58.5
10010.021,36,262,106,108.6,-2.7,63.6,2.09,19.4,26.3,71.1,48.5,0.1,50.1,53.5,93.99,51
21100.01,25,261,103.3,97.5,5.9,65.3,2.16,19.2,23.6,75.5,48.8,0.1,48,52.3,92.15,53.9
12000.02,23,259,108.1,107.6,0.5,70.1,2.23,20.6,16.4,77,46.4,0.1,53.7,57,96.78,48.7
11200.001,22,256,109.8,100.4,9.4,59.1,1.52,18.3,27.9,80.9,56.2,0.2,55,58,92.17,56.7
1001.021,31,254,111.7,95.1,16.6,70.8,1.82,22.1,16.3,76.4,50.4,0.2,60.9,62.4,105.66,59.5
11001.101,28,251,99.5,107.1,-7.6,62.3,1.41,18.4,22.1,77.1,50.2,0.2,52,54,96.68,45.6
20010.02,45,235,103.2,96.9,6.3,62.4,1.64,18.7,21.3,71.1,47.5,0.2,51.9,54.7,97.81,54.1
110.021,30,230,108.1,100.6,7.6,67.9,1.92,20.7,21.8,76.6,49.1,0.1,54.7,57.4,102.13,55.6
10110.011,17,229,101.3,97.5,3.8,64.2,1.71,18,26.6,80.2,53.1,0.1,47.8,51.4,96.64,50.4
11100.011,15,229,104.1,107,-2.8,57.1,1.51,16.6,28.4,80.1,51.9,0.1,49.8,53.1,95.99,46.2
101.201,18,221,95.8,116.6,-20.7,53.2,1.51,15.8,18.9,71.5,44.4,0.1,47.6,50.3,97.72,38.2
21200,22,220,93.3,90.6,2.7,51.9,1.53,15,20,72.7,49.2,0.1,43.9,48.2,96.34,54
11002.1,16,220,98.9,95.8,3.1,53.6,1.3,15.7,28.6,84.4,56.4,0.2,46.9,50.9,101.29,50.9
111.101,22,219,102.3,108.5,-6.2,65.4,1.87,19.3,24.4,77.3,50.7,0.1,50.5,53,102.64,48.5
201.101,54,218,104.7,91,13.7,45.5,1.42,12.9,22,79.7,52,0.1,46.7,53.3,96.57,59
11201,26,203,99.4,102.9,-3.5,63.1,1.87,17.6,18.6,69.1,44.3,0.1,47.5,51.7,100.89,50.6
100.211,41,201,105,111.9,-6.9,60.7,1.4,16.8,23.2,67,45.5,0.2,52.7,55.6,100.25,43.3
100.112,14,200,95.7,98.2,-2.5,55.8,0.98,14.8,33.3,81.7,56.9,0.2,46.6,50.4,98.78,47.1
11101.01,26,199,101.6,105,-3.3,61.1,1.69,17.7,19.3,71.3,45.5,0.1,49.8,53.6,94.75,47.7
10100.201,33,198,94.6,118,-23.3,46.1,1.05,12.7,19.5,72.7,46.4,0.2,45,50.4,100.4,35.1
11001.101,46,198,120.4,96.2,24.2,62.4,2.58,18.7,30.2,81.3,55.8,0.1,53.8,58,93.84,62.3
0.212,22,197,107.7,100.5,7.2,55.3,1.2,15.6,36.3,79.9,58.6,0.2,51.5,55,94.71,54.1
111.011,18,197,107.2,101.6,5.6,67.4,1.9,20.4,23.4,81.1,54.2,0.1,53.7,56.6,101.14,55.2
11000.21,16,197,118.5,107.8,10.7,57.4,2,20.6,22.5,75,51,0.1,60.1,62.9,94.39,56.5
10100.111,34,194,106.3,104.3,2,58.9,1.82,18.3,16.9,84.2,51,0.1,53.6,56.5,96.52,50.6
1100.012,14,193,111.6,102.5,9.1,66.9,1.82,20.6,28.3,79.3,55.7,0.2,55.4,58.4,96.93,55.6
1100.021,22,190,111.3,105.5,5.7,59.8,1.91,18.6,29.9,75.9,54.5,0.1,53.7,56.1,98.43,57.4
1000.211,23,187,90.4,108.6,-18.3,57.8,1.21,15.6,16.7,63,38.4,0.2,45.5,49.4,96.56,36.5
21001.01,25,185,104,97.4,6.6,59.1,2.41,19.1,19.4,82.3,49.7,0.1,50.4,52.9,96.13,52.8
11.021,23,178,103.8,104.4,-0.7,60.4,1.48,18.8,21.3,76.2,50.4,0.2,54.8,56.7,103.17,51.7
10111.01,39,178,106,86.7,19.3,69.7,2.41,20.8,15.7,80.3,50,0.1,52.4,55.7,96.98,62.4
1001.111,13,177,105,100.2,4.8,46.6,1.26,14.3,23.6,79.8,51.5,0.1,51.1,54.7,100.11,52
21001.1,22,175,113,111.3,1.6,62.4,1.96,18.7,14.8,78.5,47.6,0.1,56.3,60.4,98.86,48.8
1101.02,37,172,142,95,47,65.9,2.22,22.5,27,71.6,54.1,0.1,72.3,75,107.67,73.2
1102.001,45,169,106.6,97.2,9.4,37.3,1.51,12,26.2,77.5,50.9,0.1,50,51.8,97.02,52.1
21000.02,18,167,96.2,108,-11.8,47.9,1.1,13.9,28,71.5,48.7,0.2,46.5,50,90.72,43.4
111.101,19,165,90.7,104,-13.3,64.2,1.51,17,20.6,75.6,48.1,0.1,43.3,47.8,98.49,43.4
11001.101,35,163,109.5,109.4,0.1,61.4,1.56,18.5,25.8,76.6,53.1,0.2,55.3,57.8,92.91,49
12000.02,14,162,111.2,100.2,10.9,57.6,2.42,18.3,20.8,81.4,49.7,0.1,52.6,55.6,96.84,52.8
1102.001,27,160,104.6,92,12.5,55.1,1.4,16.9,20.5,83.3,52.6,0.2,54.1,56.4,95,56.8
111.011,29,158,104.3,86,18.3,63.3,1.9,17.9,18.7,72,46.1,0.1,50.7,54,98.59,61.4
1101.011,46,156,124,92.2,31.8,71.9,1.89,22.6,22,69,50,0.2,66.1,67.8,97.86,69.4
10100.201,25,156,101,104.7,-3.7,56.8,1.42,17.7,23.4,73.7,48.1,0.2,52.2,54.1,98.29,47.7
11101.01,18,155,99.8,106,-6.2,55,1.61,16.5,15.1,72.1,44.4,0.1,49.2,53.3,97.07,45.7
10110.101,16,155,115,95,19.9,63.1,2.24,21.2,16.4,75.8,49.8,0.1,60.2,61.6,102.81,64.1
1000.121,31,154,103.5,90.7,12.8,43.8,1.14,13.7,26.2,77.1,52.7,0.2,49.8,53.9,100.22,59.2
11001.101,15,154,104.6,101.9,2.6,62.5,1.43,18.9,27.4,81,54.9,0.2,53.8,55.7,96.27,50.8
11200.001,15,150,99.5,109.8,-10.2,50.9,1.06,15,25,83.2,55.2,0.2,50.8,54.3,91.11,43.9
21101,11,146,111.5,110.7,0.7,55.8,1.57,18.3,25.7,69.2,50.2,0.2,55.6,59.2,97.56,51.9
10102.1,19,144,96.7,96.9,-0.1,55.1,1.06,14.2,18.4,80.9,51,0.2,45.7,53.3,101.73,49.9
10010.021,13,143,106.2,104.9,1.3,63.8,1.46,19.9,17.9,79.9,52.1,0.2,57,60,103.73,53
1001.021,16,142,109.8,106.7,3.2,69,1.98,21.4,19.8,75,49.1,0.1,57.3,59.6,101.47,54.2
1101.101,44,142,115.8,97.5,18.3,38,1.09,11.7,29.4,71.8,54.1,0.1,54.2,59,92.93,61.9
12.101,14,141,105,112.6,-7.6,56.8,1.86,16.9,29.5,79.2,51.7,0.1,47.6,51.1,98.35,44.1
110.012,10,139,95,104.4,-9.3,63,1.15,16.8,28.6,75,50.7,0.2,47.3,50.8,103.06,44.6
10201.01,17,135,107.4,95.8,11.6,59.2,1.58,18.3,23.3,73.7,50.2,0.2,52.9,57.3,102.19,59.5
10201.01,12,133,106.1,103.4,2.7,64.7,1.83,20.2,27.8,73,49.4,0.2,52,54.5,98.62,49.6
102.2,21,133,118.9,96.4,22.5,62.2,2.74,20,23.9,75.9,49.3,0.1,56.6,59.5,96.24,62.6
1011.011,30,133,113.6,100.7,12.9,63.7,1.53,18.4,37.2,74.5,57.9,0.2,53,57.9,99.89,60.1
100.121,26,132,100.8,99.5,1.2,54.4,1.56,15.8,27.9,75.9,50.2,0.1,46.9,50.4,96.51,49
11001.11,37,131,109.8,102.3,7.5,52.5,2.04,14.5,24.6,73.7,47.5,0.1,45.9,53.8,100.82,55.6
20000.21,15,131,104.1,109.6,-5.5,64.7,1.78,18.6,26.6,76.1,50.2,0.1,48.9,52.9,93.66,47.6
11100.011,15,130,102.6,110.3,-7.8,53.1,1.63,15.8,21.7,79.2,49.3,0.1,48.9,52.7,93.17,45.7
110.111,36,130,118.2,98.2,20,60.5,2.09,17.8,31,71.2,50.2,0.1,53.1,57.7,99.69,63.6
13000.01,30,129,112.2,103.4,8.8,54.1,2.04,15.4,25,79.3,51.3,0.1,48.9,55,99.1,52
11101.01,32,129,101.8,94.8,7,60.7,1.42,17.5,18.6,78.6,51.2,0.2,51.5,55.8,107.5,55.7
11100.011,30,129,110,96.4,13.6,57.8,1.91,17.5,23.7,78.6,52.6,0.1,52.3,56,98.84,60
11000.111,38,129,129.1,114.9,14.2,53.4,1.8,16.8,40.2,77.9,59.1,0.1,55.1,62.2,96.79,58.1
11000.111,13,128,100.5,97,3.6,57.8,1.19,17.4,33.6,73,53.8,0.2,51.5,53.1,98.09,52.1
11100.101,19,127,108.6,97.4,11.2,56.8,1.75,17.4,27,84.8,57.1,0.1,51.3,55.3,100.28,57.8
100.112,9,126,93.2,111.5,-18.3,65.6,1.15,17.4,24.8,77.8,52.7,0.2,47.3,51.8,101.72,41.8
1101.011,34,126,122.5,92.3,30.2,69.7,2.02,21.7,24.5,77.6,54.7,0.1,62.1,65,105.83,68.7
10110.011,12,122,100.2,104.3,-4.1,71.1,1.88,19.1,21.2,70.9,46.5,0.1,46.8,52.2,97.58,50.3
111.011,19,122,96.4,92.3,4,67,1.43,18.9,20.4,84.9,51.6,0.2,50.2,52.7,99.55,52.5
11000.111,31,121,107.8,92.2,15.6,64,2,19.1,27.6,81.5,54.9,0.1,49.3,54.6,95.68,60.6
11100.011,9,121,101.4,108.5,-7.1,63.7,1.91,18.8,30.7,80.4,55.3,0.1,48.7,50.5,97.09,48.3
110.021,15,115,105.3,105.1,0.2,68.6,2,21.3,21,67.5,45.5,0.1,55,55.7,100.07,49.7
10001.21,41,114,113.2,97.9,15.3,66.7,2.13,21.1,18.5,74.3,48.2,0.1,56,60.1,95.15,59.4
100.121,27,114,96.2,102.6,-6.4,60.3,1.24,15.4,25,80.4,53,0.2,45.3,51,97.91,47.3
10010.021,13,113,112.1,100.3,11.8,61.4,1.63,18.9,27.5,83.3,56.2,0.2,55,58.5,100.55,57.5
10201.1,19,113,108.2,97.9,10.3,53.5,1.59,16.3,22.4,79.4,52.2,0.1,51.9,55.9,91.32,55.9
21000.11,9,112,115.4,112.4,3,60.6,2.22,19.2,24,65.5,47,0.1,54.5,58.7,99.09,53.7
1.211,18,110,107.1,101,6.1,64.8,1.84,17.6,28.6,83.5,53.2,0.1,48.1,53.3,102.99,53.2
,7,109,93.8,97.4,-3.6,46.2,1.24,12.4,21,75.9,47.6,0.1,42.8,47.7,98.55,46.2
201.101,17,109,113.2,102.5,10.7,53.6,2.05,17.7,19.5,79.8,50,0.1,56.3,58.1,86.25,55.3
1110.011,26,108,111.1,106.1,4.9,68.7,2.19,20.4,22.3,71.6,46.8,0.1,56,57.4,105.5,56.2
20110.01,12,106,92.7,109.7,-16.9,52.9,1.02,15.6,15.4,76.7,47.9,0.2,49.2,53.4,103.07,42.5
20110.01,44,105,99,106,-6.9,59.7,1.54,15.4,20.6,72.2,45.7,0.1,45.7,50.8,101.16,42.6
11100.101,14,105,108.5,99.4,9.1,53.4,1.42,17.2,29.8,68.6,51.3,0.2,54.3,56.5,93.43,59.2
10110.11,16,105,103.6,99.1,4.5,67.5,1.75,19.1,13.7,75,42.5,0.1,52.2,56.6,103.35,51.8
10200.2,20,105,119.3,94.9,24.4,61.3,2.38,19.1,30,83.3,58.3,0.1,54.2,58.8,100.89,66.7
110.021,28,103,107,100.4,6.5,51.2,1.07,16.2,19.5,81.4,54,0.2,55.7,60.9,98.72,52.3
11200.001,18,103,104.5,107.6,-3.1,50,1.29,15.4,20.2,79.2,52.4,0.2,52.6,56.1,94.01,48.4
11001.11,22,103,109.6,109.6,0,56.6,1.68,17.4,26.4,72.9,52.1,0.1,51.7,56.2,91.76,49.9
11100.02,22,103,111.9,106.1,5.8,55.3,1.62,16.2,26.4,72.2,50,0.1,51.2,56.5,94.78,50.6
11101.01,8,102,122.1,110.2,12,56.3,3.77,18.6,22,73.8,46.9,0.1,56,58.9,91.78,54.3
1201.001,33,102,95.4,108.2,-12.7,47.8,1.1,12.7,20.7,74.7,47.7,0.1,45.6,50.6,98.1,41
11101.001,21,102,107.4,111.9,-4.5,50,1.4,15.5,23.7,87.5,50.9,0.1,53.4,55.6,96.7,44.5
101.201,19,101,105.3,106,-0.7,59.5,1.79,17.4,33.3,67.7,50.8,0.1,48.2,51.9,97.18,52.8
10110.011,17,100,104.9,97.4,7.5,63,2.13,18.2,22,78.4,49.7,0.1,49.4,53,97.62,56.7
10100.201,18,99,90.2,104.1,-13.9,56.1,1.32,14.5,19.6,67.3,43.8,0.1,42.8,46.8,97.05,42
21100.01,25,98,98.8,115.9,-17.2,66.7,2.29,17.9,22,72.6,43.4,0.1,44.1,49.1,92.32,41.6
102.101,13,98,101.3,102.8,-1.4,58.8,1.74,18.2,20.9,77.2,47.9,0.1,50.6,53.1,94.27,48.2
11100.011,10,97,113.3,99.2,14.2,65.9,2.16,20.2,23.1,77.6,51.5,0.1,53.9,58.8,96.79,59.6
11101.01,23,97,115.3,94.5,20.8,61.4,2.16,18.6,25.8,77.2,51.4,0.1,52.4,57.9,103.72,63.1
1101.101,30,97,125.6,111.8,13.8,47.4,1.71,14.4,28.4,82.9,56,0.1,56.7,62.8,93.12,59.7
201.011,6,96,103.5,114.2,-10.7,60.6,1.19,17,25.3,75,52.1,0.2,52.3,56.8,95.42,45.4
10000.121,22,96,104.6,98.4,6.2,57.3,1.47,17.5,31.9,75.8,53.5,0.2,51.9,52.9,93.06,50.9
111.011,9,95,117.8,106.5,11.3,61.7,2.78,20,18.9,72.8,47.1,0.1,56.9,60.2,94.51,57.4
100.211,17,95,120,107.7,12.3,42.5,1.54,15.3,30.1,81,56.6,0.1,57.7,60.7,94.02,55.2
11200.001,31,94,98,111.1,-13.1,43.2,0.91,12.7,29.1,73.9,51.7,0.2,49.4,51.7,98.84,39.8
21100.01,6,93,102,101.8,0.2,68.8,2.65,19.1,30.2,78.9,53.8,0.1,44.7,48.8,99.72,51.7
12001.01,19,93,114.9,92.6,22.3,67.5,2.08,20.6,28.6,75.5,53.8,0.1,54.9,58.1,92.8,63
0.212,15,92,115.6,95.6,20,51.2,1.68,17.3,31.5,86.1,58.6,0.1,55,58.4,95.5,60.3
10.211,24,92,106.6,127.8,-21.2,47.7,1.15,13,24.7,65.7,43.2,0.1,50.3,55.1,98.23,36.3
11100.011,11,90,89.3,117.7,-28.4,59.7,1.74,15.6,28.2,76.5,49.5,0.1,39.9,43.2,99.5,35.2
11.111,21,90,116.5,115.6,1,58.7,1.57,17.1,17.8,74.7,48.1,0.1,56.6,63,104.24,53.3
11102,21,89,106,106.3,-0.3,60.9,2,17.2,18.4,77.9,44.5,0.1,49.4,54.5,99.22,50.2
11101.1,19,89,111.9,105.7,6.1,58.3,1.5,17.2,22.5,75.3,50,0.2,55.6,59.8,100.9,55
13000.01,26,89,119.1,86.1,33,57.5,1.91,17.1,25.3,75.3,52.8,0.1,54.2,60.2,97.65,71.6
1100.021,27,89,108.6,116,-7.4,44.3,1.15,12.9,31.6,67.5,50,0.1,51,54.9,97.75,47.2
100.121,20,89,87.3,99.3,-12,68.4,1.34,16,18,73.7,43.6,0.2,40.4,46.9,100.93,42
201.101,12,89,108.8,116.6,-7.9,59.7,1.29,17.9,24.6,81.7,51.2,0.2,54.7,59.4,90.6,44.5
11101.001,23,88,95.1,109,-13.9,50,1.33,14.3,33.3,81.8,55.7,0.1,44,46.8,100.25,42.1
11000.111,9,88,92.9,114.2,-21.3,41.5,0.9,12.1,19.5,80,47.4,0.2,47.7,50.4,98.57,39.6
11000.021,27,88,97.3,111.4,-14.1,58.7,1.23,15.3,30.1,78.4,52.9,0.2,45.5,50,96.83,42.7
10200.011,15,87,104.7,95.8,8.9,64.5,2.67,16.6,24.8,79.2,48.3,0.1,43.2,49.5,94.99,54.7
1200.011,25,87,99.9,104.3,-4.4,65.2,1.72,18,24.7,75.3,49.3,0.1,45.3,51.7,98.4,48.1
2001.02,29,87,130.5,107.9,22.6,66.3,2.21,20.8,28.6,73.7,54.5,0.1,61.1,66.7,99.77,63.1
1200.011,22,87,115,114.7,0.3,52.2,1.35,14.3,29.9,74.7,52,0.1,50,58.4,104.51,50.4
10010.21,15,87,99.8,104.6,-4.7,60,1.44,15.8,14.6,74.7,44.1,0.1,49.3,53.8,103.41,44.5
100.202,25,86,114.4,98.4,16,60,1.77,16.6,32.9,76.5,55,0.1,50,55.9,92.2,59.4
20001.11,10,86,103.4,104.1,-0.6,56.1,1.61,16.6,17.8,71.8,46.8,0.1,52.1,54.9,95.13,51.3
20110.1,10,86,78.7,105.6,-26.9,47.5,0.67,12.8,21.1,73.8,48.8,0.2,44.3,46.3,94.96,33.8
10101.2,31,85,124.5,116.8,7.7,46.8,4.63,15.5,30.5,75.3,51.6,0,52.3,56.8,98.2,52.6
21000.11,12,85,108.7,99.6,9.1,71.4,2.39,22.5,25,88.3,57.7,0.1,53,56,97.57,56.5
1201.001,32,85,131.6,101.4,30.2,53,3.67,19.1,12.7,77.3,50,0.1,62.6,67.7,95.69,68.2
10110.101,21,84,122.9,105.6,17.4,73.6,3.12,21.3,12.9,72.9,45.8,0.1,62.1,64.2,103.56,64.6
1100.111,20,84,109.9,117.4,-7.5,52.9,1.48,17,31.3,70.3,51.8,0.2,52.8,56.4,91.63,46.4
21100.01,14,83,97,110.3,-13.3,60.7,1.54,17.6,24.6,70.8,47.7,0.2,47.4,51.1,89.72,45.6
1201.001,19,83,99.5,111.1,-11.5,68.7,1.84,19.3,28.8,72.7,50.3,0.1,49,50.4,94.27,48.2
210.101,27,83,116.8,102.1,14.8,64.3,1.73,19.5,11.5,84.6,49.2,0.1,61.9,65.4,99.01,60.5
111.101,12,82,106.2,109.8,-3.6,63.5,1.81,20.1,26.5,59.7,44.1,0.2,53.4,55.8,100.8,48.3
1000.211,15,82,118.5,104.3,14.1,53.2,2.16,17.9,32.4,76.6,55.4,0.1,53.6,57.8,96.75,57.8
10000.22,13,82,101.4,124.7,-23.2,55,0.89,14.8,35.3,59,47.9,0.2,50,55,96.35,38.3
,7,81,120.4,103.8,16.5,59.7,2.09,20,35.3,80,57.1,0.1,57.8,59.4,93.27,58.6
12100.01,20,81,120.9,105.7,15.2,54.2,3.25,19.1,16.2,76.7,47.5,0.1,58.3,60.8,92.96,52.9
11001.011,21,81,108.8,92,16.8,63.6,1.62,19.1,24.3,81.3,53.8,0.2,53.7,57.6,93.58,60.2
10.211,16,80,92.8,108.5,-15.6,58.7,0.79,13.4,17.4,75.4,45.5,0.2,46.1,53.7,98.86,38.1
110.111,10,80,104.1,103.8,0.2,54.5,1.71,16,28.9,77.6,50.7,0.1,48,51.1,95.48,49.1
11100.101,14,80,98,106.6,-8.6,51.7,1.72,14.3,27.6,76.9,48.7,0.1,43.5,47.3,95.2,41.8
1201.001,26,80,115.7,98.9,16.8,38.5,1.32,11.5,31.7,76.7,57.7,0.1,52.6,57.5,106.54,63.5
