first_pos,second_pos,third_pos,fourth_pos,fifth_pos,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE
E.Bledsoe,D.Booker,T.Chandler,M.Chriss,P.Tucker,PHX,32,284,102.8,108.7,-5.9,49.6,1.17,14.4,29.3,74.8,50.6,0.2,49.5,52.9,98.96,45
T.Black,B.Ingram,J.Randle,D.Russell,N.Young,LAL,12,124,98.4,115.2,-16.8,57,1.24,16.3,26.7,80.6,52.2,0.2,50.6,52,100.92,38.4
T.Black,J.Clarkson,B.Ingram,L.Nance Jr.,L.Williams,LAL,22,195,108,100.2,7.8,52.8,1.41,15.8,28.9,76.7,54.1,0.1,50.9,55.5,100.79,55.1
N.Bjelica,Z.LaVine,R.Rubio,K.Towns,A.Wiggins,MIN,16,62,115.4,119.7,-4.3,66,1.63,18.1,29.4,72.5,51,0.2,52.5,59.6,95.51,50.7
N.Bjelica,G.Dieng,K.Dunn,Z.LaVine,S.Muhammad,MIN,24,70,102.8,88,14.7,65.4,1.55,17.8,25.4,79.2,50,0.2,48.8,53.7,96.67,57.6
B.Biyombo,J.Green,E.Payton,N.Vucevic,C.Watson,ORL,9,59,95.3,87,8.3,57.8,1.86,16.6,21.1,75.4,50,0.1,45.3,48.5,97.27,58
B.Biyombo,J.Green,J.Meeks,E.Payton,N.Vucevic,ORL,7,63,111.9,113.2,-1.3,47.3,1.73,15.8,26.8,74.6,51.3,0.1,54.5,56,95.81,50
B.Biyombo,E.Fournier,A.Gordon,E.Payton,T.Ross,ORL,4,76,115.5,103.4,12.1,49.3,1.55,15.6,36,75.7,55.7,0.1,52.8,56,97.55,55.6
B.Biyombo,E.Fournier,A.Gordon,S.Ibaka,E.Payton,ORL,20,85,102.9,100,2.9,49.2,1.68,14.5,25.6,77.3,51,0.1,48.6,51.1,96.22,52.4
P.Beverley,C.Brewer,S.Dekker,E.Gordon,N.Hilario,HOU,24,138,108.7,90,18.7,66.1,2.29,19.9,18.5,81.8,50.4,0.1,54.9,56.2,101.88,60.3
P.Beverley,C.Brewer,S.Dekker,E.Gordon,M.Harrell,HOU,18,92,110.4,105.6,4.8,62.8,2.33,19.1,28.6,67.1,46.5,0.1,52.6,53.7,93.67,50.4
P.Beverley,C.Brewer,C.Capela,S.Dekker,E.Gordon,HOU,21,85,104.4,110.6,-6.2,62.5,1.67,17.6,27.4,66.7,47.7,0.1,51.4,53.5,96.46,45.1
M.Belinelli,S.Hawes,F.Kaminsky,M.Kidd-Gilchrist,R.Sessions,CHA,12,79,102.7,106.3,-3.5,78.6,2.62,23.8,16.2,82.6,49.6,0.1,54.3,54.7,100.98,51.4
M.Beasley,M.Brogdon,G.Monroe,J.Parker,J.Terry,MIL,16,55,121,105.7,15.3,53.7,2.07,19.3,23.1,81.6,55.7,0.1,60.9,63.3,100.65,56.4
B.Beal,M.Gortat,O.Porter Jr.,J.Smith,J.Wall,WAS,17,56,103.1,127.3,-24.2,58.5,1.2,15.6,36.5,70.5,52.1,0.2,47,52,96.2,35.1
B.Beal,M.Gortat,K.Oubre Jr.,O.Porter Jr.,J.Wall,WAS,32,194,119.7,99.7,20,61.5,2.43,20.1,22.5,74.6,49.2,0.1,57.1,60.9,100.92,61.1
B.Beal,M.Gortat,M.Morris,O.Porter Jr.,J.Wall,WAS,56,1114,112.2,100.7,11.5,62.6,2.03,19.9,22.6,78.2,50.8,0.1,55.4,58.4,99.89,56.3
B.Beal,M.Gortat,M.Morris,K.Oubre Jr.,J.Wall,WAS,29,70,121.4,116.1,5.2,47.2,1.42,17.1,26.9,69,51.2,0.2,62.9,65,104.49,52.2
K.Bazemore,D.Howard,P.Millsap,D.Schroder,T.Sefolosha,ATL,32,383,97.6,101.1,-3.5,57.5,1.32,16.3,22.4,78,50.8,0.2,49.1,52,99.12,48.5
K.Bazemore,D.Howard,K.Korver,M.Muscala,D.Schroder,ATL,18,77,103.9,100.1,3.8,60.6,1.39,19.2,26.7,77.3,54.8,0.2,55.9,57.1,105.22,54.5
K.Bazemore,D.Howard,K.Korver,P.Millsap,D.Schroder,ATL,20,206,94.4,104.6,-10.2,65.6,1.49,18.2,25.6,72.8,48.7,0.2,47.6,49.6,99.69,45.8
K.Bazemore,T.Hardaway Jr.,D.Howard,P.Millsap,D.Schroder,ATL,29,213,107.2,104.6,2.6,62.8,1.74,18.3,24.1,74.7,51.2,0.1,51.6,55.7,98.41,53.7
A.Baynes,S.Johnson,J.Leuer,M.Morris,B.Udrih,DET,10,53,87.2,112,-24.8,59.5,1.47,15.9,23.9,82.9,51.7,0.1,41.5,45.3,93.31,38.7
A.Baynes,T.Harris,S.Johnson,M.Morris,I.Smith,DET,17,65,104,96.4,7.5,50.9,1.75,15.4,29,96.2,60,0.1,47.6,51.2,98.77,55.7
A.Baynes,K.Caldwell-Pope,T.Harris,M.Morris,I.Smith,DET,27,70,92.1,87.4,4.8,50,1.32,13.1,14.5,76.5,48.7,0.1,42.4,48.9,104.39,56.9
N.Batum,M.Kidd-Gilchrist,K.Walker,M.Williams,C.Zeller,CHA,33,553,107.5,99.2,8.3,64.8,1.99,18.8,22,81.7,51.1,0.1,51.1,55.4,97.98,55
N.Batum,F.Kaminsky,M.Kidd-Gilchrist,K.Walker,C.Zeller,CHA,18,122,103.6,101.4,2.1,67.4,1.88,18.9,27,78.2,53.5,0.1,49.1,52.6,97.49,51.6
N.Batum,F.Kaminsky,M.Kidd-Gilchrist,K.Walker,M.Williams,CHA,23,195,105.6,105.8,-0.2,58.2,1.85,17.7,11.2,78.7,45.7,0.1,53.1,57,99.75,48
N.Batum,R.Hibbert,M.Kidd-Gilchrist,K.Walker,M.Williams,CHA,20,170,109,101,7.9,61.9,2.18,17.8,25.5,77.8,52.1,0.1,49,53.9,96.95,53.8
N.Batum,S.Hawes,M.Kidd-Gilchrist,K.Walker,M.Williams,CHA,12,63,75.9,110.5,-34.6,64.7,1.05,13.1,18.8,85.5,48.4,0.2,35.1,40.4,102.99,25.8
N.Batum,M.Belinelli,K.Walker,M.Williams,C.Zeller,CHA,22,79,101.4,105.8,-4.4,57.4,1.72,13.9,27.8,79.7,48.3,0.1,42,48.7,97.52,44.9
N.Batum,M.Belinelli,F.Kaminsky,K.Walker,C.Zeller,CHA,22,70,133,118.8,14.2,65.8,2.78,24.2,14.3,71,48.1,0.1,69,72.3,99.39,58.9
N.Batum,M.Belinelli,F.Kaminsky,K.Walker,M.Williams,CHA,18,74,111.5,112,-0.5,61.7,2.85,16.7,16,82.8,45.1,0.1,47.9,56.1,103.3,55.7
N.Batum,M.Belinelli,R.Hibbert,F.Kaminsky,R.Sessions,CHA,21,88,108.9,111,-2.1,58.2,1.77,16.6,11.5,79.2,48.9,0.1,52,58.5,102.35,51.1
N.Batum,M.Belinelli,S.Hawes,F.Kaminsky,R.Sessions,CHA,16,61,112.2,109.8,2.4,80.8,2.8,24.2,6.5,75.8,46.3,0.1,57.2,61.9,101.33,54.5
B.Bass,J.Crawford,R.Felton,A.Rivers,M.Speights,LAC,23,123,105.2,116.6,-11.4,52.2,1.2,14.9,21.9,75.5,47.8,0.2,51.7,56.4,95.17,43.7
W.Barton,K.Faried,D.Gallinari,E.Mudiay,J.Nurkic,DEN,9,63,86.1,122.3,-36.2,54.3,1.04,14.1,29.9,73.9,47.8,0.2,41,44.4,99.57,31.5
W.Barton,W.Chandler,G.Harris,N.Jokic,J.Nelson,DEN,12,67,125,113.1,11.9,72.7,2.53,23.2,34.4,83,55.6,0.1,59.7,61.6,98.88,52
W.Barton,W.Chandler,D.Gallinari,E.Mudiay,J.Nurkic,DEN,12,71,97.2,111.4,-14.2,35.8,0.83,9.9,32.4,75.3,54.6,0.2,44.2,48.9,100.92,42.4
M.Barnes,D.Collison,D.Cousins,K.Koufos,B.McLemore,SAC,10,91,97.7,126.3,-28.6,64.7,2.44,19.1,11.9,79.7,43.7,0.1,49.1,51.2,91.86,38.1
M.Barnes,W.Cauley-Stein,T.Lawson,M.Richardson,A.Tolliver,SAC,11,66,101.7,98.2,3.5,62.1,1.33,19.3,20.8,83.6,56,0.2,55.8,57.9,99.97,54.7
H.Barnes,D.Finney-Smith,W.Matthews,D.Powell,D.Williams,DAL,15,54,115.7,106.6,9.1,76.6,3,23.6,22.9,68.8,45.8,0.1,55.7,58.4,95.09,55.1
H.Barnes,D.Finney-Smith,W.Matthews,S.Mejri,D.Williams,DAL,16,136,94.2,95.9,-1.6,43.5,1.11,12.6,20.2,82.1,48.1,0.1,46.4,49.1,89.59,46.8
H.Barnes,S.Curry,W.Matthews,D.Nowitzki,D.Williams,DAL,14,123,113.7,114,-0.3,71.2,2.55,21.8,14.2,81.3,45,0.1,57.7,60,96.03,48.1
H.Barnes,S.Curry,W.Matthews,S.Mejri,D.Williams,DAL,17,97,109.3,95.1,14.3,59.7,2.42,18.9,20.3,72.5,46.5,0.1,54.6,55.6,89.84,59.2
H.Barnes,S.Curry,Y.Ferrell,W.Matthews,D.Nowitzki,DAL,15,173,112.5,105.8,6.7,61,2.54,20.3,9.3,78.6,44.4,0.1,57.3,60.1,96.38,54.5
H.Barnes,A.Bogut,D.Finney-Smith,W.Matthews,D.Williams,DAL,11,69,117.6,101.6,15.9,70.2,2,22,25.9,76.1,52.8,0.2,59.5,61.2,87.92,57.5
H.Barnes,A.Bogut,S.Curry,W.Matthews,D.Williams,DAL,7,55,90.3,90.9,-0.6,45,1.5,13.8,11.8,83.7,44.7,0.1,47,47.8,91.8,47.8
L.Barbosa,J.Dudley,B.Knight,A.Len,P.Tucker,PHX,11,57,105.5,109.4,-3.9,53.7,1.93,17.1,29.1,88.1,54.6,0.1,51.3,52.3,100,47.8
L.Barbosa,J.Dudley,.Jones,T.Ulis,A.Williams,PHX,7,61,97.5,85.6,11.8,64.2,1.7,20,24.5,75.9,51.5,0.2,49.5,52.1,99.43,60.5
L.Babbitt,G.Dragic,D.Waiters,H.Whiteside,J.Winslow,MIA,7,87,105.3,98.1,7.2,65.3,1.88,19.7,23.1,75.9,50.3,0.1,54.2,54.9,96.04,54.7
L.Babbitt,G.Dragic,R.McGruder,D.Waiters,H.Whiteside,MIA,23,222,104.8,108.6,-3.8,53.8,1.34,16.7,19,80.9,50.8,0.2,54.9,57.3,98.41,46.4
D.Augustin,E.Fournier,A.Gordon,S.Ibaka,N.Vucevic,ORL,20,76,120.7,100.2,20.6,63,2.71,21.1,27.4,80.8,56.3,0.1,59.1,60.4,97.59,61.7
D.Augustin,B.Biyombo,J.Green,M.Hezonja,C.Watson,ORL,13,75,98.1,104.7,-6.7,59.6,1.12,14.7,24.2,71.4,48.5,0.2,46.6,52.2,92.91,46.8
D.Augustin,B.Biyombo,A.Gordon,S.Ibaka,J.Meeks,ORL,6,61,111.1,114.5,-3.4,53.8,1.56,17.5,27.5,76.7,50,0.2,56.6,57.5,92.93,47.3
D.Augustin,B.Biyombo,E.Fournier,A.Gordon,S.Ibaka,ORL,23,196,99.7,110.4,-10.8,60.8,1.94,18.2,16.2,74.6,44.5,0.1,50.3,52.4,95.06,42.6
O.Asik,A.Davis,T.Frazier,S.Hill,E.Moore,NOP,16,116,105.9,103.2,2.7,64.2,2.26,19,15.1,77.1,47.8,0.1,50.5,55.5,100.69,52.5
O.Asik,D.Cunningham,A.Davis,T.Frazier,E.Moore,NOP,7,56,113.3,101.1,12.2,61.8,3.09,21.3,22.2,78.2,50.5,0.1,54.5,56.2,99.83,55.8
T.Ariza,S.Dekker,E.Gordon,J.Harden,N.Hilario,HOU,33,136,104.2,102.1,2.2,66.4,1.62,17.7,26.6,78.8,50.6,0.1,50.4,53.5,106.95,50
T.Ariza,S.Dekker,E.Gordon,J.Harden,M.Harrell,HOU,23,70,119.1,114.9,4.2,64.4,2.38,19.4,17.5,69.4,46.5,0.1,55.3,62.1,102.09,52.7
C.Anthony,C.Lee,K.Porzingis,D.Rose,L.Thomas,NYK,8,69,115.2,106.7,8.5,46.4,1.53,14.1,21.7,77.3,50.8,0.1,52.5,59.2,101.36,54.3
C.Anthony,C.Lee,K.O'Quinn,D.Rose,L.Thomas,NYK,16,58,108.9,121.5,-12.6,39.2,1.33,12.6,30.9,68.9,48,0.1,49.1,53.6,99.65,42.2
C.Anthony,C.Lee,K.O'Quinn,K.Porzingis,D.Rose,NYK,16,78,109.3,123.8,-14.5,48,1.57,16.2,32.8,70.3,51.1,0.1,51.9,55,97.35,47.7
C.Anthony,C.Lee,J.Noah,D.Rose,L.Thomas,NYK,10,71,115.1,95.6,19.5,38.8,1.86,13.7,33.3,73.8,53,0.1,51.8,54.1,95.74,57.7
C.Anthony,C.Lee,J.Noah,K.Porzingis,D.Rose,NYK,28,396,106.3,111.6,-5.2,53.4,1.77,16.6,27.3,75.9,51.1,0.1,50.1,53,97.66,46.4
C.Anthony,B.Jennings,C.Lee,K.Porzingis,D.Rose,NYK,14,54,123.4,123.5,-0.2,49,1.5,16.2,16.3,77.3,47.1,0.1,61.7,66.8,104.62,48.3
C.Anthony,B.Jennings,C.Lee,J.Noah,K.Porzingis,NYK,13,109,98.2,108.5,-10.3,62.7,1.53,17,23.9,76,48.8,0.1,48,50.9,99.75,43.1
C.Anthony,W.Hernangomez,C.Lee,D.Rose,L.Thomas,NYK,10,65,107.1,113.9,-6.9,37.5,0.88,12.5,28.8,79,56.1,0.2,54.4,57.5,94.15,46.2
C.Anthony,W.Hernangomez,C.Lee,K.Porzingis,D.Rose,NYK,19,108,102.5,115,-12.5,54.7,1.21,16.7,17.7,63.2,44.6,0.2,54.6,57.8,97.32,46.7
G.Antetokounmpo,M.Dellavedova,J.Parker,M.Plumlee,T.Snell,MIL,14,137,104.6,101.7,2.9,65.2,1.47,20.2,20.2,74.8,51,0.2,56,58.7,97.88,53.4
G.Antetokounmpo,M.Dellavedova,G.Monroe,J.Parker,T.Snell,MIL,21,60,101.6,119.8,-18.2,63.3,1.24,18.8,14.6,83,51.1,0.2,55.9,59.7,99.36,43.5
G.Antetokounmpo,M.Dellavedova,J.Henson,J.Parker,T.Snell,MIL,30,390,105.2,106.3,-1.1,60.2,1.87,18.1,22,72.6,47.4,0.1,51.1,54.2,99.15,49.4
G.Antetokounmpo,M.Brogdon,G.Monroe,M.Teletovic,J.Terry,MIL,20,85,128.4,91.4,37,62.5,1.79,21.3,32.8,78,59.3,0.2,64.9,67.9,94.35,68.8
G.Antetokounmpo,M.Brogdon,G.Monroe,J.Parker,T.Snell,MIL,24,64,110.7,104.9,5.9,52,1.44,15.6,23.5,79.2,51.9,0.1,52.5,58.1,96.14,51.4
G.Antetokounmpo,M.Brogdon,J.Henson,J.Parker,T.Snell,MIL,25,184,107.6,108.5,-0.9,61.7,2,18.9,23.1,69.3,46.9,0.1,52.2,55.3,93.73,51.3
G.Antetokounmpo,M.Beasley,M.Brogdon,G.Monroe,J.Terry,MIL,18,89,105.7,94,11.7,68.6,1.85,19.7,22.2,85.5,54.7,0.1,52.3,56,95.29,59.9
R.Anderson,T.Ariza,E.Gordon,J.Harden,N.Hilario,HOU,38,170,107.8,96.9,10.9,55.2,1.19,15.1,25,81,53.2,0.2,52.8,57.4,105.3,55.5
R.Anderson,T.Ariza,E.Gordon,J.Harden,M.Harrell,HOU,32,174,126.8,106.4,20.5,58.9,1.66,17.9,27,75.9,53.1,0.1,60.4,66.2,104.83,59.9
R.Anderson,T.Ariza,C.Capela,E.Gordon,J.Harden,HOU,37,260,105.6,100,5.6,63.6,1.75,18.4,22.2,81,50.8,0.1,52.1,55.1,99.61,50.8
R.Anderson,T.Ariza,P.Beverley,J.Harden,N.Hilario,HOU,22,130,111.1,107.5,3.7,66.1,1.53,18.3,28.5,84,54.1,0.2,53.1,58,106.09,50.2
R.Anderson,T.Ariza,P.Beverley,J.Harden,M.Harrell,HOU,27,196,107.5,108.5,-1,60.9,1.4,17.3,24.2,75.8,49.2,0.2,53.2,56.9,101,49.2
R.Anderson,T.Ariza,P.Beverley,C.Capela,J.Harden,HOU,34,399,123.2,110.4,12.9,66.5,2.2,20.8,25.7,76.4,50.7,0.1,60.4,63.4,99.79,55.2
A.Anderson,J.Crawford,R.Felton,W.Johnson,M.Speights,LAC,8,54,97,89.2,7.7,53.8,1.91,16.1,6.5,88.6,46.7,0.1,48.9,52.4,96.69,55.2
A.Aminu,D.Lillard,C.McCollum,M.Plumlee,E.Turner,POR,15,82,113.6,95.2,18.4,45.3,1.61,13.9,24.3,76.5,52.9,0.1,51.8,57.1,95.58,64.6
A.Aminu,M.Harkless,D.Lillard,C.McCollum,M.Plumlee,POR,21,255,112.5,103.7,8.8,62.3,2.15,20.2,20.9,74.2,49.1,0.1,56.6,58.5,97.03,55.8
A.Aminu,A.Crabbe,D.Lillard,C.McCollum,M.Plumlee,POR,13,70,107.8,118.3,-10.6,53.4,1.55,16.5,23.2,72.5,46.7,0.1,52.5,56.6,97.6,46.7
A.Aminu,A.Crabbe,M.Harkless,C.McCollum,M.Plumlee,POR,6,87,102.3,102.8,-0.5,53.6,1.28,15.5,21.3,83.5,54.4,0.2,50.3,55,101.38,48.8
T.Allen,M.Gasol,J.Green,A.Harrison,T.Williams,MEM,10,110,94,101.1,-7.2,55.7,1.47,15.4,19.4,78.8,49.3,0.1,45.5,49.2,97.22,46.5
T.Allen,T.Daniels,M.Gasol,J.Green,A.Harrison,MEM,10,55,107.9,82.3,25.6,64.1,1.47,16.2,30.9,86.3,57.5,0.2,47.4,53.9,95.92,68.4
T.Allen,M.Conley,M.Gasol,J.Green,C.Parsons,MEM,25,281,102.7,106.8,-4.1,61.9,1.71,18.7,17.7,76.1,46.2,0.1,51.4,54.9,93.42,46.9
T.Allen,M.Conley,J.Ennis III,M.Gasol,J.Green,MEM,22,153,101,104.5,-3.5,61,1.39,16.3,29.4,76.6,51.3,0.2,46.7,51.2,91.35,45.1
L.Allen,P.George,C.Miles,J.Teague,M.Turner,IND,14,91,102.9,110.7,-7.8,73.2,1.63,20,19.2,73.4,46.5,0.2,51.3,56.4,99.57,46.8
L.Aldridge,D.Green,D.Lee,K.Leonard,T.Parker,SAS,17,78,114,104.4,9.6,58.6,1.55,16.2,29,76.6,54.1,0.1,49.2,57.7,95.54,58.6
L.Aldridge,M.Ginobili,D.Lee,K.Leonard,P.Mills,SAS,28,79,112.6,121,-8.5,60.3,2,16.9,28.4,76.9,50,0.1,49.7,54.9,101.1,42.8
L.Aldridge,P.Gasol,D.Green,K.Leonard,T.Parker,SAS,27,363,113.1,106.1,7.1,63,2.45,20.4,19,76.2,49.7,0.1,55.4,58.7,95.12,56.2
L.Aldridge,P.Gasol,D.Green,K.Leonard,P.Mills,SAS,17,67,114.2,94.4,19.8,72.9,2.69,19.5,22.4,81.5,48.8,0.1,50.4,56.2,94.02,60.2
L.Aldridge,P.Gasol,M.Ginobili,K.Leonard,P.Mills,SAS,17,56,102.9,105.7,-2.7,57.4,1.8,16.6,23.2,80.4,49,0.1,48.6,52.3,101.71,51.4
L.Aldridge,D.Dedmon,D.Green,K.Leonard,T.Parker,SAS,22,169,106.3,94.5,11.9,54.7,1.6,17.1,28.3,80.4,55.2,0.1,50.7,54.5,92.1,59.1
C.Aldrich,N.Bjelica,K.Dunn,Z.LaVine,S.Muhammad,MIN,28,134,103.2,103.3,-0.2,53.2,1.45,16.6,28,84.6,54.5,0.2,51.5,53,94.23,47.1
A.Ajinca,A.Davis,B.Hield,S.Hill,J.Holiday,NOP,7,81,107.5,103,4.5,60,1.56,18.1,19.7,86.1,54.3,0.2,53.7,58,98.76,52.3
A.Afflalo,D.Cousins,R.Gay,K.Koufos,T.Lawson,SAC,14,144,104.6,103.3,1.3,56.8,1.85,16.7,19.5,83.6,52.9,0.1,49,54.2,96.08,52.2
A.Afflalo,D.Collison,D.Cousins,K.Koufos,G.Temple,SAC,10,114,110.6,110.3,0.2,60.5,1.93,18.8,17.9,79.1,49.7,0.1,56,58.7,89.58,50.4
A.Afflalo,D.Collison,D.Cousins,K.Koufos,B.McLemore,SAC,7,88,95.6,116.2,-20.6,59.1,1.03,16.5,21.6,80.3,50.3,0.2,51.7,54.4,98.27,39.5
A.Afflalo,D.Collison,D.Cousins,R.Gay,K.Koufos,SAC,8,71,104.3,105,-0.6,65.5,1.38,18.7,28.6,75,53.3,0.2,51.7,56.2,95.37,53
A.Afflalo,M.Barnes,D.Cousins,R.Gay,T.Lawson,SAC,14,57,108,119.3,-11.3,55,2,15.3,25.5,76.3,46.2,0.1,47.4,52.5,92.84,40.4
S.Adams,V.Oladipo,A.Roberson,D.Sabonis,R.Westbrook,OKC,47,611,101.1,99,2.1,52.9,1.4,16.4,23.6,77.6,51.8,0.2,51.2,53.4,99.25,51.3
S.Adams,A.Morrow,A.Roberson,D.Sabonis,R.Westbrook,OKC,22,120,99.2,108.5,-9.3,60.9,1.33,15.7,31.5,78.1,54.2,0.2,44.5,50.6,97.49,48.6
S.Adams,E.Kanter,V.Oladipo,A.Roberson,R.Westbrook,OKC,21,80,107.6,97.7,9.9,43.1,0.97,12.1,37,78,57.7,0.2,47,53.5,100.55,54.6
S.Adams,J.Grant,V.Oladipo,A.Roberson,R.Westbrook,OKC,31,108,118.1,107.4,10.8,42,1.09,12.7,25.3,82.4,54.8,0.1,57.1,61.8,106.13,52.8
A.Abrines,S.Christon,J.Grant,E.Kanter,J.Lauvergne,OKC,12,80,104,122.8,-18.9,49.3,1.31,16.2,23.2,67.2,45.6,0.2,55.1,56.5,97.4,40.6
A.Abrines,S.Adams,A.Roberson,D.Sabonis,R.Westbrook,OKC,24,98,108.6,108.2,0.4,57.5,1.79,17.4,27.7,76.7,51.6,0.1,52.1,54.8,102.48,49.3
A.Abrines,S.Adams,E.Kanter,A.Roberson,R.Westbrook,OKC,23,59,135.8,98.9,36.9,50.8,2.06,18.3,27.7,80.3,57.4,0.1,65,69.4,107.7,66.8
